strategy_id,strategy_hash,strategy_type,symbol,timeframe,constraints,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades
SPY_5m_strategy_0,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_0.parquet,-0.10545850748748409,-0.688739589573119,-0.20577436447292474,121
SPY_5m_strategy_1,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_1.parquet,-0.09339684189048736,-0.5997414416259456,-0.20577436447291808,115
SPY_5m_strategy_2,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_2.parquet,-0.00759330147085735,-1.163653339204468,-0.011085225559284928,75
SPY_5m_strategy_3,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_3.parquet,-0.0026491685179308444,-0.830316048047415,-0.004306467638543809,25
SPY_5m_strategy_4,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_4.parquet,0.0,0.0,0.0,1
SPY_5m_strategy_5,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_5.parquet,-0.007639805883055906,-0.388532494994171,-0.024253085736531843,114
SPY_5m_strategy_6,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_6.parquet,0.011945250112755046,0.7528896613758637,-0.00926888668902226,114
SPY_5m_strategy_7,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_7.parquet,-0.004319422361857561,-0.5659913546239002,-0.007968255339437569,73
SPY_5m_strategy_8,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_8.parquet,-0.0020156524495780204,-0.732339950020344,-0.0025721120691979404,25
SPY_5m_strategy_9,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_9.parquet,-0.0008120474949320222,-0.9728597464622508,-0.0008120474949320222,3
SPY_5m_strategy_10,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_10.parquet,-0.007642225199393171,-0.38612774803574534,-0.0242652600535751,110
SPY_5m_strategy_11,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_11.parquet,0.01201930247108729,0.7463487168512206,-0.009255328844594457,114
SPY_5m_strategy_12,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_12.parquet,-0.002978280736808059,-0.3820348246325658,-0.007608425298991528,75
SPY_5m_strategy_13,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_13.parquet,-0.0015765536635538036,-0.48547646095361396,-0.0022420224588801663,25
SPY_5m_strategy_14,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_14.parquet,8.516614415765567e-05,0.06902134974659564,-0.0008120474949320222,5
SPY_5m_strategy_15,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_15.parquet,-0.0027322997240422087,-0.14251982348244352,-0.01970329969137874,108
SPY_5m_strategy_16,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_16.parquet,0.005562804692157641,0.33926406658309144,-0.01223002270105733,110
SPY_5m_strategy_17,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_17.parquet,-0.006386648869802558,-0.7467643078448574,-0.011459494481388832,73
SPY_5m_strategy_18,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_18.parquet,-0.004049305479964294,-1.0134169558850337,-0.004736015698811102,29
SPY_5m_strategy_19,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_19.parquet,-4.979031031793202e-05,-0.03917135397362275,-0.0009468828749474856,7
SPY_5m_strategy_20,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_20.parquet,0.004007754565803268,0.21906818473594963,-0.018287119689648912,105
SPY_5m_strategy_21,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_21.parquet,0.007899819946513453,0.475245757862756,-0.01204096472008509,110
SPY_5m_strategy_22,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_22.parquet,-0.00484320153986828,-0.5787062352232112,-0.011517101149759457,73
SPY_5m_strategy_23,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_23.parquet,-0.0032249395989282226,-0.826428830005909,-0.004576894828539846,33
SPY_5m_strategy_24,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_24.parquet,0.0016003602047951482,0.9653138526192395,-0.0008120474949320222,13
SPY_5m_strategy_25,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_25.parquet,0.0008692031652866028,0.05440162594201246,-0.019345844755249808,101
SPY_5m_strategy_26,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_26.parquet,0.009906665781412638,0.5935370614520556,-0.011852271676943804,110
SPY_5m_strategy_27,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_27.parquet,-0.006351833485267355,-0.7548214573360176,-0.012335168577355504,73
SPY_5m_strategy_28,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_28.parquet,-0.005513512467198778,-1.2225897522847253,-0.007369420483492428,35
SPY_5m_strategy_29,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_29.parquet,0.0007944439794878022,0.42949246675859126,-0.0009874253097028607,15
SPY_5m_strategy_30,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_30.parquet,0.004434167977093395,0.24012621867410056,-0.018362220124188533,99
SPY_5m_strategy_31,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_31.parquet,0.008020553501091987,0.47722243865844277,-0.01244534014760279,104
SPY_5m_strategy_32,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_32.parquet,-0.006041564848274339,-0.7097868548436562,-0.012881291618550672,75
SPY_5m_strategy_33,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_33.parquet,-0.005936170367778271,-1.3263819503410645,-0.0067905015806331015,37
SPY_5m_strategy_34,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_34.parquet,-0.0003117569879835802,-0.14965696013824228,-0.0020916567363324923,17
SPY_5m_strategy_35,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_35.parquet,0.0015812212538695025,0.09094524799133569,-0.018362220124188977,93
SPY_5m_strategy_36,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_36.parquet,0.006562800472071029,0.3913134958394124,-0.01244534014760268,104
SPY_5m_strategy_37,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_37.parquet,-0.00791202565681648,-0.911672997681501,-0.01083741400462701,77
