trade_id,position_id,symbol,strategy_id,signal_hash,entry_bar_idx,entry_time,entry_signal_strength,direction,entry_order_id,entry_order_price,entry_order_time,entry_fill_id,entry_fill_price,entry_fill_time,exit_bar_idx,exit_time,exit_reason,exit_signal_strength,pnl,duration_bars,exit_order_id,exit_order_price,exit_order_time,exit_fill_id,exit_fill_price,exit_fill_time,commission,slippage_entry,slippage_exit,duration_time,return,entry_time_to_fill,exit_time_to_fill,cum_pnl,equity,entry_hour,exit_hour,entry_day,is_win,streak
T000002,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,28,2024-03-26 15:50:00+00:00,0,unknown,,,,,,,29,2024-03-26 15:55:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,1,False,1
T000002,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,28,2024-03-26 15:50:00+00:00,0,unknown,,,,,,,29,2024-03-26 15:55:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,1,False,1
T000002,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,28,2024-03-26 15:50:00+00:00,0,unknown,,,,,,,29,2024-03-26 15:55:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,1,False,1
T000002,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,28,2024-03-26 15:50:00+00:00,0,unknown,,,,,,,29,2024-03-26 15:55:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,1,False,1
T000003,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,71,2024-03-26 19:25:00+00:00,0,unknown,,,,,,,72,2024-03-26 19:30:00+00:00,Stop loss hit: price 519.5227 <= stop 519.8198 (-0.08%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000003,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,71,2024-03-26 19:25:00+00:00,0,unknown,,,,,,,72,2024-03-26 19:30:00+00:00,Stop loss hit: price 519.5227 <= stop 519.8198 (-0.08%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000003,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,71,2024-03-26 19:25:00+00:00,0,unknown,,,,,,,72,2024-03-26 19:30:00+00:00,Stop loss hit: price 519.5227 <= stop 519.8198 (-0.08%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000003,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,71,2024-03-26 19:25:00+00:00,0,unknown,,,,,,,72,2024-03-26 19:30:00+00:00,Stop loss hit: price 519.5227 <= stop 519.8198 (-0.08%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000003,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,71,2024-03-26 19:25:00+00:00,0,unknown,,,,,,,72,2024-03-26 19:30:00+00:00,Stop loss hit: price 519.5227 <= stop 519.8198 (-0.08%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000003,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,71,2024-03-26 19:25:00+00:00,0,unknown,,,,,,,72,2024-03-26 19:30:00+00:00,Stop loss hit: price 519.5227 <= stop 519.8198 (-0.08%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000003,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,71,2024-03-26 19:25:00+00:00,0,unknown,,,,,,,72,2024-03-26 19:30:00+00:00,Stop loss hit: price 519.5227 <= stop 519.8198 (-0.08%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000004,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,74,2024-03-26 19:40:00+00:00,0,unknown,,,,,,,75,2024-03-26 19:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000004,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,74,2024-03-26 19:40:00+00:00,0,unknown,,,,,,,75,2024-03-26 19:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000004,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,74,2024-03-26 19:40:00+00:00,0,unknown,,,,,,,75,2024-03-26 19:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000004,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,74,2024-03-26 19:40:00+00:00,0,unknown,,,,,,,75,2024-03-26 19:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000004,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,74,2024-03-26 19:40:00+00:00,0,unknown,,,,,,,75,2024-03-26 19:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000004,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,74,2024-03-26 19:40:00+00:00,0,unknown,,,,,,,75,2024-03-26 19:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000004,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,74,2024-03-26 19:40:00+00:00,0,unknown,,,,,,,75,2024-03-26 19:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,1,False,1
T000005,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,79,2024-03-27 13:30:00+00:00,0,unknown,,,,,,,80,2024-03-27 13:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,13,13,2,False,1
T000005,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,79,2024-03-27 13:30:00+00:00,0,unknown,,,,,,,80,2024-03-27 13:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,13,13,2,False,1
T000005,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,79,2024-03-27 13:30:00+00:00,0,unknown,,,,,,,80,2024-03-27 13:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,13,13,2,False,1
T000005,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,79,2024-03-27 13:30:00+00:00,0,unknown,,,,,,,80,2024-03-27 13:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,13,13,2,False,1
T000005,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,79,2024-03-27 13:30:00+00:00,0,unknown,,,,,,,80,2024-03-27 13:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,13,13,2,False,1
T000005,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,79,2024-03-27 13:30:00+00:00,0,unknown,,,,,,,80,2024-03-27 13:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,13,13,2,False,1
T000005,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,79,2024-03-27 13:30:00+00:00,0,unknown,,,,,,,80,2024-03-27 13:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,13,13,2,False,1
T000006,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,115,2024-03-27 16:30:00+00:00,0,unknown,,,,,,,116,2024-03-27 16:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,16,16,2,False,1
T000006,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,115,2024-03-27 16:30:00+00:00,0,unknown,,,,,,,116,2024-03-27 16:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,16,16,2,False,1
T000006,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,115,2024-03-27 16:30:00+00:00,0,unknown,,,,,,,116,2024-03-27 16:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,16,16,2,False,1
T000006,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,115,2024-03-27 16:30:00+00:00,0,unknown,,,,,,,116,2024-03-27 16:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,16,16,2,False,1
T000006,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,115,2024-03-27 16:30:00+00:00,0,unknown,,,,,,,116,2024-03-27 16:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,16,16,2,False,1
T000006,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,115,2024-03-27 16:30:00+00:00,0,unknown,,,,,,,116,2024-03-27 16:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,16,16,2,False,1
T000006,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,115,2024-03-27 16:30:00+00:00,0,unknown,,,,,,,116,2024-03-27 16:35:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,16,16,2,False,1
T000007,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,136,2024-03-27 18:15:00+00:00,0,unknown,,,,,,,138,2024-03-27 18:25:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,18,18,2,False,1
T000007,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,136,2024-03-27 18:15:00+00:00,0,unknown,,,,,,,138,2024-03-27 18:25:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,18,18,2,False,1
T000007,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,136,2024-03-27 18:15:00+00:00,0,unknown,,,,,,,138,2024-03-27 18:25:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,18,18,2,False,1
T000007,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,136,2024-03-27 18:15:00+00:00,0,unknown,,,,,,,138,2024-03-27 18:25:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,18,18,2,False,1
T000007,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,136,2024-03-27 18:15:00+00:00,0,unknown,,,,,,,138,2024-03-27 18:25:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,18,18,2,False,1
T000007,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,136,2024-03-27 18:15:00+00:00,0,unknown,,,,,,,138,2024-03-27 18:25:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,18,18,2,False,1
T000007,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,136,2024-03-27 18:15:00+00:00,0,unknown,,,,,,,138,2024-03-27 18:25:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,18,18,2,False,1
T000008,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,148,2024-03-27 19:15:00+00:00,0,unknown,,,,,,,149,2024-03-27 19:20:00+00:00,Take profit hit: price 520.5100 >= target 520.4900 (0.10%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,2,False,1
T000008,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,148,2024-03-27 19:15:00+00:00,0,unknown,,,,,,,149,2024-03-27 19:20:00+00:00,Take profit hit: price 520.5100 >= target 520.4900 (0.10%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,2,False,1
T000008,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,148,2024-03-27 19:15:00+00:00,0,unknown,,,,,,,149,2024-03-27 19:20:00+00:00,Take profit hit: price 520.5100 >= target 520.4900 (0.10%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,2,False,1
T000008,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,148,2024-03-27 19:15:00+00:00,0,unknown,,,,,,,149,2024-03-27 19:20:00+00:00,Take profit hit: price 520.5100 >= target 520.4900 (0.10%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,2,False,1
T000008,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,148,2024-03-27 19:15:00+00:00,0,unknown,,,,,,,149,2024-03-27 19:20:00+00:00,Take profit hit: price 520.5100 >= target 520.4900 (0.10%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,2,False,1
T000008,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,148,2024-03-27 19:15:00+00:00,0,unknown,,,,,,,149,2024-03-27 19:20:00+00:00,Take profit hit: price 520.5100 >= target 520.4900 (0.10%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,2,False,1
T000008,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,148,2024-03-27 19:15:00+00:00,0,unknown,,,,,,,149,2024-03-27 19:20:00+00:00,Take profit hit: price 520.5100 >= target 520.4900 (0.10%),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,19,19,2,False,1
T000009,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,150,2024-03-27 19:25:00+00:00,0,unknown,,,,,,,152,2024-03-27 19:35:00+00:00,Stop loss hit: price 522.0600 >= stop 521.2907 (-0.08%),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,19,19,2,False,1
T000009,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,150,2024-03-27 19:25:00+00:00,0,unknown,,,,,,,152,2024-03-27 19:35:00+00:00,Stop loss hit: price 522.0600 >= stop 521.2907 (-0.08%),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,19,19,2,False,1
T000009,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,150,2024-03-27 19:25:00+00:00,0,unknown,,,,,,,152,2024-03-27 19:35:00+00:00,Stop loss hit: price 522.0600 >= stop 521.2907 (-0.08%),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,19,19,2,False,1
T000009,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,150,2024-03-27 19:25:00+00:00,0,unknown,,,,,,,152,2024-03-27 19:35:00+00:00,Stop loss hit: price 522.0600 >= stop 521.2907 (-0.08%),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,19,19,2,False,1
T000009,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,150,2024-03-27 19:25:00+00:00,0,unknown,,,,,,,152,2024-03-27 19:35:00+00:00,Stop loss hit: price 522.0600 >= stop 521.2907 (-0.08%),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,19,19,2,False,1
T000009,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,150,2024-03-27 19:25:00+00:00,0,unknown,,,,,,,152,2024-03-27 19:35:00+00:00,Stop loss hit: price 522.0600 >= stop 521.2907 (-0.08%),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,19,19,2,False,1
T000009,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,150,2024-03-27 19:25:00+00:00,0,unknown,,,,,,,152,2024-03-27 19:35:00+00:00,Stop loss hit: price 522.0600 >= stop 521.2907 (-0.08%),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,19,19,2,False,1
T000010,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,220,2024-03-28 18:40:00+00:00,0,unknown,,,,,,,221,2024-03-28 18:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,18,3,False,1
T000010,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,220,2024-03-28 18:40:00+00:00,0,unknown,,,,,,,221,2024-03-28 18:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,18,3,False,1
T000010,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,220,2024-03-28 18:40:00+00:00,0,unknown,,,,,,,221,2024-03-28 18:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,18,3,False,1
T000010,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,220,2024-03-28 18:40:00+00:00,0,unknown,,,,,,,221,2024-03-28 18:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,18,3,False,1
T000010,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,220,2024-03-28 18:40:00+00:00,0,unknown,,,,,,,221,2024-03-28 18:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,18,3,False,1
T000010,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,220,2024-03-28 18:40:00+00:00,0,unknown,,,,,,,221,2024-03-28 18:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,18,3,False,1
T000010,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,220,2024-03-28 18:40:00+00:00,0,unknown,,,,,,,221,2024-03-28 18:45:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,18,3,False,1
T000011,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,223,2024-03-28 18:55:00+00:00,0,unknown,,,,,,,224,2024-03-28 19:00:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,19,3,False,1
T000011,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,223,2024-03-28 18:55:00+00:00,0,unknown,,,,,,,224,2024-03-28 19:00:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,19,3,False,1
T000011,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,223,2024-03-28 18:55:00+00:00,0,unknown,,,,,,,224,2024-03-28 19:00:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,19,3,False,1
T000011,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,223,2024-03-28 18:55:00+00:00,0,unknown,,,,,,,224,2024-03-28 19:00:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,19,3,False,1
T000011,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,223,2024-03-28 18:55:00+00:00,0,unknown,,,,,,,224,2024-03-28 19:00:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,19,3,False,1
T000011,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,223,2024-03-28 18:55:00+00:00,0,unknown,,,,,,,224,2024-03-28 19:00:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,19,3,False,1
T000011,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,223,2024-03-28 18:55:00+00:00,0,unknown,,,,,,,224,2024-03-28 19:00:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,18,19,3,False,1
T000012,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,246,2024-04-01 14:15:00+00:00,0,unknown,,,,,,,247,2024-04-01 14:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,14,14,0,False,1
T000012,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,246,2024-04-01 14:15:00+00:00,0,unknown,,,,,,,247,2024-04-01 14:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,14,14,0,False,1
T000012,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,246,2024-04-01 14:15:00+00:00,0,unknown,,,,,,,247,2024-04-01 14:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,14,14,0,False,1
T000012,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,246,2024-04-01 14:15:00+00:00,0,unknown,,,,,,,247,2024-04-01 14:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,14,14,0,False,1
T000012,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,246,2024-04-01 14:15:00+00:00,0,unknown,,,,,,,247,2024-04-01 14:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,14,14,0,False,1
T000012,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,246,2024-04-01 14:15:00+00:00,0,unknown,,,,,,,247,2024-04-01 14:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,14,14,0,False,1
T000012,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,246,2024-04-01 14:15:00+00:00,0,unknown,,,,,,,247,2024-04-01 14:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,14,14,0,False,1
T000013,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,258,2024-04-01 15:15:00+00:00,0,unknown,,,,,,,259,2024-04-01 15:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,0,False,1
T000013,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,258,2024-04-01 15:15:00+00:00,0,unknown,,,,,,,259,2024-04-01 15:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,0,False,1
T000013,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,258,2024-04-01 15:15:00+00:00,0,unknown,,,,,,,259,2024-04-01 15:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,0,False,1
T000013,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,258,2024-04-01 15:15:00+00:00,0,unknown,,,,,,,259,2024-04-01 15:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,0,False,1
T000013,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,258,2024-04-01 15:15:00+00:00,0,unknown,,,,,,,259,2024-04-01 15:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,0,False,1
T000013,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,258,2024-04-01 15:15:00+00:00,0,unknown,,,,,,,259,2024-04-01 15:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,0,False,1
T000013,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,258,2024-04-01 15:15:00+00:00,0,unknown,,,,,,,259,2024-04-01 15:20:00+00:00,Strategy exit signal (FLAT),0,0,1,,,,,,,0,0,0,0:05:00,,,,0,100000,15,15,0,False,1
T000014,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,265,2024-04-01 15:50:00+00:00,0,unknown,,,,,,,267,2024-04-01 16:00:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,15,16,0,False,1
T000014,unknown,SPY_5m,SPY_5m_strategy_0,d63509043abb,265,2024-04-01 15:50:00+00:00,0,unknown,,,,,,,267,2024-04-01 16:00:00+00:00,Strategy exit signal (FLAT),0,0,2,,,,,,,0,0,0,0:10:00,,,,0,100000,15,16,0,False,1
