strategy_hash,strategy_type,original_sharpe,original_return,optimal_stop,optimal_target,optimal_sharpe,optimal_return,sharpe_improvement,return_improvement,num_trades,period,std_dev
11129fcb7fa5,bollinger_bands,-1.9048008629980093,-0.09036022312543723,0.075,0.1,10.07415712223997,0.2473763783236531,11.97895798523798,0.33773660144909035,781,31,2.0
5b7b08275e14,bollinger_bands,-2.1201627838130124,-0.06477805130829706,0.075,0.1,7.844457151155663,0.1368524205779018,9.964619934968676,0.20163047188619887,403,31,2.5
121b0501bf35,bollinger_bands,-1.3828869966586612,-0.029319022499937897,0.075,0.1,4.3268553834965635,0.05469708329975931,5.709742380155225,0.0840161057996972,207,31,3.0
fc9943afab8c,bollinger_bands,-1.6834356517041626,-0.13191623774096772,0.075,0.1,8.28632622557012,0.29647643217161623,9.969761877274282,0.42839266991258396,1549,32,1.0
fff5e7d20b65,bollinger_bands,-2.2063180320357465,-0.14625615271306946,0.075,0.1,8.72218718630492,0.28041186809961793,10.928505218340666,0.4266680208126874,1287,32,1.5
d55aece22ad2,bollinger_bands,-1.878609111990271,-0.09179584695333964,0.075,0.1,9.258682667197133,0.22408116463151262,11.137291779187404,0.31587701158485226,761,32,2.0
d39dbfbbb6ae,bollinger_bands,-1.435982009482968,-0.045619913593408445,0.075,0.1,8.452497761843345,0.1480229100186261,9.888479771326313,0.19364282361203455,411,32,2.5
106f5e37af28,bollinger_bands,-0.8967608041839562,-0.0210506983057811,0.075,0.1,4.2725075874945935,0.05352403192202004,5.16926839167855,0.07457473022780114,203,32,3.0
d758885db870,bollinger_bands,-1.7164341127641032,-0.13336619583390108,0.075,0.1,8.558813542167398,0.3020718011852661,10.275247654931501,0.4354379970191672,1496,33,1.0
e8078f937503,bollinger_bands,-2.2306969043568237,-0.1496194920279028,0.075,0.1,8.777413515830238,0.2784631377091782,11.008110420187062,0.428082629737081,1256,33,1.5
702487ba1156,bollinger_bands,-2.202417040671864,-0.10685495216197871,0.075,0.1,9.973894996617183,0.23989396103188154,12.176312037289048,0.34674891319386025,753,33,2.0
fa1bf8b05174,bollinger_bands,-1.2629376665125536,-0.04073718284133898,0.075,0.1,8.473246501435117,0.14877791240309102,9.73618416794767,0.18951509524443,410,33,2.5
d31ea79e7946,bollinger_bands,-1.2869755716544828,-0.03060926045866763,0.075,0.1,3.9629611089027024,0.049162402814201256,5.249936680557186,0.07977166327286889,199,33,3.0
67e6717e7708,bollinger_bands,-1.6543031368279526,-0.1302123980128822,0.075,0.1,7.890043599963331,0.2742359710262685,9.544346736791283,0.4044483690391507,1466,34,1.0
22cfbee2a806,bollinger_bands,-2.0602571857280543,-0.1377432495126425,0.075,0.1,8.819168270558611,0.2767082700214021,10.879425456286665,0.4144515195340446,1227,34,1.5
05f08270acc6,bollinger_bands,-2.1726022118676394,-0.10760464017158378,0.075,0.1,9.711477319289227,0.2325271462221894,11.884079531156866,0.3401317863937732,736,34,2.0
ea897ab3a2f1,bollinger_bands,-1.2686284415511682,-0.04205208129714888,0.075,0.1,8.51618152339579,0.14871809133979896,9.784809964946959,0.19077017263694784,402,34,2.5
1c3a4e70fe49,bollinger_bands,-1.4154180168656454,-0.033538874095990656,0.075,0.1,4.576526483552675,0.05657965714778879,5.99194450041832,0.09011853124377944,200,34,3.0
a09b0b058df0,bollinger_bands,-1.63998976230224,-0.1297335526202722,0.075,0.1,7.567494877366691,0.2613954393373672,9.20748463966893,0.3911289919576394,1463,35,1.0
d7fe20354dcb,bollinger_bands,-1.9705336819790602,-0.13091815205116164,0.075,0.1,9.06721478915495,0.2818280139828093,11.037748471134009,0.41274616603397096,1190,35,1.5
6b1245c82ce5,bollinger_bands,-2.333770908957322,-0.11460591709841517,0.075,0.1,9.557818765056936,0.22626566311613083,11.89158967401426,0.340871580214546,722,35,2.0
61c557a6d032,bollinger_bands,-1.3130058445307207,-0.04429916387524535,0.075,0.1,8.47071453474912,0.1478841206690642,9.783720379279842,0.19218328454430955,404,35,2.5
3f89f6cc6584,bollinger_bands,-1.5282615390528966,-0.035995262467596434,0.075,0.1,4.742004075684491,0.05873084051361377,6.270265614737388,0.0947261029812102,201,35,3.0
7a965b138401,bollinger_bands,-1.6568253058135478,-0.13041619377007307,0.075,0.1,7.437904463489679,0.2547257548128199,9.094729769303227,0.38514194858289297,1438,36,1.0
cb821ff2857a,bollinger_bands,-1.9503233341849604,-0.1298285109723446,0.075,0.1,9.122778003535554,0.28142949918824645,11.073101337720514,0.41125801016059105,1184,36,1.5
4b493028d443,bollinger_bands,-2.198205641448147,-0.10781088185199039,0.075,0.1,9.766640976776655,0.2309794746302838,11.9648466182248,0.3387903564822742,725,36,2.0
fa5d65af43e5,bollinger_bands,-1.2798666905888878,-0.043873369509355054,0.05,0.1,8.700513819380657,0.14091415452176959,9.980380509969544,0.18478752403112464,407,36,2.5
dca305200c6f,bollinger_bands,-1.559213800180713,-0.036954944189302785,0.075,0.1,5.148803622249461,0.0648710214194197,6.708017422430174,0.10182596560872248,207,36,3.0
52acf43d5a97,bollinger_bands,-1.6464372793478905,-0.13046931718342347,0.075,0.1,7.341884364187485,0.24915546510647313,8.988321643535375,0.3796247822898966,1417,37,1.0
911d853b7980,bollinger_bands,-2.0885542071561223,-0.13834342953894274,0.075,0.1,9.126038815158937,0.27874124272609957,11.214593022315059,0.4170846722650423,1156,37,1.5
ea707c55ba0f,bollinger_bands,-2.1923092510693065,-0.10617665304423696,0.075,0.1,9.893209911987455,0.23242123371092083,12.085519163056762,0.3385978867551578,714,37,2.0
6613ec614cd0,bollinger_bands,-1.3627866480304827,-0.046967644246316165,0.05,0.1,8.777880226273721,0.14170910343854692,10.140666874304204,0.1886767476848631,403,37,2.5
9b81934ac192,bollinger_bands,-1.8254083239119259,-0.043475043604251695,0.075,0.1,5.400354367969891,0.06707510237178904,7.225762691881817,0.11055014597604074,202,37,3.0
4be6b887eb6a,bollinger_bands,-1.54110480657937,-0.12173610912230948,0.075,0.1,7.806190238410297,0.2644692576278782,9.347295044989666,0.3862053667501877,1391,38,1.0
bd9099be5311,bollinger_bands,-2.063914162631974,-0.13764652460295634,0.075,0.1,9.412162710489543,0.28600834411848153,11.476076873121517,0.42365486872143787,1138,38,1.5
2da25874102c,bollinger_bands,-2.279308542689806,-0.10968659549849225,0.075,0.1,9.583128830397918,0.22198217711152424,11.862437373087724,0.3316687726100165,694,38,2.0
dadf14ae5e7c,bollinger_bands,-1.6180258431305834,-0.05487791336628434,0.05,0.1,9.127631897202003,0.1458130957827184,10.745657740332586,0.20069100914900273,400,38,2.5
4314274a2493,bollinger_bands,-1.8427766053541936,-0.04500442802982174,0.075,0.1,5.707699059763234,0.07159826650199319,7.550475665117428,0.11660269453181493,207,38,3.0
eaf444435d31,bollinger_bands,-1.6541696427270343,-0.1303919078049749,0.075,0.1,7.190958024434046,0.24056880241540668,8.84512766716108,0.3709607102203816,1357,39,1.0
ae25ec524428,bollinger_bands,-1.9114482056019175,-0.1278211734898086,0.075,0.1,9.365855106574458,0.2831170414882149,11.277303312176375,0.4109382149780235,1120,39,1.5
b62de6c472a8,bollinger_bands,-2.3113073110272415,-0.11131966346435418,0.075,0.1,9.12086866145869,0.20976116487058016,11.432175972485933,0.32108082833493434,689,39,2.0
3ea67419245e,bollinger_bands,-2.026892925436915,-0.06983931276256905,0.075,0.1,9.015636819087515,0.15288718537834667,11.04252974452443,0.22272649814091572,393,39,2.5
7f544d066167,bollinger_bands,-1.6577624182309907,-0.039248936479132523,0.075,0.1,4.967178818294452,0.061729714566314264,6.6249412365254425,0.10097865104544679,200,39,3.0
b3883b4a99a3,bollinger_bands,-1.5809069772231283,-0.12453375427130375,0.075,0.1,7.469587967777165,0.24851987509622586,9.050494945000294,0.3730536293675296,1331,40,1.0
07cc89a7abb6,bollinger_bands,-1.9673020632713947,-0.1315030569381962,0.075,0.1,9.838656262848874,0.29398302805720444,11.805958326120269,0.42548608499540064,1097,40,1.5
8938d657206d,bollinger_bands,-2.3197838111843754,-0.1114357466183803,0.075,0.1,8.804469965938152,0.20036802778991336,11.124253777122528,0.31180377440829365,672,40,2.0
d760aa12c26d,bollinger_bands,-2.1052943855272432,-0.07287335943544182,0.075,0.1,8.397915656166182,0.14210847437643404,10.503210041693425,0.21498183381187586,387,40,2.5
b8f69004794a,bollinger_bands,-1.4851630457458447,-0.03613994906497009,0.075,0.1,5.056478270945997,0.06309486461426106,6.541641316691841,0.09923481367923115,201,40,3.0
982f190045df,bollinger_bands,-1.652354275222327,-0.12959562506090316,0.075,0.1,7.820277113135032,0.25862240559383,9.472631388357359,0.38821803065473315,1315,41,1.0
e2b1b30f7db7,bollinger_bands,-1.800175937823148,-0.11967726983267657,0.075,0.1,9.928546975651596,0.2938420740611969,11.728722913474744,0.41351934389387346,1074,41,1.5
