timestamp,equity,returns
2024-03-26 15:45:00+00:00,100000.0,
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.0,0.0
2024-03-26 15:50:00+00:00,100000.29,2.899999999916858e-06
2024-03-26 15:50:00+00:00,100000.29,0.0
2024-03-26 15:50:00+00:00,100000.58,2.899991590199491e-06
2024-03-26 15:50:00+00:00,100000.58,0.0
2024-03-26 15:50:00+00:00,100000.58,0.0
2024-03-26 15:50:00+00:00,100000.87,2.899983180038035e-06
2024-03-26 15:50:00+00:00,100001.16,2.899974770320668e-06
2024-03-26 15:50:00+00:00,100001.16,0.0
2024-03-26 15:50:00+00:00,100001.16,0.0
2024-03-26 15:50:00+00:00,100001.16,0.0
2024-03-26 15:50:00+00:00,100001.16,0.0
2024-03-26 15:50:00+00:00,100001.16,0.0
2024-03-26 15:50:00+00:00,100001.45,2.8999663603812564e-06
2024-03-26 15:50:00+00:00,100001.45,0.0
2024-03-26 15:50:00+00:00,100001.45,0.0
2024-03-26 15:50:00+00:00,100001.45,0.0
2024-03-26 15:50:00+00:00,100001.45,0.0
2024-03-26 15:55:00+00:00,100001.45,0.0
2024-03-26 15:55:00+00:00,100001.45,0.0
2024-03-26 15:55:00+00:00,100001.4531,3.0999550482135874e-08
2024-03-26 15:55:00+00:00,100001.4531,0.0
2024-03-26 15:55:00+00:00,100001.4531,0.0
2024-03-26 15:55:00+00:00,100001.4531,0.0
2024-03-26 15:55:00+00:00,100001.4531,0.0
2024-03-26 15:55:00+00:00,100001.4531,0.0
2024-03-26 15:55:00+00:00,100001.4562,3.0999549593957454e-08
2024-03-26 15:55:00+00:00,100001.4593,3.0999548705779034e-08
2024-03-26 15:55:00+00:00,100001.4593,0.0
2024-03-26 15:55:00+00:00,100001.4593,0.0
2024-03-26 15:55:00+00:00,100001.4593,0.0
2024-03-26 15:55:00+00:00,100001.4593,0.0
2024-03-26 15:55:00+00:00,100001.4593,0.0
2024-03-26 15:55:00+00:00,100001.4593,0.0
2024-03-26 15:55:00+00:00,100001.4593,0.0
2024-03-26 15:55:00+00:00,100001.4624,3.099954759555601e-08
2024-03-26 15:55:00+00:00,100001.4624,0.0
2024-03-26 15:55:00+00:00,100001.4624,0.0
2024-03-26 15:55:00+00:00,100001.4655,3.099954670737759e-08
2024-03-26 15:55:00+00:00,100001.4655,0.0
2024-03-26 15:55:00+00:00,100001.4655,0.0
2024-03-26 15:55:00+00:00,100001.4655,0.0
2024-03-26 15:55:00+00:00,100001.4655,0.0
2024-03-26 15:55:00+00:00,100001.4655,0.0
2024-03-26 15:55:00+00:00,100001.4655,0.0
2024-03-26 15:55:00+00:00,100001.4655,0.0
2024-03-26 19:30:00+00:00,100001.4655,0.0
2024-03-26 19:30:00+00:00,100001.4655,0.0
2024-03-26 19:30:00+00:00,100001.0753425,-3.901517823257095e-06
2024-03-26 19:30:00+00:00,100000.685185,-3.901533045191918e-06
2024-03-26 19:30:00+00:00,100000.685185,0.0
2024-03-26 19:30:00+00:00,100000.685185,0.0
2024-03-26 19:30:00+00:00,100000.2950275,-3.901548267126742e-06
2024-03-26 19:30:00+00:00,99999.90487,-3.901563489394633e-06
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.90487,0.0
2024-03-26 19:30:00+00:00,99999.5147125,-3.901578711662523e-06
2024-03-26 19:30:00+00:00,99999.5147125,0.0
2024-03-26 19:30:00+00:00,99999.5147125,0.0
2024-03-26 19:30:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.5147125,0.0
2024-03-26 19:45:00+00:00,99999.4361125,-7.860038143681081e-07
2024-03-26 19:45:00+00:00,99999.4361125,0.0
2024-03-26 19:45:00+00:00,99999.4361125,0.0
2024-03-26 19:45:00+00:00,99999.4361125,0.0
2024-03-26 19:45:00+00:00,99999.3575125,-7.86004432096199e-07
2024-03-26 19:45:00+00:00,99999.3575125,0.0
2024-03-26 19:45:00+00:00,99999.3575125,0.0
2024-03-26 19:45:00+00:00,99999.3575125,0.0
2024-03-26 19:45:00+00:00,99999.2789125,-7.860050500463345e-07
2024-03-26 19:45:00+00:00,99999.2789125,0.0
2024-03-26 19:45:00+00:00,99999.2789125,0.0
2024-03-26 19:45:00+00:00,99999.2003125,-7.860056677744254e-07
2024-03-26 19:45:00+00:00,99999.2003125,0.0
2024-03-26 19:45:00+00:00,99999.2003125,0.0
