entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,bars_held,pnl_decimal,date
2024-04-05 13:56:00+00:00,2024-04-05 13:57:00+00:00,short,516.32,516.26,0.011620700340886359,1,0.00011620700340886359,2024-04-05
2024-04-05 14:50:00+00:00,2024-04-05 14:53:00+00:00,short,517.33,517.27,0.011598012873803576,3,0.00011598012873803576,2024-04-05
2024-04-05 14:54:00+00:00,2024-04-05 15:01:00+00:00,short,517.45,517.65,-0.038651077398776934,7,-0.00038651077398776934,2024-04-05
2024-04-05 15:40:00+00:00,2024-04-05 15:49:00+00:00,short,518.45,518.8001,-0.0675282090847773,9,-0.000675282090847773,2024-04-05
2024-04-05 15:55:00+00:00,2024-04-05 15:59:00+00:00,short,519.42,519.43,-0.0019252242886347304,4,-1.9252242886347304e-05,2024-04-05
2024-04-05 16:00:00+00:00,2024-04-05 16:01:00+00:00,short,519.7197,519.43,0.055741585319935005,1,0.00055741585319935,2024-04-05
2024-04-05 16:15:00+00:00,2024-04-05 16:16:00+00:00,short,519.96,519.81,0.028848372951784107,1,0.00028848372951784107,2024-04-05
2024-04-05 16:59:00+00:00,2024-04-05 17:01:00+00:00,short,520.3398,519.935,0.07779531759823932,2,0.0007779531759823932,2024-04-05
2024-04-05 17:13:00+00:00,2024-04-05 17:16:00+00:00,long,518.93,518.93,0.0,3,0.0,2024-04-05
2024-04-05 17:43:00+00:00,2024-04-05 17:44:00+00:00,long,518.61,518.92,0.05977516823816309,1,0.0005977516823816309,2024-04-05
2024-04-05 17:57:00+00:00,2024-04-05 17:58:00+00:00,long,517.65,517.93,0.054090601757939005,1,0.00054090601757939,2024-04-05
2024-04-05 18:00:00+00:00,2024-04-05 18:02:00+00:00,long,517.5616,517.38,-0.03508761082738898,2,-0.0003508761082738898,2024-04-05
2024-04-08 14:30:00+00:00,2024-04-08 14:34:00+00:00,short,519.76,519.8,-0.007695859627521173,4,-7.695859627521173e-05,2024-04-08
2024-04-08 14:35:00+00:00,2024-04-08 14:36:00+00:00,short,519.8516,519.82,0.006078657832331302,1,6.078657832331302e-05,2024-04-08
2024-04-08 14:50:00+00:00,2024-04-08 14:52:00+00:00,short,520.0215,519.97,0.00990343668481053,2,9.903436684810529e-05,2024-04-08
2024-04-08 14:54:00+00:00,2024-04-08 14:55:00+00:00,short,520.11,520.055,0.010574686124098509,1,0.00010574686124098509,2024-04-08
2024-04-08 15:36:00+00:00,2024-04-08 15:37:00+00:00,long,518.81,518.93,0.02312985486017105,1,0.0002312985486017105,2024-04-08
2024-04-08 15:38:00+00:00,2024-04-08 15:39:00+00:00,long,518.82,519.09,0.05204117034809386,1,0.0005204117034809386,2024-04-08
2024-04-08 19:33:00+00:00,2024-04-08 19:34:00+00:00,short,519.645,519.62,0.004810976724489713,1,4.810976724489713e-05,2024-04-08
2024-04-09 13:30:00+00:00,2024-04-09 13:33:00+00:00,short,520.33,520.3,0.005765571848648232,3,5.765571848648232e-05,2024-04-09
2024-04-09 14:27:00+00:00,2024-04-09 14:51:00+00:00,long,518.3288,514.98,-0.646076390121475,24,-0.00646076390121475,2024-04-09
2024-04-09 14:52:00+00:00,2024-04-09 14:56:00+00:00,long,514.59,514.86,0.05246895586776823,4,0.0005246895586776823,2024-04-09
2024-04-09 15:44:00+00:00,2024-04-09 15:50:00+00:00,short,516.715,516.8999,-0.035783749262163767,6,-0.00035783749262163767,2024-04-09
2024-04-09 16:12:00+00:00,2024-04-09 16:14:00+00:00,short,517.55,517.405,0.0280166167520024,2,0.000280166167520024,2024-04-09
2024-04-09 16:54:00+00:00,2024-04-09 16:55:00+00:00,long,516.64,516.7401,0.019375193558368586,1,0.00019375193558368586,2024-04-09
2024-04-09 18:02:00+00:00,2024-04-09 18:03:00+00:00,long,516.38,516.3899,0.001917192765010789,1,1.917192765010789e-05,2024-04-09
2024-04-09 19:22:00+00:00,2024-04-09 19:36:00+00:00,short,517.25,518.3701,-0.21654905751571363,14,-0.0021654905751571363,2024-04-09
2024-04-09 19:59:00+00:00,2024-04-10 13:30:00+00:00,short,519.29,513.28,1.1573494579136923,2,0.011573494579136923,2024-04-10
2024-04-10 13:30:00+00:00,2024-04-10 13:35:00+00:00,long,513.28,513.77,0.09546446384041118,5,0.0009546446384041118,2024-04-10
2024-04-10 13:37:00+00:00,2024-04-10 13:38:00+00:00,long,513.06,513.68,0.12084356605466251,1,0.001208435660546625,2024-04-10
2024-04-10 14:38:00+00:00,2024-04-10 14:39:00+00:00,short,516.065,515.955,0.021315144410105624,1,0.00021315144410105624,2024-04-10
2024-04-10 16:58:00+00:00,2024-04-10 16:59:00+00:00,short,514.24,514.1679,0.014020690728056007,1,0.00014020690728056007,2024-04-10
2024-04-10 17:05:00+00:00,2024-04-10 17:13:00+00:00,long,512.48,512.48,0.0,8,0.0,2024-04-10
2024-04-10 17:22:00+00:00,2024-04-10 17:27:00+00:00,short,514.84,514.5994,0.04673296558155293,5,0.0004673296558155293,2024-04-10
2024-04-10 17:57:00+00:00,2024-04-10 17:58:00+00:00,short,514.55,513.79,0.14770187542513247,1,0.0014770187542513247,2024-04-10
2024-04-10 18:59:00+00:00,2024-04-10 19:00:00+00:00,long,512.635,513.01,0.07315146254156524,1,0.0007315146254156524,2024-04-10
2024-04-10 19:25:00+00:00,2024-04-10 19:26:00+00:00,short,514.968,514.73,0.046216463935611074,1,0.00046216463935611074,2024-04-10
2024-04-11 14:15:00+00:00,2024-04-11 14:17:00+00:00,long,512.36,512.3599,-1.9517526739232238e-05,2,-1.9517526739232238e-07,2024-04-11
2024-04-11 15:41:00+00:00,2024-04-11 15:42:00+00:00,short,514.5,514.415,0.01652089407192525,1,0.00016520894071925252,2024-04-11
2024-04-11 15:57:00+00:00,2024-04-11 16:02:00+00:00,short,514.86,515.13,-0.052441440391559624,5,-0.0005244144039155962,2024-04-11
2024-04-11 17:04:00+00:00,2024-04-11 17:22:00+00:00,short,516.16,517.33,-0.22667389956603223,18,-0.0022667389956603223,2024-04-11
2024-04-11 17:24:00+00:00,2024-04-11 17:29:00+00:00,short,517.545,517.51,0.006762696963547032,5,6.762696963547032e-05,2024-04-11
2024-04-11 18:02:00+00:00,2024-04-11 18:03:00+00:00,short,518.53,518.285,0.04724895377317129,1,0.00047248953773171287,2024-04-11
2024-04-11 18:07:00+00:00,2024-04-11 18:10:00+00:00,short,518.9,518.8868,0.002543842744262559,3,2.543842744262559e-05,2024-04-11
2024-04-11 18:26:00+00:00,2024-04-11 18:27:00+00:00,short,519.225,519.165,0.011555683952058082,1,0.00011555683952058082,2024-04-11
2024-04-11 18:34:00+00:00,2024-04-11 18:35:00+00:00,short,519.33,519.28,0.009627789652066898,1,9.627789652066898e-05,2024-04-11
2024-04-11 18:37:00+00:00,2024-04-11 18:40:00+00:00,short,519.375,519.4,-0.004813477737664051,3,-4.8134777376640514e-05,2024-04-11
2024-04-11 19:59:00+00:00,2024-04-12 13:43:00+00:00,long,518.05,515.23,-0.5443490010616614,15,-0.005443490010616614,2024-04-12
2024-04-12 13:44:00+00:00,2024-04-12 13:45:00+00:00,long,515.1651,515.385,0.042685344950577075,1,0.00042685344950577075,2024-04-12
2024-04-12 14:08:00+00:00,2024-04-12 14:09:00+00:00,long,513.81,513.97,0.031139915532985007,1,0.0003113991553298501,2024-04-12
2024-04-12 14:36:00+00:00,2024-04-12 14:54:00+00:00,long,513.091,512.65,-0.08594966584875019,18,-0.0008594966584875019,2024-04-12
2024-04-12 16:17:00+00:00,2024-04-12 16:20:00+00:00,long,512.38,512.19,-0.037081853311982105,3,-0.00037081853311982105,2024-04-12
2024-04-12 16:32:00+00:00,2024-04-12 16:33:00+00:00,long,511.31,511.4399,0.025405331403649534,1,0.00025405331403649534,2024-04-12
2024-04-12 16:37:00+00:00,2024-04-12 16:45:00+00:00,long,511.11,510.84,-0.05282620179609676,8,-0.0005282620179609676,2024-04-12
2024-04-12 16:46:00+00:00,2024-04-12 16:48:00+00:00,long,510.66,510.72,0.011749500646218713,2,0.00011749500646218713,2024-04-12
2024-04-12 16:49:00+00:00,2024-04-12 16:50:00+00:00,long,510.56,510.92,0.07051081165778683,1,0.0007051081165778683,2024-04-12
2024-04-12 17:31:00+00:00,2024-04-12 17:33:00+00:00,long,509.385,509.52,0.026502547189255488,2,0.0002650254718925549,2024-04-12
2024-04-12 17:47:00+00:00,2024-04-12 17:49:00+00:00,short,510.9,510.905,-0.0009786651008036884,2,-9.786651008036884e-06,2024-04-12
2024-04-12 17:50:00+00:00,2024-04-12 17:51:00+00:00,short,511.14,510.7299,0.08023242164573174,1,0.0008023242164573174,2024-04-12
2024-04-15 13:30:00+00:00,2024-04-15 13:47:00+00:00,short,514.7,514.3399,0.06996308529242379,17,0.0006996308529242379,2024-04-15
2024-04-15 14:09:00+00:00,2024-04-15 14:13:00+00:00,long,513.07,512.655,-0.08088564913171226,4,-0.0008088564913171226,2024-04-15
2024-04-15 15:34:00+00:00,2024-04-15 15:36:00+00:00,short,512.11,512.02,0.017574349260907063,2,0.00017574349260907063,2024-04-15
2024-04-15 16:22:00+00:00,2024-04-15 16:40:00+00:00,long,511.27,510.046,-0.23940383750268301,18,-0.00239403837502683,2024-04-15
2024-04-15 16:41:00+00:00,2024-04-15 16:46:00+00:00,long,509.97,509.71,-0.05098339117988182,5,-0.0005098339117988182,2024-04-15
2024-04-15 17:19:00+00:00,2024-04-15 17:35:00+00:00,long,508.64,506.85,-0.3519188424032649,16,-0.0035191884240326488,2024-04-15
2024-04-15 18:52:00+00:00,2024-04-15 18:55:00+00:00,long,504.515,504.69,0.03468677839113532,3,0.0003468677839113532,2024-04-15
2024-04-15 19:17:00+00:00,2024-04-15 19:20:00+00:00,long,503.79,504.25,0.0913078862224248,3,0.0009130788622242481,2024-04-15
2024-04-16 14:37:00+00:00,2024-04-16 14:39:00+00:00,long,502.56,502.86,0.05969436485195878,2,0.0005969436485195878,2024-04-16
2024-04-16 15:54:00+00:00,2024-04-16 15:55:00+00:00,short,505.3,505.205,0.018800712448052703,1,0.00018800712448052703,2024-04-16
2024-04-16 17:30:00+00:00,2024-04-16 17:32:00+00:00,long,502.85,503.4,0.10937655364422483,2,0.0010937655364422483,2024-04-16
2024-04-16 18:08:00+00:00,2024-04-16 18:12:00+00:00,short,505.92,505.9301,-0.001996363061351758,4,-1.996363061351758e-05,2024-04-16
2024-04-16 18:58:00+00:00,2024-04-16 19:00:00+00:00,short,505.55,505.32,0.04549500543962193,2,0.00045495005439621927,2024-04-16
2024-04-16 19:34:00+00:00,2024-04-16 19:35:00+00:00,long,503.855,504.31,0.09030375802561164,1,0.0009030375802561164,2024-04-16
2024-04-16 20:00:00+00:00,2024-04-17 13:30:00+00:00,long,503.16,505.66,0.49685984577469977,1,0.004968598457746998,2024-04-17
2024-04-17 14:52:00+00:00,2024-04-17 14:55:00+00:00,long,502.61,502.75,0.027854598993259927,3,0.00027854598993259927,2024-04-17
2024-04-17 15:30:00+00:00,2024-04-17 15:35:00+00:00,long,501.435,501.39,-0.008974243919956937,5,-8.974243919956937e-05,2024-04-17
2024-04-17 16:05:00+00:00,2024-04-17 16:07:00+00:00,long,500.3499,500.46,0.022004601180092287,2,0.00022004601180092287,2024-04-17
2024-04-17 16:08:00+00:00,2024-04-17 16:09:00+00:00,long,500.295,500.3688,0.014751296734938357,1,0.00014751296734938357,2024-04-17
2024-04-17 16:43:00+00:00,2024-04-17 16:45:00+00:00,long,499.6,499.63,0.0060048038430737805,2,6.0048038430737805e-05,2024-04-17
2024-04-17 16:46:00+00:00,2024-04-17 16:47:00+00:00,long,499.23,499.7,0.09414498327424692,1,0.0009414498327424692,2024-04-17
2024-04-17 18:42:00+00:00,2024-04-17 18:47:00+00:00,short,503.4904,503.3401,0.029851611867870442,5,0.0002985161186787044,2024-04-17
2024-04-18 14:36:00+00:00,2024-04-18 14:38:00+00:00,short,502.9101,502.625,0.056690052556107595,2,0.000566900525561076,2024-04-18
2024-04-18 14:45:00+00:00,2024-04-18 14:46:00+00:00,short,503.265,503.01,0.05066913057732991,1,0.0005066913057732991,2024-04-18
2024-04-18 16:34:00+00:00,2024-04-18 16:35:00+00:00,long,501.65,501.99,0.06777633808432437,1,0.0006777633808432437,2024-04-18
2024-04-18 16:51:00+00:00,2024-04-18 16:52:00+00:00,long,500.9397,501.04,0.020022369957906072,1,0.00020022369957906072,2024-04-18
2024-04-18 16:53:00+00:00,2024-04-18 16:55:00+00:00,long,500.89,501.01,0.02395735590647874,2,0.0002395735590647874,2024-04-18
2024-04-18 17:12:00+00:00,2024-04-18 17:14:00+00:00,long,500.17,500.29,0.023991842773463112,2,0.00023991842773463112,2024-04-18
2024-04-18 17:16:00+00:00,2024-04-18 17:19:00+00:00,long,500.06,499.67,-0.0779906411230602,3,-0.000779906411230602,2024-04-18
2024-04-18 17:20:00+00:00,2024-04-18 17:21:00+00:00,long,499.5299,499.595,0.01303225292419441,1,0.0001303225292419441,2024-04-18
2024-04-18 17:23:00+00:00,2024-04-18 17:25:00+00:00,long,499.45,499.29,-0.032035238762628815,2,-0.00032035238762628815,2024-04-18
2024-04-19 14:26:00+00:00,2024-04-19 14:27:00+00:00,long,497.72,497.9,0.03616491199871508,1,0.00036164911998715077,2024-04-19
2024-04-19 16:07:00+00:00,2024-04-19 16:08:00+00:00,long,496.62,496.965,0.06946961459466383,1,0.0006946961459466383,2024-04-19
2024-04-19 16:11:00+00:00,2024-04-19 16:12:00+00:00,long,496.3,496.35,0.01007455168244853,1,0.00010074551682448529,2024-04-19
2024-04-19 16:13:00+00:00,2024-04-19 16:16:00+00:00,long,496.08,495.97,-0.02217384292855229,3,-0.0002217384292855229,2024-04-19
2024-04-19 16:17:00+00:00,2024-04-19 16:20:00+00:00,long,495.8197,495.74,-0.016074391558063006,3,-0.00016074391558063006,2024-04-19
2024-04-19 16:29:00+00:00,2024-04-19 16:30:00+00:00,long,495.1999,495.51,0.06262117581201654,1,0.0006262117581201654,2024-04-19
2024-04-19 16:53:00+00:00,2024-04-19 16:54:00+00:00,short,497.14,496.45,0.13879390111437573,1,0.0013879390111437573,2024-04-19
2024-04-19 17:52:00+00:00,2024-04-19 17:55:00+00:00,short,498.12,497.97,0.030113225728733983,3,0.00030113225728733983,2024-04-19
2024-04-19 18:38:00+00:00,2024-04-19 18:49:00+00:00,long,494.97,494.77,-0.040406489282185376,11,-0.00040406489282185376,2024-04-19
2024-04-22 13:30:00+00:00,2024-04-22 13:34:00+00:00,short,497.6939,497.22,0.09521916985519852,4,0.0009521916985519852,2024-04-22
2024-04-22 14:26:00+00:00,2024-04-22 14:27:00+00:00,long,496.43,496.5,0.014100678846973302,1,0.00014100678846973302,2024-04-22
2024-04-22 14:28:00+00:00,2024-04-22 14:29:00+00:00,long,496.355,496.425,0.014102809481109091,1,0.0001410280948110909,2024-04-22
2024-04-22 14:55:00+00:00,2024-04-22 14:58:00+00:00,long,496.0501,496.095,0.009051505079837874,3,9.051505079837874e-05,2024-04-22
2024-04-22 15:10:00+00:00,2024-04-22 15:13:00+00:00,long,495.8301,495.815,-0.003045398010326217,3,-3.0453980103262168e-05,2024-04-22
2024-04-22 15:15:00+00:00,2024-04-22 15:16:00+00:00,long,495.52,495.7,0.0363254762673515,1,0.000363254762673515,2024-04-22
2024-04-22 15:37:00+00:00,2024-04-22 15:41:00+00:00,short,496.795,496.63,0.03321289465474386,4,0.00033212894654743863,2024-04-22
2024-04-22 15:53:00+00:00,2024-04-22 15:54:00+00:00,short,497.0766,497.0665,0.0020318799959562206,1,2.0318799959562206e-05,2024-04-22
2024-04-22 15:55:00+00:00,2024-04-22 15:57:00+00:00,short,497.1597,497.1701,-0.0020918831514338265,2,-2.0918831514338265e-05,2024-04-22
2024-04-22 15:59:00+00:00,2024-04-22 16:01:00+00:00,short,497.39,497.33,0.012062968696591181,2,0.00012062968696591181,2024-04-22
2024-04-22 16:03:00+00:00,2024-04-22 16:05:00+00:00,short,497.5231,497.52,0.000623086646633908,2,6.23086646633908e-06,2024-04-22
2024-04-22 16:06:00+00:00,2024-04-22 16:07:00+00:00,short,497.67,497.52,0.030140454518057247,1,0.00030140454518057247,2024-04-22
2024-04-22 16:14:00+00:00,2024-04-22 16:19:00+00:00,short,497.8498,497.96,-0.022135190171801433,5,-0.00022135190171801433,2024-04-22
2024-04-22 17:05:00+00:00,2024-04-22 17:06:00+00:00,short,498.89,498.72,0.03407564793841411,1,0.0003407564793841411,2024-04-22
2024-04-22 17:25:00+00:00,2024-04-22 17:37:00+00:00,short,499.3399,499.99,-0.13019187931908593,12,-0.0013019187931908593,2024-04-22
2024-04-22 17:39:00+00:00,2024-04-22 17:41:00+00:00,short,500.18,500.12,0.011995681554644033,2,0.00011995681554644033,2024-04-22
2024-04-22 17:46:00+00:00,2024-04-22 17:56:00+00:00,short,500.32,501.3,-0.19587464023025358,10,-0.001958746402302536,2024-04-22
2024-04-22 17:57:00+00:00,2024-04-22 18:00:00+00:00,short,501.43,501.36,0.0139600741878243,3,0.000139600741878243,2024-04-22
2024-04-22 18:15:00+00:00,2024-04-22 18:25:00+00:00,short,501.78,502.13,-0.06975168400493725,10,-0.0006975168400493725,2024-04-22
2024-04-22 18:26:00+00:00,2024-04-22 18:27:00+00:00,short,502.2582,502.19,0.013578673280001397,1,0.00013578673280001397,2024-04-22
2024-04-22 18:42:00+00:00,2024-04-22 18:53:00+00:00,long,501.21,500.88,-0.06584066558926738,11,-0.0006584066558926738,2024-04-22
