entry_time,exit_time,direction,entry_price,exit_price,pnl_pct,win,volume_ratio,returns_5m,returns_10m,returns_30m,volatility_20,high_low_range,price_position,hour,minutes_from_open,minutes_to_close,day_of_week,price_vs_sma20,trend_strength,prev_win,prev_pnl,win_streak,loss_streak,price_range_5m,price_range_30m,trend_aligned,volume_increasing
2024-03-28 14:35:00+00:00,2024-03-28 14:47:00+00:00,short,523.37,523.2719,0.0187439096623887,1,2.909419937598453,0.0002675687556141,0.0004012156125818,-0.0001910329149712,0.0001425160556027,0.000267497181726,0.8571428571429731,14.0,305.0,85.0,3.0,0.0004365357044898,-0.0002612796793093,1.0,0.0343786493872677,2,0,0.0002675687556141,0.0001910329149712,False,True
2024-03-28 15:07:00+00:00,2024-03-28 15:13:00+00:00,long,523.25,523.34,0.0172001911132424,1,1.3718036901615804,-0.0002101803729745,-0.0003056877018016,-0.0003534345238662,0.0001607939788285,0.00044911610129,0.3191489361703877,15.0,337.0,53.0,3.0,-0.000310481688716,0.0002066063301832,1.0,0.0187439096623887,3,0,0.0002101803729745,0.0003534345238662,True,True
2024-03-28 15:36:00+00:00,2024-03-28 15:48:00+00:00,long,523.415,523.5,0.0162395040264495,1,0.5701142560766698,-0.0005058433596554,-0.0002769501107799,3.8212057814845934e-05,9.834845950056832e-05,0.0002006056379737,0.4285714285709645,15.0,366.0,24.0,3.0,-0.0002480685156166,0.0001912006796696,1.0,0.0172001911132424,4,0,0.0005058433596554,3.8212057814845934e-05,False,False
2024-03-28 16:29:00+00:00,2024-03-28 16:37:00+00:00,short,523.47,523.26,0.0401169121439726,1,0.5277119580096102,0.000496932398081,0.0004300088868502,-0.0002291869592619,0.0001414936689005,0.0002483427894626,1.0,16.0,419.0,-29.0,3.0,0.0002853030683222,-0.000154510428041,1.0,0.0162395040264495,5,0,0.000496932398081,0.0002291869592619,False,False
2024-03-28 16:59:00+00:00,2024-03-28 17:02:00+00:00,short,523.35,523.22,0.0248399732492576,1,1.1816064931819503,7.643652901734299e-05,0.0002866972477064,-0.0002292394979654,0.0001375250163793,0.0003630457628738,0.8947368421053892,16.0,449.0,-59.0,3.0,0.0002051916124917,-4.4713393511554e-05,1.0,0.0401169121439726,6,0,7.643652901734299e-05,0.0002292394979654,False,True
2024-03-28 17:05:00+00:00,2024-03-28 17:26:00+00:00,short,523.44,523.16,0.053492281827927,1,1.2334428892301057,0.0004395940444563,0.0003057636447028,0.0005162758790213,0.0001689041857862,0.0003820877273422,1.0,17.0,455.0,-65.0,3.0,0.00034574650529,8.166193415008001e-06,1.0,0.0248399732492576,7,0,0.0004395940444563,0.0005162758790213,True,True
2024-03-28 17:30:00+00:00,2024-03-28 17:33:00+00:00,long,523.005,523.1099,0.0200571696255424,1,0.9855293071624724,-0.0002504128945436,-0.0003153850564825,-0.0003918120831024,0.0001599515870267,0.0002485635892582,0.0384615384615048,17.0,480.0,-90.0,3.0,-0.0002337576408386,-0.0001671646304589,1.0,0.053492281827927,8,0,0.0002504128945436,0.0003918120831024,True,False
2024-03-28 17:38:00+00:00,2024-03-28 17:53:00+00:00,short,523.26,523.31,-0.0095554791117224,0,1.3862177804430529,0.0002869377926129,0.0004034038875899,-0.0002865822204389,0.0001494192626144,0.0001891984864119,0.8989898989899222,17.0,488.0,-98.0,3.0,0.0002865840370865,-0.0001569270372973,1.0,0.0200571696255424,9,0,0.0002869377926129,0.0002865822204389,False,True
2024-03-28 18:01:00+00:00,2024-03-28 18:05:00+00:00,long,523.165,523.355,0.0363174142001154,1,0.9445039867739164,-0.00042988975716,-0.0003534919270088,0.0002007417887048,0.0001348928767497,0.0004587462846329,0.3124999999997039,18.0,511.0,-121.0,3.0,-0.0003425087788774,0.000243294868461,0.0,-0.0095554791117224,0,1,0.00042988975716,0.0002007417887048,False,False
2024-03-28 18:40:00+00:00,2024-03-28 18:47:00+00:00,long,523.35,523.32,-0.0057323015190569,0,1.9649587188138815,-0.0002292394979654,-0.000191040213965,-0.0004392833950876,8.316875356981484e-05,0.0002197382248973,0.3913043478266887,18.0,550.0,-160.0,3.0,-0.0001810028678384,3.063072321487989e-05,1.0,0.0363174142001154,1,0,0.0002292394979654,0.0004392833950876,True,True
2024-03-28 19:38:00+00:00,2024-03-28 19:51:00+00:00,long,523.935,523.99,0.010497485375116,1,1.0412874774895744,-0.0009629318892535,-0.0008869182137837,0.0001429771040015,0.0002628955408388,0.0006012196169373,0.1904761904759842,19.0,608.0,-218.0,3.0,-0.0006663750056102,0.0004081664881163,0.0,-0.0057323015190569,0,1,0.0009629318892535,0.0001429771040015,False,True
2024-04-01 16:55:00+00:00,2024-04-01 17:27:00+00:00,long,521.9901,521.52,-0.0900591792832861,0,0.8772674822185457,-0.0003445238140834,-0.0004205207218479,0.0003451447845002,0.0001086933056461,0.000246747974722,0.3889751552790892,16.0,445.0,-55.0,0.0,-0.0002340492648804,0.0002771397848452,1.0,0.010497485375116,1,0,0.0003445238140834,0.0003451447845002,False,False
2024-04-01 18:56:00+00:00,2024-04-01 19:11:00+00:00,long,521.92,521.99,0.0134120171674023,1,1.0432213810116695,-0.0002681684097612,-0.0001915635416267,-9.57909458398909e-05,0.0001222958832547,0.0003161404046598,0.0,18.0,566.0,-176.0,0.0,-0.0002139716802639,0.0002450183235293,0.0,-0.0900591792832861,0,1,0.0002681684097612,9.57909458398909e-05,True,True
2024-04-01 19:23:00+00:00,2024-04-01 19:46:00+00:00,long,521.86,521.975,0.0220365615299034,1,0.4312082269316729,-0.0001151517253311,-0.0003735238624281,-0.0003448011646616,0.000192794119707,0.000277852297551,0.1724137931033131,19.0,593.0,-203.0,0.0,-0.000404379774966,0.0001110872449592,1.0,0.0134120171674023,1,0,0.0001151517253311,0.0003448011646616,True,False
2024-04-02 13:59:00+00:00,2024-04-02 14:06:00+00:00,short,517.6,517.4351,0.0318585780525459,1,0.6648687348738739,0.000444556120378,0.0006987104210707,-0.0087139710811068,0.000245820638909,0.0006182380216384,0.9375000000000666,13.0,269.0,121.0,1.0,0.0005875552193457,-0.0039861536346711,1.0,0.0220365615299034,2,0,0.000444556120378,0.0087139710811068,False,False
2024-04-02 14:43:00+00:00,2024-04-02 15:05:00+00:00,short,517.57,517.06,0.0985373959078161,1,1.0389720752733629,0.0001932479177537,0.0010444268224283,0.001906753002894,0.000274512354525,0.0005409896245917,0.7857142857144597,14.0,313.0,77.0,1.0,0.0005293292519577,0.0001476238847813,1.0,0.0318585780525459,3,0,0.0001932479177537,0.001906753002894,True,True
2024-04-02 15:07:00+00:00,2024-04-02 15:24:00+00:00,short,517.26,517.59,-0.0637977032826864,0,0.6853785221996171,0.0004254989942751,0.0006577420103692,-0.0001546371825106,0.000124857436533,0.0002706569230174,0.8571428571429731,15.0,337.0,53.0,1.0,0.0004013519091909,-0.000231613348855,1.0,0.0985373959078161,4,0,0.0004254989942751,0.0001546371825106,False,False
2024-04-02 15:39:00+00:00,2024-04-02 15:43:00+00:00,long,517.425,517.5799,0.0299367058027799,1,2.098444466313795,-0.0004443113656779,-0.0003767242378579,0.0003770082941823,0.0001497424322188,0.000299560322752,0.1290322580644214,15.0,369.0,21.0,1.0,-0.0004270292413128,0.0004662268106965,0.0,-0.0637977032826864,0,1,0.0004443113656779,0.0003770082941823,False,True
2024-04-02 18:36:00+00:00,2024-04-02 18:40:00+00:00,long,517.8,517.96,0.0308999613750637,1,1.301505563081692,-0.000463284688441,-0.000250999169772,9.657170449051122e-05,0.0001552501434337,0.00032831208961,0.0,18.0,546.0,-156.0,1.0,-0.0003111430208396,0.0001718763984506,1.0,0.0299367058027799,1,0,0.000463284688441,9.657170449051122e-05,False,True
2024-04-03 13:58:00+00:00,2024-04-03 14:34:00+00:00,long,518.275,520.46,0.4215908542762214,1,1.033354870360219,-0.0003375446041085,-0.000318262479747,-0.001108220102149,0.0001798736656072,0.0002701268631517,0.3571428571425671,13.0,268.0,122.0,2.0,-0.0002973405334172,-0.0001684498005571,1.0,0.0308999613750637,2,0,0.0003375446041085,0.001108220102149,True,True
2024-04-03 15:45:00+00:00,2024-04-03 16:09:00+00:00,long,520.66,520.08,-0.1113970729458624,0,0.9951002835181272,-0.0002304235953761,-0.000240022274067,-0.0003271698426207,0.0001274978658583,0.0002114623746782,0.0908265213441593,15.0,375.0,15.0,2.0,-0.0002851335951698,1.821432019845966e-05,1.0,0.4215908542762214,3,0,0.0002304235953761,0.0003271698426207,True,False
2024-04-03 16:19:00+00:00,2024-04-03 16:36:00+00:00,short,520.3599,520.56,-0.0384541545187966,0,0.8912330342840347,0.0004997115939242,0.0005381864328564,-0.0005859813891848,0.0002237721207611,0.0004612192446036,0.9579166666668107,16.0,409.0,-19.0,2.0,0.0006793471010231,-0.0006960620417159,0.0,-0.1113970729458624,0,1,0.0004997115939242,0.0005859813891848,False,False
2024-04-03 17:25:00+00:00,2024-04-03 17:31:00+00:00,short,520.64,520.55,0.0172864167178876,1,1.074182349883144,0.0004804089240761,0.0003648764790322,7.683442182093714e-05,0.000163662685198,0.0002688998156115,0.7857142857144597,17.0,475.0,-85.0,2.0,0.0002819440982183,0.0001837248916041,0.0,-0.0384541545187966,0,2,0.0004804089240761,7.683442182093714e-05,True,True
2024-04-03 17:39:00+00:00,2024-04-03 17:42:00+00:00,long,520.41,520.595,0.0355488941411685,1,0.6308441581885005,-0.0003630433404598,-0.0004033652183935,-0.0001344912388565,0.0001274670525211,0.0001825483753195,0.2105263157892217,17.0,489.0,-99.0,2.0,-0.0002910607020193,0.0001033779123341,1.0,0.0172864167178876,1,0,0.0003630433404598,0.0001344912388565,True,False
2024-04-03 19:35:00+00:00,2024-04-03 19:54:00+00:00,short,519.15,519.475,-0.0626023307329415,0,1.7867148926567993,0.0010120991058859,0.0015317658134563,-0.0014425851125215,0.0002278182070786,0.0007127034575748,0.7027027027026694,19.0,605.0,-215.0,2.0,0.0009577689911321,-0.0013650550407393,1.0,0.0355488941411685,2,0,0.0010120991058859,0.0014425851125215,False,True
2024-04-04 13:51:00+00:00,2024-04-04 14:00:00+00:00,long,522.8,522.9412,0.0270084162203643,1,0.7668737537752646,-0.0004779657776503,-0.0007263274590006,0.0063522617901827,0.0002162855767989,0.0006120887528692,0.0937499999999,13.0,261.0,129.0,3.0,-0.0007582998319141,0.0041170090255519,0.0,-0.0626023307329415,0,1,0.0004779657776503,0.0063522617901827,False,False
2024-04-04 14:19:00+00:00,2024-04-04 14:27:00+00:00,long,522.8,522.805,0.0009563886763652,1,0.9749764114690384,-0.0002008012927778,-0.0002294806088886,-0.000688126003517,0.0001215158649947,0.0003251721499616,0.3529411764703522,14.0,289.0,101.0,3.0,-0.0001925413445628,-0.0002236979836847,1.0,0.0270084162203643,1,0,0.0002008012927778,0.000688126003517,True,False
2024-04-04 15:08:00+00:00,2024-04-04 15:23:00+00:00,long,522.6216,522.55,-0.0137001608812137,0,0.5850963392417856,-0.0002647486418242,-0.0002073728310983,-0.0001117318435753,0.0001307529821593,0.0002487459377874,0.0892307692302364,15.0,338.0,52.0,3.0,-0.0002319113587843,-6.485368952935616e-05,1.0,0.0009563886763652,2,0,0.0002647486418242,0.0001117318435753,True,False
2024-04-04 16:33:00+00:00,2024-04-04 16:36:00+00:00,long,523.41,523.49,0.0152843850900863,1,0.3254664784492496,-0.0001530114896155,-0.0002103071114174,0.0002484329613208,9.12609576440453e-05,0.0002101602949886,0.0,16.0,423.0,-33.0,3.0,-0.0001903976273218,0.0002150814354336,0.0,-0.0137001608812137,0,1,0.0001530114896155,0.0002484329613208,False,False
2024-04-04 16:40:00+00:00,2024-04-04 16:41:00+00:00,short,523.57,523.495,0.014324732127513,1,0.6660079521401376,0.0002005864766507,0.00014326784401,-0.0002864125868784,8.633767907693086e-05,0.0001336974998568,0.8571428571430891,16.0,430.0,-40.0,3.0,0.0001491618070168,6.555449763243219e-05,1.0,0.0152843850900863,1,0,0.0002005864766507,0.0002864125868784,False,False
2024-04-05 13:30:00+00:00,2024-04-05 13:39:00+00:00,short,514.36,514.21,0.0291624543121482,1,0.7827582807447279,0.0020162664978327,0.0012068361427959,0.0010314695521864,0.0007613366846379,0.0010304067190294,0.6603773584906429,13.0,240.0,150.0,4.0,0.0016027181841804,-0.0008985915570778,1.0,0.014324732127513,2,0,0.0020162664978327,0.0010314695521864,True,False
2024-04-05 14:07:00+00:00,2024-04-05 14:17:00+00:00,long,515.16,515.9,0.1436446929109491,1,2.0438616741724815,-0.0008533747090768,-0.0021307093325069,0.0015553308966482,0.0004982538649461,0.0014364469291094,0.2297297297296716,14.0,277.0,113.0,4.0,-0.001309041985789,0.0017471739299235,1.0,0.0291624543121482,3,0,0.0008533747090768,0.0015553308966482,False,True
2024-04-05 15:15:00+00:00,2024-04-05 15:20:00+00:00,long,516.84,517.1412,0.0582772231251471,1,0.9391950843918588,-0.001313958880816,-0.0008517620803873,0.0007454666911927,0.0003288029263345,0.0007739339060445,0.1250000000001421,15.0,345.0,45.0,4.0,-0.0013071854000247,0.0014472473809255,1.0,0.1436446929109491,4,0,0.001313958880816,0.0007454666911927,False,False
2024-04-05 16:31:00+00:00,2024-04-05 16:38:00+00:00,long,519.27,519.54,0.0519960714079337,1,1.6354834994297751,-0.0008274004233213,-0.0004234922712661,-0.0003080299559131,0.0003024001391142,0.0006547653436555,0.0882352941175585,16.0,421.0,-31.0,4.0,-0.0008219594499618,0.000485244723989,1.0,0.0582772231251471,5,0,0.0008274004233213,0.0003080299559131,True,True
2024-04-05 18:28:00+00:00,2024-04-05 18:36:00+00:00,long,518.055,518.44,0.0743164335833324,1,0.7792431747844603,-0.0012049818770725,-0.0011857250274741,0.0002413453555498,0.0004222749030589,0.0010037544276186,0.0673076923076334,18.0,538.0,-148.0,4.0,-0.0011429914261087,0.0004105625901463,1.0,0.0519960714079337,6,0,0.0012049818770725,0.0002413453555498,False,False
2024-04-08 14:03:00+00:00,2024-04-08 14:09:00+00:00,long,518.37,518.635,0.0511217855971635,1,1.076255321189176,-0.0009443780595922,-0.000944570607761,-0.0012716027975261,0.0003144711855105,0.0008301020506587,0.2091564025099564,14.0,273.0,117.0,0.0,-0.0007556548016658,6.107412374844833e-05,1.0,0.0743164335833324,7,0,0.0009443780595922,0.0012716027975261,True,True
2024-04-08 14:22:00+00:00,2024-04-08 14:42:00+00:00,short,519.0203,519.64,-0.1193980273989314,0,1.154556424738877,0.0005114167574289,0.0007911532751008,0.0008008021519267,0.0003620049912336,0.0008284839725921,0.6518604651163807,14.0,292.0,98.0,0.0,0.0007120105607042,-7.753553081071588e-05,1.0,0.0511217855971635,8,0,0.0005114167574289,0.0008008021519267,True,True
2024-04-08 18:24:00+00:00,2024-04-08 18:26:00+00:00,long,518.99,519.32,0.0635850401741855,1,0.7447950660008399,-0.0005392185183045,-0.0005419131498479,-5.7608581096824096e-05,0.0002096252463488,0.0006745794716661,0.1431019708655911,18.0,534.0,-144.0,0.0,-0.0005419805154504,0.0003236522657817,0.0,-0.1193980273989314,0,1,0.0005392185183045,5.7608581096824096e-05,True,False
2024-04-09 15:00:00+00:00,2024-04-09 15:14:00+00:00,short,515.645,515.6,0.0087269342279983,1,0.6705204793740004,0.002108597636816,0.001621957615431,-0.0022445603273961,0.0005428040446101,0.0004652425602886,0.9799916631928096,15.0,330.0,60.0,1.0,0.001397824315171,-0.0034818851209656,1.0,0.0635850401741855,1,0,0.002108597636816,0.0022445603273961,False,False
2024-04-09 16:51:00+00:00,2024-04-09 17:02:00+00:00,long,517.18,517.0,-0.0348041300900936,0,1.261538057306013,-0.000212646677879,-0.0008500444341409,-0.0004928155227226,0.000235392090077,0.0003673769287289,0.0,16.0,441.0,-51.0,1.0,-0.0006526153093806,0.0002889508607376,1.0,0.0087269342279983,2,0,0.000212646677879,0.0004928155227226,True,True
2024-04-10 15:28:00+00:00,2024-04-10 15:31:00+00:00,short,514.33,513.99,0.0661054187000576,1,1.058574241435706,0.0007393715341958,0.0011386972135982,0.0001166702315904,0.0003391918531664,0.0005055120253533,0.7307692307694662,15.0,358.0,32.0,2.0,0.0008411206314876,-0.0009278250303767,0.0,-0.0348041300900936,0,1,0.0007393715341958,0.0001166702315904,True,True
2024-04-10 16:03:00+00:00,2024-04-10 16:08:00+00:00,short,513.5512,513.36,0.0372309518505642,1,1.6426200626153489,0.0005088741257379,0.0004504013091248,-0.0005620426591935,0.0002395871013099,0.000642584420015,0.9430303030301416,16.0,393.0,-3.0,2.0,0.0005183376191413,-0.0006339450693656,1.0,0.0661054187000576,1,0,0.0005088741257379,0.0005620426591935,False,True
2024-04-10 17:54:00+00:00,2024-04-10 18:07:00+00:00,short,513.23,513.62,-0.0759893225259711,0,0.4452993309938393,0.0002165190173271,0.0012680947364314,-0.0032239895900094,0.0004094072425535,0.0006235021335462,0.8125000000001332,17.0,504.0,-114.0,2.0,0.000905979536121,-0.0006669925449802,1.0,0.0372309518505642,2,0,0.0002165190173271,0.0032239895900094,False,False
2024-04-10 18:23:00+00:00,2024-04-10 18:36:00+00:00,long,513.36,513.39,0.0058438522674064,1,1.5527078339019385,-0.0005743154451917,-0.0017112632233976,0.0005554743458557,0.0005544740960873,0.0008570983325542,0.4545454545455015,18.0,533.0,-143.0,2.0,-0.0012581353756308,0.0009954088170951,0.0,-0.0759893225259711,0,1,0.0005743154451917,0.0005554743458557,False,True
2024-04-10 18:42:00+00:00,2024-04-10 19:07:00+00:00,short,513.95,513.17,0.1517657359665469,1,0.7788768484788589,0.001090788679172,0.0014028798004792,-0.0006999669460051,0.0003103856147402,0.000797742971106,0.609756097561023,18.0,552.0,-162.0,2.0,0.0009781715670549,-0.0006104351425184,1.0,0.0058438522674064,1,0,0.001090788679172,0.0006999669460051,False,False
2024-04-10 19:33:00+00:00,2024-04-10 19:41:00+00:00,long,513.47,514.16,0.134379807973195,1,0.7343169467934978,-0.0021764900211819,-0.0017693141705908,0.001522363925924,0.0004639438957238,0.0007011120415993,0.1666666666668245,19.0,603.0,-213.0,2.0,-0.0015488661103418,0.001173409551904,1.0,0.1517657359665469,2,0,0.0021764900211819,0.001522363925924,False,False
2024-04-10 20:00:00+00:00,2024-04-11 13:36:00+00:00,long,513.87,514.8098,0.1828867223227614,1,2.856820146145989,-0.0012633133794603,-0.0010206164523371,0.0001362397820163,0.0005058895439636,0.0011676104851419,0.283333333333308,20.0,630.0,-240.0,2.0,-0.001236671020193,0.0005368276468198,1.0,0.134379807973195,3,0,0.0012633133794603,0.0001362397820163,False,True
2024-04-11 14:00:00+00:00,2024-04-11 14:23:00+00:00,long,514.06,512.8401,-0.2373069291522256,0,1.2588001109799074,-0.0012628470400809,-0.0008357791210714,-0.0027934044616877,0.000567297984922,0.0013617087499514,0.0999999999999025,14.0,270.0,120.0,3.0,-0.0009441724742805,-0.0001795708011852,1.0,0.1828867223227614,4,0,0.0012628470400809,0.0027934044616877,True,True
2024-04-11 14:31:00+00:00,2024-04-11 14:51:00+00:00,short,513.29,513.46,-0.0331196789339571,0,2.599864621260162,0.0009555382215289,0.0010531448074109,-0.000768953736239,0.0005138560789576,0.0011884120088059,0.8196721311475227,14.0,301.0,89.0,3.0,0.0011665582828626,-0.0016790963116646,0.0,-0.2373069291522256,0,1,0.0009555382215289,0.000768953736239,False,True
2024-04-11 14:59:00+00:00,2024-04-11 15:06:00+00:00,long,513.22,513.53,0.0604029461049648,1,1.7009945926844798,-0.0006231257545662,-0.0005939340830533,0.0012681194763641,0.0002695370192462,0.0005650598184013,0.275862068965693,14.0,329.0,61.0,3.0,-0.0005776151955666,0.0008486044505561,0.0,-0.0331196789339571,0,2,0.0006231257545662,0.0012681194763641,False,True
2024-04-11 17:39:00+00:00,2024-04-11 17:43:00+00:00,long,517.21,517.58,0.0715376732855155,1,1.0572600918183748,-0.0006957511649146,-0.0005796989430154,0.0012970921903436,0.0003086439818397,0.0003576883664274,0.0270270270270104,17.0,489.0,-99.0,3.0,-0.000717790317531,0.0016849054082093,1.0,0.0604029461049648,1,0,0.0006957511649146,0.0012970921903436,False,True
2024-04-11 18:48:00+00:00,2024-04-11 19:03:00+00:00,long,518.94,518.86,-0.0154160403900371,0,0.8976808672600365,-0.0008567825408896,-0.0008952551477169,0.0003276982092257,0.0001906703665737,0.0004653717192738,0.3374741200828752,18.0,558.0,-168.0,3.0,-0.0005748033379499,0.0005855227093621,1.0,0.0715376732855155,2,0,0.0008567825408896,0.0003276982092257,False,False
2024-04-11 19:07:00+00:00,2024-04-11 19:11:00+00:00,short,519.19,518.93,0.0500780061249428,1,0.751749092228186,0.0009060764959902,0.0004528330972821,-0.0003561973525871,0.0002512318201538,0.0003852154317302,0.8000000000002274,19.0,577.0,-187.0,3.0,0.0006081529029629,-0.0002911513644913,0.0,-0.0154160403900371,0,1,0.0009060764959902,0.0003561973525871,False,False
2024-04-11 19:40:00+00:00,2024-04-12 13:45:00+00:00,short,519.06,515.385,0.7080106346087023,1,1.7437906810274508,0.0002505154837839,0.0001926930784643,-3.8529706403833686e-05,0.0001910782039542,0.0003658536585365,0.684044233806899,19.0,610.0,-220.0,3.0,0.0003369435316194,4.9726384045538024e-05,1.0,0.0500780061249428,1,0,0.0002505154837839,3.8529706403833686e-05,False,True
2024-04-12 17:15:00+00:00,2024-04-12 17:39:00+00:00,short,511.02,509.63,0.2720050095886606,1,2.437865168085678,0.0009793935595079,0.000999000999001,0.0003523608174771,0.0003324294520833,0.001076278814919,0.8727272727272746,17.0,465.0,-75.0,4.0,0.0008384386826347,-0.0006431724574923,1.0,0.7080106346087023,2,0,0.0009793935595079,0.0003523608174771,True,True
2024-04-12 17:42:00+00:00,2024-04-12 17:58:00+00:00,short,510.1817,510.51,-0.0643496228892592,0,1.2683230904354998,0.0013478051796385,0.0015542119005085,-0.000682232190077,0.0002668975608438,0.0007154313845439,0.8950684931505525,17.0,492.0,-102.0,4.0,0.0010239574894494,-0.0010939676937149,1.0,0.2720050095886606,3,0,0.0013478051796385,0.000682232190077,False,True
2024-04-12 18:01:00+00:00,2024-04-12 18:12:00+00:00,long,510.07,510.87,0.1568412178720502,1,0.9601055505790173,-0.0013509280288197,-0.0012920723850317,0.0013447588758994,0.0003865338864838,0.0008528241221793,0.2528735632184208,18.0,511.0,-121.0,4.0,-0.0010699227161403,0.000758866912505,0.0,-0.0643496228892592,0,1,0.0013509280288197,0.0013447588758994,False,False
2024-04-12 18:24:00+00:00,2024-04-12 18:42:00+00:00,long,510.5903,510.26,-0.064689830574538,0,1.089499411993765,-0.0007782961635106,-0.0005279332889637,5.875555730838755e-07,0.0004716320620185,0.0006854810990338,0.0294285714286531,18.0,534.0,-144.0,4.0,-0.0008981618710938,0.000835362310042,1.0,0.1568412178720502,1,0,0.0007782961635106,5.875555730838755e-07,False,True
2024-04-12 19:38:00+00:00,2024-04-12 19:40:00+00:00,long,509.34,509.67,0.0647897278831521,1,1.3106853295378675,-0.0014605408902438,-0.0005200105964424,-9.81566187008287e-05,0.0002976748699502,0.0006577139042683,0.2388059701491802,19.0,608.0,-218.0,4.0,-0.0007688845465193,8.204004586246012e-05,0.0,-0.064689830574538,0,1,0.0014605408902438,9.81566187008287e-05,True,True
2024-04-15 15:28:00+00:00,2024-04-15 15:42:00+00:00,short,511.51,511.71,-0.0390999198451647,0,1.1289901985921402,0.0010078376500748,0.0009392794943545,0.000301160052879,0.0002828684563545,0.0004887489980645,0.7599999999999909,15.0,358.0,32.0,0.0,0.0006790790442372,-0.0005163669860785,1.0,0.0647897278831521,1,0,0.0010078376500748,0.000301160052879,True,True
