strategy_idx,strategy_name,trades,trades_per_day,win_rate,total_return,annual_return,avg_return,avg_return_bps,avg_bars_held,sr_period,min_touches,entry_zone,exit_zone,min_range
29,SPY_5m_compiled_strategy_29,1033,3.3758169934640523,0.4530493707647628,-0.058351452149819516,-0.06925008797683241,-5.68667946091354e-05,-0.5686679460913541,1.818973862536302,10.0,2.0,0.0015,0.002,0.003
30,SPY_5m_compiled_strategy_30,1033,3.3758169934640523,0.4530493707647628,-0.058351452149819516,-0.06925008797683241,-5.68667946091354e-05,-0.5686679460913541,1.818973862536302,10.0,2.0,0.0015,0.002,0.004
31,SPY_5m_compiled_strategy_31,1027,3.3562091503267975,0.45569620253164556,-0.05585764021759343,-0.06630710386403682,-5.4623980565397734e-05,-0.5462398056539773,1.8227848101265822,10.0,2.0,0.0015,0.002,0.005
32,SPY_5m_compiled_strategy_32,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,2.0,0.0015,0.0025,0.002
33,SPY_5m_compiled_strategy_33,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,2.0,0.0015,0.0025,0.003
34,SPY_5m_compiled_strategy_34,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,2.0,0.0015,0.0025,0.004
35,SPY_5m_compiled_strategy_35,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,2.0,0.0015,0.0025,0.005
36,SPY_5m_compiled_strategy_36,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0015,0.003,0.002
37,SPY_5m_compiled_strategy_37,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0015,0.003,0.003
38,SPY_5m_compiled_strategy_38,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0015,0.003,0.004
39,SPY_5m_compiled_strategy_39,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0015,0.003,0.005
40,SPY_5m_compiled_strategy_40,3306,10.803921568627452,0.4897156684815487,-0.21826519858078086,-0.25466276215171857,-7.34576269372508e-05,-0.734576269372508,2.0792498487598308,10.0,2.0,0.002,0.001,0.002
41,SPY_5m_compiled_strategy_41,2928,9.568627450980392,0.48633879781420764,-0.20331357896480506,-0.2376156919346798,-7.651927655540701e-05,-0.7651927655540701,2.1328551912568305,10.0,2.0,0.002,0.001,0.003
42,SPY_5m_compiled_strategy_42,2233,7.2973856209150325,0.47917599641737574,-0.1857889456741817,-0.21755606930475402,-9.087264846552305e-05,-0.9087264846552305,2.1643528884908196,10.0,2.0,0.002,0.001,0.004
43,SPY_5m_compiled_strategy_43,1550,5.065359477124183,0.4703225806451613,-0.11761000773562391,-0.13873069554577822,-7.923552692734339e-05,-0.7923552692734339,2.3174193548387096,10.0,2.0,0.002,0.001,0.005
44,SPY_5m_compiled_strategy_44,2225,7.271241830065359,0.4696629213483146,-0.1941101963426285,-0.22709154860026437,-9.605368020239926e-05,-0.9605368020239926,1.7959550561797752,10.0,2.0,0.002,0.0015,0.002
45,SPY_5m_compiled_strategy_45,2225,7.271241830065359,0.4696629213483146,-0.1941101963426285,-0.22709154860026437,-9.605368020239926e-05,-0.9605368020239926,1.7959550561797752,10.0,2.0,0.002,0.0015,0.003
46,SPY_5m_compiled_strategy_46,1915,6.258169934640523,0.46475195822454307,-0.17061584472835511,-0.20012041212246323,-9.665986076411456e-05,-0.9665986076411457,1.8454308093994778,10.0,2.0,0.002,0.0015,0.004
47,SPY_5m_compiled_strategy_47,1416,4.627450980392157,0.4540960451977401,-0.12161330892027766,-0.14339271871140058,-9.03357950076148e-05,-0.903357950076148,1.9752824858757063,10.0,2.0,0.002,0.0015,0.005
48,SPY_5m_compiled_strategy_48,1281,4.186274509803922,0.47384855581576896,-0.062420089864104744,-0.07404830693895614,-4.915339365526707e-05,-0.4915339365526707,1.715846994535519,10.0,2.0,0.002,0.002,0.002
49,SPY_5m_compiled_strategy_49,1281,4.186274509803922,0.47384855581576896,-0.062420089864104744,-0.07404830693895614,-4.915339365526707e-05,-0.4915339365526707,1.715846994535519,10.0,2.0,0.002,0.002,0.003
50,SPY_5m_compiled_strategy_50,1281,4.186274509803922,0.47384855581576896,-0.062420089864104744,-0.07404830693895614,-4.915339365526707e-05,-0.4915339365526707,1.715846994535519,10.0,2.0,0.002,0.002,0.004
51,SPY_5m_compiled_strategy_51,1118,3.65359477124183,0.46153846153846156,-0.05680973929686095,-0.06743086782762053,-5.105446939838638e-05,-0.5105446939838638,1.7808586762075134,10.0,2.0,0.002,0.002,0.005
52,SPY_5m_compiled_strategy_52,683,2.2320261437908497,0.465592972181552,-0.03571703036457208,-0.04248396931839615,-5.223929202815382e-05,-0.5223929202815382,1.746705710102489,10.0,2.0,0.002,0.0025,0.002
53,SPY_5m_compiled_strategy_53,683,2.2320261437908497,0.465592972181552,-0.03571703036457208,-0.04248396931839615,-5.223929202815382e-05,-0.5223929202815382,1.746705710102489,10.0,2.0,0.002,0.0025,0.003
54,SPY_5m_compiled_strategy_54,683,2.2320261437908497,0.465592972181552,-0.03571703036457208,-0.04248396931839615,-5.223929202815382e-05,-0.5223929202815382,1.746705710102489,10.0,2.0,0.002,0.0025,0.004
55,SPY_5m_compiled_strategy_55,683,2.2320261437908497,0.465592972181552,-0.03571703036457208,-0.04248396931839615,-5.223929202815382e-05,-0.5223929202815382,1.746705710102489,10.0,2.0,0.002,0.0025,0.005
56,SPY_5m_compiled_strategy_56,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.002,0.003,0.002
57,SPY_5m_compiled_strategy_57,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.002,0.003,0.003
58,SPY_5m_compiled_strategy_58,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.002,0.003,0.004
59,SPY_5m_compiled_strategy_59,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.002,0.003,0.005
60,SPY_5m_compiled_strategy_60,3223,10.532679738562091,0.4830902885510394,-0.23058728509584958,-0.2686644484110705,-8.024515615094794e-05,-0.8024515615094794,2.2013651877133107,10.0,2.0,0.0025,0.001,0.002
61,SPY_5m_compiled_strategy_61,2875,9.395424836601308,0.47791304347826086,-0.21822031876117898,-0.2546116862917389,-8.446030334129437e-05,-0.8446030334129437,2.2490434782608695,10.0,2.0,0.0025,0.001,0.003
62,SPY_5m_compiled_strategy_62,2258,7.379084967320262,0.46988485385296724,-0.21629368924397607,-0.25241853422388083,-0.00010671671410617831,-1.0671671410617831,2.238263950398583,10.0,2.0,0.0025,0.001,0.004
63,SPY_5m_compiled_strategy_63,1642,5.366013071895424,0.4701583434835566,-0.1560143971152146,-0.18328321818589732,-0.00010181131957362697,-1.0181131957362697,2.3221680876979294,10.0,2.0,0.0025,0.001,0.005
64,SPY_5m_compiled_strategy_64,2239,7.316993464052287,0.4644930772666369,-0.21248281067662478,-0.24807739985663835,-0.00010568586910299635,-1.0568586910299635,1.8834301027244305,10.0,2.0,0.0025,0.0015,0.002
65,SPY_5m_compiled_strategy_65,2239,7.316993464052287,0.4644930772666369,-0.21248281067662478,-0.24807739985663835,-0.00010568586910299635,-1.0568586910299635,1.8834301027244305,10.0,2.0,0.0025,0.0015,0.003
66,SPY_5m_compiled_strategy_66,1943,6.349673202614379,0.4590838908903757,-0.1906580104855472,-0.2231379258343561,-0.00010777952798883707,-1.0777952798883708,1.932578486875965,10.0,2.0,0.0025,0.0015,0.004
67,SPY_5m_compiled_strategy_67,1515,4.950980392156863,0.45544554455445546,-0.16043139593812938,-0.18838253635860036,-0.00011416889916894055,-1.1416889916894055,1.992079207920792,10.0,2.0,0.0025,0.0015,0.005
68,SPY_5m_compiled_strategy_68,1397,4.565359477124183,0.47315676449534716,-0.08517511727048743,-0.10080902755243137,-6.253666535274558e-05,-0.6253666535274558,1.7315676449534718,10.0,2.0,0.0025,0.002,0.002
69,SPY_5m_compiled_strategy_69,1397,4.565359477124183,0.47315676449534716,-0.08517511727048743,-0.10080902755243137,-6.253666535274558e-05,-0.6253666535274558,1.7315676449534718,10.0,2.0,0.0025,0.002,0.003
70,SPY_5m_compiled_strategy_70,1397,4.565359477124183,0.47315676449534716,-0.08517511727048743,-0.10080902755243137,-6.253666535274558e-05,-0.6253666535274558,1.7315676449534718,10.0,2.0,0.0025,0.002,0.004
71,SPY_5m_compiled_strategy_71,1247,4.07516339869281,0.4595028067361668,-0.10119226577599194,-0.11956880549892857,-8.428952434752512e-05,-0.8428952434752512,1.7738572574178026,10.0,2.0,0.0025,0.002,0.005
72,SPY_5m_compiled_strategy_72,846,2.764705882352941,0.46926713947990545,-0.07040019494332228,-0.08344767396537744,-8.527062797581942e-05,-0.8527062797581941,1.66903073286052,10.0,2.0,0.0025,0.0025,0.002
73,SPY_5m_compiled_strategy_73,846,2.764705882352941,0.46926713947990545,-0.07040019494332228,-0.08344767396537744,-8.527062797581942e-05,-0.8527062797581941,1.66903073286052,10.0,2.0,0.0025,0.0025,0.003
74,SPY_5m_compiled_strategy_74,846,2.764705882352941,0.46926713947990545,-0.07040019494332228,-0.08344767396537744,-8.527062797581942e-05,-0.8527062797581941,1.66903073286052,10.0,2.0,0.0025,0.0025,0.004
75,SPY_5m_compiled_strategy_75,846,2.764705882352941,0.46926713947990545,-0.07040019494332228,-0.08344767396537744,-8.527062797581942e-05,-0.8527062797581941,1.66903073286052,10.0,2.0,0.0025,0.0025,0.005
76,SPY_5m_compiled_strategy_76,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0025,0.003,0.002
77,SPY_5m_compiled_strategy_77,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0025,0.003,0.003
78,SPY_5m_compiled_strategy_78,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0025,0.003,0.004
79,SPY_5m_compiled_strategy_79,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,2.0,0.0025,0.003,0.005
80,SPY_5m_compiled_strategy_80,3121,10.199346405228757,0.49022749118872155,-0.19596281035908425,-0.22921190766795418,-6.871391098281919e-05,-0.6871391098281918,2.326177507209228,10.0,2.0,0.003,0.001,0.002
81,SPY_5m_compiled_strategy_81,2787,9.107843137254902,0.485827054180122,-0.18418231849025946,-0.21571282434618544,-7.177665858375414e-05,-0.7177665858375414,2.3792608539648366,10.0,2.0,0.003,0.001,0.003
82,SPY_5m_compiled_strategy_82,2218,7.248366013071895,0.478809738503156,-0.18608817080751672,-0.21789928539943249,-9.151007518795063e-05,-0.9151007518795062,2.353020739404869,10.0,2.0,0.003,0.001,0.004
83,SPY_5m_compiled_strategy_83,1675,5.473856209150327,0.4823880597014925,-0.1316613131248684,-0.15507592107766843,-8.273568718491706e-05,-0.8273568718491706,2.3767164179104476,10.0,2.0,0.003,0.001,0.005
84,SPY_5m_compiled_strategy_84,2223,7.264705882352941,0.4727845254161044,-0.17812647567330064,-0.20875879103859718,-8.717887721447128e-05,-0.8717887721447128,1.9725596041385516,10.0,2.0,0.003,0.0015,0.002
85,SPY_5m_compiled_strategy_85,2223,7.264705882352941,0.4727845254161044,-0.17812647567330064,-0.20875879103859718,-8.717887721447128e-05,-0.8717887721447128,1.9725596041385516,10.0,2.0,0.003,0.0015,0.003
86,SPY_5m_compiled_strategy_86,1940,6.339869281045751,0.46855670103092784,-0.15644693105204222,-0.18378279684268473,-8.653583651204232e-05,-0.8653583651204232,2.022164948453608,10.0,2.0,0.003,0.0015,0.004
87,SPY_5m_compiled_strategy_87,1547,5.055555555555555,0.4673561732385262,-0.13611937515218808,-0.16025112212442694,-9.326500566938697e-05,-0.9326500566938697,2.059469941822883,10.0,2.0,0.003,0.0015,0.005
88,SPY_5m_compiled_strategy_88,1433,4.683006535947713,0.4933705512909979,-0.053362650728770444,-0.06336122349240159,-3.7011032946320614e-05,-0.37011032946320616,1.8053035589672017,10.0,2.0,0.003,0.002,0.002
89,SPY_5m_compiled_strategy_89,1433,4.683006535947713,0.4933705512909979,-0.053362650728770444,-0.06336122349240159,-3.7011032946320614e-05,-0.37011032946320616,1.8053035589672017,10.0,2.0,0.003,0.002,0.003
90,SPY_5m_compiled_strategy_90,1433,4.683006535947713,0.4933705512909979,-0.053362650728770444,-0.06336122349240159,-3.7011032946320614e-05,-0.37011032946320616,1.8053035589672017,10.0,2.0,0.003,0.002,0.004
91,SPY_5m_compiled_strategy_91,1285,4.199346405228758,0.4840466926070039,-0.07012278912693559,-0.08312119278900387,-5.523759328596164e-05,-0.5523759328596164,1.8521400778210118,10.0,2.0,0.003,0.002,0.005
92,SPY_5m_compiled_strategy_92,930,3.0392156862745097,0.4806451612903226,-0.06189178344503388,-0.0734254928758159,-6.761603047187975e-05,-0.6761603047187975,1.6989247311827957,10.0,2.0,0.003,0.0025,0.002
93,SPY_5m_compiled_strategy_93,930,3.0392156862745097,0.4806451612903226,-0.06189178344503388,-0.0734254928758159,-6.761603047187975e-05,-0.6761603047187975,1.6989247311827957,10.0,2.0,0.003,0.0025,0.003
94,SPY_5m_compiled_strategy_94,930,3.0392156862745097,0.4806451612903226,-0.06189178344503388,-0.0734254928758159,-6.761603047187975e-05,-0.6761603047187975,1.6989247311827957,10.0,2.0,0.003,0.0025,0.004
95,SPY_5m_compiled_strategy_95,930,3.0392156862745097,0.4806451612903226,-0.06189178344503388,-0.0734254928758159,-6.761603047187975e-05,-0.6761603047187975,1.6989247311827957,10.0,2.0,0.003,0.0025,0.005
96,SPY_5m_compiled_strategy_96,590,1.9281045751633987,0.4694915254237288,-0.059482841371018336,-0.07058475970409406,-0.00010301144868493257,-1.0301144868493257,1.6711864406779662,10.0,2.0,0.003,0.003,0.002
97,SPY_5m_compiled_strategy_97,590,1.9281045751633987,0.4694915254237288,-0.059482841371018336,-0.07058475970409406,-0.00010301144868493257,-1.0301144868493257,1.6711864406779662,10.0,2.0,0.003,0.003,0.003
98,SPY_5m_compiled_strategy_98,590,1.9281045751633987,0.4694915254237288,-0.059482841371018336,-0.07058475970409406,-0.00010301144868493257,-1.0301144868493257,1.6711864406779662,10.0,2.0,0.003,0.003,0.004
99,SPY_5m_compiled_strategy_99,590,1.9281045751633987,0.4694915254237288,-0.059482841371018336,-0.07058475970409406,-0.00010301144868493257,-1.0301144868493257,1.6711864406779662,10.0,2.0,0.003,0.003,0.005
100,SPY_5m_compiled_strategy_100,3118,10.18954248366013,0.47851186658114175,-0.24712587476721826,-0.28738913669035615,-9.003148527937119e-05,-0.9003148527937119,1.9441949967928158,10.0,3.0,0.001,0.001,0.002
101,SPY_5m_compiled_strategy_101,2689,8.787581699346406,0.4730383042023057,-0.24368473002796553,-0.2834996373304367,-0.00010275639615715639,-1.027563961571564,2.02045370026032,10.0,3.0,0.001,0.001,0.003
102,SPY_5m_compiled_strategy_102,2049,6.696078431372549,0.47242557345046365,-0.1746150317953752,-0.20472198545549802,-9.244405503462438e-05,-0.9244405503462438,2.154221571498292,10.0,3.0,0.001,0.001,0.004
103,SPY_5m_compiled_strategy_103,1503,4.911764705882353,0.46773120425815035,-0.12059737448544816,-0.1422100064328602,-8.39866271462063e-05,-0.8398662714620629,2.3107119095143047,10.0,3.0,0.001,0.001,0.005
104,SPY_5m_compiled_strategy_104,1747,5.709150326797386,0.4527761877504293,-0.16363337061104566,-0.19207589374984324,-0.00010122995080177633,-1.0122995080177632,1.822552947910704,10.0,3.0,0.001,0.0015,0.002
105,SPY_5m_compiled_strategy_105,1747,5.709150326797386,0.4527761877504293,-0.16363337061104566,-0.19207589374984324,-0.00010122995080177633,-1.0122995080177632,1.822552947910704,10.0,3.0,0.001,0.0015,0.003
106,SPY_5m_compiled_strategy_106,1683,5.5,0.45513963161021986,-0.15518811847719238,-0.18232872481805495,-9.911415369394113e-05,-0.9911415369394113,1.8508615567439097,10.0,3.0,0.001,0.0015,0.004
107,SPY_5m_compiled_strategy_107,1360,4.444444444444445,0.45,-0.12379885617361208,-0.1459361517917278,-9.591022031128332e-05,-0.9591022031128331,1.9691176470588236,10.0,3.0,0.001,0.0015,0.005
108,SPY_5m_compiled_strategy_108,1033,3.3758169934640523,0.4530493707647628,-0.058351452149819516,-0.06925008797683241,-5.68667946091354e-05,-0.5686679460913541,1.818973862536302,10.0,3.0,0.001,0.002,0.002
109,SPY_5m_compiled_strategy_109,1033,3.3758169934640523,0.4530493707647628,-0.058351452149819516,-0.06925008797683241,-5.68667946091354e-05,-0.5686679460913541,1.818973862536302,10.0,3.0,0.001,0.002,0.003
110,SPY_5m_compiled_strategy_110,1033,3.3758169934640523,0.4530493707647628,-0.058351452149819516,-0.06925008797683241,-5.68667946091354e-05,-0.5686679460913541,1.818973862536302,10.0,3.0,0.001,0.002,0.004
111,SPY_5m_compiled_strategy_111,1027,3.3562091503267975,0.45569620253164556,-0.05585764021759343,-0.06630710386403682,-5.4623980565397734e-05,-0.5462398056539773,1.8227848101265822,10.0,3.0,0.001,0.002,0.005
112,SPY_5m_compiled_strategy_112,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,3.0,0.001,0.0025,0.002
113,SPY_5m_compiled_strategy_113,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,3.0,0.001,0.0025,0.003
114,SPY_5m_compiled_strategy_114,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,3.0,0.001,0.0025,0.004
115,SPY_5m_compiled_strategy_115,681,2.2254901960784315,0.4654919236417034,-0.03550893720358572,-0.04223732152455095,-5.207594455424174e-05,-0.5207594455424174,1.748898678414097,10.0,3.0,0.001,0.0025,0.005
116,SPY_5m_compiled_strategy_116,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,3.0,0.001,0.003,0.002
117,SPY_5m_compiled_strategy_117,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,3.0,0.001,0.003,0.003
118,SPY_5m_compiled_strategy_118,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,3.0,0.001,0.003,0.004
119,SPY_5m_compiled_strategy_119,464,1.5163398692810457,0.46336206896551724,-0.05160039703668584,-0.061279591513711984,-0.00011326035461049147,-1.1326035461049146,1.7629310344827587,10.0,3.0,0.001,0.003,0.005
120,SPY_5m_compiled_strategy_120,3270,10.686274509803921,0.4819571865443425,-0.2357603552894989,-0.27452976152846087,-8.121502844125686e-05,-0.8121502844125686,2.0045871559633026,10.0,3.0,0.0015,0.001,0.002
121,SPY_5m_compiled_strategy_121,2875,9.395424836601308,0.4768695652173913,-0.21981810268750845,-0.2564297079763619,-8.524295809937902e-05,-0.8524295809937902,2.0612173913043477,10.0,3.0,0.0015,0.001,0.003
122,SPY_5m_compiled_strategy_122,2088,6.823529411764706,0.47270114942528735,-0.1816899714356146,-0.21285202339557585,-9.482451271102882e-05,-0.9482451271102882,2.1618773946360155,10.0,3.0,0.0015,0.001,0.004
123,SPY_5m_compiled_strategy_123,1503,4.911764705882353,0.46773120425815035,-0.12059737448544816,-0.1422100064328602,-8.39866271462063e-05,-0.8398662714620629,2.3107119095143047,10.0,3.0,0.0015,0.001,0.005
124,SPY_5m_compiled_strategy_124,2085,6.813725490196078,0.46091127098321344,-0.20428854927499807,-0.23872920482257676,-0.00010865557097432143,-1.0865557097432144,1.7635491606714628,10.0,3.0,0.0015,0.0015,0.002
