Strategy,Trades,Trades/Year,Avg Return,Win Rate,Avg Bars,Annual (0bp),Annual (1bp),Sharpe
Bollinger Rsi Confirmed,1245,1481,0.004730040700164945,57.510040160642575,1.621686746987952,7.257351548959279,-20.244127640482667,0.5542821520061406
Bollinger Rsi Dependent,58,336,0.009596431705602705,58.620689655172406,337.7413793103448,3.2793839622481613,-3.438015438881903,0.18403306762723903
Bollinger Bands,4667,5552,-0.0008300355749836309,59.76001714163274,1.982644096850225,-4.50421078680886,-68.5481092303075,-0.17266266847416734
