entry_time,exit_time,entry_idx,exit_idx,entry_price,exit_price,direction,pnl_pct,duration_bars,duration_minutes,workspace,strategy_file
2024-05-07 15:33:00+00:00,2024-05-07 15:35:00+00:00,11462,11464,517.7601,517.87,long,0.021226046580267336,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 16:09:00+00:00,2024-05-07 16:10:00+00:00,11498,11499,518.2199,518.215,short,0.0009455445458618155,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 16:34:00+00:00,2024-05-07 16:37:00+00:00,11523,11526,517.825,518.025,long,0.03862308695021132,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 17:20:00+00:00,2024-05-07 17:25:00+00:00,11569,11574,518.2471,518.38,short,-0.025644137709588653,5,5.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 17:40:00+00:00,2024-05-07 17:43:00+00:00,11589,11592,518.11,518.065,long,-0.008685414294253936,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 17:47:00+00:00,2024-05-07 17:50:00+00:00,11596,11599,517.89,517.67,long,-0.04248006333391788,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 17:51:00+00:00,2024-05-07 17:52:00+00:00,11600,11601,517.39,517.34,long,-0.009663889908957368,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 18:19:00+00:00,2024-05-07 18:20:00+00:00,11628,11629,516.82,517.025,long,0.039665647614242336,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 18:32:00+00:00,2024-05-07 18:34:00+00:00,11641,11643,516.53,516.59,long,0.011615975838781701,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 19:06:00+00:00,2024-05-07 19:07:00+00:00,11675,11676,517.18,517.07,short,0.021269190610599783,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 19:18:00+00:00,2024-05-07 19:19:00+00:00,11687,11688,516.83,516.96,long,0.025153338621983136,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 19:40:00+00:00,2024-05-07 19:41:00+00:00,11709,11710,517.32,517.154,short,0.03208845588804872,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-07 19:49:00+00:00,2024-05-07 19:54:00+00:00,11718,11723,517.4,517.7,short,-0.05798221878625207,5,5.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 13:30:00+00:00,2024-05-08 13:34:00+00:00,11730,11734,515.64,515.5984,long,-0.008067644092781153,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 13:49:00+00:00,2024-05-08 13:50:00+00:00,11749,11750,516.2951,516.29,short,0.0009878071668865417,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 14:12:00+00:00,2024-05-08 14:13:00+00:00,11772,11773,516.09,516.12,long,0.005812939603552232,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 14:23:00+00:00,2024-05-08 14:24:00+00:00,11783,11784,516.81,516.78,short,0.005804841237586873,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 14:41:00+00:00,2024-05-08 14:44:00+00:00,11801,11804,517.05,517.13,short,-0.015472391451511639,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 14:47:00+00:00,2024-05-08 14:50:00+00:00,11807,11810,517.3279,517.45,short,-0.023602052006096295,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 15:10:00+00:00,2024-05-08 15:11:00+00:00,11830,11831,517.05,517.01,long,-0.007736195725744826,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 15:15:00+00:00,2024-05-08 15:17:00+00:00,11835,11837,516.82,516.97,long,0.029023644595792975,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 15:42:00+00:00,2024-05-08 15:46:00+00:00,11862,11866,516.875,516.8192,long,-0.01079564691656136,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 16:02:00+00:00,2024-05-08 16:03:00+00:00,11882,11883,516.995,516.9295,short,0.012669368175715965,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 16:11:00+00:00,2024-05-08 16:12:00+00:00,11891,11892,516.7,516.855,long,0.029998064640985617,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 16:19:00+00:00,2024-05-08 16:20:00+00:00,11899,11900,517.075,517.0001,short,0.01448532611324674,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 16:35:00+00:00,2024-05-08 16:37:00+00:00,11915,11917,516.38,516.52,long,0.027111816879039925,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 17:01:00+00:00,2024-05-08 17:02:00+00:00,11941,11942,516.29,516.52,long,0.04454860640338147,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 17:23:00+00:00,2024-05-08 17:25:00+00:00,11963,11965,516.35,516.3,long,-0.009683354313947557,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 17:42:00+00:00,2024-05-08 17:45:00+00:00,11982,11985,516.63,516.7,short,-0.013549348663463218,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 17:46:00+00:00,2024-05-08 17:47:00+00:00,11986,11987,516.86,516.78,short,0.015478079170382875,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 18:14:00+00:00,2024-05-08 18:15:00+00:00,12014,12015,517.29,517.28,short,0.0019331516170795697,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 18:16:00+00:00,2024-05-08 18:17:00+00:00,12016,12017,517.33,517.33,short,0.0,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 18:56:00+00:00,2024-05-08 18:59:00+00:00,12056,12059,517.0303,517.0099,long,-0.003945610150893495,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 19:00:00+00:00,2024-05-08 19:01:00+00:00,12060,12061,516.84,516.94,long,0.019348347651114994,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 19:17:00+00:00,2024-05-08 19:20:00+00:00,12077,12080,517.215,517.26,short,-0.00870044372262194,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 19:21:00+00:00,2024-05-08 19:23:00+00:00,12081,12083,517.37,517.37,short,0.0,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 19:47:00+00:00,2024-05-08 19:49:00+00:00,12107,12109,517.6588,517.6,short,0.011358833270103643,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-08 19:59:00+00:00,2024-05-09 13:30:00+00:00,12119,12121,517.19,517.75,long,0.10827742222393034,2,1051.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 13:41:00+00:00,2024-05-09 13:43:00+00:00,12132,12134,516.83,516.96,long,0.025153338621983136,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 14:02:00+00:00,2024-05-09 14:03:00+00:00,12153,12154,517.83,517.835,short,-0.0009655678504519731,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 14:35:00+00:00,2024-05-09 14:36:00+00:00,12186,12187,518.615,518.54,short,0.014461594824686032,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 14:38:00+00:00,2024-05-09 14:40:00+00:00,12189,12191,519.0299,519.02,short,0.0019074045637864035,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 15:02:00+00:00,2024-05-09 15:03:00+00:00,12213,12214,519.38,519.2265,short,0.029554468789712383,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 15:41:00+00:00,2024-05-09 15:42:00+00:00,12252,12253,518.88,518.9351,long,0.010619025593593618,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 16:14:00+00:00,2024-05-09 16:15:00+00:00,12285,12286,518.87,518.85,short,0.003854530036421803,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 16:33:00+00:00,2024-05-09 16:35:00+00:00,12304,12306,518.63,518.84,long,0.0404912943717171,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 16:38:00+00:00,2024-05-09 16:39:00+00:00,12309,12310,519.05,518.985,short,0.012522878335409092,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 16:55:00+00:00,2024-05-09 16:56:00+00:00,12326,12327,519.345,519.2,short,0.027919783573536243,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 17:01:00+00:00,2024-05-09 17:02:00+00:00,12332,12333,519.42,519.35,short,0.01347657002039512,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 17:03:00+00:00,2024-05-09 17:05:00+00:00,12334,12336,519.46,519.46,short,0.0,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 17:20:00+00:00,2024-05-09 17:22:00+00:00,12351,12353,519.005,519.0418,long,0.007090490457697147,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 17:23:00+00:00,2024-05-09 17:24:00+00:00,12354,12355,518.9284,518.9987,long,0.013547148315639444,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 18:00:00+00:00,2024-05-09 18:01:00+00:00,12391,12392,519.05,519.15,long,0.019265966669882045,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 18:02:00+00:00,2024-05-09 18:03:00+00:00,12393,12394,518.9901,519.0318,long,0.008034835346568582,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 18:22:00+00:00,2024-05-09 18:24:00+00:00,12413,12415,519.0,519.0458,long,0.00882466281309935,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 18:26:00+00:00,2024-05-09 18:30:00+00:00,12417,12421,519.34,519.4711,short,-0.02524357838794368,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 18:31:00+00:00,2024-05-09 18:32:00+00:00,12422,12423,519.6,519.51,short,0.01732101616628788,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 18:46:00+00:00,2024-05-09 18:47:00+00:00,12437,12438,519.85,519.79,short,0.011541790901232876,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 19:36:00+00:00,2024-05-09 19:39:00+00:00,12487,12490,519.93,519.82,short,0.02115669417034985,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-09 19:50:00+00:00,2024-05-09 19:53:00+00:00,12501,12504,520.03,520.115,short,-0.016345210853227002,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 13:30:00+00:00,2024-05-10 13:35:00+00:00,12512,12517,521.37,521.9,short,-0.1016552544258344,5,5.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 14:00:00+00:00,2024-05-10 14:03:00+00:00,12542,12545,521.93,521.72,long,-0.040235280593168186,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 14:19:00+00:00,2024-05-10 14:21:00+00:00,12561,12563,521.23,521.21,long,-0.003837077681634175,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 14:28:00+00:00,2024-05-10 14:31:00+00:00,12570,12573,520.799,520.65,long,-0.028609885963682906,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 14:53:00+00:00,2024-05-10 14:55:00+00:00,12595,12597,520.35,520.28,long,-0.013452483905073512,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 15:28:00+00:00,2024-05-10 15:29:00+00:00,12630,12631,520.6162,520.54,short,0.014636501899112109,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 15:37:00+00:00,2024-05-10 15:38:00+00:00,12639,12640,520.05,520.15,long,0.019228920296129746,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 15:43:00+00:00,2024-05-10 15:45:00+00:00,12645,12647,519.9,519.8099,long,-0.01733025581842792,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 15:46:00+00:00,2024-05-10 15:47:00+00:00,12648,12649,519.6399,519.8,long,0.030809797323096834,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 16:47:00+00:00,2024-05-10 16:51:00+00:00,12709,12713,520.4201,520.515,short,-0.018235268007507528,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 17:08:00+00:00,2024-05-10 17:10:00+00:00,12730,12732,520.135,520.245,long,0.021148355715345755,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 17:11:00+00:00,2024-05-10 17:12:00+00:00,12733,12734,520.07,520.11,long,0.007691272328717983,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 17:36:00+00:00,2024-05-10 17:37:00+00:00,12758,12759,520.315,520.28,short,0.006726694406288853,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 17:46:00+00:00,2024-05-10 17:48:00+00:00,12768,12770,519.955,520.0614,long,0.020463309324846923,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 17:56:00+00:00,2024-05-10 17:57:00+00:00,12778,12779,520.61,520.62,short,-0.0019208236491790218,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 17:58:00+00:00,2024-05-10 17:59:00+00:00,12780,12781,520.76,520.8,short,-0.0076810814962676895,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 18:30:00+00:00,2024-05-10 18:31:00+00:00,12812,12813,520.405,520.465,long,0.011529481845881404,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 18:32:00+00:00,2024-05-10 18:34:00+00:00,12814,12816,520.3831,520.39,long,0.001325946211545544,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 18:35:00+00:00,2024-05-10 18:36:00+00:00,12817,12818,520.12,520.2901,long,0.03270399138661225,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 18:50:00+00:00,2024-05-10 18:52:00+00:00,12832,12834,520.81,520.8301,short,-0.0038593728999194326,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 19:19:00+00:00,2024-05-10 19:20:00+00:00,12861,12862,521.0603,520.96,short,0.019249211655531506,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 19:22:00+00:00,2024-05-10 19:23:00+00:00,12864,12865,521.09,521.05,short,0.007676217160198297,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 19:44:00+00:00,2024-05-10 19:45:00+00:00,12886,12887,520.87,520.8799,long,0.0019006661931030787,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 19:49:00+00:00,2024-05-10 19:50:00+00:00,12891,12892,520.7799,521.015,long,0.045143831395948374,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 19:54:00+00:00,2024-05-10 19:55:00+00:00,12896,12897,521.3001,521.26,short,0.007692306216717051,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-10 20:00:00+00:00,2024-05-13 13:30:00+00:00,12902,12903,520.66,522.4,long,0.3341912188376309,1,3930.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 13:30:00+00:00,2024-05-13 13:33:00+00:00,12903,12906,522.4,522.12,short,0.053598774885140255,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 13:59:00+00:00,2024-05-13 14:00:00+00:00,12932,12933,521.695,521.685,short,0.001916828798455916,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 14:26:00+00:00,2024-05-13 14:27:00+00:00,12959,12960,521.75,521.685,short,0.01245807379013983,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 14:31:00+00:00,2024-05-13 14:33:00+00:00,12964,12966,521.275,521.412,long,0.026281713107296014,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 14:34:00+00:00,2024-05-13 14:35:00+00:00,12967,12968,521.29,521.4451,long,0.0297531124709972,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 14:55:00+00:00,2024-05-13 14:57:00+00:00,12988,12990,521.225,521.315,long,0.017267015204572272,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 15:02:00+00:00,2024-05-13 15:04:00+00:00,12995,12997,521.1,521.1001,long,1.919017462577201e-05,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 15:28:00+00:00,2024-05-13 15:32:00+00:00,13021,13025,521.04,520.86,long,-0.03454629203131237,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 15:53:00+00:00,2024-05-13 15:56:00+00:00,13046,13049,521.04,521.06,short,-0.0038384768923656167,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 16:06:00+00:00,2024-05-13 16:07:00+00:00,13059,13060,521.3399,521.255,short,0.016284961116528354,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 16:37:00+00:00,2024-05-13 16:38:00+00:00,13090,13091,521.195,521.3029,long,0.02070242423660479,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 16:40:00+00:00,2024-05-13 16:43:00+00:00,13093,13096,521.205,521.165,long,-0.007674523460073734,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 16:59:00+00:00,2024-05-13 17:08:00+00:00,13112,13121,521.005,520.2479,long,-0.1453153040757837,9,9.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 17:09:00+00:00,2024-05-13 17:10:00+00:00,13122,13123,520.12,520.05,long,-0.013458432669393604,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 17:39:00+00:00,2024-05-13 17:40:00+00:00,13152,13153,520.5599,520.55,long,-0.001901798428963892,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 17:41:00+00:00,2024-05-13 17:42:00+00:00,13154,13155,520.47,520.54,long,0.013449382289072633,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 17:58:00+00:00,2024-05-13 18:00:00+00:00,13171,13173,520.69,520.58,short,0.021125813823966975,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 18:20:00+00:00,2024-05-13 18:21:00+00:00,13193,13194,520.8038,520.705,short,0.01897067571319236,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 18:36:00+00:00,2024-05-13 18:38:00+00:00,13209,13211,520.905,520.895,short,0.0019197358443460721,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 19:02:00+00:00,2024-05-13 19:03:00+00:00,13235,13236,521.025,520.99,short,0.006717527949708396,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 19:18:00+00:00,2024-05-13 19:19:00+00:00,13251,13252,521.11,521.09,short,0.0038379612749672447,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 19:23:00+00:00,2024-05-13 19:24:00+00:00,13256,13257,520.725,520.71,long,-0.002880599164623622,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-13 19:48:00+00:00,2024-05-13 19:49:00+00:00,13281,13282,520.7,520.72,long,0.0038409832917191875,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 13:30:00+00:00,2024-05-14 13:32:00+00:00,13294,13296,521.31,521.275,short,0.006713855479459087,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 13:59:00+00:00,2024-05-14 14:01:00+00:00,13323,13325,521.3,521.4,long,0.01918281220027292,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 14:08:00+00:00,2024-05-14 14:10:00+00:00,13332,13334,521.74,521.79,short,-0.009583317361129015,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 14:11:00+00:00,2024-05-14 14:12:00+00:00,13335,13336,521.865,521.805,short,0.011497226294167863,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 14:17:00+00:00,2024-05-14 14:18:00+00:00,13341,13342,521.14,521.145,long,0.0009594350846213018,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 14:40:00+00:00,2024-05-14 14:41:00+00:00,13364,13365,520.82,521.02,long,0.03840098306515337,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 14:56:00+00:00,2024-05-14 15:01:00+00:00,13380,13385,521.43,521.67,short,-0.046027271158162956,5,5.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 15:16:00+00:00,2024-05-14 15:17:00+00:00,13400,13401,522.065,521.89,short,0.03352073017728984,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 15:32:00+00:00,2024-05-14 15:33:00+00:00,13416,13417,521.44,521.48,long,0.00767106474377946,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 15:37:00+00:00,2024-05-14 15:38:00+00:00,13421,13422,521.29,521.31,long,0.003836636037518811,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 16:01:00+00:00,2024-05-14 16:02:00+00:00,13445,13446,520.995,521.07,long,0.014395531626991713,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 16:21:00+00:00,2024-05-14 16:23:00+00:00,13465,13467,520.95,520.92,long,-0.00575871004896562,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 16:24:00+00:00,2024-05-14 16:25:00+00:00,13468,13469,520.875,520.92,long,0.008639308855283719,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 16:37:00+00:00,2024-05-14 16:38:00+00:00,13481,13482,520.75,520.85,long,0.01920307249160302,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 16:59:00+00:00,2024-05-14 17:00:00+00:00,13503,13504,520.98,520.945,short,0.006718108180730194,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 17:03:00+00:00,2024-05-14 17:04:00+00:00,13507,13508,520.68,520.8399,long,0.030709840977182396,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 17:05:00+00:00,2024-05-14 17:07:00+00:00,13509,13511,520.66,520.65,long,-0.00192063918872026,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 17:22:00+00:00,2024-05-14 17:24:00+00:00,13526,13528,520.85,520.87,short,-0.0038398771239285413,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 17:28:00+00:00,2024-05-14 17:30:00+00:00,13532,13534,521.025,521.08,short,-0.010556115349563584,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 17:42:00+00:00,2024-05-14 17:45:00+00:00,13546,13549,521.31,521.38,short,-0.013427710958939984,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 18:04:00+00:00,2024-05-14 18:06:00+00:00,13568,13570,521.48,521.5,short,-0.0038352381682867625,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 18:08:00+00:00,2024-05-14 18:10:00+00:00,13572,13574,521.625,521.7,short,-0.014378145219275433,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 18:11:00+00:00,2024-05-14 18:16:00+00:00,13575,13580,521.79,522.26,short,-0.09007455106460976,5,5.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 18:32:00+00:00,2024-05-14 18:35:00+00:00,13596,13599,522.6,522.65,short,-0.009567546880971015,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 18:36:00+00:00,2024-05-14 18:37:00+00:00,13600,13601,522.75,522.7199,short,0.005758010521271662,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 18:39:00+00:00,2024-05-14 18:43:00+00:00,13603,13607,522.96,523.36,short,-0.07648768548263295,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 19:19:00+00:00,2024-05-14 19:20:00+00:00,13643,13644,523.45,523.39,short,0.01146241283791367,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 19:21:00+00:00,2024-05-14 19:24:00+00:00,13645,13648,523.525,523.495,short,0.005730385368410814,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 19:43:00+00:00,2024-05-14 19:45:00+00:00,13667,13669,523.595,523.53,short,0.012414175078076484,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 19:51:00+00:00,2024-05-14 19:53:00+00:00,13675,13677,523.68,523.5001,short,0.034353040024437655,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-14 19:54:00+00:00,2024-05-14 19:55:00+00:00,13678,13679,523.7951,523.75,short,0.00861023709462873,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-15 13:30:00+00:00,2024-05-15 13:34:00+00:00,13685,13689,525.99,526.45,short,-0.08745413410902039,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-15 13:49:00+00:00,2024-05-15 13:53:00+00:00,13704,13708,525.7111,525.26,long,-0.08580758519270314,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-15 14:23:00+00:00,2024-05-15 14:24:00+00:00,13738,13739,526.57,526.505,short,0.012344037829738603,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-05-15 14:33:00+00:00,2024-05-15 14:34:00+00:00,13748,13749,526.74,526.74,short,0.0,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
