entry_time,exit_time,entry_idx,exit_idx,entry_price,exit_price,direction,pnl_pct,duration_bars,duration_minutes,workspace,strategy_file
2024-03-26 19:20:00+00:00,2024-03-26 19:22:00+00:00,350,352,520.55,520.59,long,0.007684180194040402,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-26 19:29:00+00:00,2024-03-26 19:35:00+00:00,359,365,520.21,519.75,long,-0.08842582803099447,6,6.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-26 19:56:00+00:00,2024-03-26 19:57:00+00:00,386,387,518.47,518.5296,long,0.011495361351656247,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 13:30:00+00:00,2024-03-27 13:33:00+00:00,391,394,521.52,521.455,short,0.012463568031895397,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 13:49:00+00:00,2024-03-27 13:50:00+00:00,410,411,521.67,521.63,short,0.00766768263460878,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 13:54:00+00:00,2024-03-27 13:58:00+00:00,415,419,521.03,521.006,long,-0.004606260675968929,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 14:01:00+00:00,2024-03-27 14:04:00+00:00,422,425,520.49,520.08,long,-0.0787719264539123,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 14:49:00+00:00,2024-03-27 14:50:00+00:00,470,471,519.675,519.735,long,0.01154567758696476,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 15:09:00+00:00,2024-03-27 15:10:00+00:00,490,491,520.016,519.94,short,0.014614934925061563,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 15:17:00+00:00,2024-03-27 15:18:00+00:00,498,499,520.13,520.03,short,0.019225962740088583,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 15:29:00+00:00,2024-03-27 15:30:00+00:00,510,511,519.69,519.74,long,0.00962112028323703,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 15:31:00+00:00,2024-03-27 15:33:00+00:00,512,514,519.5697,519.66,long,0.017379766372049126,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 15:58:00+00:00,2024-03-27 16:00:00+00:00,539,541,519.65,519.65,long,0.0,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 16:18:00+00:00,2024-03-27 16:19:00+00:00,559,560,519.815,519.77,short,0.008656926021771738,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 16:21:00+00:00,2024-03-27 16:23:00+00:00,562,564,519.88,519.915,short,-0.006732322843727046,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 16:24:00+00:00,2024-03-27 16:25:00+00:00,565,566,520.02,519.965,short,0.010576516287825464,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 16:48:00+00:00,2024-03-27 16:50:00+00:00,589,591,520.465,520.4,short,0.012488832102073062,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 17:00:00+00:00,2024-03-27 17:01:00+00:00,601,602,520.17,520.43,long,0.04998365918834053,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 17:05:00+00:00,2024-03-27 17:06:00+00:00,606,607,520.18,520.1689,long,-0.0021338767349652348,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 17:07:00+00:00,2024-03-27 17:11:00+00:00,608,612,520.0001,519.845,long,-0.02982691734096736,4,4.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 17:51:00+00:00,2024-03-27 17:52:00+00:00,652,653,520.16,520.195,long,0.006728698861904386,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 17:54:00+00:00,2024-03-27 17:55:00+00:00,655,656,520.13,520.2399,long,0.021129333051359996,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 18:00:00+00:00,2024-03-27 18:01:00+00:00,661,662,520.094,520.24,long,0.028071848550446293,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 18:14:00+00:00,2024-03-27 18:20:00+00:00,675,681,520.355,520.63,short,-0.05284853609554578,6,6.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 18:21:00+00:00,2024-03-27 18:22:00+00:00,682,683,520.7401,520.75,short,-0.0019011403193293559,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 18:54:00+00:00,2024-03-27 18:56:00+00:00,715,717,520.265,520.21,long,-0.010571535659702263,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 19:07:00+00:00,2024-03-27 19:08:00+00:00,728,729,520.57,520.5,short,0.013446798701433046,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 19:10:00+00:00,2024-03-27 19:12:00+00:00,731,733,520.01,520.015,long,0.0009615199707689185,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 19:27:00+00:00,2024-03-27 19:30:00+00:00,748,751,520.62,520.79,short,-0.032653374822319364,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 19:32:00+00:00,2024-03-27 19:33:00+00:00,753,754,521.11,521.16,short,-0.009594903187418112,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 19:39:00+00:00,2024-03-27 19:40:00+00:00,760,761,521.98,521.99,short,-0.0019157822138761841,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 19:41:00+00:00,2024-03-27 19:42:00+00:00,762,763,522.18,522.12,short,0.011490290704344371,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-27 19:59:00+00:00,2024-03-27 20:00:00+00:00,780,781,523.17,523.15,short,0.0038228491694825414,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-28 13:45:00+00:00,2024-03-28 13:48:00+00:00,797,800,523.478,523.39,short,0.01681063960662443,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-28 14:12:00+00:00,2024-03-28 14:13:00+00:00,824,825,523.055,523.08,long,0.004779612086700433,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-28 14:28:00+00:00,2024-03-28 14:29:00+00:00,840,841,523.2899,523.15,short,0.026734702886490158,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-28 14:35:00+00:00,2024-03-28 14:38:00+00:00,847,850,523.37,523.35,short,0.0038213883103696833,3,3.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-28 15:05:00+00:00,2024-03-28 15:06:00+00:00,877,878,523.575,523.395,short,0.03437902879244877,1,1.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-28 15:07:00+00:00,2024-03-28 15:09:00+00:00,879,881,523.25,523.275,long,0.0047778308647830415,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
2024-03-28 15:10:00+00:00,2024-03-28 15:12:00+00:00,882,884,523.1901,523.23,long,0.007626291093808678,2,2.0,workspaces/signal_generation_cc984d99,SPY_compiled_strategy_0
