filters,num_filters,trades,avg_return_bps,net_1bp,net_2bp,net_4bp,win_rate,trades_per_day,annual_return_2bp
HighVol(>90%) + HighVol(>80%) + LowRSI(<50),3,2401,0.834923369444379,-0.16507663055562105,-1.165076630555621,-3.165076630555621,65.26447313619326,11.449690033381021,-33.61621103819455
HighVol(>90%) + HighVolume(>1.5x) + HighVolume(>2x),3,871,4.334575057054336,3.3345750570543364,2.3345750570543364,0.33457505705433643,68.08266360505166,4.153552694325227,24.435886906197922
HighVol(>90%) + HighVolume(>1.5x) + BelowVWAP,3,212,3.9652559931859397,2.9652559931859397,1.9652559931859397,-0.03474400681406031,59.43396226415094,1.0109680495946591,5.006763766331218
HighVol(>90%) + HighVolume(>1.5x) + FarBelowVWAP(<-0.2%),3,203,1.390932927073374,0.3909329270733739,-0.6090670729266261,-2.609067072926626,58.620689655172406,0.9680495946590367,-1.4858099753283016
HighVol(>90%) + HighVolume(>1.5x) + StrongDowntrend,3,169,1.6791733935067445,0.6791733935067445,-0.32082660649325545,-2.3208266064932555,83.4319526627219,0.8059132093466858,-0.6515671682086199
HighVol(>90%) + HighVolume(>1.5x) + Downtrend,3,645,0.9357583525707409,-0.06424164742925909,-1.064241647429259,-3.064241647429259,68.52713178294574,3.0758226037195997,-8.249014657756405
HighVol(>90%) + HighVolume(>1.5x) + RSI(30-50),3,285,7.554429790966888,6.554429790966888,5.554429790966888,3.5544297909668883,74.3859649122807,1.3590844062947067,19.0233260651999
HighVol(>90%) + HighVolume(>1.5x) + LowRSI(<50),3,728,4.330917072621858,3.330917072621858,2.330917072621858,0.3309170726218582,70.87912087912088,3.471626132570339,20.392023007864363
HighVol(>90%) + HighVolume(>2x) + BelowVWAP,3,118,14.058837023202457,13.058837023202457,12.058837023202457,10.058837023202457,66.94915254237289,0.5627086313781593,17.0997414268931
HighVol(>90%) + HighVolume(>2x) + FarBelowVWAP(<-0.2%),3,112,9.70026587694402,8.70026587694402,7.7002658769440195,5.7002658769440195,65.17857142857143,0.5340963280877444,10.363963000041394
HighVol(>90%) + HighVolume(>2x) + StrongDowntrend,3,88,0.06887641087545028,-0.9311235891245497,-1.9311235891245497,-3.9311235891245495,79.54545454545455,0.4196471149260849,-2.0421839157093955
HighVol(>90%) + HighVolume(>2x) + Downtrend,3,393,1.0360350706669679,0.03603507066696787,-0.9639649293330321,-2.963964929333032,67.93893129770993,1.8741058655221747,-4.552562267116174
HighVol(>90%) + HighVolume(>2x) + RSI(30-50),3,163,13.413728207032628,12.413728207032628,11.413728207032628,9.413728207032628,80.3680981595092,0.7773009060562709,22.357191217552327
HighVol(>90%) + HighVolume(>2x) + LowRSI(<50),3,428,7.142738761914171,6.142738761914171,5.142738761914171,3.1427387619141713,73.36448598130842,2.0410109680495947,26.450893271579158
HighVol(>90%) + BelowVWAP + FarBelowVWAP(<-0.2%),3,550,2.137386904877398,1.1373869048773981,0.13738690487739813,-1.8626130951226019,65.0909090909091,2.622794468288031,0.9080507876016873
HighVol(>90%) + BelowVWAP + StrongDowntrend,3,112,3.560138596136721,2.560138596136721,1.5601385961367211,-0.4398614038632789,76.78571428571429,0.5340963280877444,2.09982602467157
HighVol(>90%) + BelowVWAP + Downtrend,3,313,1.6377845277620218,0.6377845277620218,-0.36221547223797823,-2.3622154722379785,68.69009584664538,1.4926084883166428,-1.3624276389243095
HighVol(>90%) + BelowVWAP + RSI(30-50),3,142,1.1831782200683902,0.18317822006839024,-0.8168217799316098,-2.81682177993161,65.49295774647888,0.6771578445398189,-1.393855535196601
HighVol(>90%) + BelowVWAP + LowRSI(<50),3,276,3.5782219626169125,2.5782219626169125,1.5782219626169125,-0.4217780373830875,66.66666666666666,1.3161659513590844,5.2345490674263955
HighVol(>90%) + FarBelowVWAP(<-0.2%) + StrongDowntrend,3,112,3.560138596136721,2.560138596136721,1.5601385961367211,-0.4398614038632789,76.78571428571429,0.5340963280877444,2.09982602467157
HighVol(>90%) + FarBelowVWAP(<-0.2%) + Downtrend,3,311,1.6816596608807328,0.6816596608807328,-0.3183403391192672,-2.318340339119267,68.81028938906752,1.4830710538865046,-1.189745782425141
HighVol(>90%) + FarBelowVWAP(<-0.2%) + RSI(30-50),3,141,1.2345790567854733,0.2345790567854733,-0.7654209432145267,-2.7654209432145267,65.95744680851064,0.6723891273247496,-1.2969450145111379
HighVol(>90%) + FarBelowVWAP(<-0.2%) + LowRSI(<50),3,270,3.728949582431504,2.728949582431504,1.728949582431504,-0.271050417568496,67.77777777777779,1.2875536480686696,5.609810662309944
HighVol(>90%) + StrongDowntrend + Downtrend,3,560,1.6977941261096468,0.6977941261096468,-0.30220587389035325,-2.3022058738903532,72.32142857142857,2.670481640438722,-2.033728799399459
HighVol(>90%) + StrongDowntrend + RSI(30-50),3,86,3.021041045217188,2.021041045217188,1.021041045217188,-0.9789589547828119,77.90697674418605,0.4101096804959466,1.0552218184047164
HighVol(>90%) + StrongDowntrend + LowRSI(<50),3,204,2.283356516887547,1.283356516887547,0.2833565168875469,-1.716643483112453,71.07843137254902,0.972818311874106,0.6946491092110163
HighVol(>90%) + Downtrend + RSI(30-50),3,675,0.09671027846545144,-0.9032897215345486,-1.9032897215345486,-3.9032897215345486,64.5925925925926,3.218884120171674,-15.438702033048482
HighVol(>90%) + Downtrend + LowRSI(<50),3,1360,-0.2914261222820831,-1.291426122282083,-2.291426122282083,-4.291426122282083,63.970588235294116,6.48545541249404,-37.449573706653105
HighVol(>90%) + RSI(30-50) + LowRSI(<50),3,1215,1.0304728341969864,0.03047283419698643,-0.9695271658030136,-2.9695271658030133,65.84362139917695,5.793991416309013,-14.155928832883486
HighVol(>80%) + HighVolume(>1.5x) + HighVolume(>2x),3,1445,2.8129579388497477,1.8129579388497477,0.8129579388497477,-1.1870420611502523,69.13494809688582,6.890796375774917,14.116857599081884
HighVol(>80%) + HighVolume(>1.5x) + BelowVWAP,3,339,2.73246957256676,1.7324695725667598,0.7324695725667598,-1.2675304274332402,61.94690265486725,1.6165951359084407,2.983949005495144
HighVol(>80%) + HighVolume(>1.5x) + FarBelowVWAP(<-0.2%),3,330,1.1152493901230516,0.11524939012305158,-0.8847506098769484,-2.8847506098769484,61.51515151515151,1.5736766809728184,-3.50862473616438
HighVol(>80%) + HighVolume(>1.5x) + StrongDowntrend,3,365,0.4156139115247326,-0.5843860884752674,-1.5843860884752674,-3.5843860884752674,73.15068493150685,1.7405817835002386,-6.949538980350745
HighVol(>80%) + HighVolume(>1.5x) + Downtrend,3,1214,0.548726791117934,-0.451273208882066,-1.451273208882066,-3.451273208882066,68.20428336079077,5.789222699093944,-21.17239438468635
HighVol(>80%) + HighVolume(>1.5x) + RSI(30-50),3,545,4.246682546513002,3.246682546513002,2.246682546513002,0.2466825465130018,70.09174311926606,2.598950882212685,14.714324317505756
HighVol(>80%) + HighVolume(>1.5x) + LowRSI(<50),3,1354,2.5249288935728416,1.5249288935728416,0.5249288935728416,-1.4750711064271584,68.75923190546528,6.456843109203625,8.541246443404965
HighVol(>80%) + HighVolume(>2x) + BelowVWAP,3,168,8.596169740380079,7.596169740380079,6.596169740380079,4.596169740380079,60.11904761904761,0.8011444921316166,13.316902342810252
HighVol(>80%) + HighVolume(>2x) + FarBelowVWAP(<-0.2%),3,162,5.380515591751194,4.380515591751194,3.3805155917511938,1.3805155917511938,58.64197530864198,0.7725321888412018,6.581123915958548
HighVol(>80%) + HighVolume(>2x) + StrongDowntrend,3,228,-0.4883039379830171,-1.4883039379830172,-2.488303937983017,-4.488303937983017,67.98245614035088,1.0872675250357655,-6.817739201752611
HighVol(>80%) + HighVolume(>2x) + Downtrend,3,715,0.1879127879120467,-0.8120872120879533,-1.8120872120879532,-3.8120872120879534,66.15384615384615,3.40963280877444,-15.569951066953145
HighVol(>80%) + HighVolume(>2x) + RSI(30-50),3,305,6.660934316535343,5.660934316535343,4.660934316535343,2.660934316535343,69.18032786885246,1.4544587505960898,17.083424490648856
HighVol(>80%) + HighVolume(>2x) + LowRSI(<50),3,757,4.181022633098026,3.181022633098026,2.181022633098026,0.18102263309802602,70.01321003963011,3.609918931807344,19.840753532680587
HighVol(>80%) + BelowVWAP + NearVWAP(-0.2to0%),3,28,20.583657849000875,19.583657849000875,18.583657849000875,16.583657849000875,67.85714285714286,0.1335240820219361,6.253041954341926
HighVol(>80%) + BelowVWAP + FarBelowVWAP(<-0.2%),3,892,1.5384990634885818,0.5384990634885818,-0.4615009365114182,-2.461500936511418,65.24663677130044,4.253695755841679,-4.946973128888062
HighVol(>80%) + BelowVWAP + StrongDowntrend,3,203,3.3574397029350647,2.3574397029350647,1.3574397029350647,-0.6425602970649353,74.38423645320196,0.9680495946590367,3.3114537645849387
HighVol(>80%) + BelowVWAP + Downtrend,3,557,1.0501561931059478,0.050156193105947766,-0.9498438068940522,-2.9498438068940525,66.78635547576302,2.6561754887935147,-6.3578386318968425
HighVol(>80%) + BelowVWAP + RSI(30-50),3,242,0.11715948715969286,-0.8828405128403072,-1.8828405128403072,-3.882840512840307,65.28925619834712,1.1540295660467335,-5.475591122320139
HighVol(>80%) + BelowVWAP + LowRSI(<50),3,486,2.175947610404492,1.1759476104044921,0.17594761040449214,-1.8240523895955079,65.4320987654321,2.3175965665236054,1.0275944559589394
HighVol(>80%) + FarBelowVWAP(<-0.2%) + StrongDowntrend,3,200,3.345677532526764,2.345677532526764,1.3456775325267638,-0.6543224674732362,74.0,0.9537434430138293,3.2342464301072433
HighVol(>80%) + FarBelowVWAP(<-0.2%) + Downtrend,3,550,1.0739284929643427,0.07392849296434267,-0.9260715070356573,-2.9260715070356573,66.72727272727272,2.622794468288031,-6.12081596924855
HighVol(>80%) + FarBelowVWAP(<-0.2%) + RSI(30-50),3,238,0.11320476228888714,-0.8867952377111129,-1.8867952377111128,-3.886795237711113,65.12605042016807,1.1349546971864568,-5.396396336526549
HighVol(>80%) + FarBelowVWAP(<-0.2%) + LowRSI(<50),3,476,2.2634952715294188,1.2634952715294188,0.26349527152941876,-1.7365047284705812,65.96638655462185,2.2699093943729136,1.5072381883880228
HighVol(>80%) + StrongDowntrend + Downtrend,3,1182,0.8856322629777367,-0.11436773702226333,-1.1143677370222633,-3.1143677370222633,69.62774957698815,5.636623748211731,-15.82880455986645
HighVol(>80%) + StrongDowntrend + RSI(30-50),3,201,1.5471359596938474,0.5471359596938474,-0.45286404030615257,-2.4528640403061526,68.1592039800995,0.9585121602288985,-1.0938707377008698
HighVol(>80%) + StrongDowntrend + LowRSI(<50),3,439,1.8454968297923005,0.8454968297923005,-0.15450317020769955,-2.1545031702076995,68.10933940774487,2.0934668574153554,-0.8150871108124647
HighVol(>80%) + Downtrend + RSI(30-50),3,1201,0.02743937224598855,-0.9725606277540114,-1.9725606277540115,-3.9725606277540115,64.69608659450458,5.727229375298045,-28.469214073009397
HighVol(>80%) + Downtrend + LowRSI(<50),3,2429,-0.05190588653594566,-1.0519058865359456,-2.0519058865359456,-4.051905886535946,64.67682173734048,11.583214115402956,-59.894516375571996
HighVol(>80%) + RSI(30-50) + LowRSI(<50),3,2044,0.7287390053898111,-0.27126099461018893,-1.271260994610189,-3.2712609946101887,66.92759295499022,9.747257987601335,-31.22609838778126
ModerateVol(20-60%) + HighVolume(>1.5x) + HighVolume(>2x),3,1811,-0.19250887815020667,-1.1925088781502067,-2.192508878150207,-4.192508878150207,64.32909994478189,8.636146876490224,-47.71576832327927
ModerateVol(20-60%) + HighVolume(>1.5x) + BelowVWAP,3,465,-1.2970595100631743,-2.2970595100631743,-3.2970595100631743,-5.297059510063175,64.30107526881721,2.2174535050071533,-18.423911940353015
ModerateVol(20-60%) + HighVolume(>1.5x) + NearVWAP(-0.2to0%),3,68,-6.379356867819364,-7.379356867819364,-8.379356867819364,-10.379356867819364,57.35294117647059,0.324272770624702,-6.847337114303892
ModerateVol(20-60%) + HighVolume(>1.5x) + FarBelowVWAP(<-0.2%),3,397,-0.426540063394608,-1.426540063394608,-2.426540063394608,-4.426540063394608,65.4911838790932,1.8931807343824512,-11.576574826049125
ModerateVol(20-60%) + HighVolume(>1.5x) + StrongDowntrend,3,591,0.10068489991245208,-0.8993151000875479,-1.899315100087548,-3.899315100087548,64.9746192893401,2.8183118741058655,-13.489212994098173
ModerateVol(20-60%) + HighVolume(>1.5x) + Downtrend,3,1394,0.24307847948244932,-0.7569215205175507,-1.7569215205175506,-3.7569215205175506,67.57532281205165,6.64759179780639,-29.431828664738642
ModerateVol(20-60%) + HighVolume(>1.5x) + RSI(30-50),3,781,0.2724939216515801,-0.72750607834842,-1.72750607834842,-3.7275060783484197,68.24583866837388,3.7243681449690036,-16.21334889327178
ModerateVol(20-60%) + HighVolume(>1.5x) + LowRSI(<50),3,1884,0.07774431251867396,-0.922255687481326,-1.9222556874813261,-3.922255687481326,66.87898089171973,8.984263233190273,-43.520528766530006
ModerateVol(20-60%) + HighVolume(>2x) + BelowVWAP,3,242,-2.8990556805755627,-3.8990556805755627,-4.899055680575563,-6.899055680575563,59.917355371900825,1.1540295660467335,-14.247210854755371
ModerateVol(20-60%) + HighVolume(>2x) + NearVWAP(-0.2to0%),3,39,-10.816756929816222,-11.816756929816222,-12.816756929816222,-14.816756929816222,53.84615384615385,0.18597997138769673,-6.006823419467517
ModerateVol(20-60%) + HighVolume(>2x) + FarBelowVWAP(<-0.2%),3,203,-1.3779209578150422,-2.377920957815042,-3.377920957815042,-5.377920957815042,61.083743842364534,0.9680495946590367,-8.240387435287854
ModerateVol(20-60%) + HighVolume(>2x) + StrongDowntrend,3,335,-0.3602132389535249,-1.3602132389535249,-2.360213238953525,-4.360213238953525,61.791044776119406,1.597520267048164,-9.501630979134791
ModerateVol(20-60%) + HighVolume(>2x) + Downtrend,3,744,0.013867129576569402,-0.9861328704234306,-1.9861328704234307,-3.9861328704234307,65.45698924731182,3.547925608011445,-17.757562213159186
ModerateVol(20-60%) + HighVolume(>2x) + RSI(30-50),3,437,0.25393730106942414,-0.7460626989305759,-1.7460626989305759,-3.746062698930576,69.33638443935926,2.083929422985217,-9.169452010349584
ModerateVol(20-60%) + HighVolume(>2x) + LowRSI(<50),3,1066,-0.11160152153436344,-1.1116015215343635,-2.1116015215343635,-4.1116015215343635,65.47842401500938,5.0834525512637105,-27.050249877578402
ModerateVol(20-60%) + BelowVWAP + NearVWAP(-0.2to0%),3,196,-1.5938207037108523,-2.5938207037108523,-3.5938207037108523,-5.593820703710852,69.38775510204081,0.9346685741535528,-8.464758807710368
ModerateVol(20-60%) + BelowVWAP + FarBelowVWAP(<-0.2%),3,1204,-0.34690175028522785,-1.3469017502852279,-2.3469017502852276,-4.346901750285228,66.19601328903654,5.741535526943252,-33.95654583931999
ModerateVol(20-60%) + BelowVWAP + StrongDowntrend,3,263,0.8148608752490586,-0.1851391247509414,-1.1851391247509415,-3.1851391247509415,74.52471482889734,1.2541726275631855,-3.7456500062943925
ModerateVol(20-60%) + BelowVWAP + Downtrend,3,779,0.24449452188971535,-0.7555054781102847,-1.7555054781102846,-3.7555054781102846,68.6777920410783,3.714830710538865,-16.433942269760312
ModerateVol(20-60%) + BelowVWAP + RSI(30-50),3,356,-0.3662679912907219,-1.3662679912907219,-2.366267991290722,-4.366267991290722,62.64044943820225,1.697663328564616,-10.1231585138137
ModerateVol(20-60%) + BelowVWAP + LowRSI(<50),3,788,-0.8252917054523707,-1.8252917054523707,-2.8252917054523707,-4.82529170545237,65.22842639593908,3.7577491654744875,-26.7541786219318
ModerateVol(20-60%) + NearVWAP(-0.2to0%) + StrongDowntrend,3,24,-2.213989243461528,-3.213989243461528,-4.213989243461528,-6.213989243461528,75.0,0.11444921316165951,-1.2153651380283892
ModerateVol(20-60%) + NearVWAP(-0.2to0%) + Downtrend,3,68,-0.5867124495775702,-1.5867124495775702,-2.58671244957757,-4.58671244957757,70.58823529411765,0.324272770624702,-2.1137770403414997
ModerateVol(20-60%) + NearVWAP(-0.2to0%) + RSI(30-50),3,45,-0.6204980090570452,-1.6204980090570453,-2.6204980090570453,-4.620498009057045,64.44444444444444,0.2145922746781116,-1.4170933439535955
ModerateVol(20-60%) + NearVWAP(-0.2to0%) + LowRSI(<50),3,101,-4.186424948414712,-5.186424948414712,-6.186424948414712,-8.186424948414711,57.42574257425742,0.4816404387219838,-7.508673714213221
ModerateVol(20-60%) + FarBelowVWAP(<-0.2%) + StrongDowntrend,3,239,1.1190131884250172,0.11901318842501718,-0.8809868115749828,-2.880986811574983,74.47698744769873,1.139723414401526,-2.5302848682660017
ModerateVol(20-60%) + FarBelowVWAP(<-0.2%) + Downtrend,3,711,0.3239911098781477,-0.6760088901218523,-1.6760088901218522,-3.676008890121852,68.49507735583686,3.390557939914163,-14.320165229418812
ModerateVol(20-60%) + FarBelowVWAP(<-0.2%) + RSI(30-50),3,311,-0.3294822974017038,-1.3294822974017038,-2.3294822974017038,-4.329482297401704,62.37942122186495,1.4830710538865046,-8.706065169860102
ModerateVol(20-60%) + FarBelowVWAP(<-0.2%) + LowRSI(<50),3,687,-0.33115130146518523,-1.3311513014651852,-2.3311513014651855,-4.3311513014651855,66.37554585152839,3.2761087267525038,-19.245504907718587
ModerateVol(20-60%) + StrongDowntrend + Downtrend,3,2075,0.18916701710393338,-0.8108329828960666,-1.8108329828960665,-3.8108329828960668,67.18072289156626,9.895088221268479,-45.154247341743115
ModerateVol(20-60%) + StrongDowntrend + RSI(30-50),3,207,0.6122080248828872,-0.38779197511711283,-1.3877919751171128,-3.387791975117113,69.56521739130434,0.9871244635193134,-3.4522069904629977
ModerateVol(20-60%) + StrongDowntrend + LowRSI(<50),3,559,0.030772906719004917,-0.9692270932809951,-1.969227093280995,-3.969227093280995,61.71735241502684,2.665712923223653,-13.228473160529672
ModerateVol(20-60%) + Downtrend + RSI(30-50),3,1234,0.03723950799583539,-0.9627604920041646,-1.9627604920041646,-3.962760492004165,69.85413290113452,5.884597043395327,-29.10613756211498
ModerateVol(20-60%) + Downtrend + LowRSI(<50),3,2410,0.1149035784793799,-0.8850964215206201,-1.88509642152062,-3.88509642152062,67.51037344398341,11.492608488316643,-54.59498134086329
ModerateVol(20-60%) + RSI(30-50) + LowRSI(<50),3,2591,0.24052119982225256,-0.7594788001777475,-1.7594788001777475,-3.7594788001777473,70.43612504824392,12.355746304244159,-54.78397768038421
HighVolume(>1.5x) + HighVolume(>2x) + BelowVWAP,3,646,0.625211600269629,-0.37478839973037104,-1.3747883997303711,-3.374788399730371,60.8359133126935,3.0805913209346687,-10.67260625507423
HighVolume(>1.5x) + HighVolume(>2x) + NearVWAP(-0.2to0%),3,94,1.358484785953736,0.3584847859537359,-0.6415152140462641,-2.6415152140462643,56.38297872340425,0.4482594182164998,-0.7246643962960374
HighVolume(>1.5x) + HighVolume(>2x) + FarBelowVWAP(<-0.2%),3,552,0.5003426157509588,-0.49965738424904116,-1.499657384249041,-3.499657384249041,61.59420289855072,2.632331902718169,-9.94794185877819
HighVolume(>1.5x) + HighVolume(>2x) + StrongDowntrend,3,875,-0.5704129022774943,-1.5704129022774942,-2.570412902277494,-4.570412902277495,61.71428571428571,4.172627563185503,-27.027946826523007
HighVolume(>1.5x) + HighVolume(>2x) + Downtrend,3,2235,-0.22290916241534406,-1.222909162415344,-2.222909162415344,-4.222909162415344,64.51901565995526,10.658082975679543,-59.70371475706104
HighVolume(>1.5x) + HighVolume(>2x) + RSI(30-50),3,1145,1.7889668791680926,0.7889668791680926,-0.2110331208319074,-2.2110331208319076,66.89956331877728,5.460181211254173,-2.9037432849231553
HighVolume(>1.5x) + HighVolume(>2x) + LowRSI(<50),3,2816,1.1192761674969243,0.11927616749692427,-0.8807238325030757,-2.880723832503076,66.44176136363636,13.428707677634717,-29.80399688635302
HighVolume(>1.5x) + BelowVWAP + NearVWAP(-0.2to0%),3,171,0.8063606822785195,-0.19363931772148046,-1.1936393177214804,-3.1936393177214804,62.57309941520468,0.8154506437768241,-2.452851954184742
HighVolume(>1.5x) + BelowVWAP + FarBelowVWAP(<-0.2%),3,1104,0.549951096309908,-0.450048903690092,-1.4500489036900919,-3.450048903690092,65.21739130434783,5.264663805436338,-19.237730348012068
HighVolume(>1.5x) + BelowVWAP + StrongDowntrend,3,265,1.3601267230631024,0.36012672306310245,-0.6398732769368976,-2.6398732769368976,73.20754716981132,1.263710061993324,-2.037708032133811
HighVolume(>1.5x) + BelowVWAP + Downtrend,3,691,1.1811551890678855,0.18115518906788552,-0.8188448109321145,-2.8188448109321147,67.43849493487699,3.29518359561278,-6.7995748506071045
HighVolume(>1.5x) + BelowVWAP + RSI(30-50),3,313,0.5982551973076274,-0.40174480269237256,-1.4017448026923724,-3.4017448026923724,66.77316293929712,1.4926084883166428,-5.272485601199979
HighVolume(>1.5x) + BelowVWAP + LowRSI(<50),3,792,1.6431110845901524,0.6431110845901524,-0.3568889154098476,-2.3568889154098476,65.27777777777779,3.7768240343347643,-3.396724715935099
HighVolume(>1.5x) + NearVWAP(-0.2to0%) + StrongDowntrend,3,33,-1.6540523077365499,-2.65405230773655,-3.65405230773655,-5.65405230773655,72.72727272727273,0.15736766809728184,-1.44907482075046
HighVolume(>1.5x) + NearVWAP(-0.2to0%) + Downtrend,3,72,-1.5140265125651586,-2.5140265125651586,-3.5140265125651586,-5.514026512565159,63.888888888888886,0.34334763948497854,-3.040462424605734
HighVolume(>1.5x) + NearVWAP(-0.2to0%) + RSI(30-50),3,69,-0.2635580777254415,-1.2635580777254414,-2.2635580777254414,-4.263558077725442,65.21739130434783,0.3290414878397711,-1.8769073846204087
HighVolume(>1.5x) + NearVWAP(-0.2to0%) + LowRSI(<50),3,132,-3.4984869880964338,-4.498486988096434,-5.498486988096434,-7.498486988096434,59.84848484848485,0.6294706723891274,-8.722063479830224
HighVolume(>1.5x) + FarBelowVWAP(<-0.2%) + StrongDowntrend,3,232,1.7888677058923632,0.7888677058923632,-0.2111322941076368,-2.211132294107637,73.27586206896551,1.106342393896042,-0.5886332113833515
HighVolume(>1.5x) + FarBelowVWAP(<-0.2%) + Downtrend,3,619,1.4946496680946693,0.49464966809466926,-0.5053503319053307,-2.5053503319053307,67.85137318255249,2.951835956127802,-3.75911242600137
HighVolume(>1.5x) + FarBelowVWAP(<-0.2%) + RSI(30-50),3,244,0.8419646890177984,-0.15803531098220158,-1.1580353109822017,-3.1580353109822017,67.21311475409836,1.163567000476872,-3.395578216579572
HighVolume(>1.5x) + FarBelowVWAP(<-0.2%) + LowRSI(<50),3,660,2.6714306991274697,1.6714306991274697,0.6714306991274697,-1.3285693008725303,66.36363636363637,3.147353361945637,5.325338763895124
HighVolume(>1.5x) + StrongDowntrend + Downtrend,3,1574,0.026649454149068323,-0.9733505458509317,-1.9733505458509317,-3.9733505458509315,65.50190597204575,7.505960896518837,-37.325967921348614
HighVolume(>1.5x) + StrongDowntrend + RSI(30-50),3,173,0.32144669353951694,-0.6785533064604831,-1.6785533064604832,-3.678553306460483,57.80346820809249,0.8249880782069624,-3.489661895491237
HighVolume(>1.5x) + StrongDowntrend + LowRSI(<50),3,504,0.8290745352227176,-0.17092546477728243,-1.1709254647772824,-3.1709254647772824,62.10317460317461,2.40343347639485,-7.091888480230478
HighVolume(>1.5x) + Downtrend + RSI(30-50),3,969,0.8294860955963865,-0.17051390440361347,-1.1705139044036135,-3.1705139044036135,66.15067079463365,4.620886981402003,-13.63020740526989
HighVolume(>1.5x) + Downtrend + LowRSI(<50),3,2421,0.6925971873102419,-0.3074028126897581,-1.307402812689758,-3.307402812689758,65.38620404791409,11.545064377682404,-38.0370050929671
HighVolume(>1.5x) + RSI(30-50) + LowRSI(<50),3,2149,1.2930107210419841,0.2930107210419841,-0.7069892789580159,-2.706989278958016,68.59004187994417,10.247973295183597,-18.25792227187199
HighVolume(>2x) + BelowVWAP + NearVWAP(-0.2to0%),3,94,1.358484785953736,0.3584847859537359,-0.6415152140462641,-2.6415152140462643,56.38297872340425,0.4482594182164998,-0.7246643962960374
HighVolume(>2x) + BelowVWAP + FarBelowVWAP(<-0.2%),3,552,0.5003426157509588,-0.49965738424904116,-1.499657384249041,-3.499657384249041,61.59420289855072,2.632331902718169,-9.94794185877819
HighVolume(>2x) + BelowVWAP + StrongDowntrend,3,121,2.519225632266719,1.519225632266719,0.519225632266719,-1.480774367733281,66.94214876033058,0.5770147830233667,0.7549941811672292
HighVolume(>2x) + BelowVWAP + Downtrend,3,353,0.6845975671090935,-0.3154024328909065,-1.3154024328909064,-3.3154024328909064,62.03966005665722,1.6833571769194087,-5.580016157379278
HighVolume(>2x) + BelowVWAP + RSI(30-50),3,146,0.7929365707598196,-0.2070634292401804,-1.2070634292401805,-3.2070634292401805,61.64383561643836,0.6962327134000954,-2.1178005573965057
HighVolume(>2x) + BelowVWAP + LowRSI(<50),3,404,1.7790867676874995,0.7790867676874995,-0.22091323231250048,-2.2209132323125003,61.13861386138614,1.9265617548879352,-1.0725195209952814
HighVolume(>2x) + NearVWAP(-0.2to0%) + Downtrend,3,46,-2.5752525451716575,-3.5752525451716575,-4.575252545171658,-6.575252545171658,54.347826086956516,0.21936099189318076,-2.5291524799060503
HighVolume(>2x) + NearVWAP(-0.2to0%) + RSI(30-50),3,40,-1.5265439446102422,-2.5265439446102422,-3.5265439446102422,-5.526543944610243,55.00000000000001,0.19074868860276586,-1.6951627544907601
HighVolume(>2x) + NearVWAP(-0.2to0%) + LowRSI(<50),3,72,-6.405683481742027,-7.405683481742027,-8.405683481742027,-10.405683481742027,48.61111111111111,0.34334763948497854,-7.272900385919283
HighVolume(>2x) + FarBelowVWAP(<-0.2%) + StrongDowntrend,3,104,3.68234962037338,2.68234962037338,1.68234962037338,-0.3176503796266199,69.23076923076923,0.49594659036719124,2.1025760062348855
HighVolume(>2x) + FarBelowVWAP(<-0.2%) + Downtrend,3,307,1.1730441637374796,0.17304416373747955,-0.8269558362625204,-2.8269558362625204,63.19218241042345,1.463996185026228,-3.0508636774732305
HighVolume(>2x) + FarBelowVWAP(<-0.2%) + RSI(30-50),3,106,1.6682122369372017,0.6682122369372017,-0.33178776306279834,-2.331787763062798,64.15094339622641,0.5054840247973296,-0.4226378029057449
HighVolume(>2x) + FarBelowVWAP(<-0.2%) + LowRSI(<50),3,332,3.5540971832264328,2.5540971832264328,1.5540971832264328,-0.44590281677356725,63.85542168674698,1.5832141154029566,6.200380864924
HighVolume(>2x) + StrongDowntrend + Downtrend,3,875,-0.5704129022774943,-1.5704129022774942,-2.570412902277494,-4.570412902277495,61.71428571428571,4.172627563185503,-27.027946826523007
HighVolume(>2x) + StrongDowntrend + RSI(30-50),3,104,-0.3658702012335521,-1.3658702012335522,-2.365870201233552,-4.365870201233552,50.0,0.49594659036719124,-2.9568300540738646
HighVolume(>2x) + StrongDowntrend + LowRSI(<50),3,287,0.7322815077080398,-0.2677184922919602,-1.2677184922919602,-3.2677184922919604,55.400696864111495,1.3686218407248452,-4.372268585432701
HighVolume(>2x) + Downtrend + RSI(30-50),3,511,0.7305258801630792,-0.2694741198369208,-1.2694741198369208,-3.2694741198369206,62.03522504892368,2.436814496900334,-7.795551805419169
HighVolume(>2x) + Downtrend + LowRSI(<50),3,1336,0.5515430447529557,-0.4484569552470443,-1.4484569552470443,-3.4484569552470443,63.09880239520959,6.37100619933238,-23.25488316818946
HighVolume(>2x) + RSI(30-50) + LowRSI(<50),3,1145,1.7889668791680926,0.7889668791680926,-0.2110331208319074,-2.2110331208319076,66.89956331877728,5.460181211254173,-2.9037432849231553
BelowVWAP + NearVWAP(-0.2to0%) + StrongDowntrend,3,65,0.0005981455856090343,-0.999401854414391,-1.999401854414391,-3.999401854414391,84.61538461538461,0.3099666189794945,-1.561764538641284
