filters,num_filters,trades,avg_return_bps,net_1bp,net_2bp,net_4bp,win_rate,trades_per_day,annual_return_2bp
ModerateVol(20-60%) + NearVWAP(-0.2to0%),2,196,-1.5938207037108523,-2.5938207037108523,-3.5938207037108523,-5.593820703710852,69.38775510204081,0.9346685741535528,-8.464758807710368
ModerateVol(20-60%) + FarBelowVWAP(<-0.2%),2,1204,-0.34690175028522785,-1.3469017502852279,-2.3469017502852276,-4.346901750285228,66.19601328903654,5.741535526943252,-33.95654583931999
ModerateVol(20-60%) + StrongDowntrend,2,2075,0.18916701710393338,-0.8108329828960666,-1.8108329828960665,-3.8108329828960668,67.18072289156626,9.895088221268479,-45.154247341743115
ModerateVol(20-60%) + Downtrend,2,4654,0.12623012703820194,-0.8737698729617981,-1.873769872961798,-3.873769872961798,68.28534593897723,22.19360991893181,-104.79600844866862
ModerateVol(20-60%) + RSI(30-50),2,2591,0.24052119982225256,-0.7594788001777475,-1.7594788001777475,-3.7594788001777473,70.43612504824392,12.355746304244159,-54.78397768038421
ModerateVol(20-60%) + LowRSI(<50),2,5178,0.08992102813098897,-0.910078971869011,-1.910078971869011,-3.910078971869011,68.44341444573195,24.69241773962804,-118.85445908045354
HighVolume(>1.5x) + HighVolume(>2x),2,5258,0.1998595004924636,-0.8001404995075364,-1.8001404995075365,-3.8001404995075365,65.61430201597565,25.07391511683357,-113.74415660922641
HighVolume(>1.5x) + BelowVWAP,2,1275,0.5843401466633453,-0.41565985333665467,-1.4156598533366547,-3.4156598533366545,64.86274509803923,6.080114449213162,-21.690582302196812
HighVolume(>1.5x) + NearVWAP(-0.2to0%),2,171,0.8063606822785195,-0.19363931772148046,-1.1936393177214804,-3.1936393177214804,62.57309941520468,0.8154506437768241,-2.452851954184742
HighVolume(>1.5x) + FarBelowVWAP(<-0.2%),2,1104,0.549951096309908,-0.450048903690092,-1.4500489036900919,-3.450048903690092,65.21739130434783,5.264663805436338,-19.237730348012068
HighVolume(>1.5x) + StrongDowntrend,2,1574,0.026649454149068323,-0.9733505458509317,-1.9733505458509317,-3.9733505458509315,65.50190597204575,7.505960896518837,-37.325967921348614
HighVolume(>1.5x) + Downtrend,2,4111,0.2620501042118336,-0.7379498957881664,-1.7379498957881663,-3.7379498957881663,66.50450012162491,19.604196471149262,-85.85920025939238
HighVolume(>1.5x) + RSI(30-50),2,2149,1.2930107210419841,0.2930107210419841,-0.7069892789580159,-2.706989278958016,68.59004187994417,10.247973295183597,-18.25792227187199
HighVolume(>1.5x) + LowRSI(<50),2,5121,0.8293683899525182,-0.17063161004748184,-1.1706316100474818,-3.170631610047482,67.03768795157195,24.4206008583691,-72.04056879892204
HighVolume(>2x) + BelowVWAP,2,646,0.625211600269629,-0.37478839973037104,-1.3747883997303711,-3.374788399730371,60.8359133126935,3.0805913209346687,-10.67260625507423
HighVolume(>2x) + NearVWAP(-0.2to0%),2,94,1.358484785953736,0.3584847859537359,-0.6415152140462641,-2.6415152140462643,56.38297872340425,0.4482594182164998,-0.7246643962960374
HighVolume(>2x) + FarBelowVWAP(<-0.2%),2,552,0.5003426157509588,-0.49965738424904116,-1.499657384249041,-3.499657384249041,61.59420289855072,2.632331902718169,-9.94794185877819
HighVolume(>2x) + StrongDowntrend,2,875,-0.5704129022774943,-1.5704129022774942,-2.570412902277494,-4.570412902277495,61.71428571428571,4.172627563185503,-27.027946826523007
HighVolume(>2x) + Downtrend,2,2235,-0.22290916241534406,-1.222909162415344,-2.222909162415344,-4.222909162415344,64.51901565995526,10.658082975679543,-59.70371475706104
HighVolume(>2x) + RSI(30-50),2,1145,1.7889668791680926,0.7889668791680926,-0.2110331208319074,-2.2110331208319076,66.89956331877728,5.460181211254173,-2.9037432849231553
HighVolume(>2x) + LowRSI(<50),2,2816,1.1192761674969243,0.11927616749692427,-0.8807238325030757,-2.880723832503076,66.44176136363636,13.428707677634717,-29.80399688635302
BelowVWAP + NearVWAP(-0.2to0%),2,503,0.8313751603730232,-0.16862483962697683,-1.1686248396269767,-3.1686248396269767,70.77534791252485,2.398664759179781,-7.063910833178687
BelowVWAP + FarBelowVWAP(<-0.2%),2,3411,0.5475106196151062,-0.45248938038489384,-1.4524893803848937,-3.4524893803848937,67.72207563764292,16.266094420600858,-59.53835010377701
BelowVWAP + StrongDowntrend,2,808,0.9904776114728155,-0.009522388527184455,-1.0095223885271845,-3.0095223885271842,72.4009900990099,3.8531235097758705,-9.802332411175547
BelowVWAP + Downtrend,2,2092,0.7658053821763482,-0.2341946178236518,-1.2341946178236518,-3.234194617823652,68.97705544933078,9.976156413924654,-31.027546752634432
BelowVWAP + RSI(30-50),2,965,0.35048629657050323,-0.6495137034294968,-1.6495137034294967,-3.6495137034294967,66.21761658031087,4.601812112541727,-19.128695393418457
BelowVWAP + LowRSI(<50),2,2106,0.8861334210055835,-0.11386657899441655,-1.1138665789944167,-3.1138665789944167,67.28395061728395,10.042918454935624,-28.189907480747973
NearVWAP(-0.2to0%) + StrongDowntrend,2,65,0.0005981455856090343,-0.999401854414391,-1.999401854414391,-3.999401854414391,84.61538461538461,0.3099666189794945,-1.561764538641284
NearVWAP(-0.2to0%) + Downtrend,2,194,-0.2358885064079198,-1.2358885064079197,-2.2358885064079197,-4.23588850640792,75.77319587628865,0.9251311397234144,-5.2125950072136575
NearVWAP(-0.2to0%) + RSI(30-50),2,130,-0.17809149209603894,-1.178091492096039,-2.178091492096039,-4.178091492096039,65.38461538461539,0.619933237958989,-3.402683704390378
NearVWAP(-0.2to0%) + LowRSI(<50),2,287,-1.2461367134697636,-2.2461367134697636,-3.2461367134697636,-5.246136713469763,67.59581881533101,1.3686218407248452,-11.195688682164388
FarBelowVWAP(<-0.2%) + StrongDowntrend,2,743,1.0770754113148995,0.07707541131489948,-0.9229245886851005,-2.9229245886851007,71.33243606998654,3.543156890796376,-8.240567872534262
FarBelowVWAP(<-0.2%) + Downtrend,2,1898,0.8681913750031912,-0.1318086249968088,-1.131808624996809,-3.131808624996809,68.28240252897787,9.05102527420124,-25.81495174542078
FarBelowVWAP(<-0.2%) + RSI(30-50),2,835,0.4327798445066116,-0.5672201554933884,-1.5672201554933884,-3.5672201554933882,66.34730538922156,3.9818788745827374,-15.726011689028077
FarBelowVWAP(<-0.2%) + LowRSI(<50),2,1819,1.2225608693807481,0.22256086938074815,-0.7774391306192519,-2.7774391306192516,67.23474436503574,8.674296614210778,-16.994218798583578
StrongDowntrend + Downtrend,2,5633,0.24263895632272175,-0.7573610436772782,-1.7573610436772782,-3.757361043677278,67.74365347061956,26.862184072484503,-118.96052070942278
StrongDowntrend + RSI(30-50),2,657,0.36921376087997054,-0.6307862391200294,-1.6307862391200294,-3.6307862391200296,66.21004566210046,3.1330472103004294,-12.875512298219768
StrongDowntrend + LowRSI(<50),2,1565,0.3196278705900183,-0.6803721294099817,-1.6803721294099816,-3.6803721294099816,63.194888178913736,7.463042441583214,-31.602535068989447
Downtrend + RSI(30-50),2,3728,0.04098523482880232,-0.9590147651711977,-1.9590147651711978,-3.9590147651711978,67.83798283261802,17.77777777777778,-87.76386147966967
Downtrend + LowRSI(<50),2,7355,0.13305599531739487,-0.8669440046826051,-1.8669440046826051,-3.866944004682605,66.13188307273963,35.073915116833575,-165.01220958125995
RSI(30-50) + LowRSI(<50),2,7347,0.3123735919004606,-0.6876264080995393,-1.6876264080995393,-3.6876264080995393,69.62025316455697,35.03576537911302,-149.00075286206217
Longs + HighVol(>90%) + HighVol(>80%),3,2443,0.8660627081594059,-0.1339372918405941,-1.133937291840594,-3.133937291840594,64.92018010642653,11.649976156413926,-33.29006288028498
Longs + HighVol(>90%) + HighVolume(>1.5x),3,728,4.380333450280763,3.380333450280763,2.380333450280763,0.38033345028076315,71.01648351648352,3.471626132570339,20.824342081769565
Longs + HighVol(>90%) + HighVolume(>2x),3,431,7.097006255073445,6.097006255073445,5.097006255073445,3.0970062550734454,73.31786542923435,2.055317119694802,26.39942982241474
Longs + HighVol(>90%) + BelowVWAP,3,296,3.9295695596961795,2.9295695596961795,1.9295695596961795,-0.07043044030382051,67.9054054054054,1.4115402956604675,6.863636270713277
Longs + HighVol(>90%) + FarBelowVWAP(<-0.2%),3,290,4.077171431876922,3.0771714318769217,2.0771714318769217,0.07717143187692166,68.96551724137932,1.3829279923700526,7.238897865596826
Longs + HighVol(>90%) + StrongDowntrend,3,201,2.65421040561523,1.6542104056152298,0.6542104056152298,-1.3457895943847702,72.13930348258707,0.9585121602288985,1.5802129454088043
Longs + HighVol(>90%) + Downtrend,3,1432,-0.16221032125862112,-1.162210321258621,-2.162210321258621,-4.1622103212586214,63.89664804469274,6.828803051979018,-37.20857727089514
Longs + HighVol(>90%) + RSI(30-50),3,1163,1.1047770169682216,0.10477701696822161,-0.8952229830317784,-2.895222983031778,65.52020636285468,5.546018121125417,-12.511605673582329
Longs + HighVol(>90%) + LowRSI(<50),3,2347,0.8633770416008242,-0.13662295839917582,-1.1366229583991758,-3.136622958399176,65.06178099701746,11.192179303767288,-32.05764563697864
Longs + HighVol(>80%) + HighVolume(>1.5x),3,1348,2.585918513176037,1.5859185131760372,0.5859185131760372,-1.4140814868239628,69.13946587537092,6.42823080591321,9.491376979105729
Longs + HighVol(>80%) + HighVolume(>2x),3,756,4.210330964926761,3.2103309649267606,2.2103309649267606,0.21033096492676062,70.37037037037037,3.6051502145922747,20.080809384364667
Longs + HighVol(>80%) + BelowVWAP,3,503,2.5670075327586246,1.5670075327586246,0.5670075327586246,-1.4329924672413754,66.6003976143141,2.398664759179781,3.4273536872843215
Longs + HighVol(>80%) + FarBelowVWAP(<-0.2%),3,493,2.659468558963505,1.6594685589635052,0.6594685589635052,-1.3405314410364948,67.13995943204868,2.350977587029089,3.906997419713402
Longs + HighVol(>80%) + StrongDowntrend,3,426,2.196641735768435,1.1966417357684351,0.19664173576843513,-1.8033582642315649,68.7793427230047,2.0314735336194563,1.0066706541827872
Longs + HighVol(>80%) + Downtrend,3,2518,0.014522198981056039,-0.985477801018944,-1.985477801018944,-3.985477801018944,64.61477362986497,12.007629947544112,-60.07902441332173
Longs + HighVol(>80%) + RSI(30-50),3,1941,0.80937648156666,-0.19062351843334002,-1.19062351843334,-3.1906235184333402,66.97578567748583,9.256080114449214,-27.771676815371322
Longs + HighVol(>80%) + LowRSI(<50),3,4008,0.6086497280504743,-0.39135027194952565,-1.3913502719495257,-3.3913502719495257,65.61876247504989,19.11301859799714,-67.01411713273116
Longs + ModerateVol(20-60%) + HighVolume(>1.5x),3,1887,0.0792293823902927,-0.9207706176097072,-1.9207706176097072,-3.9207706176097075,66.98463169051404,8.998569384835479,-43.5561529407839
Longs + ModerateVol(20-60%) + HighVolume(>2x),3,1068,-0.1092373968129568,-1.1092373968129567,-2.109237396812957,-4.109237396812957,65.63670411985018,5.0929899856938485,-27.070658847336766
Longs + ModerateVol(20-60%) + BelowVWAP,3,789,-0.7716165623989554,-1.7716165623989553,-2.7716165623989553,-4.771616562398956,65.77946768060836,3.762517882689557,-26.27920733756126
Longs + ModerateVol(20-60%) + NearVWAP(-0.2to0%),3,103,-4.076238812631804,-5.076238812631804,-6.076238812631804,-8.076238812631804,58.252427184466015,0.4911778731521221,-7.52097542301722
Longs + ModerateVol(20-60%) + FarBelowVWAP(<-0.2%),3,686,-0.27544150150393587,-1.275441501503936,-2.275441501503936,-4.275441501503936,66.90962099125365,3.2713400095374348,-18.758231914544034
Longs + ModerateVol(20-60%) + StrongDowntrend,3,556,-0.00483893582914061,-1.0048389358291405,-2.0048389358291407,-4.004838935829141,61.33093525179856,2.6514067715784457,-13.395421696561401
Longs + ModerateVol(20-60%) + Downtrend,3,2427,0.11621118044683654,-0.8837888195531635,-1.8837888195531636,-3.8837888195531636,67.65554182117842,11.573676680972818,-54.9419540865042
Longs + ModerateVol(20-60%) + RSI(30-50),3,2553,0.242842340783585,-0.757157659216415,-1.757157659216415,-3.757157659216415,70.46611829220525,12.174535050071531,-53.90929532679238
Longs + ModerateVol(20-60%) + LowRSI(<50),3,5140,0.08996053520297605,-0.9100394647970239,-1.910039464797024,-3.910039464797024,68.44357976653697,24.511206485455414,-117.97977672686169
Longs + HighVolume(>1.5x) + HighVolume(>2x),3,2821,1.1266791338007927,0.12667913380079265,-0.8733208661992073,-2.873320866199207,66.53668911733428,13.452551263710063,-29.60595217997553
Longs + HighVolume(>1.5x) + BelowVWAP,3,795,1.7005939608610876,0.7005939608610876,-0.2994060391389124,-2.2994060391389124,65.40880503144653,3.7911301859799718,-2.8604199275674635
Longs + HighVolume(>1.5x) + NearVWAP(-0.2to0%),3,132,-3.4984869880964338,-4.498486988096434,-5.498486988096434,-7.498486988096434,59.84848484848485,0.6294706723891274,-8.722063479830224
Longs + HighVolume(>1.5x) + FarBelowVWAP(<-0.2%),3,663,2.735705100020051,1.7357051000200512,0.7357051000200512,-1.2642948999799488,66.51583710407239,3.1616595135908443,5.86164355226276
Longs + HighVolume(>1.5x) + StrongDowntrend,3,509,0.945319177884803,-0.05468082211519698,-1.054680822115197,-3.054680822115197,62.27897838899804,2.427277062470196,-6.451206470723515
Longs + HighVolume(>1.5x) + Downtrend,3,2432,0.7186516354245557,-0.2813483645754443,-1.2813483645754444,-3.2813483645754444,65.5016447368421,11.597520267048164,-37.448368340828104
Longs + HighVolume(>1.5x) + RSI(30-50),3,2130,1.3335949919431382,0.33359499194313824,-0.6664050080568618,-2.666405008056862,68.82629107981221,10.157367668097283,-17.05768012039109
Longs + HighVolume(>1.5x) + LowRSI(<50),3,5101,0.8429378235042176,-0.15706217649578236,-1.1570621764957822,-3.1570621764957822,67.12409331503628,24.32522651406772,-70.92741482598267
Longs + HighVolume(>2x) + BelowVWAP,3,408,1.7820535667641952,0.7820535667641952,-0.21794643323580476,-2.217946433235805,61.274509803921575,1.945636623748212,-1.0685922975475681
Longs + HighVolume(>2x) + NearVWAP(-0.2to0%),3,72,-6.405683481742027,-7.405683481742027,-8.405683481742027,-10.405683481742027,48.61111111111111,0.34334763948497854,-7.272900385919283
Longs + HighVolume(>2x) + FarBelowVWAP(<-0.2%),3,336,3.536568648586957,2.536568648586957,1.536568648586957,-0.46343135141304304,63.988095238095234,1.6022889842632333,6.2043080883717145
Longs + HighVolume(>2x) + StrongDowntrend,3,294,0.7822247987535303,-0.21777520124646965,-1.2177752012464698,-3.2177752012464698,55.44217687074829,1.402002861230329,-4.302457277536884
Longs + HighVolume(>2x) + Downtrend,3,1345,0.5641327536497449,-0.4358672463502551,-1.435867246350255,-3.435867246350255,63.12267657992565,6.413924654268002,-23.208051715686956
Longs + HighVolume(>2x) + RSI(30-50),3,1133,1.8134744386670096,0.8134744386670096,-0.18652556133299036,-2.1865255613329904,67.07855251544572,5.402956604673343,-2.539629574132097
Longs + HighVolume(>2x) + LowRSI(<50),3,2804,1.1263128209820237,0.12631282098202368,-0.8736871790179763,-2.8736871790179763,66.51212553495007,13.371483071053888,-29.439883175561953
Longs + BelowVWAP + NearVWAP(-0.2to0%),3,289,-1.2272142376367194,-2.227214237636719,-3.227214237636719,-5.227214237636719,67.82006920415225,1.3781592751549834,-11.207990390968385
Longs + BelowVWAP + FarBelowVWAP(<-0.2%),3,1840,1.380525328823716,0.38052532882371604,-0.619474671176284,-2.6194746711762837,67.82608695652173,8.77443967572723,-13.697568694850709
Longs + BelowVWAP + StrongDowntrend,3,272,0.20497703130715053,-0.7950229686928495,-1.7950229686928494,-3.7950229686928494,66.17647058823529,1.297091082498808,-5.8673368796415195
Longs + BelowVWAP + Downtrend,3,1217,0.6671277414473133,-0.33287225855268665,-1.3328722585526867,-3.332872258552687,66.6392769104355,5.803528850739151,-19.493113769288136
Longs + BelowVWAP + RSI(30-50),3,947,0.5233852214376992,-0.47661477856230083,-1.476614778562301,-3.476614778562301,66.94825765575501,4.515975202670482,-16.804256424187972
Longs + BelowVWAP + LowRSI(<50),3,2088,0.9691683492091593,-0.030831650790840714,-1.0308316507908408,-3.030831650790841,67.62452107279694,9.957081545064378,-25.86546851151748
Longs + NearVWAP(-0.2to0%) + StrongDowntrend,3,38,-1.3574751883963099,-2.35747518839631,-3.35747518839631,-5.35747518839631,76.31578947368422,0.18121125417262757,-1.5331989701517916
Longs + NearVWAP(-0.2to0%) + Downtrend,3,134,-0.8709411880851426,-1.8709411880851428,-2.8709411880851428,-4.870941188085142,70.8955223880597,0.6390081068192657,-4.623077827337106
Longs + NearVWAP(-0.2to0%) + RSI(30-50),3,130,-0.17809149209603894,-1.178091492096039,-2.178091492096039,-4.178091492096039,65.38461538461539,0.619933237958989,-3.402683704390378
Longs + NearVWAP(-0.2to0%) + LowRSI(<50),3,287,-1.2461367134697636,-2.2461367134697636,-3.2461367134697636,-5.246136713469763,67.59581881533101,1.3686218407248452,-11.195688682164388
Longs + FarBelowVWAP(<-0.2%) + StrongDowntrend,3,234,0.45870858835301176,-0.5412914116469882,-1.5412914116469882,-3.5412914116469882,64.52991452991454,1.1158798283261804,-4.334137909489728
Longs + FarBelowVWAP(<-0.2%) + Downtrend,3,1083,0.8574335923774602,-0.1425664076225398,-1.1425664076225397,-3.1425664076225397,66.11265004616806,5.164520743919886,-14.870035941951027
Longs + FarBelowVWAP(<-0.2%) + RSI(30-50),3,817,0.6350033031505341,-0.3649966968494659,-1.3649966968494658,-3.364996696849466,67.19706242350061,3.8960419647114928,-13.401572719797592
Longs + FarBelowVWAP(<-0.2%) + LowRSI(<50),3,1801,1.3221903108909199,0.3221903108909199,-0.6778096891090801,-2.67780968910908,67.62909494725152,8.588459704339533,-14.669779829353088
Longs + StrongDowntrend + Downtrend,3,1541,0.3783027566997553,-0.6216972433002447,-1.6216972433002446,-3.6216972433002446,62.88124594419209,7.348593228421555,-30.031327319278528
Longs + StrongDowntrend + RSI(30-50),3,617,0.4913640346547618,-0.5086359653452381,-1.5086359653452381,-3.5086359653452384,65.64019448946516,2.9422985216976634,-11.185920573950359
Longs + StrongDowntrend + LowRSI(<50),3,1525,0.3677480563653942,-0.6322519436346058,-1.6322519436346057,-3.6322519436346057,62.885245901639344,7.272293752980449,-29.912943344720034
Longs + Downtrend + RSI(30-50),3,3681,0.054044075863928315,-0.9459559241360717,-1.9459559241360718,-3.9459559241360718,67.69899483835914,17.553648068669528,-86.07973613255649
Longs + Downtrend + LowRSI(<50),3,7308,0.14022579821740344,-0.8597742017825966,-1.8597742017825967,-3.8597742017825967,66.05090311986864,34.84978540772532,-163.32808423414681
Longs + RSI(30-50) + LowRSI(<50),3,7149,0.33117584469713496,-0.6688241553028651,-1.668824155302865,-3.668824155302865,69.71604420198629,34.09155937052933,-143.36990077909232
HighVol(>90%) + HighVol(>80%) + HighVolume(>1.5x),3,1416,2.8691105314529315,1.8691105314529315,0.8691105314529315,-1.1308894685470685,66.73728813559322,6.752503576537912,14.789053369547567
HighVol(>90%) + HighVol(>80%) + HighVolume(>2x),3,871,4.334575057054336,3.3345750570543364,2.3345750570543364,0.33457505705433643,68.08266360505166,4.153552694325227,24.435886906197922
HighVol(>90%) + HighVol(>80%) + BelowVWAP,3,568,3.0513264595751344,2.0513264595751344,1.0513264595751344,-0.9486735404248656,64.7887323943662,2.7086313781592755,7.176092709477657
HighVol(>90%) + HighVol(>80%) + FarBelowVWAP(<-0.2%),3,550,2.137386904877398,1.1373869048773981,0.13738690487739813,-1.8626130951226019,65.0909090909091,2.622794468288031,0.9080507876016873
HighVol(>90%) + HighVol(>80%) + StrongDowntrend,3,560,1.6977941261096468,0.6977941261096468,-0.30220587389035325,-2.3022058738903532,72.32142857142857,2.670481640438722,-2.033728799399459
HighVol(>90%) + HighVol(>80%) + Downtrend,3,2237,0.16220110617797992,-0.8377988938220201,-1.83779889382202,-3.83779889382202,65.26598122485471,10.66762041010968,-49.40445129332019
HighVol(>90%) + HighVol(>80%) + RSI(30-50),3,1215,1.0304728341969864,0.03047283419698643,-0.9695271658030136,-2.9695271658030133,65.84362139917695,5.793991416309013,-14.155928832883486
