strategy_idx,strategy_name,trades,trades_per_day,win_rate,total_return,annual_return,avg_return,avg_return_bps,avg_bars_held,sr_period,min_touches,entry_zone,exit_zone,min_range
81,SPY_5m_compiled_strategy_81,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,12.0,3.0,0.004,0.002,0.004
82,SPY_5m_compiled_strategy_82,267,0.8725490196078431,0.4943820224719101,-0.0319380852435065,-0.03800327301272888,-0.00012043018950850842,-1.2043018950850843,1.6853932584269662,12.0,3.0,0.004,0.002,0.005
83,SPY_5m_compiled_strategy_83,194,0.6339869281045751,0.4742268041237113,-0.014311547488586762,-0.017058895358943116,-7.304102073933525e-05,-0.7304102073933525,1.6546391752577319,12.0,3.0,0.004,0.002,0.006
84,SPY_5m_compiled_strategy_84,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,3.0,0.004,0.0025,0.003
85,SPY_5m_compiled_strategy_85,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,3.0,0.004,0.0025,0.004
86,SPY_5m_compiled_strategy_86,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,3.0,0.004,0.0025,0.005
87,SPY_5m_compiled_strategy_87,138,0.45098039215686275,0.5144927536231884,0.00031319045982858285,0.0003738440643152874,3.2413874585872353e-06,0.03241387458587235,1.3985507246376812,12.0,3.0,0.004,0.0025,0.006
88,SPY_5m_compiled_strategy_88,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,3.0,0.004,0.003,0.003
89,SPY_5m_compiled_strategy_89,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,3.0,0.004,0.003,0.004
90,SPY_5m_compiled_strategy_90,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,3.0,0.004,0.003,0.005
91,SPY_5m_compiled_strategy_91,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,3.0,0.004,0.003,0.006
92,SPY_5m_compiled_strategy_92,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,3.0,0.004,0.0035,0.003
93,SPY_5m_compiled_strategy_93,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,3.0,0.004,0.0035,0.004
94,SPY_5m_compiled_strategy_94,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,3.0,0.004,0.0035,0.005
95,SPY_5m_compiled_strategy_95,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,3.0,0.004,0.0035,0.006
100,SPY_5m_compiled_strategy_100,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,12.0,4.0,0.002,0.002,0.003
101,SPY_5m_compiled_strategy_101,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,12.0,4.0,0.002,0.002,0.004
102,SPY_5m_compiled_strategy_102,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,12.0,4.0,0.002,0.002,0.005
103,SPY_5m_compiled_strategy_103,4,0.013071895424836602,0.25,-0.00872983866106114,-0.010411347520792869,-0.0021866574058252816,-21.866574058252816,2.5,12.0,4.0,0.002,0.002,0.006
120,SPY_5m_compiled_strategy_120,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,12.0,4.0,0.0025,0.002,0.003
121,SPY_5m_compiled_strategy_121,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,12.0,4.0,0.0025,0.002,0.004
122,SPY_5m_compiled_strategy_122,176,0.5751633986928104,0.4715909090909091,-0.027116734092610062,-0.03228167823669015,-0.00015539542904545678,-1.5539542904545678,1.2329545454545454,12.0,4.0,0.0025,0.002,0.005
123,SPY_5m_compiled_strategy_123,100,0.32679738562091504,0.42,-0.028368364640581567,-0.03376754226217904,-0.00028670960089703586,-2.8670960089703588,1.28,12.0,4.0,0.0025,0.002,0.006
140,SPY_5m_compiled_strategy_140,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,12.0,4.0,0.003,0.002,0.003
141,SPY_5m_compiled_strategy_141,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,12.0,4.0,0.003,0.002,0.004
142,SPY_5m_compiled_strategy_142,241,0.7875816993464052,0.43568464730290457,-0.0800089139174811,-0.09474457949270321,-0.000344902177900166,-3.44902177900166,1.4398340248962656,12.0,4.0,0.003,0.002,0.005
143,SPY_5m_compiled_strategy_143,147,0.4803921568627451,0.3945578231292517,-0.05664969659365737,-0.06724198453748731,-0.0003952837300882283,-3.952837300882283,1.4829931972789117,12.0,4.0,0.003,0.002,0.006
144,SPY_5m_compiled_strategy_144,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,12.0,4.0,0.003,0.0025,0.003
145,SPY_5m_compiled_strategy_145,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,12.0,4.0,0.003,0.0025,0.004
146,SPY_5m_compiled_strategy_146,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,12.0,4.0,0.003,0.0025,0.005
147,SPY_5m_compiled_strategy_147,78,0.2549019607843137,0.4230769230769231,-0.032112307783117355,-0.03820992330824646,-0.0004173178598024781,-4.173178598024781,1.1538461538461537,12.0,4.0,0.003,0.0025,0.006
148,SPY_5m_compiled_strategy_148,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,4.0,0.003,0.003,0.003
149,SPY_5m_compiled_strategy_149,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,4.0,0.003,0.003,0.004
150,SPY_5m_compiled_strategy_150,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,4.0,0.003,0.003,0.005
151,SPY_5m_compiled_strategy_151,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,4.0,0.003,0.003,0.006
160,SPY_5m_compiled_strategy_160,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,12.0,4.0,0.0035,0.002,0.003
161,SPY_5m_compiled_strategy_161,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,12.0,4.0,0.0035,0.002,0.004
162,SPY_5m_compiled_strategy_162,256,0.8366013071895425,0.4375,-0.07971962331652915,-0.09440479476383201,-0.000323352178847851,-3.2335217884785097,1.609375,12.0,4.0,0.0035,0.002,0.005
163,SPY_5m_compiled_strategy_163,178,0.5816993464052288,0.4044943820224719,-0.061372092284892044,-0.07281276897206845,-0.00035446022482686824,-3.5446022482686823,1.5898876404494382,12.0,4.0,0.0035,0.002,0.006
164,SPY_5m_compiled_strategy_164,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,12.0,4.0,0.0035,0.0025,0.003
165,SPY_5m_compiled_strategy_165,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,12.0,4.0,0.0035,0.0025,0.004
166,SPY_5m_compiled_strategy_166,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,12.0,4.0,0.0035,0.0025,0.005
167,SPY_5m_compiled_strategy_167,118,0.38562091503267976,0.423728813559322,-0.037823928943680585,-0.04498064455901851,-0.00032573580491831387,-3.257358049183139,1.3135593220338984,12.0,4.0,0.0035,0.0025,0.006
168,SPY_5m_compiled_strategy_168,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,4.0,0.0035,0.003,0.003
169,SPY_5m_compiled_strategy_169,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,4.0,0.0035,0.003,0.004
170,SPY_5m_compiled_strategy_170,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,4.0,0.0035,0.003,0.005
171,SPY_5m_compiled_strategy_171,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,4.0,0.0035,0.003,0.006
172,SPY_5m_compiled_strategy_172,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,4.0,0.0035,0.0035,0.003
173,SPY_5m_compiled_strategy_173,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,4.0,0.0035,0.0035,0.004
174,SPY_5m_compiled_strategy_174,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,4.0,0.0035,0.0035,0.005
175,SPY_5m_compiled_strategy_175,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,4.0,0.0035,0.0035,0.006
180,SPY_5m_compiled_strategy_180,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,12.0,4.0,0.004,0.002,0.003
181,SPY_5m_compiled_strategy_181,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,12.0,4.0,0.004,0.002,0.004
182,SPY_5m_compiled_strategy_182,267,0.8725490196078431,0.4943820224719101,-0.0319380852435065,-0.03800327301272888,-0.00012043018950850842,-1.2043018950850843,1.6853932584269662,12.0,4.0,0.004,0.002,0.005
183,SPY_5m_compiled_strategy_183,194,0.6339869281045751,0.4742268041237113,-0.014311547488586762,-0.017058895358943116,-7.304102073933525e-05,-0.7304102073933525,1.6546391752577319,12.0,4.0,0.004,0.002,0.006
184,SPY_5m_compiled_strategy_184,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,4.0,0.004,0.0025,0.003
185,SPY_5m_compiled_strategy_185,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,4.0,0.004,0.0025,0.004
186,SPY_5m_compiled_strategy_186,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,4.0,0.004,0.0025,0.005
187,SPY_5m_compiled_strategy_187,138,0.45098039215686275,0.5144927536231884,0.00031319045982858285,0.0003738440643152874,3.2413874585872353e-06,0.03241387458587235,1.3985507246376812,12.0,4.0,0.004,0.0025,0.006
188,SPY_5m_compiled_strategy_188,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,4.0,0.004,0.003,0.003
189,SPY_5m_compiled_strategy_189,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,4.0,0.004,0.003,0.004
190,SPY_5m_compiled_strategy_190,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,4.0,0.004,0.003,0.005
191,SPY_5m_compiled_strategy_191,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,4.0,0.004,0.003,0.006
192,SPY_5m_compiled_strategy_192,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,4.0,0.004,0.0035,0.003
193,SPY_5m_compiled_strategy_193,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,4.0,0.004,0.0035,0.004
194,SPY_5m_compiled_strategy_194,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,4.0,0.004,0.0035,0.005
195,SPY_5m_compiled_strategy_195,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,4.0,0.004,0.0035,0.006
200,SPY_5m_compiled_strategy_200,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,12.0,5.0,0.002,0.002,0.003
201,SPY_5m_compiled_strategy_201,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,12.0,5.0,0.002,0.002,0.004
202,SPY_5m_compiled_strategy_202,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,12.0,5.0,0.002,0.002,0.005
203,SPY_5m_compiled_strategy_203,4,0.013071895424836602,0.25,-0.00872983866106114,-0.010411347520792869,-0.0021866574058252816,-21.866574058252816,2.5,12.0,5.0,0.002,0.002,0.006
220,SPY_5m_compiled_strategy_220,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,12.0,5.0,0.0025,0.002,0.003
221,SPY_5m_compiled_strategy_221,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,12.0,5.0,0.0025,0.002,0.004
222,SPY_5m_compiled_strategy_222,176,0.5751633986928104,0.4715909090909091,-0.027116734092610062,-0.03228167823669015,-0.00015539542904545678,-1.5539542904545678,1.2329545454545454,12.0,5.0,0.0025,0.002,0.005
223,SPY_5m_compiled_strategy_223,100,0.32679738562091504,0.42,-0.028368364640581567,-0.03376754226217904,-0.00028670960089703586,-2.8670960089703588,1.28,12.0,5.0,0.0025,0.002,0.006
240,SPY_5m_compiled_strategy_240,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,12.0,5.0,0.003,0.002,0.003
241,SPY_5m_compiled_strategy_241,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,12.0,5.0,0.003,0.002,0.004
242,SPY_5m_compiled_strategy_242,241,0.7875816993464052,0.43568464730290457,-0.0800089139174811,-0.09474457949270321,-0.000344902177900166,-3.44902177900166,1.4398340248962656,12.0,5.0,0.003,0.002,0.005
243,SPY_5m_compiled_strategy_243,147,0.4803921568627451,0.3945578231292517,-0.05664969659365737,-0.06724198453748731,-0.0003952837300882283,-3.952837300882283,1.4829931972789117,12.0,5.0,0.003,0.002,0.006
244,SPY_5m_compiled_strategy_244,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,12.0,5.0,0.003,0.0025,0.003
245,SPY_5m_compiled_strategy_245,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,12.0,5.0,0.003,0.0025,0.004
246,SPY_5m_compiled_strategy_246,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,12.0,5.0,0.003,0.0025,0.005
247,SPY_5m_compiled_strategy_247,78,0.2549019607843137,0.4230769230769231,-0.032112307783117355,-0.03820992330824646,-0.0004173178598024781,-4.173178598024781,1.1538461538461537,12.0,5.0,0.003,0.0025,0.006
248,SPY_5m_compiled_strategy_248,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,5.0,0.003,0.003,0.003
249,SPY_5m_compiled_strategy_249,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,5.0,0.003,0.003,0.004
250,SPY_5m_compiled_strategy_250,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,5.0,0.003,0.003,0.005
251,SPY_5m_compiled_strategy_251,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,12.0,5.0,0.003,0.003,0.006
260,SPY_5m_compiled_strategy_260,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,12.0,5.0,0.0035,0.002,0.003
261,SPY_5m_compiled_strategy_261,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,12.0,5.0,0.0035,0.002,0.004
262,SPY_5m_compiled_strategy_262,256,0.8366013071895425,0.4375,-0.07971962331652915,-0.09440479476383201,-0.000323352178847851,-3.2335217884785097,1.609375,12.0,5.0,0.0035,0.002,0.005
263,SPY_5m_compiled_strategy_263,178,0.5816993464052288,0.4044943820224719,-0.061372092284892044,-0.07281276897206845,-0.00035446022482686824,-3.5446022482686823,1.5898876404494382,12.0,5.0,0.0035,0.002,0.006
264,SPY_5m_compiled_strategy_264,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,12.0,5.0,0.0035,0.0025,0.003
265,SPY_5m_compiled_strategy_265,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,12.0,5.0,0.0035,0.0025,0.004
