strategy_idx,strategy_name,trades,trades_per_day,win_rate,total_return,annual_return,avg_return,avg_return_bps,avg_bars_held,sr_period,min_touches,entry_zone,exit_zone,min_range
266,SPY_5m_compiled_strategy_266,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,12.0,5.0,0.0035,0.0025,0.005
267,SPY_5m_compiled_strategy_267,118,0.38562091503267976,0.423728813559322,-0.037823928943680585,-0.04498064455901851,-0.00032573580491831387,-3.257358049183139,1.3135593220338984,12.0,5.0,0.0035,0.0025,0.006
268,SPY_5m_compiled_strategy_268,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,5.0,0.0035,0.003,0.003
269,SPY_5m_compiled_strategy_269,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,5.0,0.0035,0.003,0.004
270,SPY_5m_compiled_strategy_270,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,5.0,0.0035,0.003,0.005
271,SPY_5m_compiled_strategy_271,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,12.0,5.0,0.0035,0.003,0.006
272,SPY_5m_compiled_strategy_272,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,5.0,0.0035,0.0035,0.003
273,SPY_5m_compiled_strategy_273,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,5.0,0.0035,0.0035,0.004
274,SPY_5m_compiled_strategy_274,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,5.0,0.0035,0.0035,0.005
275,SPY_5m_compiled_strategy_275,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,12.0,5.0,0.0035,0.0035,0.006
280,SPY_5m_compiled_strategy_280,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,12.0,5.0,0.004,0.002,0.003
281,SPY_5m_compiled_strategy_281,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,12.0,5.0,0.004,0.002,0.004
282,SPY_5m_compiled_strategy_282,267,0.8725490196078431,0.4943820224719101,-0.0319380852435065,-0.03800327301272888,-0.00012043018950850842,-1.2043018950850843,1.6853932584269662,12.0,5.0,0.004,0.002,0.005
283,SPY_5m_compiled_strategy_283,194,0.6339869281045751,0.4742268041237113,-0.014311547488586762,-0.017058895358943116,-7.304102073933525e-05,-0.7304102073933525,1.6546391752577319,12.0,5.0,0.004,0.002,0.006
284,SPY_5m_compiled_strategy_284,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,5.0,0.004,0.0025,0.003
285,SPY_5m_compiled_strategy_285,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,5.0,0.004,0.0025,0.004
286,SPY_5m_compiled_strategy_286,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,12.0,5.0,0.004,0.0025,0.005
287,SPY_5m_compiled_strategy_287,138,0.45098039215686275,0.5144927536231884,0.00031319045982858285,0.0003738440643152874,3.2413874585872353e-06,0.03241387458587235,1.3985507246376812,12.0,5.0,0.004,0.0025,0.006
288,SPY_5m_compiled_strategy_288,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,5.0,0.004,0.003,0.003
289,SPY_5m_compiled_strategy_289,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,5.0,0.004,0.003,0.004
290,SPY_5m_compiled_strategy_290,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,5.0,0.004,0.003,0.005
291,SPY_5m_compiled_strategy_291,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,12.0,5.0,0.004,0.003,0.006
292,SPY_5m_compiled_strategy_292,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,5.0,0.004,0.0035,0.003
293,SPY_5m_compiled_strategy_293,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,5.0,0.004,0.0035,0.004
294,SPY_5m_compiled_strategy_294,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,5.0,0.004,0.0035,0.005
295,SPY_5m_compiled_strategy_295,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,12.0,5.0,0.004,0.0035,0.006
300,SPY_5m_compiled_strategy_300,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,18.0,3.0,0.002,0.002,0.003
301,SPY_5m_compiled_strategy_301,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,18.0,3.0,0.002,0.002,0.004
302,SPY_5m_compiled_strategy_302,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,18.0,3.0,0.002,0.002,0.005
303,SPY_5m_compiled_strategy_303,4,0.013071895424836602,0.25,-0.00872983866106114,-0.010411347520792869,-0.0021866574058252816,-21.866574058252816,2.5,18.0,3.0,0.002,0.002,0.006
320,SPY_5m_compiled_strategy_320,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,18.0,3.0,0.0025,0.002,0.003
321,SPY_5m_compiled_strategy_321,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,18.0,3.0,0.0025,0.002,0.004
322,SPY_5m_compiled_strategy_322,176,0.5751633986928104,0.4715909090909091,-0.027116734092610062,-0.03228167823669015,-0.00015539542904545678,-1.5539542904545678,1.2329545454545454,18.0,3.0,0.0025,0.002,0.005
323,SPY_5m_compiled_strategy_323,100,0.32679738562091504,0.42,-0.028368364640581567,-0.03376754226217904,-0.00028670960089703586,-2.8670960089703588,1.28,18.0,3.0,0.0025,0.002,0.006
340,SPY_5m_compiled_strategy_340,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,18.0,3.0,0.003,0.002,0.003
341,SPY_5m_compiled_strategy_341,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,18.0,3.0,0.003,0.002,0.004
342,SPY_5m_compiled_strategy_342,241,0.7875816993464052,0.43568464730290457,-0.0800089139174811,-0.09474457949270321,-0.000344902177900166,-3.44902177900166,1.4398340248962656,18.0,3.0,0.003,0.002,0.005
343,SPY_5m_compiled_strategy_343,147,0.4803921568627451,0.3945578231292517,-0.05664969659365737,-0.06724198453748731,-0.0003952837300882283,-3.952837300882283,1.4829931972789117,18.0,3.0,0.003,0.002,0.006
344,SPY_5m_compiled_strategy_344,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,18.0,3.0,0.003,0.0025,0.003
345,SPY_5m_compiled_strategy_345,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,18.0,3.0,0.003,0.0025,0.004
346,SPY_5m_compiled_strategy_346,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,18.0,3.0,0.003,0.0025,0.005
347,SPY_5m_compiled_strategy_347,78,0.2549019607843137,0.4230769230769231,-0.032112307783117355,-0.03820992330824646,-0.0004173178598024781,-4.173178598024781,1.1538461538461537,18.0,3.0,0.003,0.0025,0.006
348,SPY_5m_compiled_strategy_348,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,3.0,0.003,0.003,0.003
349,SPY_5m_compiled_strategy_349,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,3.0,0.003,0.003,0.004
350,SPY_5m_compiled_strategy_350,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,3.0,0.003,0.003,0.005
351,SPY_5m_compiled_strategy_351,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,3.0,0.003,0.003,0.006
360,SPY_5m_compiled_strategy_360,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,18.0,3.0,0.0035,0.002,0.003
361,SPY_5m_compiled_strategy_361,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,18.0,3.0,0.0035,0.002,0.004
362,SPY_5m_compiled_strategy_362,256,0.8366013071895425,0.4375,-0.07971962331652915,-0.09440479476383201,-0.000323352178847851,-3.2335217884785097,1.609375,18.0,3.0,0.0035,0.002,0.005
363,SPY_5m_compiled_strategy_363,178,0.5816993464052288,0.4044943820224719,-0.061372092284892044,-0.07281276897206845,-0.00035446022482686824,-3.5446022482686823,1.5898876404494382,18.0,3.0,0.0035,0.002,0.006
364,SPY_5m_compiled_strategy_364,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,18.0,3.0,0.0035,0.0025,0.003
365,SPY_5m_compiled_strategy_365,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,18.0,3.0,0.0035,0.0025,0.004
366,SPY_5m_compiled_strategy_366,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,18.0,3.0,0.0035,0.0025,0.005
367,SPY_5m_compiled_strategy_367,118,0.38562091503267976,0.423728813559322,-0.037823928943680585,-0.04498064455901851,-0.00032573580491831387,-3.257358049183139,1.3135593220338984,18.0,3.0,0.0035,0.0025,0.006
368,SPY_5m_compiled_strategy_368,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,3.0,0.0035,0.003,0.003
369,SPY_5m_compiled_strategy_369,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,3.0,0.0035,0.003,0.004
370,SPY_5m_compiled_strategy_370,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,3.0,0.0035,0.003,0.005
371,SPY_5m_compiled_strategy_371,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,3.0,0.0035,0.003,0.006
372,SPY_5m_compiled_strategy_372,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,3.0,0.0035,0.0035,0.003
373,SPY_5m_compiled_strategy_373,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,3.0,0.0035,0.0035,0.004
374,SPY_5m_compiled_strategy_374,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,3.0,0.0035,0.0035,0.005
375,SPY_5m_compiled_strategy_375,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,3.0,0.0035,0.0035,0.006
380,SPY_5m_compiled_strategy_380,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,18.0,3.0,0.004,0.002,0.003
381,SPY_5m_compiled_strategy_381,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,18.0,3.0,0.004,0.002,0.004
382,SPY_5m_compiled_strategy_382,267,0.8725490196078431,0.4943820224719101,-0.0319380852435065,-0.03800327301272888,-0.00012043018950850842,-1.2043018950850843,1.6853932584269662,18.0,3.0,0.004,0.002,0.005
383,SPY_5m_compiled_strategy_383,194,0.6339869281045751,0.4742268041237113,-0.014311547488586762,-0.017058895358943116,-7.304102073933525e-05,-0.7304102073933525,1.6546391752577319,18.0,3.0,0.004,0.002,0.006
384,SPY_5m_compiled_strategy_384,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,18.0,3.0,0.004,0.0025,0.003
385,SPY_5m_compiled_strategy_385,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,18.0,3.0,0.004,0.0025,0.004
386,SPY_5m_compiled_strategy_386,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,18.0,3.0,0.004,0.0025,0.005
387,SPY_5m_compiled_strategy_387,138,0.45098039215686275,0.5144927536231884,0.00031319045982858285,0.0003738440643152874,3.2413874585872353e-06,0.03241387458587235,1.3985507246376812,18.0,3.0,0.004,0.0025,0.006
388,SPY_5m_compiled_strategy_388,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,3.0,0.004,0.003,0.003
389,SPY_5m_compiled_strategy_389,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,3.0,0.004,0.003,0.004
390,SPY_5m_compiled_strategy_390,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,3.0,0.004,0.003,0.005
391,SPY_5m_compiled_strategy_391,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,3.0,0.004,0.003,0.006
392,SPY_5m_compiled_strategy_392,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,3.0,0.004,0.0035,0.003
393,SPY_5m_compiled_strategy_393,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,3.0,0.004,0.0035,0.004
394,SPY_5m_compiled_strategy_394,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,3.0,0.004,0.0035,0.005
395,SPY_5m_compiled_strategy_395,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,3.0,0.004,0.0035,0.006
400,SPY_5m_compiled_strategy_400,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,18.0,4.0,0.002,0.002,0.003
401,SPY_5m_compiled_strategy_401,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,18.0,4.0,0.002,0.002,0.004
402,SPY_5m_compiled_strategy_402,5,0.016339869281045753,0.4,-0.008109501506309402,-0.009672107327330814,-0.0016241658665961608,-16.24165866596161,2.2,18.0,4.0,0.002,0.002,0.005
403,SPY_5m_compiled_strategy_403,4,0.013071895424836602,0.25,-0.00872983866106114,-0.010411347520792869,-0.0021866574058252816,-21.866574058252816,2.5,18.0,4.0,0.002,0.002,0.006
420,SPY_5m_compiled_strategy_420,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,18.0,4.0,0.0025,0.002,0.003
421,SPY_5m_compiled_strategy_421,224,0.7320261437908496,0.5044642857142857,-0.014153492385309052,-0.016870759365635646,-6.286974891453778e-05,-0.6286974891453778,1.2455357142857142,18.0,4.0,0.0025,0.002,0.004
422,SPY_5m_compiled_strategy_422,176,0.5751633986928104,0.4715909090909091,-0.027116734092610062,-0.03228167823669015,-0.00015539542904545678,-1.5539542904545678,1.2329545454545454,18.0,4.0,0.0025,0.002,0.005
423,SPY_5m_compiled_strategy_423,100,0.32679738562091504,0.42,-0.028368364640581567,-0.03376754226217904,-0.00028670960089703586,-2.8670960089703588,1.28,18.0,4.0,0.0025,0.002,0.006
440,SPY_5m_compiled_strategy_440,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,18.0,4.0,0.003,0.002,0.003
441,SPY_5m_compiled_strategy_441,281,0.9183006535947712,0.4555160142348754,-0.07648368792012183,-0.09060263578473204,-0.0002820788228527029,-2.820788228527029,1.4555160142348755,18.0,4.0,0.003,0.002,0.004
442,SPY_5m_compiled_strategy_442,241,0.7875816993464052,0.43568464730290457,-0.0800089139174811,-0.09474457949270321,-0.000344902177900166,-3.44902177900166,1.4398340248962656,18.0,4.0,0.003,0.002,0.005
443,SPY_5m_compiled_strategy_443,147,0.4803921568627451,0.3945578231292517,-0.05664969659365737,-0.06724198453748731,-0.0003952837300882283,-3.952837300882283,1.4829931972789117,18.0,4.0,0.003,0.002,0.006
444,SPY_5m_compiled_strategy_444,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,18.0,4.0,0.003,0.0025,0.003
445,SPY_5m_compiled_strategy_445,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,18.0,4.0,0.003,0.0025,0.004
446,SPY_5m_compiled_strategy_446,109,0.3562091503267974,0.46788990825688076,-0.042211248473509766,-0.05017622038942293,-0.00039466760549966665,-3.9466760549966664,1.18348623853211,18.0,4.0,0.003,0.0025,0.005
447,SPY_5m_compiled_strategy_447,78,0.2549019607843137,0.4230769230769231,-0.032112307783117355,-0.03820992330824646,-0.0004173178598024781,-4.173178598024781,1.1538461538461537,18.0,4.0,0.003,0.0025,0.006
448,SPY_5m_compiled_strategy_448,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,4.0,0.003,0.003,0.003
449,SPY_5m_compiled_strategy_449,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,4.0,0.003,0.003,0.004
450,SPY_5m_compiled_strategy_450,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,4.0,0.003,0.003,0.005
451,SPY_5m_compiled_strategy_451,2,0.006535947712418301,0.0,-0.00218921622366286,-0.0026125544160939818,-0.0010951994556643418,-10.951994556643418,1.0,18.0,4.0,0.003,0.003,0.006
460,SPY_5m_compiled_strategy_460,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,18.0,4.0,0.0035,0.002,0.003
461,SPY_5m_compiled_strategy_461,296,0.9673202614379085,0.4560810810810811,-0.07619328881413745,-0.09026129639052594,-0.0002666246017997276,-2.666246017997276,1.6013513513513513,18.0,4.0,0.0035,0.002,0.004
462,SPY_5m_compiled_strategy_462,256,0.8366013071895425,0.4375,-0.07971962331652915,-0.09440479476383201,-0.000323352178847851,-3.2335217884785097,1.609375,18.0,4.0,0.0035,0.002,0.005
463,SPY_5m_compiled_strategy_463,178,0.5816993464052288,0.4044943820224719,-0.061372092284892044,-0.07281276897206845,-0.00035446022482686824,-3.5446022482686823,1.5898876404494382,18.0,4.0,0.0035,0.002,0.006
464,SPY_5m_compiled_strategy_464,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,18.0,4.0,0.0035,0.0025,0.003
465,SPY_5m_compiled_strategy_465,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,18.0,4.0,0.0035,0.0025,0.004
466,SPY_5m_compiled_strategy_466,145,0.4738562091503268,0.43448275862068964,-0.049593670903337106,-0.0589082685550818,-0.0003498163951698857,-3.4981639516988574,1.3379310344827586,18.0,4.0,0.0035,0.0025,0.005
467,SPY_5m_compiled_strategy_467,118,0.38562091503267976,0.423728813559322,-0.037823928943680585,-0.04498064455901851,-0.00032573580491831387,-3.257358049183139,1.3135593220338984,18.0,4.0,0.0035,0.0025,0.006
468,SPY_5m_compiled_strategy_468,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,4.0,0.0035,0.003,0.003
469,SPY_5m_compiled_strategy_469,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,4.0,0.0035,0.003,0.004
470,SPY_5m_compiled_strategy_470,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,4.0,0.0035,0.003,0.005
471,SPY_5m_compiled_strategy_471,55,0.17973856209150327,0.45454545454545453,-0.009227721134920652,-0.011004596758081742,-0.00016794515403762968,-1.6794515403762968,1.2181818181818183,18.0,4.0,0.0035,0.003,0.006
472,SPY_5m_compiled_strategy_472,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,4.0,0.0035,0.0035,0.003
473,SPY_5m_compiled_strategy_473,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,4.0,0.0035,0.0035,0.004
474,SPY_5m_compiled_strategy_474,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,4.0,0.0035,0.0035,0.005
475,SPY_5m_compiled_strategy_475,1,0.0032679738562091504,1.0,0.001095562206857359,0.0013078317846086929,0.0010955622068573479,10.95562206857348,1.0,18.0,4.0,0.0035,0.0035,0.006
480,SPY_5m_compiled_strategy_480,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,18.0,4.0,0.004,0.002,0.003
481,SPY_5m_compiled_strategy_481,307,1.0032679738562091,0.504885993485342,-0.028228661163478885,-0.03360171266933443,-9.217670473723376e-05,-0.9217670473723376,1.6677524429967427,18.0,4.0,0.004,0.002,0.004
482,SPY_5m_compiled_strategy_482,267,0.8725490196078431,0.4943820224719101,-0.0319380852435065,-0.03800327301272888,-0.00012043018950850842,-1.2043018950850843,1.6853932584269662,18.0,4.0,0.004,0.002,0.005
483,SPY_5m_compiled_strategy_483,194,0.6339869281045751,0.4742268041237113,-0.014311547488586762,-0.017058895358943116,-7.304102073933525e-05,-0.7304102073933525,1.6546391752577319,18.0,4.0,0.004,0.002,0.006
484,SPY_5m_compiled_strategy_484,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,18.0,4.0,0.004,0.0025,0.003
485,SPY_5m_compiled_strategy_485,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,18.0,4.0,0.004,0.0025,0.004
486,SPY_5m_compiled_strategy_486,165,0.5392156862745098,0.509090909090909,-0.011923060767691118,-0.01421521182889307,-7.175297484840834e-05,-0.7175297484840834,1.406060606060606,18.0,4.0,0.004,0.0025,0.005
487,SPY_5m_compiled_strategy_487,138,0.45098039215686275,0.5144927536231884,0.00031319045982858285,0.0003738440643152874,3.2413874585872353e-06,0.03241387458587235,1.3985507246376812,18.0,4.0,0.004,0.0025,0.006
488,SPY_5m_compiled_strategy_488,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,4.0,0.004,0.003,0.003
489,SPY_5m_compiled_strategy_489,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,4.0,0.004,0.003,0.004
490,SPY_5m_compiled_strategy_490,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,4.0,0.004,0.003,0.005
491,SPY_5m_compiled_strategy_491,83,0.27124183006535946,0.5662650602409639,0.002725776139533176,0.003254419187634472,3.344701473904669e-05,0.3344701473904669,1.2650602409638554,18.0,4.0,0.004,0.003,0.006
492,SPY_5m_compiled_strategy_492,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,4.0,0.004,0.0035,0.003
493,SPY_5m_compiled_strategy_493,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,4.0,0.004,0.0035,0.004
494,SPY_5m_compiled_strategy_494,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,4.0,0.004,0.0035,0.005
495,SPY_5m_compiled_strategy_495,35,0.11437908496732026,0.6571428571428571,0.0031306117373850473,0.00373791572405735,8.988738269113243e-05,0.8988738269113243,1.0857142857142856,18.0,4.0,0.004,0.0035,0.006
