entry_time,exit_time,direction,pnl_pct,bars_held,atr_pct,hist_vol,vwap_distance,trend,volume_ratio,hour,volatility,vwap_position,trend_new
2025-01-27 19:43:00+00:00,2025-01-27 19:57:00+00:00,long,-0.0936909203460012,14,0.0581995090786936,0.7601399801678228,0.0809375772982227,sideways,0.6298285901746904,19,medium,above,sideways
2025-01-28 17:40:00+00:00,2025-01-28 17:51:00+00:00,long,0.0430916609349241,11,0.0264066645278678,0.4107133324598072,0.3367957927436011,sideways,1.048173083208053,17,low,above,sideways
2025-01-29 15:02:00+00:00,2025-01-29 15:21:00+00:00,short,0.0430814589061467,19,0.0481404010240935,0.6148914045795435,0.0831295453323156,sideways,1.444898182486059,15,medium,above,sideways
2025-01-29 16:36:00+00:00,2025-01-29 16:44:00+00:00,short,0.0497636227917541,8,0.0268605078259213,0.3612915290077372,-0.0420728440438261,sideways,1.428905462402302,16,low,near,sideways
2025-01-29 17:39:00+00:00,2025-01-29 18:08:00+00:00,long,-0.2355360934182537,29,0.0248248881559054,0.3712500090573023,-0.0265235799894422,sideways,1.127905782838268,17,low,near,sideways
2025-01-29 19:31:00+00:00,2025-01-29 19:35:00+00:00,short,0.1182210233611424,4,0.0662406428178938,1.0409820864378947,-0.2388004847938646,sideways,1.7037123594592258,19,high,below,downtrend
2025-01-29 19:38:00+00:00,2025-01-29 19:55:00+00:00,short,-0.2121481875889008,17,0.1023267367330127,1.3391604318271138,-0.151054182808189,sideways,2.844418692839091,19,high,below,sideways
2025-01-29 20:03:00+00:00,2025-01-29 20:11:00+00:00,long,0.1039233129089378,8,0.1058521295965246,1.3320098970466587,-0.0979170619914782,sideways,0.7566337800220668,20,high,below,sideways
2025-01-30 19:04:00+00:00,2025-01-30 19:08:00+00:00,long,0.0330786278985195,4,0.024869221281848,0.3275600193213957,0.1850384725461824,sideways,5.075453669630589,19,low,above,sideways
2025-01-31 17:45:00+00:00,2025-01-31 17:50:00+00:00,long,0.0328310187465152,5,0.0246162288415829,0.222101052823259,0.0705435925393381,sideways,0.6607980724521283,17,low,above,sideways
2025-01-31 20:47:00+00:00,2025-01-31 20:54:00+00:00,short,0.0448311360541908,7,0.0739535843560697,0.7765610985565491,-0.541862029218453,sideways,0.9339543420045014,20,high,below,downtrend
2025-02-03 15:21:00+00:00,2025-02-03 15:54:00+00:00,short,-0.8710771983726273,33,0.0884859607532937,1.6701892319762812,-0.0123174684939364,sideways,2.243980612883052,15,high,near,downtrend
2025-02-03 16:03:00+00:00,2025-02-03 16:06:00+00:00,long,0.0720171501306321,3,0.1026782723540286,1.2445875591873432,0.4876096357044369,sideways,2.9557410122947014,16,high,above,uptrend
2025-02-03 16:56:00+00:00,2025-02-03 17:09:00+00:00,long,-0.0635632203134672,13,0.0784719019501527,1.1417335236251205,0.4802124988614206,sideways,1.9326332672503992,16,high,above,uptrend
2025-02-03 17:21:00+00:00,2025-02-03 17:29:00+00:00,short,0.0552088735716882,8,0.0612507797357139,0.8444697576149426,0.4376990665131074,sideways,0.5425021108820044,17,medium,above,sideways
2025-02-03 17:51:00+00:00,2025-02-03 17:56:00+00:00,short,0.0931139528655755,5,0.0660197796311916,0.6925575758325588,0.3676385317769934,sideways,2.1156777354382146,17,high,above,downtrend
2025-02-03 19:37:00+00:00,2025-02-03 19:40:00+00:00,long,0.0517252886604646,3,0.0332364775316754,0.3945343467745818,0.5773890972813442,sideways,0.4361177466221427,19,medium,above,sideways
2025-02-04 14:52:00+00:00,2025-02-04 15:23:00+00:00,short,-0.3399797849857444,31,0.0518490055382435,0.5677243930971432,0.089335056775742,sideways,0.5897587151773481,14,medium,above,sideways
2025-02-04 18:58:00+00:00,2025-02-04 19:26:00+00:00,long,0.1531266124066066,28,0.0189339629595318,0.2886358895195313,0.1035228825181381,sideways,0.809557866063364,18,low,above,uptrend
2025-02-04 19:47:00+00:00,2025-02-04 19:55:00+00:00,long,0.0307444306879123,8,0.0243854378232442,0.3921009218608748,0.2289242772527796,sideways,0.8704117276527515,19,low,above,sideways
2025-02-05 15:24:00+00:00,2025-02-05 15:31:00+00:00,short,0.0383205598133984,7,0.0681820345599071,0.8737024374024774,0.0258119901338308,sideways,0.4365047362515063,15,high,near,sideways
2025-02-05 17:20:00+00:00,2025-02-05 17:30:00+00:00,long,0.0348588217718326,10,0.028054237481061,0.3479732993649955,0.2571760414049187,sideways,1.6666356052868954,17,low,above,sideways
2025-02-05 17:41:00+00:00,2025-02-05 17:43:00+00:00,long,0.0215803452855212,2,0.0256782394232571,0.3336295622964404,0.2405267468432692,downtrend,0.9455824339267834,17,low,above,downtrend
2025-02-05 17:46:00+00:00,2025-02-05 17:52:00+00:00,short,0.0348380032847095,6,0.02284733133785,0.3516943742059885,0.3036653094978312,sideways,0.6174728240603564,17,low,above,downtrend
2025-02-05 18:55:00+00:00,2025-02-05 18:58:00+00:00,long,0.0411467943411958,3,0.0220595169892557,0.3883086912151124,0.2549129532672392,sideways,0.7923681329714534,18,low,above,sideways
2025-02-05 19:33:00+00:00,2025-02-05 19:39:00+00:00,long,0.0198945588381516,6,0.0172182669944553,0.2155833851429581,0.3043010006355174,sideways,1.19900973297364,19,low,above,sideways
2025-02-06 16:09:00+00:00,2025-02-06 16:28:00+00:00,short,-0.0594893827976505,19,0.0279434850863379,0.3757785326077363,-0.0158359308994566,sideways,0.8394458255355995,16,low,near,sideways
2025-02-06 17:17:00+00:00,2025-02-06 17:29:00+00:00,short,0.01404436366641,12,0.0218265934156739,0.4072800659598384,-0.003796736711737,sideways,0.8364421624079051,17,low,near,downtrend
2025-02-06 19:50:00+00:00,2025-02-06 19:58:00+00:00,short,0.0595868644067798,8,0.0408063616071443,0.8628728716735758,-0.1413161224290734,sideways,0.6579250157961913,19,medium,below,sideways
2025-02-07 17:38:00+00:00,2025-02-07 17:51:00+00:00,short,0.0190974384522757,13,0.0566553386829883,0.7385859361002122,-0.2258181997791181,sideways,0.5311952184827631,17,medium,below,sideways
2025-02-07 19:38:00+00:00,2025-02-07 19:54:00+00:00,short,-0.0035429147609677,16,0.041854393426969,0.5766265464769607,-0.3409151292358882,sideways,1.4588485255681918,19,medium,below,downtrend
2025-02-07 20:00:00+00:00,2025-02-07 20:18:00+00:00,long,-0.0615753299272769,18,0.0307199083264597,0.5394965373287012,-0.3798750877802238,sideways,1.160202309289844,20,low,below,sideways
2025-02-07 20:33:00+00:00,2025-02-07 20:38:00+00:00,short,0.0258008672420539,5,0.0384670717918068,0.3917793352025273,-0.3770568460327247,sideways,1.354491923901054,20,medium,below,sideways
2025-02-10 16:05:00+00:00,2025-02-10 16:11:00+00:00,long,0.0281131139407975,6,0.0281733563278099,0.3069427695579892,0.0994685957039372,sideways,1.2708035577741823,16,low,above,sideways
2025-02-10 18:47:00+00:00,2025-02-10 19:03:00+00:00,short,-0.0115727346372107,16,0.011779390612861,0.1653614652341478,0.1154514483076193,sideways,0.7985809063758995,18,low,above,sideways
2025-02-10 20:14:00+00:00,2025-02-10 20:33:00+00:00,short,0.0437721080954633,19,0.015860691058263,0.2413711859408277,0.1365802101407748,sideways,1.978778676135592,20,low,above,sideways
2025-02-11 15:01:00+00:00,2025-02-11 15:09:00+00:00,short,0.0770644936897491,8,0.0404688557326947,0.3866909421764739,0.0862319748536152,sideways,0.9792880487237868,15,medium,above,sideways
2025-02-11 19:11:00+00:00,2025-02-11 19:16:00+00:00,long,0.0148878449017564,5,0.0231813197720034,0.2636270175039842,0.0717100035593329,sideways,0.3749198331916669,19,low,above,uptrend
2025-02-11 20:06:00+00:00,2025-02-11 20:12:00+00:00,long,0.0099109664844165,6,0.0195175247125223,0.2002469383713247,0.1856673194700985,sideways,6.798797548464459,20,low,above,sideways
2025-02-11 21:00:00+00:00,2025-02-12 14:44:00+00:00,short,0.7568371478145819,15,0.0338758985375554,0.3170016314760625,0.1013024392585518,sideways,5.464462092539277,21,medium,above,sideways
2025-02-12 17:32:00+00:00,2025-02-12 17:34:00+00:00,long,0.0494837843660445,2,0.0337901662164666,0.5824811220706532,0.4230315856811497,sideways,0.9697056435302104,17,medium,above,uptrend
2025-02-12 17:37:00+00:00,2025-02-12 17:45:00+00:00,long,0.0082859652321021,8,0.0335806496670267,0.5283796454343335,0.4201569180937526,sideways,0.7655250819096735,17,medium,above,sideways
