entry_time,exit_time,direction,pnl_pct,bars_held,volatility,atr_pct,vwap_position,vwap_distance,trend,volume_ratio,hour
2025-03-31 16:46:00+00:00,2025-03-31 16:51:00+00:00,long,0.06140762675141964,5,unknown,0,unknown,0,unknown,1.0,16
2025-03-31 16:56:00+00:00,2025-03-31 17:03:00+00:00,long,0.012643366747955298,7,unknown,0,unknown,0,unknown,1.0,16
2025-03-31 17:38:00+00:00,2025-03-31 17:42:00+00:00,short,0.12182576208783491,4,unknown,0,unknown,0,unknown,1.0,17
2025-03-31 19:28:00+00:00,2025-03-31 19:36:00+00:00,long,0.12016428430510206,8,unknown,0,unknown,0,unknown,1.0,19
2025-03-31 20:00:00+00:00,2025-03-31 20:14:00+00:00,long,0.01971467488708356,14,unknown,0,unknown,0,unknown,1.0,20
2025-03-31 21:08:00+00:00,2025-03-31 21:12:00+00:00,short,0.026657112146188933,4,unknown,0,unknown,0,unknown,1.0,21
2025-03-31 21:38:00+00:00,2025-03-31 21:45:00+00:00,short,0.01970796380901252,2,unknown,0,unknown,0,unknown,1.0,21
2025-03-31 22:38:00+00:00,2025-03-31 22:54:00+00:00,short,0.008968609865467325,16,unknown,0,unknown,0,unknown,1.0,22
2025-04-01 13:29:00+00:00,2025-04-01 13:39:00+00:00,long,-0.06816999443876037,10,unknown,0,unknown,0,unknown,1.0,13
2025-04-01 16:52:00+00:00,2025-04-01 17:03:00+00:00,short,0.03476028770823536,11,unknown,0,unknown,0,unknown,1.0,16
2025-04-01 17:41:00+00:00,2025-04-01 17:43:00+00:00,short,0.10362546312371324,2,unknown,0,unknown,0,unknown,1.0,17
2025-04-01 18:55:00+00:00,2025-04-01 19:09:00+00:00,short,-0.05382227883530266,14,unknown,0,unknown,0,unknown,1.0,18
2025-04-01 20:18:00+00:00,2025-04-01 20:57:00+00:00,long,-0.021398384421977834,37,unknown,0,unknown,0,unknown,1.0,20
2025-04-01 22:32:00+00:00,2025-04-01 22:38:00+00:00,long,0.05856280816676218,6,unknown,0,unknown,0,unknown,1.0,22
2025-04-02 08:32:00+00:00,2025-04-02 08:55:00+00:00,short,0.0535905680600135,7,unknown,0,unknown,0,unknown,1.0,8
2025-04-02 15:14:00+00:00,2025-04-02 15:55:00+00:00,long,0.20851898057385743,41,unknown,0,unknown,0,unknown,1.0,15
2025-04-02 17:30:00+00:00,2025-04-02 17:55:00+00:00,long,-0.27665482551728626,25,unknown,0,unknown,0,unknown,1.0,17
