strategy_idx,trades,trades_per_day,win_rate,total_return,annual_return,avg_return,avg_bars_held,sr_period,min_touches,bounce_threshold,exit_threshold
60,775,2.5326797385620914,0.472258064516129,-0.06361707958659868,-0.07545917225177079,-8.119350717616502e-05,2.1109677419354838,25.0,2.0,0.005,0.001
61,539,1.761437908496732,0.48794063079777367,-0.018645174213441695,-0.02221501531810821,-3.193994725188099e-05,1.9833024118738405,25.0,2.0,0.005,0.0015
62,393,1.2843137254901962,0.4631043256997455,-0.042778949900724506,-0.050848170707962326,-0.00010905065946373706,1.9516539440203562,25.0,2.0,0.005,0.002
63,294,0.9607843137254902,0.4489795918367347,-0.027099505460665085,-0.032261222808911416,-9.138146836827923e-05,1.9285714285714286,25.0,2.0,0.005,0.0025
80,775,2.5326797385620914,0.472258064516129,-0.06361707958659868,-0.07545917225177079,-8.119350717616502e-05,2.1109677419354838,25.0,4.0,0.002,0.001
81,539,1.761437908496732,0.48794063079777367,-0.018645174213441695,-0.02221501531810821,-3.193994725188099e-05,1.9833024118738405,25.0,4.0,0.002,0.0015
82,393,1.2843137254901962,0.4631043256997455,-0.042778949900724506,-0.050848170707962326,-0.00010905065946373706,1.9516539440203562,25.0,4.0,0.002,0.002
83,294,0.9607843137254902,0.4489795918367347,-0.027099505460665085,-0.032261222808911416,-9.138146836827923e-05,1.9285714285714286,25.0,4.0,0.002,0.0025
100,775,2.5326797385620914,0.472258064516129,-0.06361707958659868,-0.07545917225177079,-8.119350717616502e-05,2.1109677419354838,30.0,2.0,0.003,0.001
101,539,1.761437908496732,0.48794063079777367,-0.018645174213441695,-0.02221501531810821,-3.193994725188099e-05,1.9833024118738405,30.0,2.0,0.003,0.0015
102,393,1.2843137254901962,0.4631043256997455,-0.042778949900724506,-0.050848170707962326,-0.00010905065946373706,1.9516539440203562,30.0,2.0,0.003,0.002
103,294,0.9607843137254902,0.4489795918367347,-0.027099505460665085,-0.032261222808911416,-9.138146836827923e-05,1.9285714285714286,30.0,2.0,0.003,0.0025
120,812,2.65359477124183,0.4642857142857143,-0.06898751501395883,-0.08178488291796904,-8.4022446011501e-05,2.1933497536945814,30.0,3.0,0.004,0.001
121,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,30.0,3.0,0.004,0.0015
122,427,1.3954248366013071,0.45433255269320844,-0.021627464146617426,-0.0257607649287509,-4.85119143599571e-05,2.072599531615925,30.0,3.0,0.004,0.002
123,326,1.065359477124183,0.43558282208588955,-0.010717163018105436,-0.012778988666772406,-3.0324981863487484e-05,2.088957055214724,30.0,3.0,0.004,0.0025
140,812,2.65359477124183,0.4642857142857143,-0.06898751501395883,-0.08178488291796904,-8.4022446011501e-05,2.1933497536945814,30.0,4.0,0.005,0.001
141,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,30.0,4.0,0.005,0.0015
142,427,1.3954248366013071,0.45433255269320844,-0.021627464146617426,-0.0257607649287509,-4.85119143599571e-05,2.072599531615925,30.0,4.0,0.005,0.002
