strategy,trades,daily_trades,baseline_rpt,best_stop_bps,optimized_rpt,improvement_pct,long_rpt,short_rpt
21,151,0.7089201877934272,1.016661350968434,20.0,1.308001794937299,28.65658694425091,2.5111051485046736,-0.8694136112454272
0,1638,7.690140845070423,0.5307110726126365,20.0,0.6878278020669378,29.60494656364181,0.9112816444810604,0.0742916754184275
3,1429,6.708920187793427,0.3583293936685154,,0.6780880696683932,89.23596044584644,1.1597160261077966,0.2565055933625111
4,1173,5.507042253521127,0.449389495244345,20.0,0.5871158688677961,30.647439488670198,1.8784803845620555,-0.8807448850595158
2,1644,7.71830985915493,0.11762440319915028,,0.5456453203791243,363.8878545086348,0.9941396713854799,0.15722172240199708
