entry_time,exit_time,direction,pnl_pct,bars_held,atr_pct,hist_vol,vwap_distance,trend,volume_ratio,hour,volatility,vwap_position
2025-01-27 19:43:00+00:00,2025-01-27 19:57:00+00:00,long,-0.09369092034600124,14,0.05819950907869365,0.7601399801678228,0.08093757729822279,sideways,0.6298285901746904,19,medium,above
2025-01-28 17:40:00+00:00,2025-01-28 17:51:00+00:00,long,0.043091660934924114,11,0.026406664527867888,0.41071333245980723,0.33679579274360116,sideways,1.048173083208053,17,low,above
2025-01-29 15:02:00+00:00,2025-01-29 15:21:00+00:00,short,0.043081458906146786,19,0.04814040102409355,0.6148914045795435,0.08312954533231563,sideways,1.444898182486059,15,medium,above
2025-01-29 16:36:00+00:00,2025-01-29 16:44:00+00:00,short,0.04976362279175417,8,0.026860507825921382,0.36129152900773726,-0.04207284404382617,sideways,1.4289054624023019,16,low,near
2025-01-29 17:39:00+00:00,2025-01-29 18:08:00+00:00,long,-0.23553609341825377,29,0.024824888155905465,0.3712500090573023,-0.026523579989442294,sideways,1.127905782838268,17,low,near
2025-01-29 19:31:00+00:00,2025-01-29 19:35:00+00:00,short,0.11822102336114249,4,0.06624064281789381,1.0409820864378947,-0.23880048479386468,sideways,1.7037123594592258,19,high,below
2025-01-29 19:38:00+00:00,2025-01-29 19:55:00+00:00,short,-0.21214818758890086,17,0.10232673673301271,1.3391604318271138,-0.15105418280818908,sideways,2.844418692839091,19,high,below
2025-01-29 20:03:00+00:00,2025-01-29 20:11:00+00:00,long,0.10392331290893786,8,0.10585212959652467,1.3320098970466587,-0.09791706199147829,sideways,0.7566337800220668,20,high,below
2025-01-30 19:04:00+00:00,2025-01-30 19:08:00+00:00,long,0.033078627898519564,4,0.024869221281848028,0.3275600193213957,0.1850384725461824,sideways,5.075453669630589,19,low,above
2025-01-31 17:45:00+00:00,2025-01-31 17:50:00+00:00,long,0.032831018746515284,5,0.02461622884158299,0.22210105282325907,0.07054359253933815,sideways,0.6607980724521283,17,low,above
2025-01-31 20:47:00+00:00,2025-01-31 20:54:00+00:00,short,0.04483113605419087,7,0.0739535843560697,0.7765610985565491,-0.541862029218453,sideways,0.9339543420045014,20,high,below
2025-02-03 15:21:00+00:00,2025-02-03 15:54:00+00:00,short,-0.8710771983726273,33,0.08848596075329371,1.6701892319762812,-0.012317468493936492,sideways,2.243980612883052,15,high,near
2025-02-03 16:03:00+00:00,2025-02-03 16:06:00+00:00,long,0.07201715013063215,3,0.10267827235402868,1.2445875591873432,0.4876096357044369,sideways,2.9557410122947014,16,high,above
2025-02-03 16:56:00+00:00,2025-02-03 17:09:00+00:00,long,-0.06356322031346728,13,0.07847190195015274,1.1417335236251203,0.4802124988614206,sideways,1.9326332672503992,16,high,above
2025-02-03 17:21:00+00:00,2025-02-03 17:29:00+00:00,short,0.055208873571688244,8,0.06125077973571396,0.8444697576149426,0.4376990665131074,sideways,0.5425021108820044,17,medium,above
2025-02-03 17:51:00+00:00,2025-02-03 17:56:00+00:00,short,0.09311395286557556,5,0.0660197796311916,0.6925575758325588,0.36763853177699346,sideways,2.1156777354382146,17,high,above
2025-02-03 19:37:00+00:00,2025-02-03 19:40:00+00:00,long,0.05172528866046466,3,0.03323647753167543,0.3945343467745818,0.5773890972813442,sideways,0.43611774662214275,19,medium,above
2025-02-04 14:52:00+00:00,2025-02-04 15:23:00+00:00,short,-0.33997978498574444,31,0.051849005538243544,0.5677243930971432,0.08933505677574205,sideways,0.5897587151773481,14,medium,above
2025-02-04 18:58:00+00:00,2025-02-04 19:26:00+00:00,long,0.15312661240660663,28,0.01893396295953188,0.28863588951953134,0.10352288251813818,sideways,0.809557866063364,18,low,above
2025-02-04 19:47:00+00:00,2025-02-04 19:55:00+00:00,long,0.030744430687912327,8,0.024385437823244267,0.3921009218608748,0.22892427725277964,sideways,0.8704117276527515,19,low,above
2025-02-05 15:24:00+00:00,2025-02-05 15:31:00+00:00,short,0.038320559813398436,7,0.06818203455990715,0.8737024374024774,0.025811990133830814,sideways,0.4365047362515063,15,high,near
2025-02-05 17:20:00+00:00,2025-02-05 17:30:00+00:00,long,0.03485882177183264,10,0.028054237481061083,0.3479732993649955,0.25717604140491873,sideways,1.6666356052868954,17,low,above
2025-02-05 17:41:00+00:00,2025-02-05 17:43:00+00:00,long,0.02158034528552122,2,0.02567823942325713,0.3336295622964404,0.2405267468432692,downtrend,0.9455824339267834,17,low,above
