strategy_id,num_signals,num_trades,trades_per_day,total_return,avg_return_per_trade_bps,win_rate,avg_win_bps,avg_loss_bps,stopped_trades,stop_rate,eod_exits,eod_exit_rate,meets_criteria
SPY_5m_compiled_strategy_10,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1008,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1009,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1010,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1011,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1028,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1029,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1030,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1031,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1048,118,60,0.238095238095238,0.0120709234647666,1.9997751474463057,0.4833333333333333,14.593214739288513,-9.781184470728666,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1049,118,60,0.238095238095238,0.0120709234647666,1.9997751474463057,0.4833333333333333,14.593214739288513,-9.781184470728666,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1050,118,60,0.238095238095238,0.0120709234647666,1.9997751474463057,0.4833333333333333,14.593214739288513,-9.781184470728666,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1051,118,60,0.238095238095238,0.0120709234647666,1.9997751474463057,0.4833333333333333,14.593214739288513,-9.781184470728666,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_108,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1088,196,103,0.4087301587301587,0.0167444882592651,1.6122179466517936,0.5436893203883495,11.898656298667634,-10.643963919579845,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1089,196,103,0.4087301587301587,0.0167444882592651,1.6122179466517936,0.5436893203883495,11.898656298667634,-10.643963919579845,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_109,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1090,196,103,0.4087301587301587,0.0167444882592651,1.6122179466517936,0.5436893203883495,11.898656298667634,-10.643963919579845,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1091,196,103,0.4087301587301587,0.0167444882592651,1.6122179466517936,0.5436893203883495,11.898656298667634,-10.643963919579845,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1092,114,59,0.2341269841269841,0.0122847598535826,2.069477040501503,0.5254237288135594,13.486396857075876,-10.570684184991553,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1093,114,59,0.2341269841269841,0.0122847598535826,2.069477040501503,0.5254237288135594,13.486396857075876,-10.570684184991553,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1094,114,59,0.2341269841269841,0.0122847598535826,2.069477040501503,0.5254237288135594,13.486396857075876,-10.570684184991553,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1095,114,59,0.2341269841269841,0.0122847598535826,2.069477040501503,0.5254237288135594,13.486396857075876,-10.570684184991553,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_11,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_110,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1108,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1109,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_111,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1110,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
SPY_5m_compiled_strategy_1111,116,59,0.2341269841269841,0.0132104391284271,2.224396986348309,0.4915254237288136,14.593214739288513,-9.732126841493889,0,0.0,0,0.0,False
