signals,trades,avg_return_bps,total_return,win_rate,max_win_bps,max_loss_bps,long_trades,short_trades,long_avg_bps,long_win_rate,short_avg_bps,short_win_rate,strategy
1155,578,-0.02720921504943761,-0.001571456596855092,0.6366782006920415,137.45833245052273,-167.92998999191877,258,320,-0.2355637438281376,0.6511627906976745,0.1407766237783894,0.625,28
1155,578,-0.02720921504943761,-0.001571456596855092,0.6366782006920415,137.45833245052273,-167.92998999191877,258,320,-0.2355637438281376,0.6511627906976745,0.1407766237783894,0.625,11
1315,658,-0.0659253753291918,-0.004328494642962255,0.6884498480243161,137.45833245052273,-183.03605278418732,285,373,-0.13765866723911055,0.6947368421052632,-0.011115755505259629,0.6836461126005362,18
1315,658,-0.0659253753291918,-0.004328494642962255,0.6884498480243161,137.45833245052273,-183.03605278418732,285,373,-0.13765866723911055,0.6947368421052632,-0.011115755505259629,0.6836461126005362,33
1315,658,-0.0659253753291918,-0.004328494642962255,0.6884498480243161,137.45833245052273,-183.03605278418732,285,373,-0.13765866723911055,0.6947368421052632,-0.011115755505259629,0.6836461126005362,42
587,293,-0.15790790514612843,-0.004616014924575196,0.590443686006826,125.02511223763409,-99.56246483698416,140,153,0.4588722506160699,0.5571428571428572,-0.7222819038827807,0.6209150326797386,40
587,293,-0.15790790514612843,-0.004616014924575196,0.590443686006826,125.02511223763409,-99.56246483698416,140,153,0.4588722506160699,0.5571428571428572,-0.7222819038827807,0.6209150326797386,31
587,293,-0.15790790514612843,-0.004616014924575196,0.590443686006826,125.02511223763409,-99.56246483698416,140,153,0.4588722506160699,0.5571428571428572,-0.7222819038827807,0.6209150326797386,16
1745,875,-0.1627473430026443,-0.014139477713306037,0.7405714285714285,138.42103547141582,-308.1846009927835,404,471,1.0311445471392946,0.7648514851485149,-1.186807478071314,0.7197452229299363,14
1510,756,-0.33763580440948476,-0.025202251378198093,0.7235449735449735,138.42103547141582,-308.1846009927835,344,412,1.2523890991578788,0.75,-1.6652294132133032,0.7014563106796117,19
1781,893,-0.381951428101911,-0.03353313317424933,0.6741321388577828,121.84768836480438,-231.05011324012153,389,504,-0.12112733502270634,0.6812339331619537,-0.5832620872443927,0.6686507936507936,39
1781,893,-0.381951428101911,-0.03353313317424933,0.6741321388577828,121.84768836480438,-231.05011324012153,389,504,-0.12112733502270634,0.6812339331619537,-0.5832620872443927,0.6686507936507936,30
1781,893,-0.381951428101911,-0.03353313317424933,0.6741321388577828,121.84768836480438,-231.05011324012153,389,504,-0.12112733502270634,0.6812339331619537,-0.5832620872443927,0.6686507936507936,13
871,436,-0.6398204168556274,-0.027510665043041782,0.6169724770642202,137.45833245052273,-222.84259472643814,188,248,-1.5307756769768694,0.6223404255319149,0.03558115130079827,0.6129032258064516,41
871,436,-0.6398204168556274,-0.027510665043041782,0.6169724770642202,137.45833245052273,-222.84259472643814,188,248,-1.5307756769768694,0.6223404255319149,0.03558115130079827,0.6129032258064516,17
871,436,-0.6398204168556274,-0.027510665043041782,0.6169724770642202,137.45833245052273,-222.84259472643814,188,248,-1.5307756769768694,0.6223404255319149,0.03558115130079827,0.6129032258064516,32
