entry_idx,exit_idx,entry_price,exit_price,direction,volatility,volatility_regime,volume_ratio,volume_regime,trend_strength,trend_regime,trend_direction,vwap_distance,time_of_day,atr,return_bps,vwap_position,time_period
3973,3974,534.485,534.305,short,0.34575081920104656,Low,0.6619613405483826,Medium,-0.04060578626467929,Neutral,1,0.09806514499599807,15.416666666666666,0.3778142857142695,3.3681266048854868,Near,Close
3986,3992,533.45,533.815,long,0.22146739729027864,Low,2.1309176434563573,High,-0.14319516354997475,Neutral,-1,-0.08112633121806691,16.5,0.2994642857142935,6.839571507161698,Near,
3993,3994,533.5701,533.74,long,0.25455554527323404,Low,0.8572051636797832,Medium,-0.05329072797434526,Neutral,-1,-0.03349344975928542,17.083333333333332,0.3255285714285979,3.183545371395711,Near,
3999,4000,534.37,534.255,short,0.27795830023646134,Low,1.0602332618906694,High,0.10317725165460165,Neutral,-1,0.10266717831674511,17.583333333333332,0.29962857142859484,2.1521909078290355,Above,
4002,4003,534.39,534.19,short,0.3096249018627718,Low,0.4315291177934635,Low,0.10331308547964244,Neutral,-1,0.10095918155920035,17.833333333333332,0.30178571428573214,3.7430983610999182,Above,
4005,4007,532.89,533.59,long,0.4789515223010051,Medium,2.910010556967018,High,-0.17178025821039394,Neutral,-1,-0.17001936283494481,18.083333333333332,0.369642857142862,13.126642797211177,Below,
4014,4018,534.51,534.17,short,0.5029787550816716,Medium,1.0388795776418336,Medium,0.1107884484537688,Neutral,-1,0.14085418830662078,18.833333333333332,0.452149999999993,6.362671921827904,Above,
4021,4022,534.49,534.28,short,0.5392104157070706,Medium,0.9832020616662557,Medium,0.09396274168952251,Neutral,1,0.11903694839679327,19.416666666666668,0.342742857142842,3.929554585222181,Above,
4025,4026,534.43,534.4208,short,0.3759873242867032,Low,1.787147860253652,High,0.0653927332149649,Neutral,1,0.09707018845281243,19.75,0.35629999999999235,0.172138899090515,Near,
4027,4028,534.63,534.32,short,0.34833397074433914,Low,5.276341805992968,High,0.0817513076587057,Neutral,1,0.11582081117264677,19.916666666666668,0.3659428571428488,5.799794353151601,Above,
4029,4031,532.59,533.735,long,0.7517253171183776,High,1.5785117892720284,High,-0.29682003035929416,Neutral,1,-0.26603309749365195,13.5,0.4770428571428543,21.474563384380815,Below,Midday
4038,4047,534.63,534.74,short,0.8100265111675555,High,1.067201355043529,High,0.0997421293738711,Neutral,1,0.12148765849949782,14.25,0.5971357142857252,-2.0571832085803723,Above,Midday
4053,4054,535.179,534.89,short,0.6011364936220053,Medium,0.6163570054250513,Low,0.06228149196395986,Neutral,1,0.17721235632605145,15.5,0.5635642857142784,5.401250891789127,Above,Close
4056,4057,535.05,535.02,short,0.6198686281305996,Medium,0.2461784934849796,Low,0.01731072434281145,Neutral,1,0.012461447397103842,15.75,0.5474928571428563,0.5606829461213485,Near,Close
4058,4059,535.1989,535.03,short,0.6094460302216664,Medium,0.3087651978163664,Low,0.03271910245421735,Neutral,1,0.027423827999044987,15.916666666666666,0.5132142857142818,3.156176335775983,Near,Close
4060,4068,535.33,535.25,short,0.6222019689814083,Medium,0.3457458776684553,Low,0.046844454442555916,Neutral,1,0.04716586471088953,16.083333333333332,0.4897071428571361,1.4944422677230165,Near,
4069,4083,535.91,534.81,short,0.4573707352217431,Medium,1.8533384101062336,High,0.12300102548962852,Neutral,1,0.07876605297843015,16.833333333333332,0.40832142857142834,20.545901579789273,Near,
4083,4088,534.81,534.69,long,0.6462984569206093,Medium,2.2592801055613525,High,-0.21000195965755977,Neutral,1,-0.18143626340660982,18.0,0.5157785714285653,-2.2439270781384617,Below,
4089,4090,534.57,534.9,long,0.6967069952072985,Medium,0.8235210891683697,Medium,-0.17823181657568285,Neutral,1,-0.1267415257408744,18.5,0.5939571428571233,6.170972733648485,Below,
4097,4100,534.3299,534.73,long,0.6554864036091177,Medium,0.9903423380862219,Medium,-0.13241200250028276,Neutral,-1,-0.15908016309489062,19.166666666666668,0.605714285714287,7.484707146518044,Below,
4102,4103,534.37,534.46,long,0.6906625552492129,Medium,0.9121692476107539,Medium,-0.0485831558865541,Neutral,-1,-0.13146921420389132,19.583333333333332,0.5589428571428812,1.6840002659495956,Below,
4104,4123,534.08,533.7,long,0.5626083934990147,Medium,1.5727059161580383,High,-0.09712696187146991,Neutral,-1,-0.17363939534136563,19.75,0.5707285714285847,-7.1172154571445265,Below,
4132,4150,534.525,534.75,short,0.2547120212438446,Low,2.378855943851542,High,0.15204693012218912,Neutral,-1,0.030679322157908535,15.5,0.2501428571428619,-4.208248641755099,Near,Close
4159,4165,535.5207,534.7,short,0.38057871787351594,Low,2.628142703188527,High,0.14289399139964257,Neutral,1,0.1433297521355624,17.75,0.3467857142857156,15.336259630669408,Above,
4170,4173,535.07,535.01,short,0.4314993290712909,Medium,0.7217836699523537,Medium,0.05140847689565282,Neutral,1,0.04304537521835411,18.666666666666668,0.4573285714285719,1.1213554138561121,Near,
4174,4180,535.33,535.14,short,0.4448141697338515,Medium,1.4121035032176947,High,0.07654688373480903,Neutral,1,0.08577951766334041,19.0,0.405542857142856,3.5496651376527586,Near,
4185,4187,535.65,533.59,short,0.45007670278789813,Medium,6.887372851718894,High,0.09340743316272522,Neutral,1,0.09332160891504118,19.916666666666668,0.4699999999999867,38.53016252000454,Near,
4187,4200,533.59,533.905,long,0.8277061675130031,High,1.2253733443915746,High,-0.2898543791616348,Neutral,1,-0.2855300767372509,13.5,0.6082142857142685,5.901372074665299,Below,Midday
4216,4217,533.8101,533.9099,long,0.33929053039306634,Low,0.8682182147353599,Medium,-0.06863832991606916,Neutral,-1,-0.04420628694331895,15.916666666666666,0.3263642857142973,1.8693104988309632,Near,Close
4220,4222,533.8,533.84,long,0.3340944577642465,Low,0.5937851563755585,Low,-0.07613999707175438,Neutral,-1,-0.03682281542725866,16.25,0.3127928571428648,0.749278783462563,Near,
4229,4230,534.6,534.435,short,0.32809805343924275,Low,1.7845561640725103,High,0.0993325784315882,Neutral,1,0.10673792090209555,17.0,0.31677142857143636,3.0867418056515277,Above,
4231,4232,534.6951,534.4401,short,0.34017294716962204,Low,1.288065383122422,High,0.11648220374369156,Neutral,1,0.10856630664969277,17.166666666666668,0.3421285714285643,4.769972120180092,Above,
4236,4262,534.73,535.69,short,0.40211681677138145,Low,0.6731003642734846,Medium,0.10881800247589356,Neutral,1,0.10964337776591936,17.583333333333332,0.3877357142856925,-17.935992551947827,Above,
4263,4320,536.44,541.66,short,0.47648372826568364,Medium,2.32380787023834,High,0.06507848889569524,Neutral,1,0.20243182961578796,19.833333333333332,0.4224785714285661,-96.83294296016349,Above,
4323,4324,542.51,542.285,short,0.49508529062922024,Medium,2.139628951353348,High,-0.020272934832176157,Neutral,-1,0.009019446312628906,18.25,0.591685714285729,4.148041855398299,Near,
4325,4326,542.67,542.5399,short,0.508252075110494,Medium,0.9233938256635117,Medium,0.015203999214814343,Neutral,-1,0.038100097713603426,18.416666666666668,0.6221785714285895,2.3975729602760336,Near,
4327,4328,542.96,542.005,short,0.5215265890117292,Medium,1.4834951086063286,High,0.06763817446964401,Neutral,-1,0.0898852110356232,18.583333333333332,0.7425357142857365,17.603378848614142,Near,
4332,4336,542.85,542.205,short,0.7170292511199227,Medium,1.728257177601062,High,0.0885475276649247,Neutral,-1,0.0782471547802803,19.0,0.9746785714285855,11.888205224036303,Near,
4337,4341,540.99,541.51,long,1.0386822731299552,High,2.1664006830890643,High,-0.25899033867861654,Neutral,-1,-0.2688823501500564,19.416666666666668,1.0126357142857094,9.606910669662494,Below,
4355,4358,540.74,541.29,long,1.01181283408197,High,0.6058404764694529,Low,-0.17032098203056792,Neutral,-1,-0.2465528391754053,14.333333333333334,0.7453071428571515,10.165569297819273,Below,Midday
4359,4364,540.8906,540.9202,long,0.7613542457062396,High,1.2910068880328724,High,-0.13477977143763234,Neutral,-1,-0.20466961867606498,14.666666666666666,0.608771428571434,0.5472032634069042,Below,Close
4365,4368,540.67,541.19,long,0.5785795877245625,Medium,0.5494089290326725,Low,-0.1317200309407563,Neutral,-1,-0.2360865258575679,15.166666666666666,0.6142500000000025,9.612593866912707,Below,Close
4375,4383,540.64,540.6901,long,0.5204792587799567,Medium,0.8270092138947354,Medium,-0.06756677574873077,Neutral,-1,-0.12099830921262324,16.0,0.4235785714285579,0.9265902250540653,Below,Close
4384,4385,540.34,540.8,long,0.5257318874824158,Medium,1.0296637881118913,Medium,-0.08590256629952693,Neutral,-1,-0.08990411110720511,16.75,0.48434999999999,8.509111266931637,Near,
4392,4393,541.7201,541.49,short,0.541618695917184,Medium,0.9073460827715476,Medium,0.15965970423546536,Neutral,-1,0.1406595610837157,17.416666666666668,0.48502857142856975,4.248270921048613,Above,
4395,4396,541.79,541.7401,short,0.5008795668952579,Medium,0.6354827433078383,Low,0.1581420510286901,Neutral,-1,0.14380061882100487,17.666666666666668,0.4253500000000047,0.921017423240107,Above,
4397,4398,541.87,541.67,short,0.5000584631149801,Medium,0.47714855090187136,Low,0.15233368272766326,Neutral,-1,0.15436166950049818,17.833333333333332,0.4071214285714372,3.6914189097079264,Above,
4400,4422,542.0601,542.4,short,0.5016325908189342,Medium,1.2581321358591948,High,0.1421324860992258,Neutral,1,0.18037300570724507,18.083333333333332,0.40886428571427913,-6.2682438225181984,Above,
4423,4424,542.52,541.18,short,0.36740289246923297,Low,3.6293148864676374,High,0.0024451309346503716,Neutral,1,0.10099419626602393,20.0,0.40522857142855984,24.728867452147718,Above,
4424,4425,541.18,541.53,long,0.6166911825431912,Medium,1.260775774728453,High,-0.23628118211877674,Neutral,1,-0.13991326807279633,13.5,0.5141571428571297,6.464935434067782,Below,Midday
4426,4429,541.33,541.53,long,0.6315131930137182,Medium,0.6849077426115685,Medium,-0.195841669782032,Neutral,1,-0.10790388830816972,13.666666666666666,0.5084071428571357,3.6937369978400003,Below,Midday
4430,4434,540.55,541.22,long,0.7035394834483155,Medium,1.3942529110438207,High,-0.2970421422020242,Neutral,1,-0.23963049188156332,14.0,0.5523714285714212,12.386488545007673,Below,Midday
4435,4440,540.87,541.23,long,0.7474798462922544,High,0.5679487932335913,Low,-0.1443676093340898,Neutral,-1,-0.16267224243022338,14.416666666666666,0.6679142857142649,6.653396419572564,Below,Midday
4443,4444,540.7796,541.32,long,0.8319044802862454,High,0.4716369225763798,Low,-0.025944689707692682,Neutral,-1,-0.16289169919180616,15.083333333333334,0.6205642857142623,9.987491445760366,Below,Close
4450,4452,540.81,540.87,long,0.6196031923124933,Medium,1.1064921999796078,High,-0.023570190641257923,Neutral,-1,-0.09906776720987394,15.666666666666666,0.4975999999999853,1.1093299323571515,Near,Close
4467,4474,542.085,542.0,short,0.4825658058328317,Medium,0.8136157365555288,Medium,0.12582845748986235,Neutral,1,0.1389870451690044,17.083333333333332,0.3788285714285686,1.5680643155145662,Above,
4488,4489,542.31,542.075,short,0.31154855335314635,Low,0.8576391831200746,Medium,0.07410846556353742,Neutral,1,0.133018119876517,18.833333333333332,0.4187857142857183,4.334037333209537,Above,
4490,4492,542.2979,542.04,short,0.3289984224508609,Low,0.7503286975410974,Medium,0.06866345972699697,Neutral,1,0.12659556241751244,19.0,0.44985714285713485,4.756582055516443,Above,
4493,4497,542.25,542.25,short,0.33646022502201,Low,1.1324699303739216,High,0.06093337170800968,Neutral,1,0.11082545966873147,19.25,0.3934285714285579,-0.0,Above,
4501,4503,542.73,542.25,short,0.4011308684358319,Low,5.179728071515724,High,0.1145923137917801,Neutral,1,0.16205046553954489,19.916666666666668,0.38498571428570066,8.84764753846029,Above,
4510,4514,542.54,542.31,short,0.44910030431986275,Medium,0.9820388864991532,Medium,0.06362932096726456,Neutral,1,0.11031779399880677,14.083333333333334,0.4542785714285742,4.240005594246569,Above,Midday
4515,4581,542.53,546.93,short,0.467666843508009,Medium,0.761916046662854,Medium,0.04894012861228716,Neutral,1,0.09857285836962476,14.5,0.45708571428570266,-80.77036186658187,Near,Midday
4582,4592,547.81,547.285,short,0.4595110155028998,Medium,0.8724724574760259,Medium,0.007700342820436278,Neutral,1,0.2089624011072426,13.5,0.4043357142857157,9.587730566187867,Above,Midday
4594,4596,547.8399,547.32,short,0.48520494426992433,Medium,0.30228945503468635,Low,0.039954632865657244,Neutral,1,0.19420623196929862,14.5,0.43356428571429106,9.494029941263078,Above,Midday
4608,4615,547.535,547.54,short,0.31389568626158154,Low,1.1481297100829493,High,0.041621049004829866,Neutral,-1,0.07302054565406156,15.666666666666666,0.3139214285714128,-0.09131338036202222,Near,Close
4616,4617,547.635,547.37,short,0.2551404746310492,Low,0.5841518549516537,Low,0.04937932471589041,Neutral,-1,0.029680031435974547,16.333333333333332,0.2457000000000075,4.839918633672389,Near,
4622,4636,547.69,547.5485,short,0.26673209740091286,Low,0.6044925049759593,Low,0.035329901701490994,Neutral,-1,0.03904058363253016,16.833333333333332,0.2510785714286011,2.58378290732641,Near,
4647,4648,548.03,547.615,short,0.3297232899692953,Low,0.5372460496613995,Low,0.019954531191114556,Neutral,1,0.05516063113595358,18.916666666666668,0.35640714285714886,7.575068016473756,Near,
4654,4656,548.07,547.965,short,0.34519311983839995,Low,0.9630024802459302,Medium,0.052819498475735895,Neutral,1,0.060890260355844675,19.5,0.2955500000000078,1.9159014141197244,Near,
4658,4669,548.3801,548.7,short,0.34617373851330063,Low,2.241065962802509,High,0.10151161779615044,Neutral,1,0.10675619576688644,19.833333333333332,0.3204857142857155,-5.831552574260574,Above,
4672,4676,549.075,548.715,short,0.5649573899183814,Medium,0.26539888288779795,Low,0.047009294108889876,Neutral,1,0.15369461789101932,14.416666666666666,0.534771428571446,6.558303735761531,Above,Midday
4677,4683,548.91,548.95,short,0.5697585941894409,Medium,0.2612602184873434,Low,-0.029595363089577924,Neutral,1,0.1182912033939474,14.833333333333334,0.44293571428572215,-0.7286539270547235,Above,Close
4695,4714,547.4101,547.02,long,0.4928299228057668,Medium,1.9475911211079229,High,-0.2420125308773087,Neutral,1,-0.22810430321815192,16.333333333333332,0.40292142857140334,-7.12846825978303,Below,
4727,4729,546.45,546.92,long,0.6430528420547209,Medium,1.1296780207218726,High,-0.11593187078526898,Neutral,-1,-0.1542448206532063,19.0,0.5146499999999931,8.596843318323534,Below,
4730,4732,546.51,547.15,long,0.6513988237904498,Medium,1.6353200669261156,High,-0.13157082151537397,Neutral,-1,-0.13468877734647894,19.25,0.5024999999999896,11.70323634497159,Below,
4740,4761,544.67,545.119,long,1.041178534364424,High,1.2328818578881682,High,-0.41594584844863663,Neutral,-1,-0.44363153707724445,13.5,0.9081999999999896,8.239715677155674,Below,Midday
4762,4767,544.74,545.154,long,0.5518064632855757,Medium,0.5235013390098194,Low,0.07146492140054074,Neutral,-1,-0.033822190107174605,15.333333333333334,0.48777857142856973,7.596689584689682,Near,Close
4779,4780,544.72,544.87,long,0.42918106544155993,Medium,0.5649724959505165,Low,-0.055621490573374656,Neutral,-1,-0.039703040336279874,16.75,0.35392857142855,2.753191584863674,Near,
4781,4792,544.5507,544.465,long,0.4317216258262477,Medium,0.4870671471248359,Low,-0.08197927739062699,Neutral,-1,-0.06966138907949453,16.916666666666668,0.35142857142855227,-1.5738196460694842,Near,
4793,4797,543.96,544.48,long,0.4032845770958233,Low,1.0428552204478314,Medium,-0.10165679352672304,Neutral,-1,-0.1479762280392602,17.916666666666668,0.4136642857142923,9.554482370367984,Below,
4801,4802,544.2521,544.29,long,0.41438416541370643,Low,0.6720734892100579,Medium,0.0021580538620696345,Neutral,-1,-0.08020410343753445,18.583333333333332,0.3884500000000019,0.6963094034713608,Near,
4803,4805,544.1451,544.29,long,0.4104173925268577,Low,0.6714608746525415,Medium,-0.009419394131960735,Neutral,-1,-0.09824515677081651,18.75,0.3715857142857187,2.6624050594457485,Near,
4817,4818,544.13,544.51,long,0.4630079152072886,Medium,8.273859688195614,High,-0.05865742959087336,Neutral,-1,-0.0842335427326693,19.916666666666668,0.44107142857143344,6.980838760887064,Near,
4821,4822,543.905,544.08,long,0.5188582498829286,Medium,0.36137285222982507,Low,-0.09427586148814175,Neutral,-1,-0.11835486217712236,13.666666666666666,0.48500000000000554,3.2167952960590456,Below,Midday
4823,4830,545.34,545.44,short,0.6938450658833387,Medium,0.6366479066308707,Low,0.1602483160152,Neutral,1,0.14484294078145338,13.833333333333334,0.5682142857142887,-1.8334586310751195,Above,Midday
4831,4833,545.995,545.42,short,0.8794161693164292,High,0.4002209184104806,Low,0.15421689434411723,Neutral,1,0.24056895093785757,14.5,0.7097928571428562,10.536254370633674,Above,Midday
4836,4841,545.98,545.78,short,0.9764167523060532,High,0.4781489990160139,Low,0.10831254428316736,Neutral,1,0.04642128538098023,14.916666666666666,0.7840714285714269,3.6636257462662076,Near,Close
4842,4846,546.14,545.9,short,0.9179239677773676,High,0.6755554169581864,Medium,0.03989212968835522,Neutral,1,0.039111113408184614,15.416666666666666,0.6453642857142816,4.395223688944929,Near,Close
4847,4850,545.9888,545.84,short,0.7192260097013382,Medium,0.48488159531802794,Low,0.015654786065221395,Neutral,1,0.007147355155788758,15.833333333333334,0.5018071428571359,2.7255657832280136,Near,Close
4852,4853,546.1295,545.93,short,0.6113789342702949,Medium,0.5425976052965953,Low,0.04618894575340249,Neutral,1,0.033695359436432336,16.25,0.4104142857142798,3.6534644352109997,Near,
