entry_idx,exit_idx,entry_price,exit_price,direction,volatility,volatility_regime,volume_ratio,volume_regime,trend_strength,trend_regime,trend_direction,vwap_distance,time_of_day,atr,return_bps,vwap_position,time_period
474,523,523.53,522.98,short,1.5632451648476036,High,2.0841020589069235,High,0.7347723559717321,Neutral,-1,0.6709353489663992,13.5,0.8150071428571388,10.510602873089463,Above,Midday
526,568,522.34,517.03,long,0.20014623648381658,Low,1.6163009177120233,High,-0.17059048415341718,Neutral,1,0.09947237344247524,17.833333333333332,0.22554999999999836,-102.17306053251026,Near,
570,571,518.06,517.45,short,1.0519922744176418,High,0.63972057435537,Low,0.45881869070003745,Neutral,-1,0.6901917019034353,14.916666666666666,0.7683071428571273,11.78104645163321,Above,Close
578,597,518.12,518.82,short,0.68599163054362,Medium,0.7854486899662789,Medium,0.2611895711875774,Neutral,1,0.6184588882936818,15.583333333333334,0.6489357142857151,-13.500590320117034,Above,Close
599,602,519.28,519.04,short,0.5621424615019138,Medium,0.6119953537289463,Low,-0.042491758120571196,Neutral,1,0.6301045458760632,17.333333333333332,0.528664285714277,4.622621239577934,Above,
606,608,517.8099,518.84,long,0.6016207232124564,Medium,1.457813759572753,High,-0.2823325249674354,Neutral,1,0.31211171292555756,17.916666666666668,0.5803285714285867,19.872646185074327,Above,
612,613,517.79,518.1,long,0.7698551272565499,High,0.9215937889662262,Medium,-0.20736089000257577,Neutral,1,0.2808912368051658,18.416666666666668,0.6935571428571572,5.98489239694946,Above,
616,618,517.51,517.865,long,0.7332735305699826,High,0.9145392029116546,Medium,-0.1955425644912509,Neutral,-1,0.21536388628536565,18.75,0.7936214285714495,6.857076207376669,Above,
629,630,519.1799,518.4,short,0.6863354845860115,Medium,2.0678382570589076,High,0.18358020366439487,Neutral,-1,0.11704472153005302,19.833333333333332,0.6146500000000158,15.032310318833494,Above,
642,655,519.16,519.525,short,0.7530430594219173,High,0.49042080223465295,Low,0.10653625435937761,Neutral,1,0.09980096670840347,14.333333333333334,0.6153499999999943,-7.027766166324476,Near,Midday
662,663,518.455,518.4999,long,0.3433355474107675,Low,0.9260268578866194,Medium,-0.19556437136324434,Neutral,1,-0.08967997953694924,16.0,0.45714285714283925,0.865953862178914,Near,Close
664,667,518.2499,518.5601,long,0.2846947653769284,Low,0.8154208347239386,Medium,-0.21019693514216048,Neutral,1,-0.12656047818979707,16.166666666666668,0.4428071428571343,5.9834395743705695,Below,
673,674,519.44,519.2001,short,0.4380640813330413,Medium,0.8871222067437657,Medium,0.10958978137490696,Neutral,-1,0.1075178266356758,16.916666666666668,0.43656428571429323,4.6192710885325345,Above,
687,688,519.41,519.2714,short,0.36983061773756565,Low,3.284727760873746,High,0.0647807766195078,Neutral,-1,0.09555287351434787,18.083333333333332,0.31646428571427315,2.668634883085357,Near,
704,705,519.62,519.085,short,0.35715179667323826,Low,1.602655042080409,High,0.09148309931941992,Neutral,1,0.07016966353154955,19.5,0.31603571428570376,10.300774470285546,Near,
706,707,518.62,518.87,long,0.42690753023082373,Medium,2.018603261151314,High,-0.09483882023835415,Neutral,1,-0.09292996767043377,19.666666666666668,0.3617499999999885,4.819082686839281,Near,
708,709,518.55,518.67,long,0.4268261703797756,Medium,4.19779706903123,High,-0.09618547758234398,Neutral,1,-0.0638217673240143,19.833333333333332,0.3925071428571251,2.3137617966364754,Near,
711,714,520.06,519.12,short,0.6455496074995687,Medium,1.7985495529734798,High,0.1940554211493917,Neutral,1,0.2278319798284465,13.5,0.5157142857142633,18.09028765690725,Above,Midday
