strategy_id,period,multiplier,trades,win_rate,avg_return_pct,total_return_pct,annual_return_pct,compound_annual_pct
2,12,0.5,2377,69.61279461279462,0.001572529154893354,3.736329272026594,4.420445899299069,3.874704765617998
20,30,0.5,1532,75.37557152188113,0.009229674086152384,14.130631025899302,16.717929664444245,17.395353154814465
200,46,2.5,732,70.3551912568306,-0.00570816594339484,-4.178377470565019,-4.943432500386784,-5.074699639064151
201,47,2.5,731,70.7250341997264,-0.0062702822207614285,-4.583576303376604,-5.422822668783588,-5.540101547307419
202,48,2.5,740,71.35135135135135,-0.006689431717501035,-4.95017947095076,-5.856550359998082,-5.9518198438314185
203,49,2.5,745,71.81208053691275,-0.0054159399198630605,-4.034875240297977,-4.773655213873662,-4.949298359469301
204,50,2.5,753,72.37715803452855,-0.0036622628678789396,-2.757683939512841,-3.2626119847757553,-3.5127557478233817
205,10,3.0,23,60.86956521739131,0.041007334448546866,0.9431686923165776,1.115861551473134,1.1181442261497754
206,11,3.0,38,73.68421052631578,0.04804316334269112,1.8256402070222622,2.1599123576038033,2.174823499626166
207,12,3.0,67,56.71641791044776,0.010592910890347215,0.7097250296532636,0.8396746829700583,0.83114459718443
208,13,3.0,78,57.692307692307686,-0.007553360520753487,-0.5891621206187724,-0.697036875098266,-0.7063814404660418
209,14,3.0,116,61.206896551724135,0.006946455801205747,0.8057888729398659,0.9533276806612497,0.9382070076947135
21,31,0.5,1492,75.5868544600939,0.0066063238748372876,9.850028897382373,11.653555315212948,11.583166412308987
210,15,3.0,151,59.60264900662252,0.007702290759938149,1.1630459047506598,1.375997971817682,1.3598529471691823
211,16,3.0,179,62.01117318435754,0.004788834483190405,0.8572013724910827,1.0141537364683233,0.9869609314289596
212,17,3.0,200,59.5,-0.004009948477863606,-0.8019896955727216,-0.9488328792691354,-0.9807268558440496
213,18,3.0,221,59.276018099547514,-0.0011358009653175839,-0.251012013335185,-0.29697195943881044,-0.3539202800580288
214,19,3.0,242,61.15702479338842,-0.00171090635040458,-0.41403933679790733,-0.48984935621160863,-0.5466538446551206
215,20,3.0,264,60.22727272727273,1.5345093097535858e-05,0.004051104577750073,0.004792856120155016,-0.06947147385499841
216,21,3.0,266,61.65413533834586,-0.005455693382769566,-1.451214439816704,-1.7169297597831428,-1.7966125936457078
217,22,3.0,287,61.32404181184668,-0.0010766740287452643,-0.30900544624988935,-0.3655839082393057,-0.47047391452950116
218,23,3.0,310,62.903225806451616,3.4934751032720465e-05,0.010829772820143971,0.012812688970311178,-0.1074896730924979
219,24,3.0,339,65.48672566371681,-0.0014555584095144037,-0.49343430082538287,-0.5837814263286221,-0.6866488837330875
22,32,0.5,1462,76.24914442162903,0.007738210956560957,11.305526207535554,13.375552132858964,13.515633010238126
220,25,3.0,368,65.76086956521739,-0.004616077402871663,-1.6987164842567717,-2.009749079965758,-2.103515617267304
221,26,3.0,397,65.23929471032746,-0.0032079680534717564,-1.2735633172282887,-1.5067509668616375,-1.6110064380305378
222,27,3.0,408,62.99019607843137,-0.004857893650068624,-1.9820206092279988,-2.3449257911993224,-2.4315815676041797
223,28,3.0,425,64.23529411764706,-0.0019210279759847308,-0.8164368897935115,-0.9659253344035911,-1.0816920736608893
224,29,3.0,435,62.98850574712643,-0.002022725641062519,-0.8798856538621972,-1.0409914778087968,-1.1599903452842009
225,30,3.0,456,62.93859649122807,-0.000663162753921693,-0.3024022157882931,-0.3577716355805158,-0.48481718853196076
226,31,3.0,458,64.41048034934498,-0.0004446137280148783,-0.2036330874308173,-0.24091801893223455,-0.37171242932438897
227,32,3.0,463,62.419006479481645,-0.0023153758186447533,-1.072019004032521,-1.2683041737849545,-1.387303318001043
228,33,3.0,482,65.56016597510373,0.0009515885888219167,0.45866569981216443,0.5426467434397438,0.41198138108689
229,34,3.0,490,65.51020408163265,-0.00031173315030040734,-0.15274924364720208,-0.18071741501922498,-0.3119957864042955
23,33,0.5,1439,76.35605006954103,0.00813492069514037,11.698015959611848,13.83990620573796,14.039816686271212
230,35,3.0,506,67.58893280632411,0.0009589967101018082,0.4852523353115137,0.5741013544530584,0.4414242433923077
231,36,3.0,520,67.11538461538461,-0.0010963101264169699,-0.5700812657368243,-0.6744623425618765,-0.806994606381628
232,37,3.0,548,67.15328467153284,0.0004083186576831105,0.2237586244103438,0.2647285133868857,0.12572760373221747
233,38,3.0,552,67.7536231884058,-0.000362781988407151,-0.20025565760074812,-0.23692218645722316,-0.37706880956047684
234,39,3.0,557,69.29982046678636,0.0028202838123027223,1.5708980834526147,1.8585273100002766,1.725462760959795
235,40,3.0,575,69.04347826086956,0.0018875609538171148,1.0853475484448398,1.284073155906571,1.1449895970703228
236,41,3.0,573,68.93542757417103,0.0005796250559263461,0.3321251570457952,0.392936805518969,0.24392656618767994
237,42,3.0,580,68.44827586206897,-2.1083810786739218e-05,-0.012228610256310134,-0.014467651570845792,-0.1666416325959097
238,43,3.0,587,68.99488926746167,-1.3492276311570921e-05,-0.007919966194894863,-0.009370100850298147,-0.16587106188645784
239,44,3.0,587,67.97274275979557,0.00023293303592052835,0.1367316920853476,0.16176707232632676,0.004096186963931103
24,34,0.5,1417,76.27118644067797,0.00945673278221112,13.390733619610959,15.842558085173527,16.33383797919159
240,45,3.0,591,68.52791878172589,0.0018643013472705015,1.1018020962368638,1.3035405082238951,1.1483491626641085
241,46,3.0,590,68.30508474576271,0.0016439837670635987,0.9699504225675223,1.1475469788122798,0.9857813012069006
242,47,3.0,592,68.24324324324324,0.00020231849826091242,0.11977255097045815,0.14170273635941527,-0.03760100288187074
243,48,3.0,605,69.58677685950413,0.0024920440207209047,1.5076866325361487,1.783741931451218,1.6144074499080618
244,49,3.0,609,69.95073891625616,0.0033722946225044253,2.0537274251051936,2.429762024068116,2.2711337606076354
245,50,3.0,600,69.5,0.001825226885734929,1.0951361314409542,1.2956540146625375,1.1116954850389549
246,10,3.5,2,50.0,-0.042762306079866086,-0.08552461215973217,-0.10118404818897891,-0.10127410791784808
247,11,3.5,9,55.55555555555556,0.060651286688765356,0.5458615801988882,0.6458080667141777,0.6448002462626112
248,12,3.5,23,56.52173913043478,0.052157283693605214,1.19961752495292,1.4192658041696515,1.4247663447879866
249,13,3.5,32,68.75,0.037883348384807856,1.2122671483138514,1.4342315557515988,1.436663385807524
25,35,0.5,1384,76.64497469269703,0.009816250355249799,13.575874241310478,16.061597693944794,16.591081017413643
250,14,3.5,42,64.28571428571429,0.025354339479873256,1.0648822581546769,1.2598606997886317,1.2586276363116156
251,15,3.5,63,55.55555555555556,-0.0020358262969642667,-0.12825705670874862,-0.15174074314837868,-0.1623842312817203
252,16,3.5,71,59.154929577464785,-0.013216895497626398,-0.9383995803314736,-1.1102192218006168,-1.1180970645371047
253,17,3.5,89,66.29213483146067,0.0011692828326314115,0.10406617210419516,0.12312054164439991,0.1047539558707733
254,18,3.5,127,62.99212598425197,0.007646313024335251,0.9710817540905768,1.148885455543781,1.1324769106188404
255,19,3.5,152,61.8421052631579,0.007093669248421391,1.0782377257600513,1.2756615347020324,1.2577824010287841
256,20,3.5,163,63.190184049079754,0.008667750080284463,1.4128432630863674,1.6715328746373923,1.6446629654886413
257,21,3.5,172,61.627906976744185,0.003992827891690616,0.6867663973707855,0.8125123574527604,0.7733886431322334
258,22,3.5,186,59.67741935483871,-0.007897066434001433,-1.4688543567242665,-1.7377995206315264,-1.7680220254298273
259,23,3.5,209,64.11483253588517,-0.0005976482645932547,-0.12490848729998895,-0.14777905539717,-0.20844260103215495
26,36,0.5,1361,76.91176470588236,0.009602855721090396,13.059883780682945,15.451130106723484,15.881435965354562
260,24,3.5,222,62.16216216216216,-0.00608088371794181,-1.3499561853830793,-1.597131261579981,-1.6590523895683051
261,25,3.5,235,62.12765957446808,-0.001248693937939708,-0.29344307541583153,-0.34717208922436404,-0.43786809486835443
262,26,3.5,252,63.888888888888886,0.004092938225352717,1.0314204327888854,1.2202720613276954,1.1318836365330043
263,27,3.5,262,64.12213740458014,-0.0012067337039611539,-0.31616423043782305,-0.37405345572925547,-0.4633987641923798
264,28,3.5,277,63.1768953068592,-0.0013961569314706061,-0.3867354700173572,-0.4575461898796902,-0.548371202350284
265,29,3.5,303,65.34653465346535,-0.001347683878205452,-0.40834821509625147,-0.48311619814204393,-0.5766951781477903
266,30,3.5,312,63.78205128205128,-0.004543128705598351,-1.417456156146684,-1.6769903819200207,-1.756685291199278
267,31,3.5,321,62.928348909657316,-0.0010149695007113657,-0.3258052097283479,-0.3854596847490313,-0.48758945786849806
268,32,3.5,341,61.29032258064516,-0.0012119370180888602,-0.41327052316830065,-0.48893977388925713,-0.5914810385231895
269,33,3.5,352,62.78409090909091,-0.0009903003531973205,-0.34858572432545587,-0.4124112794836379,-0.5284676251651077
27,37,0.5,1335,77.06146926536732,0.00965320565179591,12.877376339495742,15.235205810107638,15.647550841815217
270,34,3.5,363,63.91184573002755,0.0009556313951456965,0.34689419643788744,0.41041003522228936,0.293030941225636
271,35,3.5,368,63.58695652173913,0.0011236546960260703,0.4135049281375953,0.48921709807828173,0.3707232568536334
272,36,3.5,383,65.53524804177546,0.0015645175358246525,0.5992102162208404,0.7089247628528252,0.5891273547525167
273,37,3.5,388,62.88659793814433,-0.002139449786884402,-0.8301065173111482,-0.9820978514667105,-1.098711819281506
274,38,3.5,400,64.0,-0.0010032278143103177,-0.4012911257241245,-0.474766965645443,-0.5924366502119693
