strategy_idx,sr_period,min_touches,entry_zone,exit_zone,min_range,total_trades,avg_return_bps,win_rate,long_trades,short_trades,long_return_bps,short_return_bps
20,10,2,0.0015,0.001,0.002,3270,-0.8121502844125688,0.4819571865443425,1918,1352,-0.7707988692796663,-0.8708130168274408
21,10,2,0.0015,0.001,0.003,2875,-0.8524295809937903,0.4768695652173913,1523,1352,-0.8361102078834189,-0.8708130168274408
22,10,2,0.0015,0.001,0.004,2088,-0.9482451271102884,0.47270114942528735,990,1098,-1.2085493296874235,-0.7135446165899205
23,10,2,0.0015,0.001,0.005,1503,-0.8398662714620632,0.46773120425815035,717,786,-0.9864075154266927,-0.7061893351737181
24,10,2,0.0015,0.0015,0.002,2085,-1.0865557097432144,0.46091127098321344,1111,974,-0.9865276917389553,-1.2006533770971488
25,10,2,0.0015,0.0015,0.003,2085,-1.0865557097432144,0.46091127098321344,1111,974,-0.9865276917389553,-1.2006533770971488
26,10,2,0.0015,0.0015,0.004,1749,-1.0182483024532123,0.45740423098913663,846,903,-0.9083784974511199,-1.121182804149525
27,10,2,0.0015,0.0015,0.005,1360,-0.959102203112833,0.45,658,702,-0.6934504182737676,-1.2081034487312163
28,10,2,0.0015,0.002,0.002,1033,-0.568667946091354,0.4530493707647628,500,533,-0.5253401864730902,-0.6093131239696502
29,10,2,0.0015,0.002,0.003,1033,-0.568667946091354,0.4530493707647628,500,533,-0.5253401864730902,-0.6093131239696502
30,10,2,0.0015,0.002,0.004,1033,-0.568667946091354,0.4530493707647628,500,533,-0.5253401864730902,-0.6093131239696502
31,10,2,0.0015,0.002,0.005,1027,-0.5462398056539771,0.45569620253164556,497,530,-0.5127286943385767,-0.5776643760761547
32,10,2,0.0015,0.0025,0.002,681,-0.5207594455424176,0.4654919236417034,322,359,-0.1816514273481491,-0.8249176122793379
33,10,2,0.0015,0.0025,0.003,681,-0.5207594455424176,0.4654919236417034,322,359,-0.1816514273481491,-0.8249176122793379
34,10,2,0.0015,0.0025,0.004,681,-0.5207594455424176,0.4654919236417034,322,359,-0.1816514273481491,-0.8249176122793379
35,10,2,0.0015,0.0025,0.005,681,-0.5207594455424176,0.4654919236417034,322,359,-0.1816514273481491,-0.8249176122793379
36,10,2,0.0015,0.003,0.002,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
37,10,2,0.0015,0.003,0.003,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
38,10,2,0.0015,0.003,0.004,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
39,10,2,0.0015,0.003,0.005,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
40,10,2,0.002,0.001,0.002,3306,-0.7345762693725081,0.4897156684815487,2138,1168,-0.6440937842996961,-0.9002025990691449
41,10,2,0.002,0.001,0.003,2928,-0.7651927655540702,0.48633879781420764,1760,1168,-0.6755953305849751,-0.9002025990691449
42,10,2,0.002,0.001,0.004,2233,-0.9087264846552308,0.47917599641737574,1117,1116,-0.973003277334466,-0.8443920962836301
43,10,2,0.002,0.001,0.005,1550,-0.7923552692734342,0.4703225806451613,739,811,-0.8904691237919039,-0.702951892591376
44,10,2,0.002,0.0015,0.002,2225,-0.9605368020239927,0.4696629213483146,1310,915,-0.741963152613508,-1.2734673820543043
45,10,2,0.002,0.0015,0.003,2225,-0.9605368020239927,0.4696629213483146,1310,915,-0.741963152613508,-1.2734673820543043
46,10,2,0.002,0.0015,0.004,1915,-0.9665986076411458,0.46475195822454307,1000,915,-0.6858136790531059,-1.2734673820543043
47,10,2,0.002,0.0015,0.005,1416,-0.9033579500761482,0.4540960451977401,683,733,-0.6003698363370342,-1.185678388935377
48,10,2,0.002,0.002,0.002,1281,-0.49153393655267086,0.47384855581576896,659,622,-0.19755418506000624,-0.8030012295328409
49,10,2,0.002,0.002,0.003,1281,-0.49153393655267086,0.47384855581576896,659,622,-0.19755418506000624,-0.8030012295328409
50,10,2,0.002,0.002,0.004,1281,-0.49153393655267086,0.47384855581576896,659,622,-0.19755418506000624,-0.8030012295328409
51,10,2,0.002,0.002,0.005,1118,-0.5105446939838638,0.46153846153846156,539,579,-0.41855649339738293,-0.596177923890795
52,10,2,0.002,0.0025,0.002,683,-0.5223929202815385,0.465592972181552,322,361,-0.1816514273481491,-0.8263230053910986
53,10,2,0.002,0.0025,0.003,683,-0.5223929202815385,0.465592972181552,322,361,-0.1816514273481491,-0.8263230053910986
54,10,2,0.002,0.0025,0.004,683,-0.5223929202815385,0.465592972181552,322,361,-0.1816514273481491,-0.8263230053910986
55,10,2,0.002,0.0025,0.005,683,-0.5223929202815385,0.465592972181552,322,361,-0.1816514273481491,-0.8263230053910986
56,10,2,0.002,0.003,0.002,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
57,10,2,0.002,0.003,0.003,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
58,10,2,0.002,0.003,0.004,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
59,10,2,0.002,0.003,0.005,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
60,10,2,0.0025,0.001,0.002,3223,-0.8024515615094795,0.4830902885510394,2260,963,-0.732742604703134,-0.9660468287808611
61,10,2,0.0025,0.001,0.003,2875,-0.8446030334129438,0.47791304347826086,1912,963,-0.7834365193233496,-0.9660468287808611
62,10,2,0.0025,0.001,0.004,2258,-1.067167141061783,0.46988485385296724,1295,963,-1.1423631725108392,-0.9660468287808611
63,10,2,0.0025,0.001,0.005,1642,-1.01811319573627,0.4701583434835566,826,816,-1.1602595087450862,-0.874224893597443
64,10,2,0.0025,0.0015,0.002,2239,-1.0568586910299633,0.4644930772666369,1459,780,-0.8673293940639613,-1.4113756708676524
65,10,2,0.0025,0.0015,0.003,2239,-1.0568586910299633,0.4644930772666369,1459,780,-0.8673293940639613,-1.4113756708676524
66,10,2,0.0025,0.0015,0.004,1943,-1.0777952798883708,0.4590838908903757,1163,780,-0.8540698242014922,-1.4113756708676524
67,10,2,0.0025,0.0015,0.005,1515,-1.1416889916894055,0.45544554455445546,775,740,-0.9230427235775845,-1.3706766373470558
68,10,2,0.0025,0.002,0.002,1397,-0.6253666535274558,0.47315676449534716,810,587,-0.4720165075420835,-0.8369741803556529
69,10,2,0.0025,0.002,0.003,1397,-0.6253666535274558,0.47315676449534716,810,587,-0.4720165075420835,-0.8369741803556529
70,10,2,0.0025,0.002,0.004,1397,-0.6253666535274558,0.47315676449534716,810,587,-0.4720165075420835,-0.8369741803556529
71,10,2,0.0025,0.002,0.005,1247,-0.8428952434752514,0.4595028067361668,660,587,-0.8481614011285913,-0.8369741803556529
72,10,2,0.0025,0.0025,0.002,846,-0.8527062797581942,0.46926713947990545,429,417,-0.7127963601037322,-0.9966423841509139
73,10,2,0.0025,0.0025,0.003,846,-0.8527062797581942,0.46926713947990545,429,417,-0.7127963601037322,-0.9966423841509139
74,10,2,0.0025,0.0025,0.004,846,-0.8527062797581942,0.46926713947990545,429,417,-0.7127963601037322,-0.9966423841509139
75,10,2,0.0025,0.0025,0.005,846,-0.8527062797581942,0.46926713947990545,429,417,-0.7127963601037322,-0.9966423841509139
76,10,2,0.0025,0.003,0.002,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
77,10,2,0.0025,0.003,0.003,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
78,10,2,0.0025,0.003,0.004,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
79,10,2,0.0025,0.003,0.005,464,-1.1326035461049146,0.46336206896551724,227,237,-1.124799079024878,-1.1400787107765107
80,10,2,0.003,0.001,0.002,3121,-0.6871391098281918,0.49022749118872155,2325,796,-0.6725156630256425,-0.7298520668833771
81,10,2,0.003,0.001,0.003,2787,-0.7177665858375414,0.485827054180122,1991,796,-0.7129348214415167,-0.7298520668833771
82,10,2,0.003,0.001,0.004,2218,-0.9151007518795066,0.478809738503156,1422,796,-1.018798328009548,-0.7298520668833771
83,10,2,0.003,0.001,0.005,1675,-0.8273568718491706,0.4823880597014925,911,764,-0.9754415114181849,-0.6507795071274797
84,10,2,0.003,0.0015,0.002,2223,-0.8717887721447128,0.4727845254161044,1548,675,-0.744701441105156,-1.1632423846620965
85,10,2,0.003,0.0015,0.003,2223,-0.8717887721447128,0.4727845254161044,1548,675,-0.744701441105156,-1.1632423846620965
86,10,2,0.003,0.0015,0.004,1940,-0.8653583651204233,0.46855670103092784,1265,675,-0.7064083942187399,-1.1632423846620965
87,10,2,0.003,0.0015,0.005,1547,-0.9326500566938697,0.4673561732385262,872,675,-0.7541525551129599,-1.1632423846620965
88,10,2,0.003,0.002,0.002,1433,-0.3701103294632063,0.4933705512909979,905,528,-0.3231161587583182,-0.4506590500842737
89,10,2,0.003,0.002,0.003,1433,-0.3701103294632063,0.4933705512909979,905,528,-0.3231161587583182,-0.4506590500842737
90,10,2,0.003,0.002,0.004,1433,-0.3701103294632063,0.4933705512909979,905,528,-0.3231161587583182,-0.4506590500842737
91,10,2,0.003,0.002,0.005,1285,-0.5523759328596165,0.4840466926070039,757,528,-0.6233224508323786,-0.4506590500842737
