strategy_id,period,multiplier,filter_id,trades,total_return,annual_return,win_rate
1850,10,1.0,74,878,7.629695599109729,9.02668211725658,0.6738882554161916
1860,10,2.0,74,156,1.088273732132672,1.28753511970626,0.5870967741935483
1870,10,3.0,74,17,1.226969254903398,1.4516255973504988,0.6875
1880,10,1.5,75,403,2.457680337270777,2.9076781455034544,0.6368159203980099
1890,10,2.5,75,46,-0.08699663286131597,-0.10292559380775411,0.6
1900,10,1.0,76,897,7.415825013682631,8.773652128863958,0.6752232142857143
1910,10,2.0,76,160,0.964080098589014,1.1406018067813688,0.5849056603773585
1920,10,3.0,76,18,1.1798371021182716,1.3958636137737297,0.6470588235294118
1930,10,1.5,77,411,1.7259871220164056,2.0420129330898322,0.6292682926829268
1940,10,2.5,77,47,-0.13412878564644226,-0.15868757738452324,0.5869565217391305
1950,10,1.0,78,887,7.182752131826686,8.497903930611855,0.6738148984198645
1960,10,2.0,78,157,0.7196497832808172,0.8514166450082907,0.5897435897435898
1970,10,3.0,78,18,1.1798371021182716,1.3958636137737297,0.6470588235294118
1980,10,1.5,79,411,2.221661365019297,2.6284444318538163,0.6292682926829268
1990,10,2.5,79,47,0.00932948885637155,0.011037705125848032,0.6086956521739131
2000,10,1.0,80,884,6.965511414908862,8.240886744399218,0.6727066817667045
2010,10,2.0,80,158,0.8555747539049524,1.0122292863100846,0.5796178343949044
2020,10,3.0,80,18,1.3232953766210853,1.565588896284101,0.7058823529411765
2030,10,1.5,81,407,2.0474722687600693,2.4223615574062793,0.6305418719211823
2040,10,2.5,81,47,0.00932948885637155,0.011037705125848032,0.6086956521739131
2050,10,1.0,82,884,8.181533093843111,9.679560280039738,0.6761041902604756
2060,10,2.0,82,157,1.4322387102439902,1.6944796008520449,0.5897435897435898
2070,10,3.0,82,17,1.226969254903398,1.4516255973504988,0.6875
2080,10,1.5,83,404,2.1633038038564583,2.5594016834358095,0.6327543424317618
2090,10,2.5,83,46,-0.08699663286131597,-0.10292559380775411,0.6
2100,10,1.0,84,873,7.638485884707522,9.037081891766645,0.6743119266055045
2110,10,2.0,84,154,1.1878083949357925,1.405294439078966,0.5947712418300654
2120,10,3.0,84,17,1.226969254903398,1.4516255973504988,0.6875
2200,10,1.0,88,598,3.04538390596314,3.6029894098718835,0.6767169179229481
2210,10,2.0,88,162,0.42109568648088364,0.4981977135830173,0.577639751552795
2220,10,3.0,88,22,0.7999070109431794,0.9463688580172827,0.5714285714285714
2230,10,1.5,89,340,1.5242582750869549,1.8033478184127354,0.6489675516224189
2240,10,2.5,89,55,0.12121401295423671,0.14340812800219555,0.5370370370370371
2250,10,1.0,90,371,2.262981623119842,2.6773303710150245,0.6756756756756757
2260,10,2.0,90,105,0.6311295152081241,0.7466884405279215,0.625
2270,10,3.0,90,19,0.701667847607023,0.8301422422392948,0.5555555555555556
2280,10,1.5,91,207,3.3662335276077364,3.98258614533873,0.6553398058252428
2290,10,2.5,91,41,-0.27422874682322435,-0.32443964412888515,0.5
2300,10,1.0,92,744,6.538680159449342,7.735903287235841,0.6944818304172274
2310,10,2.0,92,115,1.0491106423784713,1.2412013233773462,0.5701754385964912
2320,10,3.0,92,10,0.805386786619698,0.9528519729021779,0.5555555555555556
2330,10,1.5,93,341,2.4295489510225936,2.8743959420548997,0.6352941176470588
2340,10,2.5,93,36,0.5159073307546296,0.6103692363857589,0.5142857142857142
2350,10,1.0,94,744,6.538680159449342,7.735903287235841,0.6944818304172274
2360,10,2.0,94,115,1.0491106423784713,1.2412013233773462,0.5701754385964912
2370,10,3.0,94,10,0.805386786619698,0.9528519729021779,0.5555555555555556
2380,10,1.5,95,341,2.4295489510225936,2.8743959420548997,0.6352941176470588
2390,10,2.5,95,36,0.5159073307546296,0.6103692363857589,0.5142857142857142
2400,10,1.0,96,744,6.538680159449342,7.735903287235841,0.6944818304172274
2410,10,2.0,96,115,1.0491106423784713,1.2412013233773462,0.5701754385964912
2420,10,3.0,96,10,0.805386786619698,0.9528519729021779,0.5555555555555556
2430,10,1.5,97,341,2.4295489510225936,2.8743959420548997,0.6352941176470588
2440,10,2.5,97,36,0.5159073307546296,0.6103692363857589,0.5142857142857142
2450,10,1.0,98,744,6.538680159449342,7.735903287235841,0.6944818304172274
2460,10,2.0,98,115,1.0491106423784713,1.2412013233773462,0.5701754385964912
2470,10,3.0,98,10,0.805386786619698,0.9528519729021779,0.5555555555555556
2480,10,1.5,99,341,2.4295489510225936,2.8743959420548997,0.6352941176470588
2490,10,2.5,99,36,0.5159073307546296,0.6103692363857589,0.5142857142857142
2500,10,1.0,100,744,6.538680159449342,7.735903287235841,0.6944818304172274
2510,10,2.0,100,115,1.0491106423784713,1.2412013233773462,0.5701754385964912
2520,10,3.0,100,10,0.805386786619698,0.9528519729021779,0.5555555555555556
2530,10,1.5,101,125,2.115108653316648,2.502382068712654,0.6532258064516129
2540,10,2.5,101,34,-0.3010373423086794,-0.3561568556891418,0.5151515151515151
2550,10,1.0,102,104,0.5702253008662826,0.6746327503206724,0.6310679611650486
2560,10,2.0,102,63,0.07846109211485822,0.09282720757250831,0.532258064516129
2570,10,3.0,102,17,1.1917210785679981,1.4099235295734063,0.6875
2580,10,1.5,103,68,0.5935502826960044,0.7022285034713291,0.6567164179104478
2590,10,2.5,103,29,0.20538256944351904,0.24298782863740281,0.5714285714285714
2600,10,1.0,104,1623,8.931205800037038,10.56649700286072,0.6800246609124537
2610,10,2.0,104,267,0.2583492209659993,0.3056525994527316,0.575187969924812
2620,10,3.0,104,23,0.9151891380251048,1.0827589801987154,0.5909090909090909
2630,10,1.5,105,748,2.554655647629305,3.0224094986036847,0.6305220883534136
2640,10,2.5,105,80,-0.1151187468128382,-0.13619682721518886,0.5443037974683544
2650,10,1.0,106,1623,8.931205800037038,10.56649700286072,0.6800246609124537
2660,10,2.0,106,267,0.2583492209659993,0.3056525994527316,0.575187969924812
2670,10,3.0,106,23,0.9151891380251048,1.0827589801987154,0.5909090909090909
2680,10,1.5,107,748,2.554655647629305,3.0224094986036847,0.6305220883534136
2690,10,2.5,107,80,-0.1151187468128382,-0.13619682721518886,0.5443037974683544
2700,10,1.0,108,857,4.473652922551883,5.292772471751523,0.6728971962616822
2710,10,2.0,108,205,0.9726227920255653,1.15070865535419,0.5882352941176471
2720,10,3.0,108,22,0.7999070109431794,0.9463688580172827,0.5714285714285714
