strategy_id,strategy_hash,strategy_type,symbol,timeframe,param_period,param_std_dev,param_fast_period,param_slow_period,param_multiplier,full_config,constraints,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades
SPY_5m_bollinger_bands_26_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_26_15.parquet,0.1417074173637749,1.559306476377849,-0.04771067910706339,2526
SPY_5m_bollinger_bands_26_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_26_20.parquet,0.02841351315248808,0.530843561985062,-0.05896877105280418,1549
SPY_5m_bollinger_bands_26_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_26_25.parquet,-0.012053646004782426,-0.2957363746483237,-0.04757746593052037,810
SPY_5m_bollinger_bands_26_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_26_30.parquet,-0.008377702882546356,-0.3928080526491768,-0.01930616462064716,407
SPY_5m_bollinger_bands_27_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_27_10.parquet,0.15995567255140508,1.5071752705324273,-0.04505821863263204,2727
SPY_5m_bollinger_bands_27_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_27_15.parquet,0.13768373194888128,1.5157574056210086,-0.04660449277739254,2492
SPY_5m_bollinger_bands_27_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_27_20.parquet,0.016548453634011473,0.31741799528073467,-0.06612682150707405,1551
SPY_5m_bollinger_bands_27_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_27_25.parquet,-0.0010165035383750132,-0.007818227044450418,-0.04481347371360722,810
SPY_5m_bollinger_bands_27_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_27_30.parquet,-0.013576791109223052,-0.6383970518878734,-0.021888133440706392,399
SPY_5m_bollinger_bands_28_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_28_10.parquet,0.16803586111405777,1.5751728793624726,-0.045192465249028424,2711
SPY_5m_bollinger_bands_28_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_28_15.parquet,0.13437643657793075,1.4699634087483004,-0.05008801315668954,2458
SPY_5m_bollinger_bands_28_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_28_20.parquet,0.003033672521369324,0.08092393213610326,-0.07608202120169061,1526
SPY_5m_bollinger_bands_28_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_28_25.parquet,-0.005178007694769282,-0.1152954102946855,-0.04332234462716167,818
SPY_5m_bollinger_bands_28_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_28_30.parquet,-0.009844641488514716,-0.44801090982884667,-0.0214863970218655,419
SPY_5m_bollinger_bands_29_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_29_10.parquet,0.15694369784639894,1.4819812474409422,-0.042131918796858736,2681
SPY_5m_bollinger_bands_29_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_29_15.parquet,0.1264872373564998,1.3857168782529208,-0.050676693527899164,2430
SPY_5m_bollinger_bands_29_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_29_20.parquet,0.011806534901203536,0.23541798450731558,-0.07393160403353127,1536
SPY_5m_bollinger_bands_29_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_29_25.parquet,0.0013231302931393518,0.05129770014175821,-0.050432868735295955,804
SPY_5m_bollinger_bands_29_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_29_30.parquet,-0.008169618199759476,-0.3687920758272317,-0.022107119693323574,425
SPY_5m_bollinger_bands_30_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_30_10.parquet,0.17515931773518445,1.627894093899508,-0.037705324973569154,2675
SPY_5m_bollinger_bands_30_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_30_15.parquet,0.1263975682567735,1.3855915228260895,-0.05018699076463995,2432
SPY_5m_bollinger_bands_30_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_30_20.parquet,0.020063786916238557,0.3669568620806196,-0.07592136989049947,1524
SPY_5m_bollinger_bands_30_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_30_25.parquet,-0.005999743142069747,-0.12111328464760182,-0.04863796855575531,802
SPY_5m_bollinger_bands_30_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_30_30.parquet,-0.006719806100870196,-0.2997237868789092,-0.022078351474793756,425
SPY_5m_bollinger_bands_31_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_31_10.parquet,0.16761832008585698,1.56469759042116,-0.03763307398363447,2620
SPY_5m_bollinger_bands_31_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_31_15.parquet,0.10144437783753957,1.1433150714524332,-0.05254556906568153,2356
SPY_5m_bollinger_bands_31_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_31_20.parquet,0.015684649591783284,0.3037078833655131,-0.07059299315479972,1514
SPY_5m_bollinger_bands_31_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_31_25.parquet,-0.015652353331861657,-0.3449767855717296,-0.05290176370510846,818
SPY_5m_bollinger_bands_31_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_31_30.parquet,-0.013373156460755542,-0.5990391806323654,-0.02403352567482142,427
SPY_5m_bollinger_bands_32_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_32_10.parquet,0.1655182152245518,1.545053972236761,-0.03620037905422824,2614
SPY_5m_bollinger_bands_32_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_32_15.parquet,0.09879401942350752,1.1159034432977293,-0.056227917544415584,2340
SPY_5m_bollinger_bands_32_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_32_20.parquet,0.01202045568491994,0.23719974913610897,-0.0817967832519434,1488
SPY_5m_bollinger_bands_32_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_32_25.parquet,0.0027036380378913094,0.08258429552206571,-0.04232728906029115,834
SPY_5m_bollinger_bands_32_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_32_30.parquet,-0.022828776847632848,-0.7307397391028454,-0.03244955295653884,419
SPY_5m_bollinger_bands_33_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_33_10.parquet,0.15614151475665694,1.4649750408316928,-0.038575687392471414,2570
SPY_5m_bollinger_bands_33_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_33_15.parquet,0.08381948342866719,0.9498235372363133,-0.05787339096604249,2298
SPY_5m_bollinger_bands_33_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_33_20.parquet,-0.013033850229221544,-0.20667714284825436,-0.079736380667212,1467
SPY_5m_bollinger_bands_33_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_33_25.parquet,0.002944869476788181,0.08831841135733232,-0.03880250970473709,831
SPY_5m_bollinger_bands_33_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_33_30.parquet,-0.03665734790173669,-1.187925437714281,-0.04268945922487266,411
SPY_5m_bollinger_bands_34_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_34_10.parquet,0.18410529837277623,1.6979161364449964,-0.03557206166639326,2553
SPY_5m_bollinger_bands_34_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_34_15.parquet,0.09659234079157941,1.0823323204453037,-0.054407778160159515,2264
SPY_5m_bollinger_bands_34_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_34_20.parquet,-0.012145055967688223,-0.18929536010905498,-0.07680189014177086,1437
SPY_5m_bollinger_bands_34_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_34_25.parquet,0.008347608998229505,0.21287504606570476,-0.0361904054440223,817
SPY_5m_bollinger_bands_34_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_34_30.parquet,-0.04015676568476101,-1.3052808637188433,-0.04236465698444969,411
SPY_5m_bollinger_bands_35_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_35_10.parquet,0.161211229489032,1.5143378700811545,-0.04420161375948295,2565
SPY_5m_bollinger_bands_35_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_35_15.parquet,0.09858541534272702,1.1045290999394681,-0.051020924762886555,2230
SPY_5m_bollinger_bands_35_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_35_20.parquet,-0.018799533053425743,-0.304872956993441,-0.07583221636516535,1415
SPY_5m_bollinger_bands_35_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_35_25.parquet,-0.002405057908278385,-0.035776640992236736,-0.03323864109754937,818
SPY_5m_bollinger_bands_35_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_35_30.parquet,-0.041572893823867196,-1.353007043984753,-0.04323742148224108,417
SPY_5m_bollinger_bands_36_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_36_10.parquet,0.16657245954226196,1.5598119329954647,-0.04466504859806697,2567
SPY_5m_bollinger_bands_36_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_36_15.parquet,0.11607820857918605,1.2898406168489707,-0.04976102811824179,2241
SPY_5m_bollinger_bands_36_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_36_20.parquet,-0.015255360941950014,-0.2414302203609504,-0.07250219555128745,1427
SPY_5m_bollinger_bands_36_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_36_25.parquet,-0.00260059044175065,-0.039828357733815205,-0.03496097100524809,820
SPY_5m_bollinger_bands_36_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_36_30.parquet,-0.041533144672695976,-1.3407577316787453,-0.04319774136455301,431
SPY_5m_bollinger_bands_37_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_37_10.parquet,0.14856715746744253,1.4028011274165864,-0.043395226650862706,2548
SPY_5m_bollinger_bands_37_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_37_15.parquet,0.10705673253312509,1.1955475036521583,-0.049368235762974444,2207
SPY_5m_bollinger_bands_37_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_37_20.parquet,-0.0053894611325980835,-0.06485466738340614,-0.055202902204883,1407
SPY_5m_bollinger_bands_37_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_37_25.parquet,-0.010734947524896898,-0.22839915769996288,-0.03663218520540512,816
SPY_5m_bollinger_bands_37_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_37_30.parquet,-0.02947206497210464,-1.2369317899832686,-0.03115760848466642,419
SPY_5m_bollinger_bands_38_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_38_10.parquet,0.13774673920245517,1.312734536391142,-0.046578727787667806,2493
SPY_5m_bollinger_bands_38_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_38_15.parquet,0.07109838906818822,0.8281174927749845,-0.05387045415465097,2169
SPY_5m_bollinger_bands_38_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_38_20.parquet,-0.013625944377907095,-0.20682054282063364,-0.05376738906273315,1370
SPY_5m_bollinger_bands_38_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_38_25.parquet,-0.018763069006535016,-0.40830235312076174,-0.04523549356760348,809
SPY_5m_bollinger_bands_38_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_38_30.parquet,-0.018203041259482022,-0.660245663870894,-0.02659450270417607,426
SPY_5m_bollinger_bands_39_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_39_10.parquet,0.144319266514215,1.3678743125149049,-0.045479330699451204,2464
SPY_5m_bollinger_bands_39_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_39_15.parquet,0.09417375998154798,1.0672838260441677,-0.054323341579300966,2140
SPY_5m_bollinger_bands_39_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_39_20.parquet,-0.013240677842167758,-0.20043391601719568,-0.053337683669117064,1367
SPY_5m_bollinger_bands_39_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_39_25.parquet,-0.030662677387073622,-0.682819800231158,-0.05359363740456857,799
SPY_5m_bollinger_bands_39_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_39_30.parquet,-0.014591131519262723,-0.5197845202830298,-0.02496533342277818,410
SPY_5m_bollinger_bands_40_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_40_10.parquet,0.22952659083404714,1.6889897094275101,-0.050102672456004194,2438
SPY_5m_bollinger_bands_40_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_40_15.parquet,0.09666168189729563,1.099649674995105,-0.0562922876897628,2104
SPY_5m_bollinger_bands_40_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_40_20.parquet,-0.013068976661264387,-0.19702536878442925,-0.05243432363609657,1345
SPY_5m_bollinger_bands_40_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_40_25.parquet,-0.03457343809073987,-0.7665626333786295,-0.057704908212895645,785
SPY_5m_bollinger_bands_40_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_40_30.parquet,0.009071361525013533,0.3160826357213575,-0.023454835587682243,414
SPY_5m_bollinger_bands_41_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_41_10.parquet,0.22793686795422086,1.6825334364800035,-0.05132470485729246,2400
SPY_5m_bollinger_bands_41_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_41_15.parquet,0.09656639837596326,1.107414099798137,-0.056068014935949484,2075
SPY_5m_bollinger_bands_41_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_41_20.parquet,-0.0026086727493256356,-0.01667938225946974,-0.05106615708480078,1333
SPY_5m_bollinger_bands_41_25,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_41_25.parquet,-0.03520041808079122,-0.776546160958544,-0.053685725483160196,773
SPY_5m_bollinger_bands_41_30,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_41_30.parquet,0.007713478699185039,0.2700710753780446,-0.02493829132113279,420
SPY_5m_bollinger_bands_42_10,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_42_10.parquet,0.21299530788216825,1.5864076676737047,-0.05176916664138542,2343
SPY_5m_bollinger_bands_42_15,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_42_15.parquet,0.07996488501690324,0.9393132017557898,-0.05444507592084091,2037
SPY_5m_bollinger_bands_42_20,a2cd50f59ab7,bollinger_bands,SPY_5m,1m,,,,,,"{""type"": ""bollinger_bands"", ""parameters"": {""_strategy_type"": ""bollinger_bands""}}",,traces/signals/bollinger_bands/SPY_5m_bollinger_bands_42_20.parquet,0.004200408726731997,0.0994500043231592,-0.05122305104244229,1337
