strategy_name,total_signals,time_span_days,total_return_pct,annualized_return_pct,max_drawdown_pct,sharpe_ratio,volatility_annualized_pct,total_active_trades,winning_trades,losing_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,active_periods_pct,signal_distribution
Adaptive Ensemble Default,27408,372.22291666666666,13.972436390397602,64.97069135419451,-11.161649597091166,2.57977452702445,25.18463946115968,17374,8783,8418,51.060984826463574,0.050224935591438764,-0.05074424719702824,1.0326818302350795,63.39025102159953,"{'flat': 10034, 'sell': 9551, 'buy': 7823}"
Adaptive Ensemble Custom,25001,372.21944444444443,18.07961971880392,99.38996715854307,-8.821679621568412,3.658927957148311,27.16368518936499,20803,8910,11758,43.11012192761757,0.06038830793226057,-0.04426814237423903,1.0337268840399374,83.20867165313388,"{'sell': 10959, 'buy': 9844, 'flat': 4198}"
