strategy_id,strategy_hash,strategy_type,symbol,timeframe,constraints,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades
SPY_5m_strategy_44,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_44.parquet,0.015879501270982033,1.0356663320662838,-0.013853469289197506,327
SPY_5m_strategy_45,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_45.parquet,0.10278925009599926,1.034038086347114,-0.04978263058205201,3016
SPY_5m_strategy_46,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_46.parquet,0.15591538252204207,1.7928991852444713,-0.044684550724457206,2826
SPY_5m_strategy_47,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_47.parquet,0.09809986862906483,1.794671144583829,-0.04168793874101362,1679
SPY_5m_strategy_48,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_48.parquet,0.016896528657157184,0.6457937413674494,-0.02263873512970116,790
SPY_5m_strategy_49,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_49.parquet,0.01379890651258564,0.9012649968101758,-0.013105462783499444,343
SPY_5m_strategy_50,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_50.parquet,0.12281199899034179,1.218805891634397,-0.05867782954811018,2988
SPY_5m_strategy_51,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_51.parquet,0.1337864246248608,1.5508211576720232,-0.04316536683574612,2735
SPY_5m_strategy_52,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_52.parquet,0.08052053619008959,1.4973655697882606,-0.039333508619039725,1686
SPY_5m_strategy_53,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_53.parquet,0.013178093391871037,0.4980596954498443,-0.023058390551175756,785
SPY_5m_strategy_54,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_54.parquet,0.0032932930515434666,0.19611264235754838,-0.021531395723767832,337
SPY_5m_strategy_55,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_55.parquet,0.11267475903054436,1.1224915515980944,-0.05568138317933069,2957
SPY_5m_strategy_56,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_56.parquet,0.17035742307129476,1.8966151173906936,-0.0425541290000786,2715
SPY_5m_strategy_57,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_57.parquet,0.04769370051856159,0.9048226486142772,-0.04477836739343233,1656
SPY_5m_strategy_58,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_58.parquet,-0.014662514555225936,-0.41861116638073603,-0.03207212677759641,770
SPY_5m_strategy_59,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_59.parquet,0.008824139914099582,0.5008702564807634,-0.019332734252727857,365
SPY_5m_strategy_60,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_60.parquet,0.12432303362090935,1.224695231885118,-0.05058135042201806,2897
SPY_5m_strategy_61,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_61.parquet,0.1906465354121354,2.0578346131463565,-0.042519049487926286,2650
SPY_5m_strategy_62,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_62.parquet,0.03590789971542385,0.677923775451859,-0.04768074777703024,1629
SPY_5m_strategy_63,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_63.parquet,-0.012016442225163515,-0.33497288930546165,-0.03505271444039193,775
SPY_5m_strategy_64,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_64.parquet,0.007531064184134184,0.4160594046576567,-0.014719017339552054,387
SPY_5m_strategy_65,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_65.parquet,0.11131509105959991,1.1031313084864307,-0.048278451331855265,2851
SPY_5m_strategy_66,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_66.parquet,0.17429982531941546,1.8951820385912037,-0.03855011245001927,2595
SPY_5m_strategy_67,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_67.parquet,0.05136570032430354,0.8864056507116678,-0.05112861028057447,1611
SPY_5m_strategy_68,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_68.parquet,-0.020972421110245554,-0.5852142608778633,-0.03574000750653017,786
SPY_5m_strategy_69,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_69.parquet,-0.0006566616061838282,-0.026261581414706428,-0.012262695705055449,375
SPY_5m_strategy_70,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_70.parquet,0.11884512585760132,1.1619135386138084,-0.04560190255859453,2819
SPY_5m_strategy_71,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_71.parquet,0.1767813227018269,1.9232630188800182,-0.04233807453755778,2555
SPY_5m_strategy_72,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_72.parquet,0.04385824322054099,0.7665451039923841,-0.05910817488021769,1588
SPY_5m_strategy_73,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_73.parquet,-0.012346985577788017,-0.3273087502655523,-0.03654936952914978,805
SPY_5m_strategy_74,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_74.parquet,-0.0019450259847543228,-0.09425288406115664,-0.014857166339505401,393
SPY_5m_strategy_75,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_75.parquet,0.12410297549186855,1.2019980328523339,-0.04699905498725332,2789
SPY_5m_strategy_76,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_76.parquet,0.14733479914870107,1.6213317047939944,-0.04730013355060558,2537
SPY_5m_strategy_77,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_77.parquet,0.04439353466482121,0.7722226100763251,-0.05918538879933366,1554
SPY_5m_strategy_78,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_78.parquet,-0.024510446191067015,-0.66252642035261,-0.04549468435161885,813
SPY_5m_strategy_79,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_79.parquet,-0.0045847888124176395,-0.2188544378492192,-0.019097473393232534,405
SPY_5m_strategy_80,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_80.parquet,0.14959717428678965,1.4234870747699286,-0.04461732286720399,2745
SPY_5m_strategy_81,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_81.parquet,0.1417074173637749,1.559306476377849,-0.04771067910706339,2526
SPY_5m_strategy_82,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_82.parquet,0.02841351315248808,0.530843561985062,-0.05896877105280418,1549
SPY_5m_strategy_83,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_83.parquet,-0.012053646004782426,-0.2957363746483237,-0.04757746593052037,810
SPY_5m_strategy_84,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_84.parquet,-0.008377702882546356,-0.3928080526491768,-0.01930616462064716,407
SPY_5m_strategy_85,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_85.parquet,0.15995567255140508,1.5071752705324273,-0.04505821863263204,2727
SPY_5m_strategy_86,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_86.parquet,0.13768373194888128,1.5157574056210086,-0.04660449277739254,2492
SPY_5m_strategy_87,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_87.parquet,0.016548453634011473,0.31741799528073467,-0.06612682150707405,1551
SPY_5m_strategy_88,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_88.parquet,-0.0010165035383750132,-0.007818227044450418,-0.04481347371360722,810
SPY_5m_strategy_89,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_89.parquet,-0.013576791109223052,-0.6383970518878734,-0.021888133440706392,399
SPY_5m_strategy_90,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_90.parquet,0.16803586111405777,1.5751728793624726,-0.045192465249028424,2711
SPY_5m_strategy_91,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_91.parquet,0.13437643657793075,1.4699634087483004,-0.05008801315668954,2458
SPY_5m_strategy_92,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_92.parquet,0.003033672521369324,0.08092393213610326,-0.07608202120169061,1526
SPY_5m_strategy_93,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_93.parquet,-0.005178007694769282,-0.1152954102946855,-0.04332234462716167,818
SPY_5m_strategy_94,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_94.parquet,-0.009844641488514716,-0.44801090982884667,-0.0214863970218655,419
SPY_5m_strategy_95,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_95.parquet,0.15694369784639894,1.4819812474409422,-0.042131918796858736,2681
SPY_5m_strategy_96,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_96.parquet,0.1264872373564998,1.3857168782529208,-0.050676693527899164,2430
SPY_5m_strategy_97,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_97.parquet,0.011806534901203536,0.23541798450731558,-0.07393160403353127,1536
SPY_5m_strategy_98,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_98.parquet,0.0013231302931393518,0.05129770014175821,-0.050432868735295955,804
SPY_5m_strategy_99,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_99.parquet,-0.008169618199759476,-0.3687920758272317,-0.022107119693323574,425
SPY_5m_strategy_100,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_100.parquet,0.17515931773518445,1.627894093899508,-0.037705324973569154,2675
SPY_5m_strategy_101,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_101.parquet,0.1263975682567735,1.3855915228260895,-0.05018699076463995,2432
SPY_5m_strategy_102,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_102.parquet,0.020063786916238557,0.3669568620806196,-0.07592136989049947,1524
SPY_5m_strategy_103,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_103.parquet,-0.005999743142069747,-0.12111328464760182,-0.04863796855575531,802
SPY_5m_strategy_104,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_104.parquet,-0.006719806100870196,-0.2997237868789092,-0.022078351474793756,425
SPY_5m_strategy_105,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_105.parquet,0.16761832008585698,1.56469759042116,-0.03763307398363447,2620
SPY_5m_strategy_106,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_106.parquet,0.10144437783753957,1.1433150714524332,-0.05254556906568153,2356
SPY_5m_strategy_107,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_107.parquet,0.015684649591783284,0.3037078833655131,-0.07059299315479972,1514
SPY_5m_strategy_108,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_108.parquet,-0.015652353331861657,-0.3449767855717296,-0.05290176370510846,818
SPY_5m_strategy_109,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_109.parquet,-0.013373156460755542,-0.5990391806323654,-0.02403352567482142,427
SPY_5m_strategy_110,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_110.parquet,0.1655182152245518,1.545053972236761,-0.03620037905422824,2614
SPY_5m_strategy_111,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_111.parquet,0.09879401942350752,1.1159034432977293,-0.056227917544415584,2340
SPY_5m_strategy_112,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_112.parquet,0.01202045568491994,0.23719974913610897,-0.0817967832519434,1488
SPY_5m_strategy_113,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_113.parquet,0.0027036380378913094,0.08258429552206571,-0.04232728906029115,834
SPY_5m_strategy_114,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_114.parquet,-0.022828776847632848,-0.7307397391028454,-0.03244955295653884,419
SPY_5m_strategy_115,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_115.parquet,0.15614151475665694,1.4649750408316928,-0.038575687392471414,2570
SPY_5m_strategy_116,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_116.parquet,0.08381948342866719,0.9498235372363133,-0.05787339096604249,2298
SPY_5m_strategy_117,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_117.parquet,-0.013033850229221544,-0.20667714284825436,-0.079736380667212,1467
SPY_5m_strategy_118,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_118.parquet,0.002944869476788181,0.08831841135733232,-0.03880250970473709,831
SPY_5m_strategy_119,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_119.parquet,-0.03665734790173669,-1.187925437714281,-0.04268945922487266,411
SPY_5m_strategy_120,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_120.parquet,0.18410529837277623,1.6979161364449964,-0.03557206166639326,2553
SPY_5m_strategy_121,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_121.parquet,0.09659234079157941,1.0823323204453037,-0.054407778160159515,2264
SPY_5m_strategy_122,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_122.parquet,-0.012145055967688223,-0.18929536010905498,-0.07680189014177086,1437
SPY_5m_strategy_123,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_123.parquet,0.008347608998229505,0.21287504606570476,-0.0361904054440223,817
SPY_5m_strategy_124,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_124.parquet,-0.04015676568476101,-1.3052808637188433,-0.04236465698444969,411
SPY_5m_strategy_125,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_125.parquet,0.161211229489032,1.5143378700811545,-0.04420161375948295,2565
SPY_5m_strategy_126,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_126.parquet,0.09858541534272702,1.1045290999394681,-0.051020924762886555,2230
SPY_5m_strategy_127,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_127.parquet,-0.018799533053425743,-0.304872956993441,-0.07583221636516535,1415
SPY_5m_strategy_128,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_128.parquet,-0.002405057908278385,-0.035776640992236736,-0.03323864109754937,818
SPY_5m_strategy_129,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_129.parquet,-0.041572893823867196,-1.353007043984753,-0.04323742148224108,417
SPY_5m_strategy_130,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_130.parquet,0.16657245954226196,1.5598119329954647,-0.04466504859806697,2567
SPY_5m_strategy_131,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_131.parquet,0.11607820857918605,1.2898406168489707,-0.04976102811824179,2241
SPY_5m_strategy_132,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_132.parquet,-0.015255360941950014,-0.2414302203609504,-0.07250219555128745,1427
SPY_5m_strategy_133,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_133.parquet,-0.00260059044175065,-0.039828357733815205,-0.03496097100524809,820
SPY_5m_strategy_134,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_134.parquet,-0.041533144672695976,-1.3407577316787453,-0.04319774136455301,431
SPY_5m_strategy_135,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_135.parquet,0.14856715746744253,1.4028011274165864,-0.043395226650862706,2548
SPY_5m_strategy_136,455502cf79db,bollinger_bands,SPY_5m,1m,,traces/signals/bollinger_bands/SPY_5m_strategy_136.parquet,0.10705673253312509,1.1955475036521583,-0.049368235762974444,2207
