strategy_id,strategy_name,strategy_type,current_regime,trading_days,avg_daily_return_pct,daily_volatility_pct,annualized_sharpe_ratio,total_return_pct,win_days_pct
elder_ray_elder_ray_grid_21_0.001_-0.002_000,elder_ray_grid_21_0.001_-0.002,elder_ray,low_vol_bullish,205,0.0044,0.2195,0.316,0.9,43.9
elder_ray_elder_ray_grid_21_0.001_-0.002_000,elder_ray_grid_21_0.001_-0.002,elder_ray,low_vol_bearish,205,-0.0036,0.183,-0.309,-0.73,31.2
elder_ray_elder_ray_grid_21_0.001_-0.002_000,elder_ray_grid_21_0.001_-0.002,elder_ray,neutral,205,0.0002,0.0395,0.095,0.05,11.7
elder_ray_elder_ray_grid_21_0.001_0_000,elder_ray_grid_21_0.001_0,elder_ray,low_vol_bullish,205,-0.0382,0.3672,-1.651,-7.83,47.8
elder_ray_elder_ray_grid_21_0.001_0_000,elder_ray_grid_21_0.001_0,elder_ray,low_vol_bearish,205,0.0152,0.5619,0.43,3.12,51.2
elder_ray_elder_ray_grid_21_0.001_0_000,elder_ray_grid_21_0.001_0,elder_ray,neutral,205,0.0011,0.2436,0.074,0.23,50.7
elder_ray_elder_ray_grid_21_0.002_-0.001_000,elder_ray_grid_21_0.002_-0.001,elder_ray,low_vol_bullish,205,-0.0031,0.0859,-0.567,-0.63,24.9
elder_ray_elder_ray_grid_21_0.002_-0.001_000,elder_ray_grid_21_0.002_-0.001,elder_ray,low_vol_bearish,205,-0.0148,0.382,-0.613,-3.02,46.8
elder_ray_elder_ray_grid_21_0.002_-0.001_000,elder_ray_grid_21_0.002_-0.001,elder_ray,neutral,205,-0.0013,0.0234,-0.879,-0.27,7.3
elder_ray_elder_ray_grid_21_0.002_-0.002_000,elder_ray_grid_21_0.002_-0.002,elder_ray,low_vol_bullish,205,-0.0011,0.0813,-0.207,-0.22,24.9
elder_ray_elder_ray_grid_21_0.002_-0.002_000,elder_ray_grid_21_0.002_-0.002,elder_ray,low_vol_bearish,205,-0.0034,0.1718,-0.311,-0.69,27.3
elder_ray_elder_ray_grid_21_0.002_-0.002_000,elder_ray_grid_21_0.002_-0.002,elder_ray,neutral,205,-0.0007,0.0254,-0.408,-0.13,2.0
elder_ray_elder_ray_grid_21_0.002_0_000,elder_ray_grid_21_0.002_0,elder_ray,low_vol_bullish,205,-0.0422,0.3179,-2.109,-8.66,43.4
elder_ray_elder_ray_grid_21_0.002_0_000,elder_ray_grid_21_0.002_0,elder_ray,low_vol_bearish,205,0.0147,0.5501,0.425,3.02,51.7
elder_ray_elder_ray_grid_21_0.002_0_000,elder_ray_grid_21_0.002_0,elder_ray,neutral,205,0.0005,0.2363,0.032,0.1,50.7
elder_ray_elder_ray_grid_21_0_-0.001_000,elder_ray_grid_21_0_-0.001,elder_ray,low_vol_bearish,205,-0.0274,0.479,-0.908,-5.62,44.9
elder_ray_elder_ray_grid_21_0_-0.001_000,elder_ray_grid_21_0_-0.001,elder_ray,neutral,205,-0.0026,0.2384,-0.176,-0.54,53.2
elder_ray_elder_ray_grid_21_0_-0.001_000,elder_ray_grid_21_0_-0.001,elder_ray,low_vol_bullish,205,0.0747,0.5158,2.299,15.31,56.1
elder_ray_elder_ray_grid_21_0_-0.002_000,elder_ray_grid_21_0_-0.002,elder_ray,low_vol_bearish,205,-0.0129,0.2943,-0.695,-2.64,43.4
elder_ray_elder_ray_grid_21_0_-0.002_000,elder_ray_grid_21_0_-0.002,elder_ray,neutral,205,-0.001,0.2412,-0.063,-0.2,54.1
elder_ray_elder_ray_grid_21_0_-0.002_000,elder_ray_grid_21_0_-0.002,elder_ray,low_vol_bullish,205,0.0739,0.5219,2.249,15.16,56.6
elder_ray_elder_ray_grid_21_0_0_000,elder_ray_grid_21_0_0,elder_ray,low_vol_bullish,205,0.0409,0.4384,1.481,8.38,55.6
elder_ray_elder_ray_grid_21_0_0_000,elder_ray_grid_21_0_0,elder_ray,low_vol_bearish,205,0.0012,0.5423,0.034,0.24,50.7
elder_ray_elder_ray_grid_21_0_0_000,elder_ray_grid_21_0_0,elder_ray,neutral,205,0.0014,0.1161,0.185,0.28,49.3
elder_ray_elder_ray_grid_34_0.001_-0.001_000,elder_ray_grid_34_0.001_-0.001,elder_ray,low_vol_bullish,205,0.0208,0.274,1.204,4.26,49.3
elder_ray_elder_ray_grid_34_0.001_-0.001_000,elder_ray_grid_34_0.001_-0.001,elder_ray,low_vol_bearish,205,-0.0297,0.3957,-1.192,-6.09,48.3
elder_ray_elder_ray_grid_34_0.001_-0.001_000,elder_ray_grid_34_0.001_-0.001,elder_ray,neutral,205,0.0019,0.0593,0.505,0.39,27.3
elder_ray_elder_ray_grid_34_0.001_-0.002_000,elder_ray_grid_34_0.001_-0.002,elder_ray,neutral,205,0.0002,0.0421,0.068,0.04,22.0
elder_ray_elder_ray_grid_34_0.001_-0.002_000,elder_ray_grid_34_0.001_-0.002,elder_ray,low_vol_bearish,205,-0.0413,0.2961,-2.215,-8.47,30.2
elder_ray_elder_ray_grid_34_0.001_-0.002_000,elder_ray_grid_34_0.001_-0.002,elder_ray,low_vol_bullish,205,0.0225,0.2741,1.305,4.62,49.8
elder_ray_elder_ray_grid_34_0.001_0_000,elder_ray_grid_34_0.001_0,elder_ray,low_vol_bullish,205,-0.0034,0.3433,-0.157,-0.7,56.1
elder_ray_elder_ray_grid_34_0.001_0_000,elder_ray_grid_34_0.001_0,elder_ray,low_vol_bearish,205,0.0081,0.561,0.23,1.67,51.2
elder_ray_elder_ray_grid_34_0.001_0_000,elder_ray_grid_34_0.001_0,elder_ray,neutral,205,0.0044,0.2107,0.329,0.89,46.8
elder_ray_elder_ray_grid_34_0.002_-0.001_000,elder_ray_grid_34_0.002_-0.001,elder_ray,low_vol_bullish,205,-0.009,0.1369,-1.042,-1.84,33.2
elder_ray_elder_ray_grid_34_0.002_-0.001_000,elder_ray_grid_34_0.002_-0.001,elder_ray,low_vol_bearish,205,-0.0232,0.3875,-0.951,-4.76,47.8
elder_ray_elder_ray_grid_34_0.002_-0.001_000,elder_ray_grid_34_0.002_-0.001,elder_ray,neutral,205,0.0003,0.0489,0.089,0.06,18.5
elder_ray_elder_ray_grid_34_0.002_-0.002_000,elder_ray_grid_34_0.002_-0.002,elder_ray,low_vol_bearish,205,-0.034,0.2861,-1.889,-6.98,32.2
elder_ray_elder_ray_grid_34_0.002_-0.002_000,elder_ray_grid_34_0.002_-0.002,elder_ray,neutral,205,-0.0017,0.028,-0.99,-0.36,10.2
elder_ray_elder_ray_grid_34_0.002_-0.002_000,elder_ray_grid_34_0.002_-0.002,elder_ray,low_vol_bullish,205,-0.0072,0.1346,-0.849,-1.48,32.7
elder_ray_elder_ray_grid_34_0.002_0_000,elder_ray_grid_34_0.002_0,elder_ray,low_vol_bullish,205,-0.0376,0.2331,-2.557,-7.7,46.3
elder_ray_elder_ray_grid_34_0.002_0_000,elder_ray_grid_34_0.002_0,elder_ray,low_vol_bearish,205,0.0148,0.5465,0.43,3.03,51.2
elder_ray_elder_ray_grid_34_0.002_0_000,elder_ray_grid_34_0.002_0,elder_ray,neutral,205,0.0019,0.2068,0.144,0.39,46.8
elder_ray_elder_ray_grid_34_0_-0.001_000,elder_ray_grid_34_0_-0.001,elder_ray,low_vol_bullish,205,0.069,0.5197,2.107,14.14,56.1
elder_ray_elder_ray_grid_34_0_-0.001_000,elder_ray_grid_34_0_-0.001,elder_ray,low_vol_bearish,205,-0.0419,0.474,-1.403,-8.59,44.9
elder_ray_elder_ray_grid_34_0_-0.001_000,elder_ray_grid_34_0_-0.001,elder_ray,neutral,205,0.0133,0.1766,1.192,2.72,48.8
elder_ray_elder_ray_grid_34_0_-0.002_000,elder_ray_grid_34_0_-0.002,elder_ray,low_vol_bearish,205,-0.0494,0.375,-2.09,-10.12,47.3
elder_ray_elder_ray_grid_34_0_-0.002_000,elder_ray_grid_34_0_-0.002,elder_ray,neutral,205,0.0117,0.1776,1.044,2.39,48.3
elder_ray_elder_ray_grid_34_0_-0.002_000,elder_ray_grid_34_0_-0.002,elder_ray,low_vol_bullish,205,0.0703,0.5215,2.141,14.42,55.6
elder_ray_elder_ray_grid_34_0_0_000,elder_ray_grid_34_0_0,elder_ray,low_vol_bullish,205,0.0492,0.499,1.564,10.08,56.6
elder_ray_elder_ray_grid_34_0_0_000,elder_ray_grid_34_0_0,elder_ray,low_vol_bearish,205,-0.0025,0.5349,-0.074,-0.51,49.8
elder_ray_elder_ray_grid_34_0_0_000,elder_ray_grid_34_0_0,elder_ray,neutral,205,0.0153,0.2013,1.209,3.14,50.2
ema_crossover_ema_crossover_grid_11_15_000,ema_crossover_grid_11_15,ema_crossover,low_vol_bullish,205,0.05,0.5295,1.499,10.25,58.5
ema_crossover_ema_crossover_grid_11_15_000,ema_crossover_grid_11_15,ema_crossover,low_vol_bearish,205,-0.0024,0.5972,-0.064,-0.49,49.8
ema_crossover_ema_crossover_grid_11_15_000,ema_crossover_grid_11_15,ema_crossover,neutral,205,0.0093,0.2342,0.628,1.9,51.7
ema_crossover_ema_crossover_grid_11_23_000,ema_crossover_grid_11_23,ema_crossover,low_vol_bullish,205,0.062,0.5296,1.859,12.71,59.0
ema_crossover_ema_crossover_grid_11_23_000,ema_crossover_grid_11_23,ema_crossover,low_vol_bearish,205,-0.0023,0.5801,-0.063,-0.47,46.8
ema_crossover_ema_crossover_grid_11_23_000,ema_crossover_grid_11_23,ema_crossover,neutral,205,-0.0054,0.2399,-0.357,-1.11,44.9
ema_crossover_ema_crossover_grid_11_35_000,ema_crossover_grid_11_35,ema_crossover,low_vol_bearish,205,-0.0423,0.5821,-1.154,-8.68,46.8
ema_crossover_ema_crossover_grid_11_35_000,ema_crossover_grid_11_35,ema_crossover,neutral,205,-0.0009,0.2414,-0.057,-0.18,45.4
ema_crossover_ema_crossover_grid_11_35_000,ema_crossover_grid_11_35,ema_crossover,low_vol_bullish,205,0.0212,0.5279,0.638,4.35,56.6
ema_crossover_ema_crossover_grid_11_50_000,ema_crossover_grid_11_50,ema_crossover,low_vol_bearish,205,-0.0543,0.5793,-1.488,-11.13,48.8
ema_crossover_ema_crossover_grid_11_50_000,ema_crossover_grid_11_50,ema_crossover,neutral,205,0.0048,0.2384,0.321,0.99,46.3
ema_crossover_ema_crossover_grid_11_50_000,ema_crossover_grid_11_50,ema_crossover,low_vol_bullish,205,-0.0148,0.5281,-0.444,-3.03,49.8
ema_crossover_ema_crossover_grid_19_15_000,ema_crossover_grid_19_15,ema_crossover,low_vol_bullish,205,-0.0605,0.5216,-1.841,-12.4,41.0
ema_crossover_ema_crossover_grid_19_15_000,ema_crossover_grid_19_15,ema_crossover,low_vol_bearish,205,0.0082,0.5727,0.227,1.68,52.2
ema_crossover_ema_crossover_grid_19_15_000,ema_crossover_grid_19_15,ema_crossover,neutral,205,0.0041,0.2452,0.264,0.84,55.6
ema_crossover_ema_crossover_grid_19_23_000,ema_crossover_grid_19_23,ema_crossover,low_vol_bearish,205,-0.0411,0.5756,-1.133,-8.42,49.3
ema_crossover_ema_crossover_grid_19_23_000,ema_crossover_grid_19_23,ema_crossover,neutral,205,0.0078,0.2371,0.521,1.59,44.4
ema_crossover_ema_crossover_grid_19_23_000,ema_crossover_grid_19_23,ema_crossover,low_vol_bullish,205,0.0226,0.526,0.682,4.63,56.6
ema_crossover_ema_crossover_grid_19_35_000,ema_crossover_grid_19_35,ema_crossover,low_vol_bearish,205,-0.0401,0.5833,-1.091,-8.22,49.8
ema_crossover_ema_crossover_grid_19_35_000,ema_crossover_grid_19_35,ema_crossover,neutral,205,0.0073,0.2375,0.491,1.51,46.3
ema_crossover_ema_crossover_grid_19_35_000,ema_crossover_grid_19_35,ema_crossover,low_vol_bullish,205,-0.0162,0.5166,-0.499,-3.33,48.3
ema_crossover_ema_crossover_grid_19_50_000,ema_crossover_grid_19_50,ema_crossover,low_vol_bullish,205,-0.0271,0.5345,-0.804,-5.55,49.8
ema_crossover_ema_crossover_grid_19_50_000,ema_crossover_grid_19_50,ema_crossover,low_vol_bearish,205,-0.0329,0.5617,-0.93,-6.75,49.3
ema_crossover_ema_crossover_grid_19_50_000,ema_crossover_grid_19_50,ema_crossover,neutral,205,0.0064,0.2355,0.432,1.31,45.4
ema_crossover_ema_crossover_grid_3_15_000,ema_crossover_grid_3_15,ema_crossover,low_vol_bullish,205,0.0667,0.516,2.054,13.68,55.1
ema_crossover_ema_crossover_grid_3_15_000,ema_crossover_grid_3_15,ema_crossover,low_vol_bearish,205,0.015,0.5644,0.421,3.07,49.8
ema_crossover_ema_crossover_grid_3_15_000,ema_crossover_grid_3_15,ema_crossover,neutral,205,0.0014,0.2503,0.09,0.29,49.8
ema_crossover_ema_crossover_grid_3_23_000,ema_crossover_grid_3_23,ema_crossover,low_vol_bearish,205,0.0105,0.5786,0.287,2.15,52.2
ema_crossover_ema_crossover_grid_3_23_000,ema_crossover_grid_3_23,ema_crossover,neutral,205,0.0053,0.2358,0.356,1.08,45.9
ema_crossover_ema_crossover_grid_3_23_000,ema_crossover_grid_3_23,ema_crossover,low_vol_bullish,205,0.0585,0.5269,1.763,12.0,56.1
ema_crossover_ema_crossover_grid_3_35_000,ema_crossover_grid_3_35,ema_crossover,low_vol_bullish,205,0.0392,0.5345,1.164,8.04,55.6
ema_crossover_ema_crossover_grid_3_35_000,ema_crossover_grid_3_35,ema_crossover,low_vol_bearish,205,-0.0104,0.5704,-0.29,-2.13,49.8
ema_crossover_ema_crossover_grid_3_35_000,ema_crossover_grid_3_35,ema_crossover,neutral,205,-0.0033,0.234,-0.227,-0.68,45.4
ema_crossover_ema_crossover_grid_3_50_000,ema_crossover_grid_3_50,ema_crossover,neutral,205,-0.0012,0.2357,-0.083,-0.25,48.3
ema_crossover_ema_crossover_grid_3_50_000,ema_crossover_grid_3_50,ema_crossover,low_vol_bearish,205,-0.0149,0.58,-0.407,-3.05,48.8
ema_crossover_ema_crossover_grid_3_50_000,ema_crossover_grid_3_50,ema_crossover,low_vol_bullish,205,0.0128,0.5369,0.379,2.63,54.6
ema_crossover_ema_crossover_grid_7_15_000,ema_crossover_grid_7_15,ema_crossover,low_vol_bullish,205,0.0655,0.5239,1.984,13.42,59.0
ema_crossover_ema_crossover_grid_7_15_000,ema_crossover_grid_7_15,ema_crossover,low_vol_bearish,205,0.0164,0.5692,0.456,3.35,52.2
ema_crossover_ema_crossover_grid_7_15_000,ema_crossover_grid_7_15,ema_crossover,neutral,205,0.0034,0.2343,0.228,0.69,51.7
ema_crossover_ema_crossover_grid_7_23_000,ema_crossover_grid_7_23,ema_crossover,low_vol_bullish,205,0.0497,0.5326,1.481,10.18,57.1
ema_crossover_ema_crossover_grid_7_23_000,ema_crossover_grid_7_23,ema_crossover,low_vol_bearish,205,-0.0012,0.5774,-0.032,-0.24,50.2
ema_crossover_ema_crossover_grid_7_23_000,ema_crossover_grid_7_23,ema_crossover,neutral,205,0.0072,0.2335,0.493,1.49,50.2
ema_crossover_ema_crossover_grid_7_35_000,ema_crossover_grid_7_35,ema_crossover,low_vol_bullish,205,0.0469,0.5246,1.418,9.61,57.1
ema_crossover_ema_crossover_grid_7_35_000,ema_crossover_grid_7_35,ema_crossover,low_vol_bearish,205,-0.0232,0.5847,-0.631,-4.76,46.8
ema_crossover_ema_crossover_grid_7_35_000,ema_crossover_grid_7_35,ema_crossover,neutral,205,-0.002,0.239,-0.133,-0.41,42.4
ema_crossover_ema_crossover_grid_7_50_000,ema_crossover_grid_7_50,ema_crossover,low_vol_bullish,205,-0.0005,0.5377,-0.015,-0.11,53.2
ema_crossover_ema_crossover_grid_7_50_000,ema_crossover_grid_7_50,ema_crossover,neutral,205,-0.0025,0.2409,-0.166,-0.52,46.3
ema_crossover_ema_crossover_grid_7_50_000,ema_crossover_grid_7_50,ema_crossover,low_vol_bearish,205,-0.0393,0.5908,-1.057,-8.07,47.3
ema_sma_crossover_ema_sma_crossover_grid_11_15_000,ema_sma_crossover_grid_11_15,ema_sma_crossover,low_vol_bullish,205,0.0677,0.539,1.993,13.87,60.5
ema_sma_crossover_ema_sma_crossover_grid_11_15_000,ema_sma_crossover_grid_11_15,ema_sma_crossover,low_vol_bearish,205,0.0636,0.5353,1.886,13.04,51.7
ema_sma_crossover_ema_sma_crossover_grid_11_15_000,ema_sma_crossover_grid_11_15,ema_sma_crossover,neutral,205,-0.0214,0.2474,-1.375,-4.39,46.8
ema_sma_crossover_ema_sma_crossover_grid_11_23_000,ema_sma_crossover_grid_11_23,ema_sma_crossover,low_vol_bullish,205,0.0589,0.5435,1.72,12.07,56.6
ema_sma_crossover_ema_sma_crossover_grid_11_23_000,ema_sma_crossover_grid_11_23,ema_sma_crossover,low_vol_bearish,205,-0.0164,0.5602,-0.463,-3.35,46.8
ema_sma_crossover_ema_sma_crossover_grid_11_23_000,ema_sma_crossover_grid_11_23,ema_sma_crossover,neutral,205,-0.0025,0.2348,-0.172,-0.52,49.8
ema_sma_crossover_ema_sma_crossover_grid_11_35_000,ema_sma_crossover_grid_11_35,ema_sma_crossover,low_vol_bearish,205,-0.0132,0.5556,-0.379,-2.72,48.8
ema_sma_crossover_ema_sma_crossover_grid_11_35_000,ema_sma_crossover_grid_11_35,ema_sma_crossover,neutral,205,0.0108,0.2372,0.725,2.22,46.3
ema_sma_crossover_ema_sma_crossover_grid_11_35_000,ema_sma_crossover_grid_11_35,ema_sma_crossover,low_vol_bullish,205,0.0544,0.504,1.715,11.16,56.1
ema_sma_crossover_ema_sma_crossover_grid_11_50_000,ema_sma_crossover_grid_11_50,ema_sma_crossover,low_vol_bullish,205,0.0042,0.5128,0.13,0.86,51.2
ema_sma_crossover_ema_sma_crossover_grid_11_50_000,ema_sma_crossover_grid_11_50,ema_sma_crossover,low_vol_bearish,205,-0.0286,0.5786,-0.785,-5.87,45.9
ema_sma_crossover_ema_sma_crossover_grid_11_50_000,ema_sma_crossover_grid_11_50,ema_sma_crossover,neutral,205,0.0081,0.2368,0.54,1.65,46.3
ema_sma_crossover_ema_sma_crossover_grid_19_15_000,ema_sma_crossover_grid_19_15,ema_sma_crossover,low_vol_bullish,205,-0.0232,0.5235,-0.703,-4.75,46.3
ema_sma_crossover_ema_sma_crossover_grid_19_15_000,ema_sma_crossover_grid_19_15,ema_sma_crossover,low_vol_bearish,205,-0.0002,0.543,-0.006,-0.04,51.2
ema_sma_crossover_ema_sma_crossover_grid_19_15_000,ema_sma_crossover_grid_19_15,ema_sma_crossover,neutral,205,-0.0249,0.2318,-1.702,-5.1,47.3
ema_sma_crossover_ema_sma_crossover_grid_19_23_000,ema_sma_crossover_grid_19_23,ema_sma_crossover,low_vol_bearish,205,-0.011,0.5649,-0.309,-2.25,46.8
ema_sma_crossover_ema_sma_crossover_grid_19_23_000,ema_sma_crossover_grid_19_23,ema_sma_crossover,neutral,205,-0.0306,0.2466,-1.971,-6.28,43.4
ema_sma_crossover_ema_sma_crossover_grid_19_23_000,ema_sma_crossover_grid_19_23,ema_sma_crossover,low_vol_bullish,205,0.0823,0.5555,2.351,16.87,56.1
ema_sma_crossover_ema_sma_crossover_grid_19_35_000,ema_sma_crossover_grid_19_35,ema_sma_crossover,neutral,205,0.0137,0.237,0.917,2.81,45.9
ema_sma_crossover_ema_sma_crossover_grid_19_35_000,ema_sma_crossover_grid_19_35,ema_sma_crossover,low_vol_bearish,205,-0.023,0.5676,-0.644,-4.72,49.3
ema_sma_crossover_ema_sma_crossover_grid_19_35_000,ema_sma_crossover_grid_19_35,ema_sma_crossover,low_vol_bullish,205,0.047,0.5075,1.47,9.63,53.2
ema_sma_crossover_ema_sma_crossover_grid_19_50_000,ema_sma_crossover_grid_19_50,ema_sma_crossover,low_vol_bullish,205,-0.0204,0.5304,-0.61,-4.17,46.8
ema_sma_crossover_ema_sma_crossover_grid_19_50_000,ema_sma_crossover_grid_19_50,ema_sma_crossover,low_vol_bearish,205,-0.0191,0.5741,-0.529,-3.92,48.3
ema_sma_crossover_ema_sma_crossover_grid_19_50_000,ema_sma_crossover_grid_19_50,ema_sma_crossover,neutral,205,0.0098,0.2377,0.656,2.01,46.3
ema_sma_crossover_ema_sma_crossover_grid_27_15_000,ema_sma_crossover_grid_27_15,ema_sma_crossover,low_vol_bullish,205,0.0063,0.5378,0.186,1.29,48.3
ema_sma_crossover_ema_sma_crossover_grid_27_15_000,ema_sma_crossover_grid_27_15,ema_sma_crossover,low_vol_bearish,205,0.0239,0.5911,0.643,4.91,53.2
ema_sma_crossover_ema_sma_crossover_grid_27_15_000,ema_sma_crossover_grid_27_15,ema_sma_crossover,neutral,205,-0.003,0.2364,-0.203,-0.62,56.6
ema_sma_crossover_ema_sma_crossover_grid_27_23_000,ema_sma_crossover_grid_27_23,ema_sma_crossover,low_vol_bullish,205,0.0319,0.5541,0.915,6.55,51.7
ema_sma_crossover_ema_sma_crossover_grid_27_23_000,ema_sma_crossover_grid_27_23,ema_sma_crossover,low_vol_bearish,205,0.0388,0.5544,1.11,7.95,51.2
ema_sma_crossover_ema_sma_crossover_grid_27_23_000,ema_sma_crossover_grid_27_23,ema_sma_crossover,neutral,205,-0.0276,0.2342,-1.871,-5.66,44.9
ema_sma_crossover_ema_sma_crossover_grid_27_35_000,ema_sma_crossover_grid_27_35,ema_sma_crossover,low_vol_bullish,205,0.0584,0.517,1.793,11.97,56.1
ema_sma_crossover_ema_sma_crossover_grid_27_35_000,ema_sma_crossover_grid_27_35,ema_sma_crossover,low_vol_bearish,205,-0.0361,0.5737,-0.999,-7.4,50.2
ema_sma_crossover_ema_sma_crossover_grid_27_35_000,ema_sma_crossover_grid_27_35,ema_sma_crossover,neutral,205,0.0056,0.2398,0.367,1.14,44.9
ema_sma_crossover_ema_sma_crossover_grid_27_50_000,ema_sma_crossover_grid_27_50,ema_sma_crossover,low_vol_bearish,205,-0.0133,0.5833,-0.361,-2.72,49.8
ema_sma_crossover_ema_sma_crossover_grid_27_50_000,ema_sma_crossover_grid_27_50,ema_sma_crossover,neutral,205,0.0135,0.236,0.906,2.76,47.8
ema_sma_crossover_ema_sma_crossover_grid_27_50_000,ema_sma_crossover_grid_27_50,ema_sma_crossover,low_vol_bullish,205,-0.0149,0.5237,-0.452,-3.05,47.8
ema_sma_crossover_ema_sma_crossover_grid_5_15_000,ema_sma_crossover_grid_5_15,ema_sma_crossover,low_vol_bearish,205,0.0263,0.5649,0.739,5.39,50.7
ema_sma_crossover_ema_sma_crossover_grid_5_15_000,ema_sma_crossover_grid_5_15,ema_sma_crossover,neutral,205,-0.0218,0.2402,-1.438,-4.46,47.8
ema_sma_crossover_ema_sma_crossover_grid_5_15_000,ema_sma_crossover_grid_5_15,ema_sma_crossover,low_vol_bullish,205,0.0556,0.5374,1.641,11.39,61.0
ema_sma_crossover_ema_sma_crossover_grid_5_23_000,ema_sma_crossover_grid_5_23,ema_sma_crossover,low_vol_bearish,205,-0.0173,0.5773,-0.475,-3.54,48.3
ema_sma_crossover_ema_sma_crossover_grid_5_23_000,ema_sma_crossover_grid_5_23,ema_sma_crossover,neutral,205,0.0016,0.2339,0.109,0.33,51.2
ema_sma_crossover_ema_sma_crossover_grid_5_23_000,ema_sma_crossover_grid_5_23,ema_sma_crossover,low_vol_bullish,205,0.0569,0.5345,1.691,11.67,58.0
ema_sma_crossover_ema_sma_crossover_grid_5_35_000,ema_sma_crossover_grid_5_35,ema_sma_crossover,neutral,205,0.0031,0.2333,0.208,0.63,45.9
ema_sma_crossover_ema_sma_crossover_grid_5_35_000,ema_sma_crossover_grid_5_35,ema_sma_crossover,low_vol_bearish,205,-0.0017,0.5835,-0.047,-0.36,48.3
ema_sma_crossover_ema_sma_crossover_grid_5_35_000,ema_sma_crossover_grid_5_35,ema_sma_crossover,low_vol_bullish,205,0.0469,0.5298,1.405,9.61,55.6
ema_sma_crossover_ema_sma_crossover_grid_5_50_000,ema_sma_crossover_grid_5_50,ema_sma_crossover,low_vol_bullish,205,0.0325,0.5311,0.97,6.65,60.0
ema_sma_crossover_ema_sma_crossover_grid_5_50_000,ema_sma_crossover_grid_5_50,ema_sma_crossover,neutral,205,0.0063,0.2349,0.426,1.29,46.3
ema_sma_crossover_ema_sma_crossover_grid_5_50_000,ema_sma_crossover_grid_5_50,ema_sma_crossover,low_vol_bearish,205,-0.0129,0.5781,-0.354,-2.64,45.9
keltner_breakout_keltner_breakout_grid_11_1.5_000,keltner_breakout_grid_11_1.5,keltner_breakout,low_vol_bullish,205,-0.0127,0.1855,-1.091,-2.61,48.3
keltner_breakout_keltner_breakout_grid_11_1.5_000,keltner_breakout_grid_11_1.5,keltner_breakout,low_vol_bearish,205,0.0283,0.2224,2.02,5.8,55.6
keltner_breakout_keltner_breakout_grid_11_1.5_000,keltner_breakout_grid_11_1.5,keltner_breakout,neutral,205,0.0007,0.0122,0.874,0.14,2.9
keltner_breakout_keltner_breakout_grid_11_2.0_000,keltner_breakout_grid_11_2.0,keltner_breakout,low_vol_bullish,205,-0.0073,0.1148,-1.008,-1.5,31.7
keltner_breakout_keltner_breakout_grid_11_2.0_000,keltner_breakout_grid_11_2.0,keltner_breakout,low_vol_bearish,205,0.005,0.1037,0.765,1.02,41.5
keltner_breakout_keltner_breakout_grid_11_2.0_000,keltner_breakout_grid_11_2.0,keltner_breakout,neutral,205,0.0008,0.0098,1.225,0.15,2.0
keltner_breakout_keltner_breakout_grid_11_2.5_000,keltner_breakout_grid_11_2.5,keltner_breakout,low_vol_bullish,205,-0.0009,0.0225,-0.605,-0.18,16.1
keltner_breakout_keltner_breakout_grid_11_2.5_000,keltner_breakout_grid_11_2.5,keltner_breakout,neutral,205,0.0011,0.0089,1.998,0.23,2.0
keltner_breakout_keltner_breakout_grid_11_2.5_000,keltner_breakout_grid_11_2.5,keltner_breakout,low_vol_bearish,205,0.0051,0.09,0.903,1.05,22.9
keltner_breakout_keltner_breakout_grid_19_1.5_000,keltner_breakout_grid_19_1.5,keltner_breakout,low_vol_bearish,205,0.0111,0.3167,0.555,2.27,49.8
keltner_breakout_keltner_breakout_grid_19_1.5_000,keltner_breakout_grid_19_1.5,keltner_breakout,neutral,205,0.0006,0.0225,0.441,0.13,3.4
keltner_breakout_keltner_breakout_grid_19_1.5_000,keltner_breakout_grid_19_1.5,keltner_breakout,low_vol_bullish,205,-0.0156,0.3068,-0.808,-3.2,48.3
keltner_breakout_keltner_breakout_grid_19_2.0_000,keltner_breakout_grid_19_2.0,keltner_breakout,low_vol_bullish,205,-0.025,0.2438,-1.626,-5.12,41.0
keltner_breakout_keltner_breakout_grid_19_2.0_000,keltner_breakout_grid_19_2.0,keltner_breakout,low_vol_bearish,205,0.0293,0.26,1.787,6.0,52.7
keltner_breakout_keltner_breakout_grid_19_2.0_000,keltner_breakout_grid_19_2.0,keltner_breakout,neutral,205,0.0005,0.0256,0.287,0.09,2.4
keltner_breakout_keltner_breakout_grid_19_2.5_000,keltner_breakout_grid_19_2.5,keltner_breakout,low_vol_bullish,205,-0.0156,0.133,-1.865,-3.2,34.1
keltner_breakout_keltner_breakout_grid_19_2.5_000,keltner_breakout_grid_19_2.5,keltner_breakout,low_vol_bearish,205,0.0291,0.2179,2.121,5.97,42.4
keltner_breakout_keltner_breakout_grid_19_2.5_000,keltner_breakout_grid_19_2.5,keltner_breakout,neutral,205,0.0016,0.0161,1.596,0.33,2.4
keltner_breakout_keltner_breakout_grid_27_1.5_000,keltner_breakout_grid_27_1.5,keltner_breakout,low_vol_bullish,205,-0.0181,0.324,-0.888,-3.71,48.3
keltner_breakout_keltner_breakout_grid_27_1.5_000,keltner_breakout_grid_27_1.5,keltner_breakout,low_vol_bearish,205,0.0009,0.3912,0.035,0.18,51.2
keltner_breakout_keltner_breakout_grid_27_1.5_000,keltner_breakout_grid_27_1.5,keltner_breakout,neutral,205,0.0004,0.0219,0.325,0.09,9.3
