strategy_id,strategy_hash,strategy_type,symbol,timeframe,constraints,period,std_dev,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades,win_rate,avg_return_per_trade,total_execution_cost,profit_factor,avg_winner,avg_loser,pf_bin,trades_per_day
SPY_5m_strategy_75,b018a6fd2f3b,bollinger_bands,SPY_5m,1m,,25,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_75.parquet,-0.1339438098817921,-1.7248760566876489,-0.1513322679984288,1395,0.6279569892473118,-0.0001011039107600939,0.13950000000000004,0.8257805552000379,0.0007631432776529106,-0.001559833269237535,0.8-1.0,5.44921875
SPY_5m_strategy_51,a08c8bbd5d2c,bollinger_bands,SPY_5m,1m,,20,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_51.parquet,-0.09984916163272672,-1.7464487346758406,-0.09859651669009739,1357,0.5910095799557848,-7.644624603580854e-05,0.13570000000000002,0.8318846908304572,0.0006400553199330366,-0.0011118232837061034,0.8-1.0,5.30078125
SPY_5m_strategy_131,cb821ff2857a,bollinger_bands,SPY_5m,1m,,36,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_131.parquet,-0.11716220023854884,-1.7538836126045168,-0.1304271760728598,1120,0.6285714285714286,-0.00010945640512275262,0.11200000000000002,0.7952780383171877,0.0006764584079861371,-0.001439466088845489,0.5-0.8,4.375
SPY_5m_strategy_166,d46c03425876,bollinger_bands,SPY_5m,1m,,43,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_166.parquet,-0.11609021418012977,-1.7707562450139318,-0.12884774586711656,1017,0.6312684365781711,-0.00011942130186175001,0.10170000000000003,0.7875614142563092,0.0007013240866333259,-0.00152453740696532,0.5-0.8,3.97265625
SPY_5m_strategy_66,ede5e6f58198,bollinger_bands,SPY_5m,1m,,23,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_66.parquet,-0.10572115164912355,-1.7732257675615166,-0.10507524347768282,1287,0.585081585081585,-8.55838100823898e-05,0.12870000000000004,0.821767413125978,0.000674430174178386,-0.001157288922719776,0.8-1.0,5.02734375
SPY_5m_strategy_146,ae25ec524428,bollinger_bands,SPY_5m,1m,,39,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_146.parquet,-0.11917683001474422,-1.7787575967075857,-0.13413335738437937,1071,0.6171802054154996,-0.00011658112049072833,0.10710000000000003,0.7929724282067979,0.0007235126606649167,-0.0014709762164514144,0.5-0.8,4.18359375
SPY_5m_strategy_71,b3bc478985c8,bollinger_bands,SPY_5m,1m,,24,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_71.parquet,-0.10599698095563148,-1.7832407510795842,-0.10576124826022637,1266,0.5781990521327014,-8.72538720731152e-05,0.12660000000000002,0.8182516997727595,0.0006793974174486162,-0.0011381691228781853,0.8-1.0,4.9453125
SPY_5m_strategy_91,00c46ab7a34d,bollinger_bands,SPY_5m,1m,,28,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_91.parquet,-0.11357814512041697,-1.80295132940459,-0.1164507858748065,1221,0.5995085995085995,-9.727238551764531e-05,0.12210000000000001,0.8072503806596343,0.0006795303821267125,-0.0012600937064085856,0.8-1.0,4.76953125
SPY_5m_strategy_180,8c6ec2c9aca8,bollinger_bands,SPY_5m,1m,,46,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_180.parquet,-0.13949619654277945,-1.8196494165117607,-0.14809619476773872,1142,0.6523642732049036,-0.00012917370588385528,0.11420000000000002,0.7961315093613156,0.0007732477334582864,-0.001822634593314323,0.5-0.8,4.4609375
SPY_5m_strategy_172,f4a6baef696d,bollinger_bands,SPY_5m,1m,,44,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_172.parquet,-0.09479850269987422,-1.8359045567175531,-0.09437266752201645,667,0.5847076461769115,-0.00014753750036708757,0.06670000000000001,0.7405412900874111,0.0007201859956921226,-0.0013692420616056868,0.5-0.8,2.60546875
SPY_5m_strategy_126,d7fe20354dcb,bollinger_bands,SPY_5m,1m,,35,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_126.parquet,-0.12219213812878804,-1.8371441038020164,-0.13650208749454773,1115,0.6242152466367713,-0.00011507397944961286,0.11150000000000002,0.7853590033280177,0.0006745254033374518,-0.0014266758181603455,0.5-0.8,4.35546875
SPY_5m_strategy_92,cb819834437d,bollinger_bands,SPY_5m,1m,,28,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_92.parquet,-0.0825963148218356,-1.83734469519432,-0.08319003907506162,749,0.5727636849132176,-0.00011390745214944316,0.07490000000000002,0.777190287243642,0.0006936971480560332,-0.0011966023692999098,0.5-0.8,2.92578125
SPY_5m_strategy_167,0b782f99e318,bollinger_bands,SPY_5m,1m,,43,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_167.parquet,-0.09451708519253188,-1.8385299618270527,-0.09446620330580568,675,0.5822222222222222,-0.00014534438799593217,0.0675,0.7401404406523335,0.0007110250911447712,-0.001338795470628189,0.5-0.8,2.63671875
