stop_loss_pct,regime,total_return,avg_return_per_trade,win_rate,num_trades,stopped_out_count,stopped_out_rate,avg_winner,avg_loser,profit_factor,avg_duration_minutes,avg_duration_winners,avg_duration_losers,avg_duration_stopped,strategy_hash,strategy_type
0.5,Low Vol,-0.06958071848788247,-0.00015093431342273856,0.6117136659436009,461,28,0.06073752711496746,0.0006769900496333325,-0.0014552620809188954,0.7328872216252492,28.524945770065077,16.29432624113475,47.79329608938548,55.0,b3883b4a99a3,bollinger_bands
0.5,Medium Vol,-0.0021800102923066993,-5.547099980424171e-06,0.6921119592875318,393,20,0.05089058524173028,0.0007084422619323714,-0.001610547979652163,0.9888133640142178,28.842239185750635,16.727941176470587,56.074380165289256,62.25,b3883b4a99a3,bollinger_bands
0.5,High Vol,-0.007944069380773843,-2.8992953944430084e-05,0.6313868613138686,274,21,0.07664233576642336,0.0009733954965193469,-0.001745955349293276,0.9549506507616434,28.394160583941606,15.722543352601155,50.0990099009901,50.23809523809524,b3883b4a99a3,bollinger_bands
0.75,Low Vol,-0.07550248936948559,-0.00016377980340452405,0.6117136659436009,461,11,0.02386117136659436,0.0006769900496333325,-0.001488344599810533,0.7165968038295697,30.715835140997832,16.29432624113475,53.435754189944134,85.9090909090909,b3883b4a99a3,bollinger_bands
0.75,Medium Vol,0.019619685749485735,4.992286450250823e-05,0.6946564885496184,393,4,0.010178117048346057,0.0007186881805381968,-0.0014715182294786832,1.11110795501571,30.928753180661577,16.813186813186814,63.041666666666664,67.5,b3883b4a99a3,bollinger_bands
0.75,High Vol,-0.009008952299809837,-3.2879387955510356e-05,0.6313868613138686,274,11,0.040145985401459854,0.0009733954965193469,-0.0017564987445312559,0.9492185532152639,30.145985401459853,15.722543352601155,54.851485148514854,53.63636363636363,b3883b4a99a3,bollinger_bands
1.0,Low Vol,-0.07525983926598344,-0.00016325344743163436,0.6117136659436009,461,4,0.008676789587852495,0.0006769900496333325,-0.0014869890126401298,0.7172500766011677,31.648590021691973,16.29432624113475,55.83798882681564,116.25,b3883b4a99a3,bollinger_bands
1.0,Medium Vol,0.009619685749485669,2.4477571881642925e-05,0.6946564885496184,393,4,0.010178117048346057,0.0007186881805381968,-0.0015548515628120174,1.051557363950164,31.0559796437659,16.813186813186814,63.458333333333336,80.0,b3883b4a99a3,bollinger_bands
1.0,High Vol,-0.009494443397376907,-3.4651253275098205e-05,0.6313868613138686,274,5,0.01824817518248175,0.0009733954965193469,-0.001761305587081425,0.9466280066545357,31.04014598540146,15.722543352601155,57.277227722772274,65.0,b3883b4a99a3,bollinger_bands
0.01,Low Vol,-0.05767477109677331,-0.00012731737548956582,0.09271523178807947,453,405,0.8940397350993378,0.0005618197085988073,-0.00019774014320662585,0.290341819645121,2.4392935982339954,7.380952380952381,1.9343065693430657,1.8888888888888888,982f190045df,bollinger_bands
0.01,Medium Vol,-0.06225356555616088,-0.0001608619265017077,0.06201550387596899,387,361,0.9328165374677002,0.00041763424359494923,-0.00019910960716925522,0.1386782977841715,1.834625322997416,5.833333333333333,1.5702479338842976,1.551246537396122,982f190045df,bollinger_bands
0.01,High Vol,-0.043803741700567125,-0.0001616374232493252,0.05166051660516605,271,257,0.948339483394834,0.0005425898785307935,-0.00019999999999999312,0.14778712644808112,1.6974169741697418,6.071428571428571,1.4591439688715953,1.4591439688715953,982f190045df,bollinger_bands
0.02,Low Vol,-0.06416764896118196,-0.00014165043920790719,0.18101545253863136,453,360,0.7947019867549668,0.000541450470419961,-0.00029263231141676214,0.408955826854835,4.150110375275938,7.195121951219512,3.477088948787062,3.375,982f190045df,bollinger_bands
0.02,Medium Vol,-0.0747604093798522,-0.00019317935240271888,0.14470284237726097,387,328,0.8475452196382429,0.000424254060058032,-0.00029763938593082174,0.2411546500100477,3.359173126614987,6.517857142857143,2.824773413897281,2.7896341463414633,982f190045df,bollinger_bands
0.02,High Vol,-0.0430082999495051,-0.00015870221383581216,0.12915129151291513,271,232,0.8560885608856088,0.0007655373716885542,-0.00029577164389239184,0.3838538518777861,2.859778597785978,6.142857142857143,2.3728813559322033,2.3275862068965516,982f190045df,bollinger_bands
0.03,Low Vol,-0.0765338166406134,-0.0001689488226062106,0.23620309050772628,453,325,0.717439293598234,0.0005131526143035335,-0.00037988770627483086,0.41773319273601633,5.364238410596027,7.196261682242991,4.797687861271676,4.569230769230769,982f190045df,bollinger_bands
0.03,Medium Vol,-0.07947372671332834,-0.00020535846695950475,0.21963824289405684,387,294,0.7596899224806202,0.00045195434803616485,-0.000390363729458286,0.32586453193336934,5.051679586563307,6.882352941176471,4.5364238410596025,4.404761904761905,982f190045df,bollinger_bands
0.03,High Vol,-0.050630085283613,-0.00018682688296536162,0.18450184501845018,271,216,0.7970479704797048,0.000721054382926094,-0.00039222988429827015,0.4159154677033207,4.040590405904059,6.3,3.5294117647058822,3.4953703703703702,982f190045df,bollinger_bands
0.04,Low Vol,-0.07711322114943965,-0.00017022786125704117,0.30022075055187636,453,293,0.6467991169977925,0.0005225439582686152,-0.0004674422696339788,0.4795948323166296,6.545253863134658,7.794117647058823,6.009463722397476,5.7679180887372015,982f190045df,bollinger_bands
0.04,Medium Vol,-0.08957358100409854,-0.0002314562816643373,0.26356589147286824,387,275,0.710594315245478,0.0004738497335520803,-0.0004838815923733711,0.3504748441876382,6.1757105943152455,6.813725490196078,5.947368421052632,5.763636363636364,982f190045df,bollinger_bands
0.04,High Vol,-0.04884517795970897,-0.00018024050907641687,0.24723247232472326,271,196,0.7232472324723247,0.0007417353179461159,-0.00048304629540244474,0.504318428398599,5.553505535055351,7.2388059701492535,5.0,4.974489795918367,982f190045df,bollinger_bands
0.05,Low Vol,-0.06412443102620471,-0.00014155503537793536,0.36423841059602646,453,261,0.5761589403973509,0.000572639886403526,-0.000550729209315231,0.5957100683412282,8.024282560706402,8.303030303030303,7.864583333333333,7.662835249042145,982f190045df,bollinger_bands
0.05,Medium Vol,-0.0771439389570786,-0.00019933834355834266,0.34108527131782945,387,242,0.6253229974160207,0.0005234757024559854,-0.0005735009085539947,0.4724938595566491,7.855297157622739,8.068181818181818,7.745098039215686,7.56198347107438,982f190045df,bollinger_bands
0.05,High Vol,-0.04342371794737315,-0.0001602351215770227,0.3025830258302583,271,179,0.6605166051660517,0.0007875610732032295,-0.0005714482854499363,0.5979424083252391,6.974169741697417,8.048780487804878,6.507936507936508,6.4804469273743015,982f190045df,bollinger_bands
0.1,Low Vol,-0.06513664184182476,-0.000143789496339569,0.4856512141280353,453,176,0.38852097130242824,0.0006150614447743863,-0.0008603011145587544,0.6750481918206088,13.79690949227373,11.659090909090908,15.815450643776824,15.568181818181818,982f190045df,bollinger_bands
0.1,Medium Vol,-0.03375043957603965,-8.7210438180981e-05,0.5426356589147286,387,145,0.37467700258397935,0.0006227185493804021,-0.0009294990674910967,0.7948567607530479,13.565891472868216,12.952380952380953,14.293785310734464,13.827586206896552,982f190045df,bollinger_bands
0.1,High Vol,-0.04883401884624392,-0.00018019933153595543,0.4575645756457565,271,132,0.4870848708487085,0.0007967714962551503,-0.0010043107781080446,0.6692217020072095,10.99630996309963,10.080645161290322,11.768707482993197,11.931818181818182,982f190045df,bollinger_bands
0.15,Low Vol,-0.04887394240514484,-0.00010788949758310118,0.5540838852097131,453,120,0.26490066225165565,0.0006382873172257473,-0.001035069599152512,0.766247400054487,17.880794701986755,14.322709163346614,22.301980198019802,21.25,982f190045df,bollinger_bands
0.15,Medium Vol,-0.03634378724499326,-9.391159494830299e-05,0.599483204134367,387,112,0.28940568475452194,0.0006515161716985047,-0.0012096486392196536,0.8061618563113064,16.666666666666668,14.245689655172415,20.29032258064516,19.508928571428573,982f190045df,bollinger_bands
0.15,High Vol,-0.04682625969186407,-0.0001727906261692401,0.5276752767527675,271,99,0.36531365313653136,0.0008405653065920557,-0.0013048992073010001,0.7196487270466231,14.870848708487085,11.398601398601398,18.75,16.515151515151516,982f190045df,bollinger_bands
0.2,Low Vol,-0.05542607291538036,-0.00012235336184410675,0.5761589403973509,453,93,0.2052980132450331,0.0006514523692500433,-0.001174245527550217,0.754159197264991,20.220750551876378,14.789272030651341,27.604166666666668,26.989247311827956,982f190045df,bollinger_bands
0.2,Medium Vol,-0.029223252748281178,-7.551228100331054e-05,0.6408268733850129,387,87,0.2248062015503876,0.0006757338236855067,-0.0014158650433258048,0.8515118164715346,20.051679586563306,16.27016129032258,26.798561151079138,26.896551724137932,982f190045df,bollinger_bands
0.2,High Vol,-0.034344235744810866,-0.00012673149721332424,0.5793357933579336,271,74,0.2730627306273063,0.000868697692685137,-0.0014976295920734858,0.7988386264359473,18.357933579335793,13.566878980891719,24.95614035087719,22.83783783783784,982f190045df,bollinger_bands
0.25,Low Vol,-0.045277123700738546,-9.994950044313145e-05,0.5982339955849889,453,74,0.16335540838852097,0.0006838625637418824,-0.0012670542773340037,0.8036584466826799,23.002207505518765,15.424354243542435,34.285714285714285,37.63513513513514,982f190045df,bollinger_bands
0.25,Medium Vol,-0.03039516209016244,-7.85404705172156e-05,0.6563307493540051,387,70,0.18087855297157623,0.0006873856802561669,-0.0015412866531972094,0.8517244972987832,22.467700258397933,16.555118110236222,33.7593984962406,34.07142857142857,982f190045df,bollinger_bands
0.25,High Vol,-0.027291814027038615,-0.00010070780083778087,0.6014760147601476,271,56,0.2066420664206642,0.0008868629171405685,-0.00159120805111992,0.8411885978367294,20.977859778597786,13.92638036809816,31.62037037037037,27.678571428571427,982f190045df,bollinger_bands
0.3,Low Vol,-0.06424323295815734,-0.00014181729129836057,0.6048565121412803,453,67,0.1479028697571744,0.0006834211968613083,-0.0014050315133975187,0.7445603608454724,24.072847682119207,15.821167883211679,36.70391061452514,42.16417910447761,982f190045df,bollinger_bands
0.3,Medium Vol,-0.02819151195862038,-7.284628413080202e-05,0.6666666666666666,387,54,0.13953488372093023,0.0006910859928423264,-0.0016007108380770591,0.8634738722360761,24.74160206718346,16.782945736434108,40.65891472868217,40.370370370370374,982f190045df,bollinger_bands
0.3,High Vol,-0.0365059768955807,-0.00013470840182871108,0.6088560885608856,271,47,0.17343173431734318,0.0008880032224198574,-0.0017266651754231808,0.800542679987469,23.247232472324722,13.969696969696969,37.68867924528302,32.659574468085104,982f190045df,bollinger_bands
0.35,Low Vol,-0.07053108389981344,-0.00015569775695323056,0.6114790286975718,453,57,0.12582781456953643,0.0006850825399896586,-0.0014789712924826643,0.7290381517733203,25.629139072847682,16.137184115523464,40.56818181818182,48.94736842105263,982f190045df,bollinger_bands
0.35,Medium Vol,-0.00695531345247849,-1.797238618211496e-05,0.6795865633074936,387,38,0.09819121447028424,0.0007156870070008029,-0.0015740402926910455,0.9643648019809633,26.40826873385013,17.072243346007603,46.20967741935484,42.36842105263158,982f190045df,bollinger_bands
0.35,High Vol,-0.03901283460108022,-0.00014395879926597867,0.6199261992619927,271,40,0.14760147601476015,0.0008878623475731476,-0.0018269292135278544,0.7926764859459992,24.649446494464943,14.43452380952381,41.310679611650485,38.5,982f190045df,bollinger_bands
0.4,Low Vol,-0.07115485501402372,-0.00015707473513029517,0.6136865342163356,453,45,0.09933774834437085,0.0006835959644873312,-0.00149254018938001,0.7275790800128438,27.019867549668874,16.348920863309353,43.97142857142857,53.77777777777778,982f190045df,bollinger_bands
0.4,Medium Vol,-0.015403379505223575,-3.9802014225383915e-05,0.6795865633074936,387,34,0.08785529715762273,0.0007156870070008029,-0.0016421698576325385,0.9243556920228911,27.493540051679588,17.072243346007603,49.596774193548384,50.0,982f190045df,bollinger_bands
0.4,High Vol,-0.03107079002633182,-0.00011465236172078162,0.6273062730627307,271,35,0.12915129151291513,0.0009555761924208593,-0.0019160271558205737,0.8394429935480854,26.070110701107012,14.970588235294118,44.75247524752475,43.857142857142854,982f190045df,bollinger_bands
0.45,Low Vol,-0.07589754411575672,-0.0001675442474961517,0.6136865342163356,453,38,0.08388520971302428,0.0006835959644873312,-0.0015196412699613417,0.7146035313313969,28.024282560706403,16.348920863309353,46.57142857142857,58.55263157894737,982f190045df,bollinger_bands
0.45,Medium Vol,-0.007966718525254494,-2.058583598256975e-05,0.6847545219638242,387,26,0.06718346253229975,0.0007118923740233178,-0.0016116245708314239,0.9594812757881998,28.875968992248062,17.37735849056604,53.85245901639344,65.38461538461539,982f190045df,bollinger_bands
0.45,High Vol,-0.01841628027245784,-6.795675377290717e-05,0.6346863468634686,271,26,0.0959409594095941,0.0009504424597266693,-0.0018372968014691415,0.8987517787510532,27.656826568265682,15.61046511627907,48.58585858585859,45.76923076923077,982f190045df,bollinger_bands
0.5,Low Vol,-0.06893905697244994,-0.00015218334872505506,0.6136865342163356,453,28,0.06181015452538632,0.0006835959644873312,-0.0014798784862853026,0.733804179150657,29.01766004415011,16.348920863309353,49.142857142857146,55.17857142857143,982f190045df,bollinger_bands
0.5,Medium Vol,-0.008065631673373404,-2.0841425512592774e-05,0.6847545219638242,387,20,0.05167958656330749,0.0007118923740233178,-0.0016124353343405953,0.9589988301424273,29.651162790697676,17.37735849056604,56.31147540983606,64.0,982f190045df,bollinger_bands
0.5,High Vol,-0.008298504628930014,-3.062178829863474e-05,0.6420664206642066,271,21,0.07749077490774908,0.0009652536723958195,-0.0018170375631526038,0.9529169920052473,28.74538745387454,16.350574712643677,50.97938144329897,50.0,982f190045df,bollinger_bands
0.75,Low Vol,-0.07651636996907553,-0.0001689103089825067,0.6136865342163356,453,11,0.024282560706401765,0.0006835959644873312,-0.001523177417694592,0.7129445363724808,31.346578366445915,16.348920863309353,55.17142857142857,85.9090909090909,982f190045df,bollinger_bands
0.75,Medium Vol,0.013792341522482434,3.563912538109156e-05,0.6873385012919897,387,4,0.0103359173126615,0.000722394951719932,-0.001474088558967103,1.0773266252429947,31.666666666666668,17.462406015037594,62.892561983471076,67.5,982f190045df,bollinger_bands
0.75,High Vol,-0.009363387547966028,-3.4551245564450286e-05,0.6420664206642066,271,11,0.04059040590405904,0.0009652536723958195,-0.0018280157375756558,0.9471942355027251,30.51660516605166,16.350574712643677,55.92783505154639,53.18181818181818,982f190045df,bollinger_bands
1.0,Low Vol,-0.07624762655589779,-0.0001683170564147854,0.6136865342163356,453,4,0.008830022075055188,0.0006835959644873312,-0.001521641741047862,0.7136640567729706,32.328918322295806,16.348920863309353,57.714285714285715,116.25,982f190045df,bollinger_bands
1.0,Medium Vol,0.0037923415224823728,9.799332099437655e-06,0.6873385012919897,387,4,0.0103359173126615,0.000722394951719932,-0.001556733187066277,1.020132971876912,31.795865633074936,17.462406015037594,63.30578512396694,80.0,982f190045df,bollinger_bands
1.0,High Vol,-0.00975531061092997,-3.599745612889288e-05,0.6420664206642066,271,5,0.01845018450184502,0.0009652536723958195,-0.001832056181523738,0.9451052792495865,31.420664206642066,16.350574712643677,58.45360824742268,65.0,982f190045df,bollinger_bands
0.01,Low Vol,-0.05886646360699399,-0.00013348404446030383,0.08843537414965986,441,399,0.9047619047619048,0.0005385873902995806,-0.00019868500454894934,0.2629841924680938,2.369614512471655,7.564102564102564,1.8656716417910448,1.8421052631578947,e220d2e71910,bollinger_bands
0.01,Medium Vol,-0.06038381461227195,-0.0001572495172194582,0.06510416666666667,384,357,0.9296875,0.00044371891160669254,-0.00019909968635776953,0.1551968575155736,1.8880208333333333,5.8,1.615598885793872,1.596638655462185,e220d2e71910,bollinger_bands
0.01,High Vol,-0.0427594186170525,-0.00016445930237327883,0.046153846153846156,260,248,0.9538461538461539,0.000570048448578795,-0.00019999999999999207,0.13791494723681072,1.7115384615384615,5.416666666666667,1.532258064516129,1.532258064516129,e220d2e71910,bollinger_bands
0.02,Low Vol,-0.06477839937925522,-0.00014688979451078283,0.1836734693877551,441,352,0.7981859410430839,0.0005102286364843765,-0.0002947414414846937,0.3894988184583012,4.09297052154195,7.283950617283951,3.375,3.2670454545454546,e220d2e71910,bollinger_bands
0.02,Medium Vol,-0.0722794289475868,-0.00018822767955100727,0.14583333333333334,384,325,0.8463541666666666,0.0004518004378932934,-0.000297500772773205,0.2592822176866316,3.3984375,6.785714285714286,2.8201219512195124,2.769230769230769,e220d2e71910,bollinger_bands
0.02,High Vol,-0.04210057315396854,-0.00016192528136141747,0.12692307692307692,260,224,0.8615384615384616,0.0007651862502740332,-0.0002967036097489499,0.37491464923410467,3.0384615384615383,6.0606060606060606,2.5991189427312777,2.5669642857142856,e220d2e71910,bollinger_bands
0.03,Low Vol,-0.07554435468222054,-0.00017130239156966108,0.2471655328798186,441,316,0.7165532879818595,0.00047584522010315453,-0.0003837695291369409,0.40708362775345386,5.3854875283446715,7.431192660550459,4.713855421686747,4.493670886075949,e220d2e71910,bollinger_bands
0.03,Medium Vol,-0.07592875110225525,-0.00019773112266212303,0.2265625,384,290,0.7552083333333334,0.00046266534014621926,-0.00039118059156557683,0.3464594969027319,5.078125,7.068965517241379,4.494949494949495,4.362068965517241,e220d2e71910,bollinger_bands
