strategy_hash,strategy_type,sharpe_ratio,total_return,win_rate,avg_return_per_trade,num_trades,total_execution_cost
ea897ab3a2f1,bollinger_bands,-60.395171794585835,-0.8459342479416525,0.018923343605546997,-0.0010708028454957626,790,0.079
1c3a4e70fe49,bollinger_bands,-109.47810131736459,-0.9039130008097325,0.007318952234206471,-0.0022711381929892776,398,0.0398
a09b0b058df0,bollinger_bands,-9.460828476310613,-0.4959114683201966,0.1732473035439137,-0.00019154556520671942,2589,0.2589
d7fe20354dcb,bollinger_bands,-18.408808338586198,-0.653329548253089,0.09996147919876733,-0.00029284157250250516,2231,0.22310000000000002
6b1245c82ce5,bollinger_bands,-32.45004982701597,-0.761434465893944,0.045839753466872114,-0.0005454401618151461,1396,0.1396
61c557a6d032,bollinger_bands,-58.19158123237319,-0.8379190814645523,0.019404853620955315,-0.0010526621626439098,796,0.0796
3f89f6cc6584,bollinger_bands,-107.56497859258188,-0.8996185722099834,0.007415254237288136,-0.0022490464305249588,400,0.04
7a965b138401,bollinger_bands,-9.39365886290407,-0.49317165217644876,0.174595531587057,-0.0001902668411174571,2592,0.2592
cb821ff2857a,bollinger_bands,-18.279224978755643,-0.6511720085394317,0.10063559322033898,-0.0002905720698524907,2241,0.22410000000000002
4b493028d443,bollinger_bands,-32.481048773387585,-0.7603477264962072,0.04588790446841294,-0.0005407878566829355,1406,0.1406
fa5d65af43e5,bollinger_bands,-56.714112814745455,-0.8333281799150545,0.020127118644067795,-0.0010364778357152419,804,0.0804
dca305200c6f,bollinger_bands,-106.2148700480376,-0.900114086916776,0.007704160246533128,-0.0021741886157410047,414,0.0414
52acf43d5a97,bollinger_bands,-9.378168993321879,-0.4929724045185827,0.1753177966101695,-0.00019166889755776933,2572,0.25720000000000004
911d853b7980,bollinger_bands,-17.91908373359153,-0.6454912068035259,0.10135785824345146,-0.00029247449334097233,2207,0.2207
ea707c55ba0f,bollinger_bands,-31.543125853646632,-0.7517593938359255,0.046465716486902925,-0.000541613396135393,1388,0.1388
6613ec614cd0,bollinger_bands,-56.08830314837423,-0.8292450049076128,0.020078967642526965,-0.001041765081542227,796,0.0796
9b81934ac192,bollinger_bands,-101.27092536706036,-0.8928303772926389,0.007800462249614792,-0.0022209710877926342,402,0.0402
4be6b887eb6a,bollinger_bands,-9.178698845295067,-0.48524812275533047,0.17642526964560862,-0.0001925587788711629,2520,0.252
bd9099be5311,bollinger_bands,-17.600274127285534,-0.6394134621048886,0.1016949152542373,-0.00029425377915549405,2173,0.21730000000000002
2da25874102c,bollinger_bands,-30.47084306820896,-0.7410426380293311,0.04680277349768875,-0.0005481084600808663,1352,0.13520000000000001
dadf14ae5e7c,bollinger_bands,-54.91498174873686,-0.8266668938068094,0.020127118644067795,-0.0010437713305641533,792,0.0792
4314274a2493,bollinger_bands,-99.02331544449015,-0.891972759897623,0.007848613251155625,-0.002164982426935978,412,0.0412
eaf444435d31,bollinger_bands,-8.984025618613972,-0.4785331264892272,0.17700308166409862,-0.0001921819785097298,2490,0.249
ae25ec524428,bollinger_bands,-17.03215846203154,-0.6306438789171931,0.10203197226502311,-0.0002942808581041498,2143,0.21430000000000002
b62de6c472a8,bollinger_bands,-30.38201156270856,-0.7391780872246454,0.04699537750385208,-0.0005475393238701077,1350,0.135
3ea67419245e,bollinger_bands,-53.00934283050158,-0.8202292586028416,0.020319722650231124,-0.0010515759725677456,780,0.078
