strategy_id,strategy_hash,strategy_type,symbol,timeframe,constraints,period,std_dev,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades,win_rate,avg_return_per_trade,total_execution_cost
SPY_5m_strategy_46,77ecf32f66e5,bollinger_bands,SPY_5m,1m,,19,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_46.parquet,-0.7777728294880949,-28.330994499018857,-0.7777562967248024,2806,0.08219375963020031,-0.00027718204899789553,0.2806
SPY_5m_strategy_47,8baa1f123457,bollinger_bands,SPY_5m,1m,,19,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_47.parquet,-0.8780082221947545,-58.124613602481695,-0.8779955224959453,1628,0.034187211093990755,-0.0005393170898002177,0.1628
SPY_5m_strategy_48,6f8fa2fc4f01,bollinger_bands,SPY_5m,1m,,19,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_48.parquet,-0.944896019946846,-124.66451207518253,-0.9448883208246242,746,0.011026579352850539,-0.0012666166487223136,0.0746
SPY_5m_strategy_49,72706250c433,bollinger_bands,SPY_5m,1m,,19,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_49.parquet,-0.9745518724767745,-240.17072344263423,-0.9745473597924567,328,0.003900231124807396,-0.0029711947331608982,0.0328
SPY_5m_strategy_50,31784fac0618,bollinger_bands,SPY_5m,1m,,20,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_50.parquet,-0.6238452476648861,-14.338886062833565,-0.6238277380216293,2979,0.14238251155624038,-0.00020941431610100239,0.2979
SPY_5m_strategy_51,a08c8bbd5d2c,bollinger_bands,SPY_5m,1m,,20,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_51.parquet,-0.7662643733490839,-27.16381726953806,-0.7662477231737926,2716,0.08306047765793528,-0.00028212973981925034,0.2716
SPY_5m_strategy_52,49cbed903ac4,bollinger_bands,SPY_5m,1m,,20,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_52.parquet,-0.8690917517887926,-55.024120949499284,-0.8690785953924277,1638,0.03519838212634823,-0.000530581045048103,0.1638
SPY_5m_strategy_53,d6203f75d335,bollinger_bands,SPY_5m,1m,,20,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_53.parquet,-0.936846487452438,-115.87962110954724,-0.9368380734629462,738,0.011556240369799691,-0.0012694396848949025,0.0738
SPY_5m_strategy_54,7d826e7e1670,bollinger_bands,SPY_5m,1m,,20,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_54.parquet,-0.9700950710829871,-223.95463309284136,-0.9700900021254525,322,0.0039965331278890605,-0.0030127176120589663,0.0322
SPY_5m_strategy_55,af0897a3cbf3,bollinger_bands,SPY_5m,1m,,21,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_55.parquet,-0.6185042755836315,-13.995426451265915,-0.6184869680903347,2961,0.14421224961479198,-0.00020888357838015249,0.29610000000000003
SPY_5m_strategy_56,e1a5b15c1c4d,bollinger_bands,SPY_5m,1m,,21,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_56.parquet,-0.7516033149937132,-25.602752247968,-0.7515861117097977,2696,0.08479391371340524,-0.00027878461238639216,0.2696
SPY_5m_strategy_57,6b16474082ff,bollinger_bands,SPY_5m,1m,,21,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_57.parquet,-0.8615873796031956,-52.64936271230522,-0.8615740160446015,1618,0.03625770416024653,-0.0005325014707065486,0.1618
SPY_5m_strategy_58,4daf7ecf9645,bollinger_bands,SPY_5m,1m,,21,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_58.parquet,-0.9263603876638907,-107.83286400505492,-0.9263511311108489,734,0.012471109399075501,-0.0012620713728390882,0.0734
SPY_5m_strategy_59,66b838920d84,bollinger_bands,SPY_5m,1m,,21,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_59.parquet,-0.9635112407569887,-206.398245445229,-0.9635053948619065,346,0.004574345146379045,-0.002784714568661817,0.0346
SPY_5m_strategy_60,89ba5ecaeb7e,bollinger_bands,SPY_5m,1m,,22,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_60.parquet,-0.6027722736653414,-13.326186272089318,-0.6027549144024058,2899,0.14666795069337443,-0.00020792420616258758,0.2899
SPY_5m_strategy_61,fdd85de572ee,bollinger_bands,SPY_5m,1m,,22,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_61.parquet,-0.7399658332582948,-24.61389551619672,-0.7399485184214742,2632,0.08671995377503852,-0.000281142033912726,0.2632
SPY_5m_strategy_62,9b3b4bc11856,bollinger_bands,SPY_5m,1m,,22,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_62.parquet,-0.8516857065517306,-49.94647929219386,-0.8516719029573936,1596,0.0374133281972265,-0.0005336376607466983,0.15960000000000002
SPY_5m_strategy_63,001ba0423a6e,bollinger_bands,SPY_5m,1m,,22,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_63.parquet,-0.9212106254573393,-102.40021134671711,-0.9212009670585735,744,0.01314522342064715,-0.0012381863245394347,0.07440000000000001
SPY_5m_strategy_64,e5cc63fb508c,bollinger_bands,SPY_5m,1m,,22,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_64.parquet,-0.9623905243754357,-197.20376043654292,-0.9623845577880504,368,0.004911402157164869,-0.0026151916423245536,0.0368
SPY_5m_strategy_65,e8fc96c15ce2,bollinger_bands,SPY_5m,1m,,23,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_65.parquet,-0.5975121101975114,-13.042619983306059,-0.5974951438385139,2852,0.14912365177195686,-0.0002095063499991274,0.2852
SPY_5m_strategy_66,ede5e6f58198,bollinger_bands,SPY_5m,1m,,23,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_66.parquet,-0.7330795495338787,-24.042823655092974,-0.7330623568267458,2575,0.08720146379044684,-0.00028469108719762277,0.2575
SPY_5m_strategy_67,046228e4e54b,bollinger_bands,SPY_5m,1m,,23,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_67.parquet,-0.8441843763457003,-48.297077175447946,-0.8441702893398566,1582,0.038376348228043144,-0.0005336184426963971,0.1582
SPY_5m_strategy_68,93cba16200b6,bollinger_bands,SPY_5m,1m,,23,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_68.parquet,-0.9134775960725057,-94.38150103549467,-0.9134673841488959,760,0.013723035439137134,-0.0012019442053585602,0.076
SPY_5m_strategy_69,1b485e663a59,bollinger_bands,SPY_5m,1m,,23,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_69.parquet,-0.9489827503732904,-175.51671619946055,-0.9489754258779728,356,0.005200308166409861,-0.0026656818830710404,0.0356
SPY_5m_strategy_70,c249cef528fb,bollinger_bands,SPY_5m,1m,,24,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_70.parquet,-0.5790378563841326,-12.309621130922457,-0.579020554685668,2828,0.15230161787365176,-0.00020475171725040052,0.2828
SPY_5m_strategy_71,b3bc478985c8,bollinger_bands,SPY_5m,1m,,24,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_71.parquet,-0.7244602996271585,-23.44556460396212,-0.7244430056264958,2533,0.08787557781201849,-0.0002860088036427787,0.2533
SPY_5m_strategy_72,cc91a898fba5,bollinger_bands,SPY_5m,1m,,24,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_72.parquet,-0.8341947477078213,-46.6432666915254,-0.8341802326851486,1566,0.03953197226502311,-0.0005326914097751094,0.15660000000000002
SPY_5m_strategy_73,a0135f1061c2,bollinger_bands,SPY_5m,1m,,24,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_73.parquet,-0.908080174604138,-90.21360288005859,-0.908069574602636,776,0.014252696456086287,-0.0011702064105723429,0.0776
SPY_5m_strategy_74,2d276ef09977,bollinger_bands,SPY_5m,1m,,24,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_74.parquet,-0.9464260646888354,-170.83239164580684,-0.9464185026209034,374,0.005441063174114021,-0.002530550975103838,0.0374
SPY_5m_strategy_75,b018a6fd2f3b,bollinger_bands,SPY_5m,1m,,25,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_75.parquet,-0.5656844604013282,-11.751952405556858,-0.5656670096894314,2796,0.15398690292758088,-0.00020231919184596862,0.2796
SPY_5m_strategy_76,9998eed964f5,bollinger_bands,SPY_5m,1m,,25,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_76.parquet,-0.7192840432199004,-23.100380109153274,-0.7192667947523935,2516,0.08922380585516179,-0.00028588395994431654,0.2516
SPY_5m_strategy_77,a2e4b74d4249,bollinger_bands,SPY_5m,1m,,25,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_77.parquet,-0.824122215026866,-44.660400960250946,-0.8241073190850661,1532,0.0401097842835131,-0.0005379387826546123,0.1532
SPY_5m_strategy_78,834bed6f6b13,bollinger_bands,SPY_5m,1m,,25,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_78.parquet,-0.902426589049382,-87.36286226003453,-0.9024156809171627,778,0.01454160246533128,-0.0011599313483925218,0.07780000000000001
SPY_5m_strategy_79,0ed948707371,bollinger_bands,SPY_5m,1m,,25,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_79.parquet,-0.943972812177781,-155.75230782548275,-0.9439650317829134,386,0.005826271186440678,-0.0024455254201496916,0.0386
SPY_5m_strategy_80,aee7e28d2d29,bollinger_bands,SPY_5m,1m,,26,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_80.parquet,-0.548679935091346,-11.193796204518922,-0.548662270699636,2751,0.15543143297380585,-0.00019944745005137987,0.2751
SPY_5m_strategy_81,8722b4247191,bollinger_bands,SPY_5m,1m,,26,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_81.parquet,-0.7097280124589241,-22.292722912397583,-0.7097105881494903,2509,0.09114984591679506,-0.00028287286267792913,0.2509
SPY_5m_strategy_82,f69c71178b53,bollinger_bands,SPY_5m,1m,,26,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_82.parquet,-0.8188617109393471,-42.89229075001126,-0.8188467379671726,1520,0.040494992295839756,-0.0005387248098285178,0.152
SPY_5m_strategy_83,7f947d4b463c,bollinger_bands,SPY_5m,1m,,26,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_83.parquet,-0.8956768286948601,-82.4718698698463,-0.8956655257934878,780,0.014974961479198768,-0.001148303626531872,0.078
SPY_5m_strategy_84,0a778eb7bcce,bollinger_bands,SPY_5m,1m,,26,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_84.parquet,-0.9385995881511298,-144.29122954994708,-0.9385913436671653,388,0.0060188751926040064,-0.002419071103482293,0.0388
SPY_5m_strategy_85,916f54433143,bollinger_bands,SPY_5m,1m,,27,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_85.parquet,-0.5398988101912617,-10.8344823295511,-0.5398811287391363,2733,0.15750192604006163,-0.00019754804617316566,0.2733
SPY_5m_strategy_86,bff1964a1e5d,bollinger_bands,SPY_5m,1m,,27,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_86.parquet,-0.6993290080325743,-21.548964580561215,-0.6993115266365736,2479,0.09278697996918336,-0.00028210125374448337,0.2479
SPY_5m_strategy_87,8c513a0e511c,bollinger_bands,SPY_5m,1m,,27,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_87.parquet,-0.8124396014395054,-41.35156515769519,-0.8124244522537734,1524,0.0413135593220339,-0.0005330968513382582,0.1524
SPY_5m_strategy_88,a844edc0133c,bollinger_bands,SPY_5m,1m,,27,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_88.parquet,-0.8886528798830228,-78.98789619084026,-0.8886411261723888,780,0.015552773497688752,-0.0011392985639525934,0.078
SPY_5m_strategy_89,8617e749fbb7,bollinger_bands,SPY_5m,1m,,27,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_89.parquet,-0.9346946769105459,-139.6093508229772,-0.9346861185398718,380,0.0061633281972265025,-0.002459722833975121,0.038
SPY_5m_strategy_90,99ba9aeafcd7,bollinger_bands,SPY_5m,1m,,28,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_90.parquet,-0.5313845068496768,-10.554882436470427,-0.5313668477378324,2715,0.1604872881355932,-0.0001957217336462898,0.2715
SPY_5m_strategy_91,00c46ab7a34d,bollinger_bands,SPY_5m,1m,,28,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_91.parquet,-0.694503547999225,-21.23663550567969,-0.694486146032677,2443,0.09341294298921418,-0.0002842830732702517,0.24430000000000002
SPY_5m_strategy_92,cb819834437d,bollinger_bands,SPY_5m,1m,,28,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_92.parquet,-0.80687201600566,-40.03188261554203,-0.8068568281593914,1498,0.0413135593220339,-0.0005386328544764086,0.14980000000000002
SPY_5m_strategy_93,95e25a4feb8e,bollinger_bands,SPY_5m,1m,,28,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_93.parquet,-0.8850530064884655,-77.67965653856511,-0.8850410736615114,792,0.01574537750385208,-0.0011174911698086686,0.0792
SPY_5m_strategy_94,f7bf3891057b,bollinger_bands,SPY_5m,1m,,28,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_94.parquet,-0.9320537170020909,-134.4148966755425,-0.9320449357957424,398,0.006644838212634823,-0.002341843510055505,0.0398
SPY_5m_strategy_95,569295355819,bollinger_bands,SPY_5m,1m,,29,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_95.parquet,-0.529806401769938,-10.518143909109398,-0.529788996848212,2691,0.16188366718027736,-0.00019688086279076106,0.2691
SPY_5m_strategy_96,e39754500c70,bollinger_bands,SPY_5m,1m,,29,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_96.parquet,-0.6890256709993293,-20.707760957098984,-0.6890083442187844,2413,0.09447226502311248,-0.000285547314960352,0.24130000000000001
SPY_5m_strategy_97,ba3731f3d147,bollinger_bands,SPY_5m,1m,,29,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_97.parquet,-0.8049566734367261,-39.67180724690606,-0.8049413365308932,1512,0.042035824345146376,-0.0005323787522729669,0.1512
SPY_5m_strategy_98,3e6c81c24d71,bollinger_bands,SPY_5m,1m,,29,2.5,traces/signals/bollinger_bands/SPY_5m_strategy_98.parquet,-0.8781124752761399,-74.222871701217,-0.8781001433630881,782,0.016275038520801234,-0.0011229059786139895,0.0782
SPY_5m_strategy_99,e23f73a1a999,bollinger_bands,SPY_5m,1m,,29,3.0,traces/signals/bollinger_bands/SPY_5m_strategy_99.parquet,-0.9284870921353177,-131.39449649508907,-0.928478017783824,406,0.006789291217257319,-0.002286914020037728,0.040600000000000004
SPY_5m_strategy_100,09ec9f49753c,bollinger_bands,SPY_5m,1m,,30,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_100.parquet,-0.5201921617723675,-10.206974617764786,-0.520174666029164,2676,0.1645319722650231,-0.00019439168975051102,0.2676
SPY_5m_strategy_101,13aea1255ea7,bollinger_bands,SPY_5m,1m,,30,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_101.parquet,-0.6867658927412177,-20.499207630898574,-0.6867486521084311,2409,0.09567604006163329,-0.0002850833925866408,0.2409
