trailing_stop_pct,total_return,sharpe_ratio,avg_return_per_trade,win_rate,profit_factor,num_trades,stopped_out_count,stopped_out_rate,avg_winner,avg_loser,max_winner,max_loser,strategy_hash,strategy_type,base_sharpe,base_return,base_profit_factor
4.0,0.0045476429934605545,0.38543468549306054,6.66124376753342e-05,0.5217391304347826,1.1967408950917426,69,0,0.0,0.0007766179174242209,-0.0007079389947779966,0.006713345567420903,-0.004671896345613508,f211c3bbe899,bollinger_bands,0.38543468549306054,0.0045476429934605545,1.1967408950917426
5.0,0.0045476429934605545,0.38543468549306054,6.66124376753342e-05,0.5217391304347826,1.1967408950917426,69,0,0.0,0.0007766179174242209,-0.0007079389947779966,0.006713345567420903,-0.004671896345613508,f211c3bbe899,bollinger_bands,0.38543468549306054,0.0045476429934605545,1.1967408950917426
0.25,-0.022606023190180013,-1.8565951077543854,-0.00013180587987695426,0.4277456647398844,0.6419130426551674,173,64,0.3699421965317919,0.0005523786254997409,-0.0006432165202595346,0.004469716679333365,-0.002377769567546594,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
0.5,-0.011475687449175598,-0.7249867375362189,-6.612736439221608e-05,0.49710982658959535,0.8343948462075924,173,8,0.046242774566473986,0.0006702342698811951,-0.0007940250718348985,0.0041692631776052555,-0.004267196759181838,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
0.75,-0.008795925074517097,-0.5560893530876533,-5.048506058821741e-05,0.49710982658959535,0.8675023312116651,173,4,0.023121387283236993,0.0006649254364265171,-0.0007576724484418631,0.0041692631776052555,-0.005032792821720337,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
1.0,-0.004617302603912687,-0.25258889096797194,-2.6003150193203376e-05,0.5028901734104047,0.9342274502719246,173,1,0.005780346820809248,0.000734447506897717,-0.0007952962567851809,0.006713345567420903,-0.0054835441878477355,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
1.5,-0.0010562983184823072,-0.05318316358409355,-5.385398166700338e-06,0.5086705202312138,0.9857581603469282,173,0,0.0,0.0007328001310056075,-0.000769624534250972,0.006713345567420903,-0.0054835441878477355,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
2.0,-0.0010562983184823072,-0.05318316358409355,-5.385398166700338e-06,0.5086705202312138,0.9857581603469282,173,0,0.0,0.0007328001310056075,-0.000769624534250972,0.006713345567420903,-0.0054835441878477355,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
2.5,-0.0010562983184823072,-0.05318316358409355,-5.385398166700338e-06,0.5086705202312138,0.9857581603469282,173,0,0.0,0.0007328001310056075,-0.000769624534250972,0.006713345567420903,-0.0054835441878477355,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
3.0,-0.0010562983184823072,-0.05318316358409355,-5.385398166700338e-06,0.5086705202312138,0.9857581603469282,173,0,0.0,0.0007328001310056075,-0.000769624534250972,0.006713345567420903,-0.0054835441878477355,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
4.0,-0.0010562983184823072,-0.05318316358409355,-5.385398166700338e-06,0.5086705202312138,0.9857581603469282,173,0,0.0,0.0007328001310056075,-0.000769624534250972,0.006713345567420903,-0.0054835441878477355,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
5.0,-0.0010562983184823072,-0.05318316358409355,-5.385398166700338e-06,0.5086705202312138,0.9857581603469282,173,0,0.0,0.0007328001310056075,-0.000769624534250972,0.006713345567420903,-0.0054835441878477355,66b838920d84,bollinger_bands,-0.05318316358409355,-0.0010562983184823072,0.9857581603469282
0.25,-0.01909805049402169,-1.6774158930125163,-0.0001224704578316198,0.43312101910828027,0.6603542664349562,157,58,0.36942675159235666,0.0005497597059925959,-0.0006360845155849532,0.004469716679333365,-0.0022914065840102826,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
0.5,-0.01484129581973237,-0.9835134264831285,-9.4639613939082e-05,0.4968152866242038,0.7743474743687184,157,9,0.05732484076433121,0.0006536927934436158,-0.0008334994592030116,0.0041692631776052555,-0.004267196759181838,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
0.75,-0.01090923407861899,-0.7346838587169019,-6.929329566779571e-05,0.4968152866242038,0.8228471860808937,157,4,0.025477707006369428,0.0006478394642499966,-0.000777348425713211,0.0041692631776052555,-0.005032792821720337,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
1.0,-0.005928897881333328,-0.34866715951670746,-3.714668203358141e-05,0.5031847133757962,0.9075408994741124,157,1,0.006369426751592357,0.0007246180225179826,-0.000808677600746063,0.006713345567420903,-0.004671896345613508,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
1.5,-0.0023725858579006776,-0.1379562805958909,-1.4427757826033481e-05,0.5095541401273885,0.962309844852568,157,0,0.0,0.0007229287775914091,-0.0007805124699480516,0.006713345567420903,-0.004671896345613508,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
2.0,-0.0023725858579006776,-0.1379562805958909,-1.4427757826033481e-05,0.5095541401273885,0.962309844852568,157,0,0.0,0.0007229287775914091,-0.0007805124699480516,0.006713345567420903,-0.004671896345613508,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
2.5,-0.0023725858579006776,-0.1379562805958909,-1.4427757826033481e-05,0.5095541401273885,0.962309844852568,157,0,0.0,0.0007229287775914091,-0.0007805124699480516,0.006713345567420903,-0.004671896345613508,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
3.0,-0.0023725858579006776,-0.1379562805958909,-1.4427757826033481e-05,0.5095541401273885,0.962309844852568,157,0,0.0,0.0007229287775914091,-0.0007805124699480516,0.006713345567420903,-0.004671896345613508,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
4.0,-0.0023725858579006776,-0.1379562805958909,-1.4427757826033481e-05,0.5095541401273885,0.962309844852568,157,0,0.0,0.0007229287775914091,-0.0007805124699480516,0.006713345567420903,-0.004671896345613508,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
5.0,-0.0023725858579006776,-0.1379562805958909,-1.4427757826033481e-05,0.5095541401273885,0.962309844852568,157,0,0.0,0.0007229287775914091,-0.0007805124699480516,0.006713345567420903,-0.004671896345613508,f3ee8435d51b,bollinger_bands,-0.1379562805958909,-0.0023725858579006776,0.962309844852568
