strategy_id,strategy_hash,strategy_type,symbol,timeframe,constraints,period,std_dev,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades,win_rate,avg_return_per_trade,profit_factor,total_execution_cost,pf_bin
SPY_1m_strategy_140,b3883b4a99a3,bollinger_bands,SPY_1m,1m,,40,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_140.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_141,07cc89a7abb6,bollinger_bands,SPY_1m,1m,,40,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_141.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_142,8938d657206d,bollinger_bands,SPY_1m,1m,,40,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_142.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_143,d760aa12c26d,bollinger_bands,SPY_1m,1m,,40,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_143.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_144,982f190045df,bollinger_bands,SPY_1m,1m,,41,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_144.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_145,e2b1b30f7db7,bollinger_bands,SPY_1m,1m,,41,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_145.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_146,67715670cb1e,bollinger_bands,SPY_1m,1m,,41,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_146.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_147,a5104b8d3e6d,bollinger_bands,SPY_1m,1m,,41,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_147.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_148,e220d2e71910,bollinger_bands,SPY_1m,1m,,42,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_148.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_149,ab7c0e7f655a,bollinger_bands,SPY_1m,1m,,42,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_149.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_150,c57589d57999,bollinger_bands,SPY_1m,1m,,42,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_150.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_151,b90676e7d2bf,bollinger_bands,SPY_1m,1m,,42,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_151.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_152,cf7e04d7a203,bollinger_bands,SPY_1m,1m,,43,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_152.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_153,d46c03425876,bollinger_bands,SPY_1m,1m,,43,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_153.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_154,0b782f99e318,bollinger_bands,SPY_1m,1m,,43,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_154.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_155,3d1cbefd6106,bollinger_bands,SPY_1m,1m,,43,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_155.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_156,eda5c120abc6,bollinger_bands,SPY_1m,1m,,44,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_156.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_157,f4f9192e7ee6,bollinger_bands,SPY_1m,1m,,44,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_157.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_158,f4a6baef696d,bollinger_bands,SPY_1m,1m,,44,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_158.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_159,2b3523a73ed3,bollinger_bands,SPY_1m,1m,,44,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_159.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_160,ed91ff086529,bollinger_bands,SPY_1m,1m,,45,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_160.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_161,37ac1f916597,bollinger_bands,SPY_1m,1m,,45,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_161.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_162,86aa81d899d3,bollinger_bands,SPY_1m,1m,,45,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_162.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_163,e54423f5706e,bollinger_bands,SPY_1m,1m,,45,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_163.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_164,8c6ec2c9aca8,bollinger_bands,SPY_1m,1m,,46,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_164.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_165,bca709053121,bollinger_bands,SPY_1m,1m,,46,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_165.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_166,907aba3382bd,bollinger_bands,SPY_1m,1m,,46,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_166.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_167,40a09c6f1749,bollinger_bands,SPY_1m,1m,,46,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_167.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_168,558bc0157961,bollinger_bands,SPY_1m,1m,,47,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_168.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_169,a2ae0926bfd8,bollinger_bands,SPY_1m,1m,,47,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_169.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_170,93f8f292c3b3,bollinger_bands,SPY_1m,1m,,47,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_170.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_171,5113d0b15dcb,bollinger_bands,SPY_1m,1m,,47,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_171.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_172,35ec37dfc29d,bollinger_bands,SPY_1m,1m,,48,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_172.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_173,f4f89ea896e0,bollinger_bands,SPY_1m,1m,,48,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_173.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_174,430f9f4d0cc9,bollinger_bands,SPY_1m,1m,,48,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_174.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_175,976d3195b96e,bollinger_bands,SPY_1m,1m,,48,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_175.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_176,fc33d53291ae,bollinger_bands,SPY_1m,1m,,49,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_176.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_177,3374f282b6dd,bollinger_bands,SPY_1m,1m,,49,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_177.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_178,92f6b1f7f323,bollinger_bands,SPY_1m,1m,,49,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_178.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_179,8b8b16adb7f2,bollinger_bands,SPY_1m,1m,,49,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_179.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_180,62d9cb196ebd,bollinger_bands,SPY_1m,1m,,50,1.0,traces/signals/bollinger_bands/SPY_1m_strategy_180.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_181,ec97b6c35e6f,bollinger_bands,SPY_1m,1m,,50,1.5,traces/signals/bollinger_bands/SPY_1m_strategy_181.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_182,26929cd65e11,bollinger_bands,SPY_1m,1m,,50,2.0,traces/signals/bollinger_bands/SPY_1m_strategy_182.parquet,0,0,0,0,0,0,0,0,
SPY_1m_strategy_183,ec32e6085e21,bollinger_bands,SPY_1m,1m,,50,2.5,traces/signals/bollinger_bands/SPY_1m_strategy_183.parquet,0,0,0,0,0,0,0,0,
