strategy_hash,strategy_type,sharpe_ratio,total_return,win_rate,avg_return_per_trade,num_trades,total_execution_cost
7a965b138401,bollinger_bands,0,0,0,0,0,0
cb821ff2857a,bollinger_bands,0,0,0,0,0,0
4b493028d443,bollinger_bands,0,0,0,0,0,0
fa5d65af43e5,bollinger_bands,0,0,0,0,0,0
52acf43d5a97,bollinger_bands,0,0,0,0,0,0
911d853b7980,bollinger_bands,0,0,0,0,0,0
ea707c55ba0f,bollinger_bands,0,0,0,0,0,0
6613ec614cd0,bollinger_bands,0,0,0,0,0,0
4be6b887eb6a,bollinger_bands,0,0,0,0,0,0
bd9099be5311,bollinger_bands,0,0,0,0,0,0
2da25874102c,bollinger_bands,0,0,0,0,0,0
dadf14ae5e7c,bollinger_bands,0,0,0,0,0,0
eaf444435d31,bollinger_bands,0,0,0,0,0,0
ae25ec524428,bollinger_bands,0,0,0,0,0,0
b62de6c472a8,bollinger_bands,0,0,0,0,0,0
3ea67419245e,bollinger_bands,0,0,0,0,0,0
b3883b4a99a3,bollinger_bands,0,0,0,0,0,0
07cc89a7abb6,bollinger_bands,0,0,0,0,0,0
8938d657206d,bollinger_bands,0,0,0,0,0,0
d760aa12c26d,bollinger_bands,0,0,0,0,0,0
982f190045df,bollinger_bands,0,0,0,0,0,0
e2b1b30f7db7,bollinger_bands,0,0,0,0,0,0
67715670cb1e,bollinger_bands,0,0,0,0,0,0
a5104b8d3e6d,bollinger_bands,0,0,0,0,0,0
e220d2e71910,bollinger_bands,0,0,0,0,0,0
ab7c0e7f655a,bollinger_bands,0,0,0,0,0,0
c57589d57999,bollinger_bands,0,0,0,0,0,0
b90676e7d2bf,bollinger_bands,0,0,0,0,0,0
cf7e04d7a203,bollinger_bands,0,0,0,0,0,0
d46c03425876,bollinger_bands,0,0,0,0,0,0
0b782f99e318,bollinger_bands,0,0,0,0,0,0
3d1cbefd6106,bollinger_bands,0,0,0,0,0,0
eda5c120abc6,bollinger_bands,0,0,0,0,0,0
f4f9192e7ee6,bollinger_bands,0,0,0,0,0,0
f4a6baef696d,bollinger_bands,0,0,0,0,0,0
2b3523a73ed3,bollinger_bands,0,0,0,0,0,0
ed91ff086529,bollinger_bands,0,0,0,0,0,0
37ac1f916597,bollinger_bands,0,0,0,0,0,0
86aa81d899d3,bollinger_bands,0,0,0,0,0,0
e54423f5706e,bollinger_bands,0,0,0,0,0,0
8c6ec2c9aca8,bollinger_bands,0,0,0,0,0,0
bca709053121,bollinger_bands,0,0,0,0,0,0
907aba3382bd,bollinger_bands,0,0,0,0,0,0
40a09c6f1749,bollinger_bands,0,0,0,0,0,0
558bc0157961,bollinger_bands,0,0,0,0,0,0
a2ae0926bfd8,bollinger_bands,0,0,0,0,0,0
93f8f292c3b3,bollinger_bands,0,0,0,0,0,0
5113d0b15dcb,bollinger_bands,0,0,0,0,0,0
35ec37dfc29d,bollinger_bands,0,0,0,0,0,0
f4f89ea896e0,bollinger_bands,0,0,0,0,0,0
430f9f4d0cc9,bollinger_bands,0,0,0,0,0,0
976d3195b96e,bollinger_bands,0,0,0,0,0,0
fc33d53291ae,bollinger_bands,0,0,0,0,0,0
3374f282b6dd,bollinger_bands,0,0,0,0,0,0
92f6b1f7f323,bollinger_bands,0,0,0,0,0,0
8b8b16adb7f2,bollinger_bands,0,0,0,0,0,0
62d9cb196ebd,bollinger_bands,0,0,0,0,0,0
ec97b6c35e6f,bollinger_bands,0,0,0,0,0,0
26929cd65e11,bollinger_bands,0,0,0,0,0,0
ec32e6085e21,bollinger_bands,0,0,0,0,0,0
