strategy_hash,strategy_type,num_trades,trades_per_day,base_sharpe,base_return,base_win_rate,period,std_dev,stop_0.05_target_0.1_return,stop_0.05_target_0.1_sharpe,stop_0.05_target_0.1_win_rate,stop_0.05_target_0.1_stop_pct,stop_0.05_target_0.1_target_pct,stop_0.075_target_0.1_return,stop_0.075_target_0.1_sharpe,stop_0.075_target_0.1_win_rate,stop_0.075_target_0.1_stop_pct,stop_0.075_target_0.1_target_pct,stop_0.1_target_0.15_return,stop_0.1_target_0.15_sharpe,stop_0.1_target_0.15_win_rate,stop_0.1_target_0.15_stop_pct,stop_0.1_target_0.15_target_pct,stop_0.1_target_0.2_return,stop_0.1_target_0.2_sharpe,stop_0.1_target_0.2_win_rate,stop_0.1_target_0.2_stop_pct,stop_0.1_target_0.2_target_pct,stop_0.15_target_0.3_return,stop_0.15_target_0.3_sharpe,stop_0.15_target_0.3_win_rate,stop_0.15_target_0.3_stop_pct,stop_0.15_target_0.3_target_pct,stop_0.2_target_0.4_return,stop_0.2_target_0.4_sharpe,stop_0.2_target_0.4_win_rate,stop_0.2_target_0.4_stop_pct,stop_0.2_target_0.4_target_pct,stop_0_target_0_return,stop_0_target_0_sharpe,stop_0_target_0_win_rate,stop_0_target_0_stop_pct,stop_0_target_0_target_pct
3bee7e1ff576,bollinger_bands,416,1.625,-3.061749713596656,-0.053652164349285325,0.5240384615384616,10,1.5,0.16770336937261443,10.944287430274752,0.6610576923076923,31.25,61.29807692307693,0.2073506386913606,12.809583674333169,0.75,20.673076923076923,68.99038461538461,0.2075012822328106,8.961174247850636,0.65625,23.076923076923077,46.63461538461539,0.16239865716260615,6.136031287423708,0.5793269230769231,29.086538461538463,30.048076923076923,0.07760390069895129,2.6564139423813904,0.5552884615384616,22.83653846153846,11.778846153846153,-0.023333403586437207,-0.7884181193719129,0.5192307692307693,19.951923076923077,4.086538461538462,-0.053652164349285325,-1.5327181745723757,0.5240384615384616,0.0,0.0
