strategy_hash,strategy_type,original_sharpe,original_compound_sharpe,original_traditional_sharpe,original_return,original_win_rate,original_avg_return,optimal_stop,optimal_target,optimal_sharpe,optimal_compound_sharpe,optimal_traditional_sharpe,optimal_return,optimal_win_rate,optimal_avg_return,optimal_geometric_mean,sharpe_improvement,return_improvement,win_rate_change,avg_return_change,num_trades,period,std_dev
60e1a59d0c67,bollinger_bands,-1.0410947421821861,-1.0410947421821861,-1.0324564059912444,-0.02173574299206804,0.49117647058823527,-6.409529882942785e-05,0.2,0.4,-0.49020349497543053,-0.49020349497543053,-0.48279376280338554,-0.008814364853878431,0.49411764705882355,-2.5645595108153067e-05,-2.6039193795179827e-05,0.5508912472067555,0.01292137813818961,0.0029411764705882804,3.8449703721274786e-05,340,12,2.5
b1b8210f64f0,bollinger_bands,0.42798168494107436,0.42798168494107436,0.4329163007882267,0.005121409210082639,0.5285714285714286,7.382038492397404e-05,0.3,0.6,0.5516723509718523,0.5516723509718523,0.5561405393315915,0.005895430001712443,0.5285714285714286,8.46568246124423e-05,8.397666804849102e-05,0.12369066603077794,0.0007740207916298036,0.0,1.0836439688468268e-05,70,12,3.0
288240dd7539,bollinger_bands,-3.9684015373433947,-3.9684015373433947,-3.935631603301824,-0.27158316093209556,0.5934242181234964,-0.00012600045282535734,0.0,0.0,-3.9684015373433947,-3.9684015373433947,-3.935631603301824,-0.27158316093209556,0.5934242181234964,-0.00012600045282535734,0.0,0.0,0.0,0.0,0.0,2494,13,1.0
97fe5dba7e0b,bollinger_bands,-1.9730508093417722,-1.9730508093417722,-1.9505428282207558,-0.10278650198574935,0.5638195777351248,-5.144978199351534e-05,0.5,1.0,-1.867534634985826,-1.867534634985826,-1.845740292534556,-0.09462167249151043,0.5638195777351248,-4.7140115697301246e-05,-4.769674212456998e-05,0.10551617435594629,0.008164829494238912,0.0,4.309666296214094e-06,2084,13,1.5
a00fb78aad9d,bollinger_bands,-1.5496148528727751,-1.5496148528727751,-1.5351561653151191,-0.053280799277270585,0.5,-5.380992111193025e-05,0.3,0.6,-1.381094193074505,-1.381094193074505,-1.3677076591360475,-0.04417644920292241,0.4990079365079365,-4.438791200001789e-05,-4.48223617791621e-05,0.16852065979827002,0.009104350074348178,-0.0009920634920634885,9.422009111912362e-06,1008,13,2.0
cdd90841557d,bollinger_bands,-1.4600616295102247,-1.4600616295102247,-1.4510500704722,-0.03163242992064497,0.49166666666666664,-8.873257021594388e-05,0.2,0.4,-1.008170635082137,-1.008170635082137,-1.000321755702801,-0.019099912452940626,0.49444444444444446,-5.3150064745791584e-05,-5.3567099009832475e-05,0.4518909944280878,0.01253251746770434,0.0027777777777778234,3.55825054701523e-05,360,13,2.5
79dd4d82841f,bollinger_bands,-0.42349797119688565,-0.42349797119688565,-0.41787557832475386,-0.005716917375027886,0.494949494949495,-5.714183490909638e-05,0.3,0.6,-0.39898586795581376,-0.39898586795581376,-0.39376679916841345,-0.004951242928473931,0.494949494949495,-4.947970583644205e-05,-5.0135520366478836e-05,0.024512103241071892,0.0007656744465539544,0.0,7.662129072654334e-06,99,13,3.0
1e3584b850ff,bollinger_bands,-3.827472422837872,-3.827472422837872,-3.7951307141788475,-0.2604010398959352,0.5915317559153176,-0.00012415092388886036,0.0,0.0,-3.827472422837872,-3.827472422837872,-3.7951307141788475,-0.2604010398959352,0.5915317559153176,-0.00012415092388886036,0.0,0.0,0.0,0.0,0.0,2409,14,1.0
7972cd36df6d,bollinger_bands,-1.744572012928014,-1.744572012928014,-1.7211940836151465,-0.09477049977520924,0.5785288270377733,-4.8822123636929336e-05,0.25,0.5,-1.5562918938842045,-1.5562918938842045,-1.5361445228428603,-0.07375541586322543,0.5755467196819085,-3.7586304900203334e-05,-3.807926973498077e-05,0.18828011904380948,0.021015083911983812,-0.0029821073558647937,1.1235818736726002e-05,2012,14,1.5
681a51840ee4,bollinger_bands,-1.1164823622407594,-1.1164823622407594,-1.102031771825065,-0.03854205155667101,0.5084915084915085,-3.875621634712506e-05,0.2,0.4,-0.9516324745388494,-0.9516324745388494,-0.9386521647549221,-0.029650065434216666,0.5034965034965035,-2.9657865957859077e-05,-3.0067994759686023e-05,0.16484988770191,0.008891986122454343,-0.004995004995004937,9.098350389265986e-06,1001,14,2.0
5cd79e0d97c8,bollinger_bands,-1.1812905339537063,-1.1812905339537063,-1.1718594675199716,-0.02684098494715892,0.4823848238482385,-7.31424628933491e-05,0.2,0.4,-0.7552617428594731,-0.7552617428594731,-0.7471350242393495,-0.014847131475642539,0.48509485094850946,-4.0100808865716674e-05,-4.05369923928145e-05,0.4260287910942332,0.01199385347151638,0.002710027100270962,3.3041654027632424e-05,369,14,2.5
bfbe03a0cd14,bollinger_bands,-0.27637539070677675,-0.27637539070677675,-0.27037159613254613,-0.00403132117415772,0.5,-3.1362339556031623e-05,0.3,0.6,-0.24048009623515657,-0.24048009623515657,-0.2348504969734495,-0.0032643486888843665,0.5,-2.5342095284660373e-05,-2.5949570434780078e-05,0.03589529447162018,0.0007669724852733539,0.0,6.020244271371251e-06,126,14,3.0
41abd1534e58,bollinger_bands,-3.787100679006572,-3.787100679006572,-3.7532477669222586,-0.2679789709423741,0.5946528676153514,-0.00013330606183549728,0.2,0.4,-3.6711125565016114,-3.6711125565016114,-3.6474375745747736,-0.19136549994242147,0.5843035791289349,-9.099990170243089e-05,-9.159056870744475e-05,0.1159881225049606,0.07661347099995264,-0.010349288486416475,4.230616013306639e-05,2319,15,1.0
1061a365d76f,bollinger_bands,-2.0330729896400515,-2.0330729896400515,-2.009969866510625,-0.10834273655249838,0.5769230769230769,-5.813692923730848e-05,0.5,1.0,-1.8917290187555853,-1.8917290187555853,-1.8698234170445176,-0.09624586030242166,0.5769230769230769,-5.12940977971109e-05,-5.189502517144451e-05,0.14134397088446615,0.012096876250076716,0.0,6.842831440197581e-06,1950,15,1.5
4cd08dde2299,bollinger_bands,-1.2733114245328976,-1.2733114245328976,-1.258811143189607,-0.0439827511288563,0.5164179104477612,-4.424488599909441e-05,0.2,0.4,-0.9949125932943477,-0.9949125932943477,-0.9817939608934447,-0.03130160205296739,0.5114427860696518,-3.122600818394574e-05,-3.16432469723571e-05,0.2783988312385499,0.012681149075888909,-0.00497512437810943,1.3018877815148671e-05,1005,15,2.0
aa69af984604,bollinger_bands,-1.485002271225856,-1.485002271225856,-1.4749713372314024,-0.03572246393459688,0.4946808510638298,-9.608687025224039e-05,0.2,0.4,-1.0479282529347322,-1.0479282529347322,-1.0393271092106187,-0.021725691883861087,0.4946808510638298,-5.793683106932346e-05,-5.8416298030716796e-05,0.4370740182911237,0.013996772050735795,0.0,3.8150039182916927e-05,376,15,2.5
9823b27f44da,bollinger_bands,-0.8493565418703566,-0.8493565418703566,-0.8428888052064265,-0.01331197058462752,0.4892086330935252,-9.56739453535862e-05,0.3,0.6,-0.7615978434927709,-0.7615978434927709,-0.7556841407452916,-0.010851581710338065,0.4892086330935252,-7.788304400676541e-05,-7.849252771363613e-05,0.08775869837758565,0.002460388874289454,0.0,1.7790901346820793e-05,139,15,3.0
901f6cfc9ad3,bollinger_bands,-3.5544227483152744,-3.5544227483152744,-3.520072913167283,-0.25700386819627685,0.6093399191737764,-0.0001320942963177246,0.25,0.5,-3.1776868619717353,-3.1776868619717353,-3.152495872848178,-0.1776519263965487,0.6052986079928154,-8.712728393317753e-05,-8.78235013274109e-05,0.37673588634353905,0.07935194179972815,-0.00404131118096096,4.496701238454706e-05,2227,16,1.0
5ec70e3ebf77,bollinger_bands,-1.9038133197958145,-1.9038133197958145,-1.8807687389236911,-0.101256252898283,0.5647614053487152,-5.5302642039382746e-05,0.5,1.0,-1.7499643974087546,-1.7499643974087546,-1.7281792889757561,-0.08862157188634878,0.5647614053487152,-4.8054336403087194e-05,-4.8660100478548074e-05,0.15384892238705983,0.012634681011934212,0.0,7.248305636295551e-06,1907,16,1.5
f4e1b36c634f,bollinger_bands,-0.9781400941130032,-0.9781400941130032,-0.9625615787867957,-0.03645624866299513,0.5271238485158649,-3.7405541395998764e-05,0.2,0.4,-0.6829395995370022,-0.6829395995370022,-0.6693908379231045,-0.02229316855085639,0.5240532241555783,-2.2618102634973917e-05,-2.3075902866764864e-05,0.29520049457600095,0.014163080112138737,-0.0030706243602866,1.4787438761024846e-05,977,16,2.0
9d5bc8711fe9,bollinger_bands,-1.7141849999717138,-1.7141849999717138,-1.703973833504836,-0.04183715819012279,0.49056603773584906,-0.00011450271144489973,0.2,0.4,-1.442233814438279,-1.442233814438279,-1.4334983216294395,-0.03023388704554475,0.49056603773584906,-8.224567427694458e-05,-8.274686530407305e-05,0.2719511855334349,0.011603271144578042,0.0,3.2257037167955155e-05,371,16,2.5
a1d80890b49a,bollinger_bands,-0.6562714778515653,-0.6562714778515653,-0.6497924493789548,-0.010349692541389843,0.5136986301369864,-7.055168806359484e-05,0.3,0.6,-0.6258433638844269,-0.6258433638844269,-0.6197960791097932,-0.009155629040129565,0.5136986301369864,-6.238792927447582e-05,-6.299664170028585e-05,0.030428113967138404,0.0011940635012602785,0.0,8.163758789119017e-06,146,16,3.0
5e32361c6b84,bollinger_bands,-3.382986278388294,-3.382986278388294,-3.3484421436485774,-0.24746924363944944,0.6080332409972299,-0.00012991310225190632,0.2,0.4,-2.8066533050341564,-2.8066533050341564,-2.7833680682379405,-0.14761624942826201,0.5974145891043398,-7.312442638089176e-05,-7.37361742856324e-05,0.5763329733541376,0.09985299421118743,-0.01061865189289013,5.678867587101456e-05,2166,17,1.0
06404a8a971f,bollinger_bands,-1.976426342812507,-1.976426342812507,-1.95244712430186,-0.10890343859067475,0.5654535578489951,-6.186854741686913e-05,0.25,0.5,-1.5638585422533529,-1.5638585422533529,-1.5436894451349246,-0.07395230935928376,0.5621944595328626,-4.1193422136161784e-05,-4.173163539811231e-05,0.4125678005591542,0.03495112923139099,-0.0032590983161324694,2.0675125280707345e-05,1841,17,1.5
3813628c5cfd,bollinger_bands,-1.1369878642814888,-1.1369878642814888,-1.1215345273451147,-0.04191932582287772,0.5172413793103449,-4.413826218237145e-05,0.0,0.0,-1.1369878642814888,-1.1369878642814888,-1.1215345273451147,-0.04191932582287772,0.5172413793103449,-4.413826218237145e-05,0.0,0.0,0.0,0.0,0.0,957,17,2.0
a27fd1fc50b3,bollinger_bands,-1.6879874354369768,-1.6879874354369768,-1.677604973038636,-0.041885718328839916,0.48548812664907653,-0.00011219692429274313,0.2,0.4,-1.4242422152174483,-1.4242422152174483,-1.415341355381271,-0.03041949586052961,0.48548812664907653,-8.099593807896838e-05,-8.150530883210827e-05,0.2637452202195285,0.011466222468310305,0.0,3.120098621377475e-05,379,17,2.5
cc2744f23721,bollinger_bands,-0.6509372997589487,-0.6509372997589487,-0.6448592628869672,-0.00963451559107742,0.49019607843137253,-6.268318470347178e-05,0.0,0.0,-0.6509372997589487,-0.6509372997589487,-0.6448592628869672,-0.00963451559107742,0.49019607843137253,-6.268318470347178e-05,0.0,0.0,0.0,0.0,0.0,153,17,3.0
cd720d9bab1d,bollinger_bands,-3.5488865963089924,-3.5488865963089924,-3.5144684641300987,-0.25708734995873816,0.6147897535041082,-0.0001422298520708907,0.2,0.4,-3.1224983567156714,-3.1224983567156714,-3.099609237775458,-0.16026161004278383,0.6022232962783953,-8.379758184017265e-05,-8.441638655731776e-05,0.42638823959332095,0.09682573991595433,-0.012566457225712924,5.843227023071804e-05,2069,18,1.0
a01df205cb1a,bollinger_bands,-2.188681759450145,-2.188681759450145,-2.1640879448156576,-0.12271466937888909,0.5745393634840871,-7.227643890145629e-05,0.25,0.5,-1.6834393369534275,-1.6834393369534275,-1.6630475952420116,-0.08021495776080423,0.5711892797319933,-4.6119773241180195e-05,-4.668527870621553e-05,0.5052424224967174,0.04249971161808486,-0.00335008375209378,2.615666566027609e-05,1791,18,1.5
7b1e9f0349d3,bollinger_bands,-1.0963565111342952,-1.0963565111342952,-1.080391463810216,-0.041762151059722474,0.5360169491525424,-4.453083167962189e-05,0.2,0.4,-0.9717141200195166,-0.9717141200195166,-0.9578450804339589,-0.03230317922332271,0.5317796610169492,-3.428730183727024e-05,-3.4783762022927434e-05,0.1246423911147786,0.009458971836399765,-0.004237288135593209,1.024352984235165e-05,944,18,2.0
648b5c88b4a8,bollinger_bands,-1.5115863189109011,-1.5115863189109011,-1.5012259849282912,-0.03751344864255968,0.4867021276595745,-0.0001009872151489715,0.2,0.4,-1.3459960648395946,-1.3459960648395946,-1.3370599212842813,-0.028884387589907634,0.48404255319148937,-7.74309271929759e-05,-7.794843121056161e-05,0.16559025407130656,0.008629061052652043,-0.002659574468085124,2.35562879559956e-05,376,18,2.5
d9c279144973,bollinger_bands,-0.18778476022399315,-0.18778476022399315,-0.1810589683700485,-0.0030840452144840214,0.5094339622641509,-1.873051184662509e-05,0.2,0.4,-0.18694752910785095,-0.18694752910785095,-0.18118900052443396,-0.0026124382358737597,0.5094339622641509,-1.5945029858016718e-05,-1.6451793016569738e-05,0.0008372311161422008,0.0004716069786102617,0.0,2.7854819886083722e-06,159,18,3.0
691c1b23049c,bollinger_bands,-3.1138327003387123,-3.1138327003387123,-3.0793268574506674,-0.23003852196716112,0.6287543082225505,-0.00012727784208291807,0.25,0.5,-2.3585964988703783,-2.3585964988703783,-2.3342109602562764,-0.1311040162742304,0.6228458887247661,-6.847567031148507e-05,-6.919103671620963e-05,0.755236201468334,0.09893450569293072,-0.005908419497784423,5.8802171771433e-05,2031,19,1.0
de4fd7d51066,bollinger_bands,-2.295568676710802,-2.295568676710802,-2.2709221249120746,-0.1285542125789758,0.5778546712802768,-7.849991381693148e-05,0.25,0.5,-1.7869314696718555,-1.7869314696718555,-1.7667560570553518,-0.08406593744195423,0.5743944636678201,-5.006763014924864e-05,-5.0639375803074316e-05,0.5086372070389464,0.04448827513702158,-0.0034602076124566894,2.8432283667682837e-05,1734,19,1.5
d1337316a07f,bollinger_bands,-0.9534576298091755,-0.9534576298091755,-0.9378317788276065,-0.03565947709617823,0.5469083155650319,-3.807572714049684e-05,0.0,0.0,-0.9534576298091755,-0.9534576298091755,-0.9378317788276065,-0.03565947709617823,0.5469083155650319,-3.807572714049684e-05,0.0,0.0,0.0,0.0,0.0,938,19,2.0
5ecfaefb1e2a,bollinger_bands,-1.4734077329226212,-1.4734077329226212,-1.463294314872381,-0.035708755299821315,0.49373433583959897,-9.050294898127421e-05,0.2,0.4,-1.1304568010036287,-1.1304568010036287,-1.1214326142357247,-0.02455248476989713,0.49122807017543857,-6.180378902900783e-05,-6.230112514005182e-05,0.3429509319189925,0.011156270529924184,-0.002506265664160401,2.869915995226639e-05,399,19,2.5
a93c141f8ba7,bollinger_bands,-0.3918334180539442,-0.3918334180539442,-0.38502493037072527,-0.00650113951594089,0.5,-3.8607865185649216e-05,0.0,0.0,-0.3918334180539442,-0.3918334180539442,-0.38502493037072527,-0.00650113951594089,0.5,-3.8607865185649216e-05,0.0,0.0,0.0,0.0,0.0,166,19,3.0
1ac4bec80343,bollinger_bands,-2.9591751195907463,-2.9591751195907463,-2.9243821625252147,-0.22158952243394892,0.6337238920020377,-0.00012610299823555466,0.25,0.5,-2.017279406144116,-2.017279406144116,-1.9929350597972855,-0.11307739678343987,0.6281202241467142,-6.039012439527076e-05,-6.112780929723449e-05,0.9418957134466304,0.10851212565050905,-0.005603667855323513,6.57128738402839e-05,1963,20,1.0
aa8c2f15c202,bollinger_bands,-2.2881340303686746,-2.2881340303686746,-2.263166087602831,-0.13005628872034225,0.5844694724362774,-8.16839096904832e-05,0.25,0.5,-1.586484204192914,-1.586484204192914,-1.566524580670731,-0.07445992852879701,0.5809128630705395,-4.528903654710259e-05,-4.586607959533584e-05,0.7016498261757607,0.055596360191545235,-0.003556609365737984,3.639487314338061e-05,1687,20,1.5
ffcaed422c19,bollinger_bands,-0.9153333615408052,-0.9153333615408052,-0.8998329721068694,-0.03399090448755482,0.5447761194029851,-3.624284150825753e-05,0.0,0.0,-0.9153333615408052,-0.9153333615408052,-0.8998329721068694,-0.03399090448755482,0.5447761194029851,-3.624284150825753e-05,0.0,0.0,0.0,0.0,0.0,938,20,2.0
00253434db06,bollinger_bands,-1.422389686191661,-1.422389686191661,-1.4121076497805751,-0.03505901700745784,0.5063938618925832,-9.061058735050706e-05,0.2,0.4,-0.9580593019793442,-0.9580593019793442,-0.9489807019351976,-0.020971360765589253,0.5038363171355499,-5.369047494821577e-05,-5.4204114843359186e-05,0.46433038421231676,0.014087656241868585,-0.002557544757033292,3.692011240229129e-05,391,20,2.5
21957cfffd90,bollinger_bands,-0.37760292414587193,-0.37760292414587193,-0.3706333172101839,-0.006434306300638237,0.4939759036144578,-3.816763578711602e-05,0.0,0.0,-0.37760292414587193,-0.37760292414587193,-0.3706333172101839,-0.006434306300638237,0.4939759036144578,-3.816763578711602e-05,0.0,0.0,0.0,0.0,0.0,166,20,3.0
17f537976e5c,bollinger_bands,-2.90699762189841,-2.90699762189841,-2.872126705686658,-0.2185813265968104,0.6325363825363826,-0.00012664758720382408,0.25,0.5,-1.936988279568309,-1.936988279568309,-1.9126978023978842,-0.10860681657004767,0.6257796257796258,-5.900442609408443e-05,-5.975375809164074e-05,0.970009342330101,0.10997451002676273,-0.006756756756756799,6.764316110973966e-05,1924,21,1.0
8b21b8360008,bollinger_bands,-1.7196619814008614,-1.7196619814008614,-1.6938153662775908,-0.10246538265433636,0.5873111782477342,-6.433553357988442e-05,0.25,0.5,-0.987447087765453,-0.987447087765453,-0.9674948725921821,-0.04685443754839447,0.5842900302114804,-2.840926436068858e-05,-2.8995135946674466e-05,0.7322148936354084,0.05561094510594189,-0.0030211480362537513,3.592626921919584e-05,1655,21,1.5
abed42763b26,bollinger_bands,-1.4495219288156627,-1.4495219288156627,-1.4329236068875377,-0.05691632506952771,0.5551912568306011,-6.330861985678703e-05,0.2,0.4,-1.4060869845914938,-1.4060869845914938,-1.3922410679714086,-0.046324169734107246,0.5497267759562842,-5.1325885187024944e-05,-5.183632403493732e-05,0.043434944224168825,0.010592155335420461,-0.005464480874316946,1.1982734669762086e-05,915,21,2.0
f96f2bfc1c89,bollinger_bands,-1.4927907259840754,-1.4927907259840754,-1.482154281327749,-0.03800204414995734,0.5077720207253886,-9.965018446879386e-05,0.2,0.4,-0.8604219277001773,-0.8604219277001773,-0.8511278517904696,-0.019298416274551533,0.5051813471502591,-4.9938032239313184e-05,-5.048334145629774e-05,0.632368798283898,0.018703627875405804,-0.002590673575129543,4.971215222948068e-05,386,21,2.5
f2457ed16fe8,bollinger_bands,-0.12764262824401423,-0.12764262824401423,-0.12048191967180386,-0.0022380652054786454,0.5056818181818182,-1.201627578779943e-05,0.0,0.0,-0.12764262824401423,-0.12764262824401423,-0.12048191967180386,-0.0022380652054786454,0.5056818181818182,-1.201627578779943e-05,0.0,0.0,0.0,0.0,0.0,176,21,3.0
a776786f77dc,bollinger_bands,-2.6517590892811653,-2.6517590892811653,-2.6168020343001577,-0.20192317693035156,0.6372340425531915,-0.00011838496098482284,0.25,0.5,-1.575394023961585,-1.575394023961585,-1.5510708158737865,-0.08938653639476501,0.6303191489361702,-4.903658257507128e-05,-4.980555262446007e-05,1.0763650653195804,0.11253664053558654,-0.006914893617021245,6.934837840975156e-05,1880,22,1.0
e36a414f86b3,bollinger_bands,-1.7808826302805423,-1.7808826302805423,-1.7548926094489985,-0.10645731165231676,0.58625,-6.932160072624438e-05,0.25,0.5,-1.262176907455569,-1.262176907455569,-1.2420987718014165,-0.05985889660293198,0.5825,-3.796389703774386e-05,-3.857757148295615e-05,0.5187057228249732,0.04659841504938478,-0.003750000000000031,3.135770368850052e-05,1600,22,1.5
8d3d5a83c3ad,bollinger_bands,-1.4111112873051392,-1.4111112873051392,-1.394181157084776,-0.05652497427441883,0.5596432552954292,-6.40863182059922e-05,0.2,0.4,-1.3347264473810974,-1.3347264473810974,-1.3209233308208455,-0.0438904484054321,0.5529542920847269,-4.9517849293712045e-05,-5.003529086633485e-05,0.07638483992404188,0.012634525868986723,-0.006688963210702337,1.456846891228016e-05,897,22,2.0
b0a8d585a480,bollinger_bands,-1.3963868524286986,-1.3963868524286986,-1.3856650938337505,-0.03587175011520927,0.5128205128205128,-9.29455478929157e-05,0.2,0.4,-0.9287380318793729,-0.9287380318793729,-0.9192681802245222,-0.02120379397876415,0.5076923076923077,-5.439156850626605e-05,-5.495188387028005e-05,0.46764882054932577,0.014667956136445115,-0.00512820512820511,3.855397938664965e-05,390,22,2.5
d3195da4ed3c,bollinger_bands,-0.25915182952677246,-0.25915182952677246,-0.2516857420196386,-0.004729258471472542,0.5294117647058824,-2.461950112321588e-05,0.2,0.4,-0.00616765012022679,-0.00616765012022679,0.0004196676722044745,-9.902904925263023e-05,0.5294117647058824,3.6035303135380586e-08,-5.295931910787033e-07,0.25298417940654566,0.004630229422219911,0.0,2.4655536426351262e-05,187,22,3.0
a7edf2478953,bollinger_bands,-2.82554719762304,-2.82554719762304,-2.79064298106256,-0.21330402587017028,0.6373566357181868,-0.0001294015412535799,0.25,0.5,-1.7440936214580045,-1.7440936214580045,-1.719902255150079,-0.09796163381530365,0.630802839978154,-5.5524491553302306e-05,-5.63054739086688e-05,1.0814535761650355,0.11534239205486663,-0.006553795740032786,7.387704970027758e-05,1831,23,1.0
481d453d0379,bollinger_bands,-1.9935551170604113,-1.9935551170604113,-1.9675456247872183,-0.11847000764230853,0.5882731958762887,-8.018430849645754e-05,0.25,0.5,-1.4591823894109945,-1.4591823894109945,-1.4391592421053707,-0.06868810970704464,0.5837628865979382,-4.5220978828519713e-05,-4.585014222746597e-05,0.5343727276494168,0.049781897935263886,-0.0045103092783504994,3.496332966793782e-05,1552,23,1.5
5b4f6716626d,bollinger_bands,-1.4573079536829763,-1.4573079536829763,-1.4401397430100988,-0.05911535459777961,0.5657142857142857,-6.881689067304821e-05,0.2,0.4,-1.399539734337759,-1.399539734337759,-1.385660281949943,-0.04622011691493133,0.5565714285714286,-5.354490800603956e-05,-5.408124004280257e-05,0.057768219345217364,0.012895237682848282,-0.00914285714285712,1.5271982667008654e-05,875,23,2.0
d7250f3a9ea2,bollinger_bands,-1.2164101887490129,-1.2164101887490129,-1.2045065619101019,-0.03472696596605451,0.5240506329113924,-8.859959666650103e-05,0.2,0.4,-0.6220354009891695,-0.6220354009891695,-0.6125085253681096,-0.014338384273757665,0.5189873417721519,-3.60018252975462e-05,-3.65617928694828e-05,0.5943747877598433,0.020388581692296848,-0.005063291139240533,5.259777136895483e-05,395,23,2.5
