strategy_hash,strategy_type,original_sharpe,original_return,original_win_rate,original_avg_return,optimal_stop,optimal_target,optimal_sharpe,optimal_return,optimal_win_rate,optimal_avg_return,sharpe_improvement,return_improvement,win_rate_change,avg_return_change,num_trades,period,std_dev
cc981e9ed262,bollinger_bands,-1.95244712430186,-0.10890343859067475,0.5654535578489951,-6.186854741686913e-05,0.25,0.5,-1.5436894451349246,-0.07395230935928376,0.5621944595328626,-4.1193422136161784e-05,0.4087576791669354,0.03495112923139099,-0.0032590983161324694,2.0675125280707345e-05,1841,17,1.5
8e87066c3723,bollinger_bands,-1.1215345273451147,-0.04191932582287772,0.5172413793103449,-4.413826218237145e-05,0.0,0.0,-1.1215345273451147,-0.04191932582287772,0.5172413793103449,-4.413826218237145e-05,0.0,0.0,0.0,0.0,957,17,2.0
aad915846c8b,bollinger_bands,-1.677604973038636,-0.041885718328839916,0.48548812664907653,-0.00011219692429274313,0.2,0.4,-1.415341355381271,-0.03041949586052961,0.48548812664907653,-8.099593807896838e-05,0.26226361765736494,0.011466222468310305,0.0,3.120098621377475e-05,379,17,2.5
c45b884a2efa,bollinger_bands,-0.6448592628869672,-0.00963451559107742,0.49019607843137253,-6.268318470347178e-05,0.0,0.0,-0.6448592628869672,-0.00963451559107742,0.49019607843137253,-6.268318470347178e-05,0.0,0.0,0.0,0.0,153,17,3.0
8bfd000951c8,bollinger_bands,-3.5144684641300987,-0.25708734995873816,0.6147897535041082,-0.0001422298520708907,0.2,0.4,-3.099609237775458,-0.16026161004278383,0.6022232962783953,-8.379758184017265e-05,0.4148592263546407,0.09682573991595433,-0.012566457225712924,5.843227023071804e-05,2069,18,1.0
7b6de378abb1,bollinger_bands,-2.1640879448156576,-0.12271466937888909,0.5745393634840871,-7.227643890145629e-05,0.25,0.5,-1.6630475952420116,-0.08021495776080423,0.5711892797319933,-4.6119773241180195e-05,0.501040349573646,0.04249971161808486,-0.00335008375209378,2.615666566027609e-05,1791,18,1.5
5c7108270d04,bollinger_bands,-1.080391463810216,-0.041762151059722474,0.5360169491525424,-4.453083167962189e-05,0.2,0.4,-0.9578450804339589,-0.03230317922332271,0.5317796610169492,-3.428730183727024e-05,0.122546383376257,0.009458971836399765,-0.004237288135593209,1.024352984235165e-05,944,18,2.0
1c281ff1e665,bollinger_bands,-1.5012259849282912,-0.03751344864255968,0.4867021276595745,-0.0001009872151489715,0.2,0.4,-1.3370599212842813,-0.028884387589907634,0.48404255319148937,-7.74309271929759e-05,0.16416606364400987,0.008629061052652043,-0.002659574468085124,2.35562879559956e-05,376,18,2.5
f3ee8435d51b,bollinger_bands,-0.1810589683700485,-0.0030840452144840214,0.5094339622641509,-1.873051184662509e-05,0.0,0.0,-0.1810589683700485,-0.0030840452144840214,0.5094339622641509,-1.873051184662509e-05,0.0,0.0,0.0,0.0,159,18,3.0
6060c4146778,bollinger_bands,-3.0793268574506674,-0.23003852196716112,0.6287543082225505,-0.00012727784208291807,0.25,0.5,-2.3342109602562764,-0.1311040162742304,0.6228458887247661,-6.847567031148507e-05,0.745115897194391,0.09893450569293072,-0.005908419497784423,5.8802171771433e-05,2031,19,1.0
77ecf32f66e5,bollinger_bands,-2.2709221249120746,-0.1285542125789758,0.5778546712802768,-7.849991381693148e-05,0.25,0.5,-1.7667560570553518,-0.08406593744195423,0.5743944636678201,-5.006763014924864e-05,0.5041660678567228,0.04448827513702158,-0.0034602076124566894,2.8432283667682837e-05,1734,19,1.5
8baa1f123457,bollinger_bands,-0.9378317788276065,-0.03565947709617823,0.5469083155650319,-3.807572714049684e-05,0.0,0.0,-0.9378317788276065,-0.03565947709617823,0.5469083155650319,-3.807572714049684e-05,0.0,0.0,0.0,0.0,938,19,2.0
6f8fa2fc4f01,bollinger_bands,-1.463294314872381,-0.035708755299821315,0.49373433583959897,-9.050294898127421e-05,0.2,0.4,-1.1214326142357247,-0.02455248476989713,0.49122807017543857,-6.180378902900783e-05,0.3418617006366562,0.011156270529924184,-0.002506265664160401,2.869915995226639e-05,399,19,2.5
72706250c433,bollinger_bands,-0.38502493037072527,-0.00650113951594089,0.5,-3.8607865185649216e-05,0.0,0.0,-0.38502493037072527,-0.00650113951594089,0.5,-3.8607865185649216e-05,0.0,0.0,0.0,0.0,166,19,3.0
31784fac0618,bollinger_bands,-2.9243821625252147,-0.22158952243394892,0.6337238920020377,-0.00012610299823555466,0.25,0.5,-1.9929350597972855,-0.11307739678343987,0.6281202241467142,-6.039012439527076e-05,0.9314471027279292,0.10851212565050905,-0.005603667855323513,6.57128738402839e-05,1963,20,1.0
a08c8bbd5d2c,bollinger_bands,-2.263166087602831,-0.13005628872034225,0.5844694724362774,-8.16839096904832e-05,0.25,0.5,-1.566524580670731,-0.07445992852879701,0.5809128630705395,-4.528903654710259e-05,0.6966415069320997,0.055596360191545235,-0.003556609365737984,3.639487314338061e-05,1687,20,1.5
49cbed903ac4,bollinger_bands,-0.8998329721068694,-0.03399090448755482,0.5447761194029851,-3.624284150825753e-05,0.0,0.0,-0.8998329721068694,-0.03399090448755482,0.5447761194029851,-3.624284150825753e-05,0.0,0.0,0.0,0.0,938,20,2.0
d6203f75d335,bollinger_bands,-1.4121076497805751,-0.03505901700745784,0.5063938618925832,-9.061058735050706e-05,0.2,0.4,-0.9489807019351976,-0.020971360765589253,0.5038363171355499,-5.369047494821577e-05,0.46312694784537756,0.014087656241868585,-0.002557544757033292,3.692011240229129e-05,391,20,2.5
7d826e7e1670,bollinger_bands,-0.3706333172101839,-0.006434306300638237,0.4939759036144578,-3.816763578711602e-05,0.0,0.0,-0.3706333172101839,-0.006434306300638237,0.4939759036144578,-3.816763578711602e-05,0.0,0.0,0.0,0.0,166,20,3.0
af0897a3cbf3,bollinger_bands,-2.872126705686658,-0.2185813265968104,0.6325363825363826,-0.00012664758720382408,0.25,0.5,-1.9126978023978842,-0.10860681657004767,0.6257796257796258,-5.900442609408443e-05,0.959428903288774,0.10997451002676273,-0.006756756756756799,6.764316110973966e-05,1924,21,1.0
e1a5b15c1c4d,bollinger_bands,-1.6938153662775908,-0.10246538265433636,0.5873111782477342,-6.433553357988442e-05,0.25,0.5,-0.9674948725921821,-0.04685443754839447,0.5842900302114804,-2.840926436068858e-05,0.7263204936854086,0.05561094510594189,-0.0030211480362537513,3.592626921919584e-05,1655,21,1.5
6b16474082ff,bollinger_bands,-1.4329236068875377,-0.05691632506952771,0.5551912568306011,-6.330861985678703e-05,0.2,0.4,-1.3922410679714086,-0.046324169734107246,0.5497267759562842,-5.1325885187024944e-05,0.04068253891612916,0.010592155335420461,-0.005464480874316946,1.1982734669762086e-05,915,21,2.0
4daf7ecf9645,bollinger_bands,-1.482154281327749,-0.03800204414995734,0.5077720207253886,-9.965018446879386e-05,0.2,0.4,-0.8511278517904696,-0.019298416274551533,0.5051813471502591,-4.9938032239313184e-05,0.6310264295372795,0.018703627875405804,-0.002590673575129543,4.971215222948068e-05,386,21,2.5
66b838920d84,bollinger_bands,-0.12048191967180386,-0.0022380652054786454,0.5056818181818182,-1.201627578779943e-05,0.0,0.0,-0.12048191967180386,-0.0022380652054786454,0.5056818181818182,-1.201627578779943e-05,0.0,0.0,0.0,0.0,176,21,3.0
89ba5ecaeb7e,bollinger_bands,-2.6168020343001577,-0.20192317693035156,0.6372340425531915,-0.00011838496098482284,0.25,0.5,-1.5510708158737865,-0.08938653639476501,0.6303191489361702,-4.903658257507128e-05,1.0657312184263712,0.11253664053558654,-0.006914893617021245,6.934837840975156e-05,1880,22,1.0
fdd85de572ee,bollinger_bands,-1.7548926094489985,-0.10645731165231676,0.58625,-6.932160072624438e-05,0.25,0.5,-1.2420987718014165,-0.05985889660293198,0.5825,-3.796389703774386e-05,0.512793837647582,0.04659841504938478,-0.003750000000000031,3.135770368850052e-05,1600,22,1.5
9b3b4bc11856,bollinger_bands,-1.394181157084776,-0.05652497427441883,0.5596432552954292,-6.40863182059922e-05,0.2,0.4,-1.3209233308208455,-0.0438904484054321,0.5529542920847269,-4.9517849293712045e-05,0.07325782626393051,0.012634525868986723,-0.006688963210702337,1.456846891228016e-05,897,22,2.0
001ba0423a6e,bollinger_bands,-1.3856650938337505,-0.03587175011520927,0.5128205128205128,-9.29455478929157e-05,0.2,0.4,-0.9192681802245222,-0.02120379397876415,0.5076923076923077,-5.439156850626605e-05,0.4663969136092283,0.014667956136445115,-0.00512820512820511,3.855397938664965e-05,390,22,2.5
e5cc63fb508c,bollinger_bands,-0.2516857420196386,-0.004729258471472542,0.5294117647058824,-2.461950112321588e-05,0.2,0.4,0.0004196676722044745,-9.902904925263023e-05,0.5294117647058824,3.6035303135380586e-08,0.2521054096918431,0.004630229422219911,0.0,2.4655536426351262e-05,187,22,3.0
e8fc96c15ce2,bollinger_bands,-2.79064298106256,-0.21330402587017028,0.6373566357181868,-0.0001294015412535799,0.25,0.5,-1.719902255150079,-0.09796163381530365,0.630802839978154,-5.5524491553302306e-05,1.070740725912481,0.11534239205486663,-0.006553795740032786,7.387704970027758e-05,1831,23,1.0
ede5e6f58198,bollinger_bands,-1.9675456247872183,-0.11847000764230853,0.5882731958762887,-8.018430849645754e-05,0.25,0.5,-1.4391592421053707,-0.06868810970704464,0.5837628865979382,-4.5220978828519713e-05,0.5283863826818476,0.049781897935263886,-0.0045103092783504994,3.496332966793782e-05,1552,23,1.5
046228e4e54b,bollinger_bands,-1.4401397430100988,-0.05911535459777961,0.5657142857142857,-6.881689067304821e-05,0.2,0.4,-1.385660281949943,-0.04622011691493133,0.5565714285714286,-5.354490800603956e-05,0.054479461060155776,0.012895237682848282,-0.00914285714285712,1.5271982667008654e-05,875,23,2.0
93cba16200b6,bollinger_bands,-1.2045065619101019,-0.03472696596605451,0.5240506329113924,-8.859959666650103e-05,0.2,0.4,-0.6125085253681096,-0.014338384273757665,0.5189873417721519,-3.60018252975462e-05,0.5919980365419922,0.020388581692296848,-0.005063291139240533,5.259777136895483e-05,395,23,2.5
1b485e663a59,bollinger_bands,-0.6437317627503212,-0.012226451722633147,0.5303867403314917,-6.715684258746038e-05,0.2,0.4,-0.48898069151275453,-0.008202748487275424,0.5303867403314917,-4.4877332596821006e-05,0.15475107123756665,0.004023703235357723,0.0,2.2279509990639374e-05,181,23,3.0
c249cef528fb,bollinger_bands,-2.4390579064132805,-0.1880713244504948,0.6366685299049748,-0.0001148210919998545,0.25,0.5,-1.6034886595646503,-0.09244103096430534,0.6288429290106204,-5.3404811654828734e-05,0.8355692468486302,0.09563029348618945,-0.007825600894354356,6.141628034502577e-05,1789,24,1.0
b3bc478985c8,bollinger_bands,-2.0330376891773128,-0.1216189563158857,0.5801068090787717,-8.547268999809358e-05,0.25,0.5,-1.5692989330431957,-0.07381106488968969,0.57543391188251,-5.054684369623721e-05,0.4637387561341171,0.047807891426196014,-0.004672897196261627,3.4925846301856375e-05,1498,24,1.5
cc91a898fba5,bollinger_bands,-1.3066732497630216,-0.05353656625062431,0.5836216839677048,-6.264341343251522e-05,0.2,0.4,-1.2907467569246496,-0.043321535317068616,0.5743944636678201,-5.05349514767013e-05,0.015926492838371997,0.010215030933555691,-0.009227220299884653,1.210846195581392e-05,867,24,2.0
a0135f1061c2,bollinger_bands,-1.138535702385282,-0.033329056720105554,0.516209476309227,-8.36412338288859e-05,0.2,0.4,-0.6282881750625842,-0.01505518380613824,0.5112219451371571,-3.7250480216678364e-05,0.5102475273226978,0.018273872913967315,-0.004987531172069848,4.639075361220753e-05,401,24,2.5
2d276ef09977,bollinger_bands,-0.7536678508336042,-0.01438637859092684,0.5210526315789473,-7.548416251781642e-05,0.2,0.4,-0.6142771328462368,-0.010371473834473788,0.5210526315789473,-5.4259997737259955e-05,0.13939071798736746,0.004014904756453053,0.0,2.1224164780556467e-05,190,24,3.0
b018a6fd2f3b,bollinger_bands,-2.1669247858600174,-0.16917009953908513,0.6417233560090703,-0.00010340524681012139,0.25,0.5,-1.4710790099181068,-0.0855101907389968,0.6337868480725624,-4.9843969634188246e-05,0.6958457759419105,0.08365990880008833,-0.007936507936507908,5.356127717593314e-05,1764,25,1.0
9998eed964f5,bollinger_bands,-2.105905979519157,-0.1300160370656248,0.5815068493150685,-9.419043998514123e-05,0.25,0.5,-1.6585602770855359,-0.07751919449524769,0.5767123287671233,-5.4614685960525255e-05,0.44734570243362093,0.05249684257037712,-0.004794520547945158,3.957575402461598e-05,1460,25,1.5
a2e4b74d4249,bollinger_bands,-1.2340374760237738,-0.0523838639342773,0.5899880810488677,-6.32242903576413e-05,0.25,0.5,-1.056010183206512,-0.0381458347417738,0.5840286054827175,-4.570927326639945e-05,0.1780272928172617,0.014238029192503499,-0.005959475566150174,1.7515017091241844e-05,839,25,2.0
834bed6f6b13,bollinger_bands,-1.5920672207135178,-0.04649583521251521,0.515,-0.00011811939372741532,0.2,0.4,-1.1982926553570672,-0.02790126690840178,0.51,-7.017922118408757e-05,0.3937745653564506,0.018594568304113435,-0.0050000000000000044,4.794017254332775e-05,400,25,2.5
0ed948707371,bollinger_bands,-0.9009174376110752,-0.018404100958301917,0.5255102040816326,-9.389633764151632e-05,0.2,0.4,-0.6042224395840505,-0.010547345342710401,0.5255102040816326,-5.346558684988511e-05,0.2966949980270247,0.007856755615591515,0.0,4.043075079163121e-05,196,25,3.0
aee7e28d2d29,bollinger_bands,-1.9144256415233563,-0.1504189010310668,0.6359953703703703,-9.266624330908642e-05,0.25,0.5,-1.353111139570192,-0.07855318731861838,0.6261574074074074,-4.6507382793318806e-05,0.5613145019531642,0.07186571371244843,-0.00983796296296291,4.615886051576761e-05,1728,26,1.0
8722b4247191,bollinger_bands,-1.849454480490265,-0.11690268694367012,0.5881542699724518,-8.437198452332815e-05,0.25,0.5,-1.071615393965985,-0.0519271685964392,0.5840220385674931,-3.604918107693476e-05,0.7778390865242801,0.06497551834723092,-0.004132231404958664,4.832280344639339e-05,1452,26,1.5
f69c71178b53,bollinger_bands,-1.4974725771841617,-0.06511975813365178,0.583030303030303,-8.063432434761645e-05,0.2,0.4,-1.0190588047597908,-0.03485734832081633,0.5721212121212121,-4.2417632395134784e-05,0.4784137724243709,0.030262409812835456,-0.010909090909090868,3.821669195248166e-05,825,26,2.0
7f947d4b463c,bollinger_bands,-1.6896457041846897,-0.049825243382151774,0.5124378109452736,-0.00012621054406971438,0.2,0.4,-1.2821913014356847,-0.030516606119391776,0.5099502487562189,-7.65040582884268e-05,0.407454402749005,0.019308637262759998,-0.0024875621890547706,4.970648578128758e-05,402,26,2.5
0a778eb7bcce,bollinger_bands,-1.1381243998893587,-0.02224240166416347,0.5177664974619289,-0.00011337210639976993,0.2,0.4,-0.7614035291703908,-0.013407671901088158,0.5126903553299492,-6.787286163835198e-05,0.37672087071896787,0.00883472976307531,-0.005076142131979711,4.5499244761417954e-05,197,26,3.0
