timestamp,open,high,low,close,volume
2024-03-27 15:30:00+00:00,519.71,520.08,519.53,519.99,1865863
2024-03-27 15:45:00+00:00,520.01,520.03,519.53,519.54,1084746
2024-03-27 16:00:00+00:00,519.54,519.775,519.485,519.665,1834777
2024-03-27 16:15:00+00:00,519.65,520.1286,519.5537,520.08,729307
2024-03-27 16:30:00+00:00,520.08,520.4,520.07,520.22,1939767
2024-03-27 16:45:00+00:00,520.22,520.4799,520.22,520.3099,734938
2024-03-27 17:00:00+00:00,520.31,520.5,519.73,520.08,1440686
2024-03-27 17:15:00+00:00,520.07,520.44,520.0,520.325,680293
2024-03-27 17:30:00+00:00,520.33,520.435,520.12,520.2703,851843
2024-03-27 17:45:00+00:00,520.28,520.38,520.094,520.175,510725
2024-03-27 18:00:00+00:00,520.18,520.355,520.02,520.355,875276
2024-03-27 18:15:00+00:00,520.3531,520.91,520.294,520.84,1860349
2024-03-27 18:30:00+00:00,520.8401,520.98,520.41,520.545,1230104
2024-03-27 18:45:00+00:00,520.54,520.63,520.14,520.27,2131061
2024-03-27 19:00:00+00:00,520.27,520.615,519.92,520.14,2271791
2024-03-27 19:15:00+00:00,520.135,521.05,519.84,520.9,3306769
2024-03-27 19:30:00+00:00,520.895,522.48,520.767,522.4,6732060
2024-03-27 19:45:00+00:00,522.39,523.2,522.0,523.17,17395453
2024-03-27 20:00:00+00:00,523.17,523.33,522.97,523.15,2876053
2024-03-28 13:30:00+00:00,523.21,523.336,522.78,523.25,2116777
2024-03-28 13:45:00+00:00,523.28,523.6707,522.8,523.24,2308287
2024-03-28 14:00:00+00:00,523.25,523.73,522.95,523.16,4467375
2024-03-28 14:15:00+00:00,523.15,523.325,522.93,523.15,1888841
2024-03-28 14:30:00+00:00,523.15,523.48,523.04,523.42,2453277
2024-03-28 14:45:00+00:00,523.425,523.55,523.27,523.43,1436577
2024-03-28 15:00:00+00:00,523.42,523.6,523.16,523.405,2176236
2024-03-28 15:15:00+00:00,523.41,523.63,523.385,523.57,3656010
2024-03-28 15:30:00+00:00,523.5799,523.73,523.2927,523.3,1976389
2024-03-28 15:45:00+00:00,523.31,523.6299,523.25,523.59,2483794
2024-03-28 16:00:00+00:00,523.59,523.6,523.19,523.34,2118879
2024-03-28 16:15:00+00:00,523.35,523.47,523.14,523.47,1632991
2024-03-28 16:30:00+00:00,523.47,523.48,523.105,523.195,2524159
2024-03-28 16:45:00+00:00,523.2,523.37,523.08,523.35,1234023
2024-03-28 17:00:00+00:00,523.35,523.49,523.06,523.18,1180448
2024-03-28 17:15:00+00:00,523.19,523.265,522.98,523.125,1043557
2024-03-28 17:30:00+00:00,523.125,523.35,522.92,523.3,1027698
2024-03-28 17:45:00+00:00,523.31,523.4801,523.2,523.38,1580460
2024-03-28 18:00:00+00:00,523.39,523.645,523.09,523.551,1510146
2024-03-28 18:15:00+00:00,523.57,523.615,523.355,523.52,1653202
2024-03-28 18:30:00+00:00,523.525,523.57,523.02,523.14,1508105
2024-03-28 18:45:00+00:00,523.1388,524.285,523.1,524.13,3047607
2024-03-28 19:00:00+00:00,524.14,524.36,523.6,524.09,2739679
2024-03-28 19:15:00+00:00,524.09,524.58,524.05,524.458,3599635
2024-03-28 19:30:00+00:00,524.46,524.61,523.805,524.08,5536721
2024-03-28 19:45:00+00:00,524.08,524.2,522.93,523.12,11766306
2024-03-28 20:00:00+00:00,523.12,523.29,522.89,523.01,6075893
2024-04-01 13:30:00+00:00,523.83,524.36,523.45,524.205,2990487
2024-04-01 13:45:00+00:00,524.21,524.38,523.855,524.095,1367852
2024-04-01 14:00:00+00:00,524.09,524.18,523.13,523.885,5709976
2024-04-01 14:15:00+00:00,523.88,523.91,522.83,522.99,2266953
2024-04-01 14:30:00+00:00,522.985,523.1,522.08,522.5651,3655018
2024-04-01 14:45:00+00:00,522.5699,522.57,522.12,522.315,2159636
2024-04-01 15:00:00+00:00,522.31,522.42,521.82,521.95,1959228
2024-04-01 15:15:00+00:00,521.94,522.11,521.36,522.0799,3189527
2024-04-01 15:30:00+00:00,522.07,522.085,521.6,521.855,1030663
2024-04-01 15:45:00+00:00,521.86,521.915,521.07,521.1088,2408145
2024-04-01 16:00:00+00:00,521.1,521.85,520.97,521.805,1717295
2024-04-01 16:15:00+00:00,521.8,522.05,521.66,521.99,2666008
2024-04-01 16:30:00+00:00,522.0,522.22,521.96,522.17,727649
2024-04-01 16:45:00+00:00,522.17,522.225,521.89,521.905,637916
2024-04-01 17:00:00+00:00,521.91,521.91,521.56,521.7,814596
2024-04-01 17:15:00+00:00,521.7,521.76,521.06,521.61,1037130
2024-04-01 17:30:00+00:00,521.62,521.87,521.38,521.8087,715077
2024-04-01 17:45:00+00:00,521.81,521.83,521.39,521.74,746659
2024-04-01 18:00:00+00:00,521.73,521.8165,521.47,521.58,752480
2024-04-01 18:15:00+00:00,521.58,522.05,521.54,521.8712,838747
2024-04-01 18:30:00+00:00,521.87,522.145,521.855,522.049,657856
2024-04-01 18:45:00+00:00,522.0401,522.15,521.72,521.86,1569921
2024-04-01 19:00:00+00:00,521.86,522.34,521.68,522.047,2158469
2024-04-01 19:15:00+00:00,522.05,522.195,521.73,521.87,1656038
2024-04-01 19:30:00+00:00,521.875,522.2,521.61,522.125,1805454
2024-04-01 19:45:00+00:00,522.13,522.8,521.79,522.22,6651274
2024-04-01 20:00:00+00:00,522.22,522.37,522.08,522.15,1761175
2024-04-02 13:30:00+00:00,518.25,518.46,517.135,517.47,6003379
2024-04-02 13:45:00+00:00,517.47,517.62,516.85,517.6,3592502
2024-04-02 14:00:00+00:00,517.61,518.01,516.48,516.6,4636192
2024-04-02 14:15:00+00:00,516.62,517.59,516.52,517.17,3370133
2024-04-02 14:30:00+00:00,517.17,517.63,516.94,517.41,1906171
2024-04-02 14:45:00+00:00,517.41,517.5501,516.7613,516.965,2023563
2024-04-02 15:00:00+00:00,516.96,517.66,516.86,517.65,1415312
2024-04-02 15:15:00+00:00,517.65,517.82,517.49,517.62,1246834
2024-04-02 15:30:00+00:00,517.625,517.865,517.38,517.41,1141351
2024-04-02 15:45:00+00:00,517.42,517.46,516.99,517.1276,1735123
2024-04-02 16:00:00+00:00,517.125,517.29,516.9162,516.97,1132184
2024-04-02 16:15:00+00:00,516.97,517.465,516.9,517.435,1281207
2024-04-02 16:30:00+00:00,517.44,517.66,517.305,517.46,1238260
2024-04-02 16:45:00+00:00,517.465,518.0,517.42,517.97,1364074
2024-04-02 17:00:00+00:00,517.98,518.12,517.625,517.6591,1327404
2024-04-02 17:15:00+00:00,517.655,517.7969,517.48,517.67,898076
2024-04-02 17:30:00+00:00,517.67,517.73,517.35,517.56,1430345
2024-04-02 17:45:00+00:00,517.55,517.94,517.53,517.75,1252565
2024-04-02 18:00:00+00:00,517.76,518.015,517.66,517.86,1043349
2024-04-02 18:15:00+00:00,517.86,518.12,517.82,517.905,1045131
2024-04-02 18:30:00+00:00,517.91,518.14,517.73,518.04,1121740
2024-04-02 18:45:00+00:00,518.04,518.045,517.64,517.79,1807159
2024-04-02 19:00:00+00:00,517.79,518.59,517.73,517.98,2350807
2024-04-02 19:15:00+00:00,517.98,518.57,517.87,518.43,2080184
2024-04-02 19:30:00+00:00,518.44,518.86,518.28,518.71,3110490
2024-04-02 19:45:00+00:00,518.71,518.98,518.53,518.85,14015451
2024-04-02 20:00:00+00:00,518.85,518.95,518.78,518.87,1298053
2024-04-03 13:30:00+00:00,517.72,518.58,517.665,518.315,2695937
2024-04-03 13:45:00+00:00,518.31,518.64,518.21,518.39,1438250
2024-04-03 14:00:00+00:00,518.45,520.31,518.42,520.225,4031648
2024-04-03 14:15:00+00:00,520.23,520.63,520.0495,520.4,2121209
2024-04-03 14:30:00+00:00,520.41,520.69,520.1701,520.4801,1519349
2024-04-03 14:45:00+00:00,520.485,520.84,520.385,520.68,1302394
2024-04-03 15:00:00+00:00,520.67,520.95,520.6,520.87,1090222
2024-04-03 15:15:00+00:00,520.8683,520.94,520.64,520.81,931646
2024-04-03 15:30:00+00:00,520.83,520.93,520.69,520.76,1159863
2024-04-03 15:45:00+00:00,520.75,520.7601,520.1,520.1901,1343394
2024-04-03 16:00:00+00:00,520.18,520.3,519.72,520.1,2110939
2024-04-03 16:15:00+00:00,520.11,520.65,519.8821,520.645,1547871
2024-04-03 16:30:00+00:00,520.64,520.845,519.39,520.3052,2202633
2024-04-03 16:45:00+00:00,520.3,520.7087,520.14,520.31,1074157
2024-04-03 17:00:00+00:00,520.32,520.61,520.3,520.49,815149
2024-04-03 17:15:00+00:00,520.5,520.68,520.32,520.62,894922
2024-04-03 17:30:00+00:00,520.63,520.7,520.39,520.525,700998
2024-04-03 17:45:00+00:00,520.54,520.8,520.46,520.55,1380434
2024-04-03 18:00:00+00:00,520.56,520.8,520.445,520.55,972484
2024-04-03 18:15:00+00:00,520.55,520.625,520.15,520.205,1259077
2024-04-03 18:30:00+00:00,520.19,520.425,519.96,520.285,1242801
2024-04-03 18:45:00+00:00,520.28,520.29,519.8497,519.96,1033077
2024-04-03 19:00:00+00:00,519.95,520.03,518.57,518.73,2493972
2024-04-03 19:15:00+00:00,518.73,519.0,517.77,518.53,3138755
2024-04-03 19:30:00+00:00,518.55,519.48,518.28,519.38,2819454
2024-04-03 19:45:00+00:00,519.39,519.77,519.035,519.36,11126050
2024-04-03 20:00:00+00:00,519.37,519.76,519.36,519.73,1155199
2024-04-04 13:30:00+00:00,523.52,523.7,522.94,523.14,4916484
2024-04-04 13:45:00+00:00,523.14,523.26,522.58,522.84,2472600
2024-04-04 14:00:00+00:00,522.84,523.04,522.745,522.905,1308407
2024-04-04 14:15:00+00:00,522.905,523.04,522.47,522.92,1394753
2024-04-04 14:30:00+00:00,522.92,522.9604,522.61,522.92,1251245
2024-04-04 14:45:00+00:00,522.905,522.965,522.67,522.73,1232667
2024-04-04 15:00:00+00:00,522.73,522.87,522.36,522.46,982200
2024-04-04 15:15:00+00:00,522.45,522.76,522.4,522.75,1435931
2024-04-04 15:30:00+00:00,522.77,523.09,522.68,523.06,1313357
2024-04-04 15:45:00+00:00,523.06,523.31,522.94,523.26,1215876
2024-04-04 16:00:00+00:00,523.27,523.8674,523.18,523.58,2405524
2024-04-04 16:15:00+00:00,523.58,523.65,523.41,523.5102,1853007
2024-04-04 16:30:00+00:00,523.52,523.58,523.41,523.485,651803
2024-04-04 16:45:00+00:00,523.48,523.62,523.28,523.44,963205
2024-04-04 17:00:00+00:00,523.44,523.47,523.2,523.36,727724
2024-04-04 17:15:00+00:00,523.37,523.38,523.155,523.17,649630
2024-04-04 17:30:00+00:00,523.17,523.19,522.5,522.655,1389394
2024-04-04 17:45:00+00:00,522.65,522.69,521.71,521.86,1945149
2024-04-04 18:00:00+00:00,521.865,521.865,519.76,519.815,5321016
2024-04-04 18:15:00+00:00,519.815,519.85,517.84,518.01,6916395
2024-04-04 18:30:00+00:00,518.0,518.0,516.09,516.2,8503725
2024-04-04 18:45:00+00:00,516.195,517.23,515.5,515.891,5461313
2024-04-04 19:00:00+00:00,515.89,516.06,514.85,515.465,6022003
2024-04-04 19:15:00+00:00,515.46,515.49,513.66,513.69,6031692
2024-04-04 19:30:00+00:00,513.71,514.22,512.755,513.3482,6736199
2024-04-04 19:45:00+00:00,513.35,514.38,512.83,513.03,14824992
2024-04-04 20:00:00+00:00,513.03,513.37,513.02,513.37,1516685
2024-04-05 13:30:00+00:00,514.43,515.52,514.01,515.375,4025153
2024-04-05 13:45:00+00:00,515.38,516.4,515.0101,515.92,3138552
2024-04-05 14:00:00+00:00,515.92,516.43,514.99,516.04,3250951
2024-04-05 14:15:00+00:00,516.03,516.25,514.89,515.44,2222872
2024-04-05 14:30:00+00:00,515.46,516.37,515.19,516.205,1977472
2024-04-05 14:45:00+00:00,516.2,518.0913,516.16,518.06,2677385
2024-04-05 15:00:00+00:00,518.05,518.08,517.03,517.18,3133641
2024-04-05 15:15:00+00:00,517.17,517.87,516.43,517.85,2013993
2024-04-05 15:30:00+00:00,517.84,518.96,517.57,518.85,2652179
2024-04-05 15:45:00+00:00,518.86,519.72,518.76,519.43,2422431
2024-04-05 16:00:00+00:00,519.43,519.8365,519.195,519.67,2255525
2024-04-05 16:15:00+00:00,519.675,520.01,519.475,519.615,2207134
2024-04-05 16:30:00+00:00,519.61,519.8566,519.08,519.6,2108373
2024-04-05 16:45:00+00:00,519.61,520.44,519.37,520.3398,1818203
2024-04-05 17:00:00+00:00,520.33,520.43,518.71,518.82,2231294
2024-04-05 17:15:00+00:00,518.82,519.4,518.79,519.26,1371182
2024-04-05 17:30:00+00:00,519.26,519.595,518.56,518.92,1655888
2024-04-05 17:45:00+00:00,518.925,518.94,517.43,517.8099,2159660
2024-04-05 18:00:00+00:00,517.8,519.04,516.97,518.5588,3008415
2024-04-05 18:15:00+00:00,518.55,519.28,517.77,517.79,1809649
2024-04-05 18:30:00+00:00,517.8,518.71,517.7503,518.2,1836596
2024-04-05 18:45:00+00:00,518.2,518.23,517.24,517.865,1777360
2024-04-05 19:00:00+00:00,517.88,518.39,517.68,518.31,2116195
2024-04-05 19:15:00+00:00,518.3,518.38,517.825,518.15,1675650
2024-04-05 19:30:00+00:00,518.15,519.04,518.0199,518.185,2398225
2024-04-05 19:45:00+00:00,518.18,519.295,518.12,518.4,6445270
2024-04-05 20:00:00+00:00,518.39,518.43,518.17,518.34,1653363
2024-04-08 13:30:00+00:00,519.15,519.39,517.98,518.68,2923158
2024-04-08 13:45:00+00:00,518.7,519.075,518.44,518.83,1693729
2024-04-08 14:00:00+00:00,518.84,518.93,518.2,518.77,1468420
2024-04-08 14:15:00+00:00,518.75,519.58,518.52,519.537,1782958
2024-04-08 14:30:00+00:00,519.53,520.12,519.49,519.725,1804902
2024-04-08 14:45:00+00:00,519.74,520.18,519.705,519.99,1324465
2024-04-08 15:00:00+00:00,519.99,520.13,519.33,519.77,1468181
2024-04-08 15:15:00+00:00,519.775,519.91,519.385,519.525,898019
2024-04-08 15:30:00+00:00,519.5,519.51,518.55,519.04,1629869
2024-04-08 15:45:00+00:00,519.04,519.04,518.28,518.73,1358259
2024-04-08 16:00:00+00:00,518.73,518.78,518.0407,518.2499,1260082
2024-04-08 16:15:00+00:00,518.24,518.68,517.89,518.5601,1572379
2024-04-08 16:30:00+00:00,518.56,519.21,518.46,519.0998,1275325
2024-04-08 16:45:00+00:00,519.1,519.44,518.86,519.44,813063
2024-04-08 17:00:00+00:00,519.43,519.46,518.97,519.05,853991
2024-04-08 17:15:00+00:00,519.06,519.28,518.79,519.275,1014661
2024-04-08 17:30:00+00:00,519.28,519.285,518.69,518.905,808998
2024-04-08 17:45:00+00:00,518.905,519.4,518.65,519.31,856502
2024-04-08 18:00:00+00:00,519.31,519.46,518.96,519.2714,2030536
2024-04-08 18:15:00+00:00,519.3,519.48,518.9399,519.18,833752
2024-04-08 18:30:00+00:00,519.17,519.1999,518.78,518.885,797881
2024-04-08 18:45:00+00:00,518.89,519.26,518.6699,519.255,914967
2024-04-08 19:00:00+00:00,519.26,519.38,518.74,519.12,1157678
2024-04-08 19:15:00+00:00,519.12,519.28,518.855,519.255,1030303
2024-04-08 19:30:00+00:00,519.25,519.7,518.48,518.62,2007607
2024-04-08 19:45:00+00:00,518.61,518.93,518.23,518.67,8647179
2024-04-08 20:00:00+00:00,518.66,518.81,518.63,518.78,1504787
2024-04-09 13:30:00+00:00,520.5,520.75,519.72,519.835,3364100
2024-04-09 13:45:00+00:00,519.82,520.0,518.77,518.88,2249605
2024-04-09 14:00:00+00:00,518.89,519.18,518.66,519.04,2000855
2024-04-09 14:15:00+00:00,519.0475,519.28,517.4103,517.59,2027856
2024-04-09 14:30:00+00:00,517.59,517.63,514.46,514.84,4740167
2024-04-09 14:45:00+00:00,514.88,515.57,514.35,515.515,4149520
2024-04-09 15:00:00+00:00,515.52,516.15,515.19,515.6,2336625
2024-04-09 15:15:00+00:00,515.62,516.55,515.62,515.95,1800561
2024-04-09 15:30:00+00:00,515.96,516.92,515.67,516.715,1691798
2024-04-09 15:45:00+00:00,516.69,517.125,516.58,516.825,1723486
2024-04-09 16:00:00+00:00,516.825,517.64,516.76,517.405,1605638
2024-04-09 16:15:00+00:00,517.405,517.56,517.23,517.26,853956
2024-04-09 16:30:00+00:00,517.26,517.78,517.26,517.4699,820734
2024-04-09 16:45:00+00:00,517.48,517.61,516.575,516.79,1230923
2024-04-09 17:00:00+00:00,516.8,517.48,516.6,517.3,1172598
2024-04-09 17:15:00+00:00,517.32,517.64,516.98,517.16,1339074
2024-04-09 17:30:00+00:00,517.17,517.64,516.87,516.99,820395
2024-04-09 17:45:00+00:00,516.99,517.15,516.66,516.6701,1044816
2024-04-09 18:00:00+00:00,516.67,517.0599,516.23,516.84,1093315
2024-04-09 18:15:00+00:00,516.84,517.29,516.53,516.65,1775654
2024-04-09 18:30:00+00:00,516.6575,516.91,516.345,516.4786,1096264
2024-04-09 18:45:00+00:00,516.48,516.815,516.2599,516.51,1250584
2024-04-09 19:00:00+00:00,516.5,516.52,515.71,516.07,1621734
2024-04-09 19:15:00+00:00,516.065,518.61,516.03,518.55,3826293
2024-04-09 19:30:00+00:00,518.51,519.02,517.45,518.03,4760030
2024-04-09 19:45:00+00:00,518.03,519.44,517.6801,519.29,8680405
2024-04-09 20:00:00+00:00,519.3,519.73,519.22,519.61,2086143
2024-04-10 13:30:00+00:00,513.48,514.16,512.76,514.0506,5167571
2024-04-10 13:45:00+00:00,514.06,514.48,512.67,513.985,4864273
2024-04-10 14:00:00+00:00,514.0,514.87,513.41,514.15,3665782
2024-04-10 14:15:00+00:00,514.17,515.13,513.73,514.67,2679488
2024-04-10 14:30:00+00:00,514.66,516.16,514.56,515.26,3425716
2024-04-10 14:45:00+00:00,515.268,515.5,513.97,514.46,2312820
2024-04-10 15:00:00+00:00,514.47,514.53,513.54,513.87,2377689
2024-04-10 15:15:00+00:00,513.875,514.49,513.48,514.485,1641112
2024-04-10 15:30:00+00:00,514.49,514.53,513.0,513.13,1691332
2024-04-10 15:45:00+00:00,513.15,513.52,513.02,513.3499,1419718
2024-04-10 16:00:00+00:00,513.34,513.81,512.98,513.01,1720551
2024-04-10 16:15:00+00:00,513.02,513.575,512.99,513.395,1541965
2024-04-10 16:30:00+00:00,513.4,513.83,513.24,513.36,1187835
2024-04-10 16:45:00+00:00,513.36,514.38,513.32,514.1679,1673574
2024-04-10 17:00:00+00:00,514.1679,514.46,512.09,512.7494,3545482
2024-04-10 17:15:00+00:00,512.74,515.14,512.45,513.8604,3644529
2024-04-10 17:30:00+00:00,513.88,514.25,512.29,512.58,3424737
2024-04-10 17:45:00+00:00,512.59,514.9,512.4701,513.76,2637401
2024-04-10 18:00:00+00:00,513.7804,514.5499,513.21,514.37,2360778
2024-04-10 18:15:00+00:00,514.36,514.68,513.08,513.2,2484821
2024-04-10 18:30:00+00:00,513.19,514.11,513.0,513.9,1350875
2024-04-10 18:45:00+00:00,513.91,514.18,512.5651,512.635,1754230
2024-04-10 19:00:00+00:00,512.63,514.09,512.445,514.07,1983518
2024-04-10 19:15:00+00:00,514.06,515.07,513.83,514.26,3231538
2024-04-10 19:30:00+00:00,514.26,514.61,513.41,514.55,3321356
2024-04-10 19:45:00+00:00,514.54,515.01,514.08,514.16,7555091
2024-04-10 20:00:00+00:00,514.15,514.3,513.7,513.87,1396176
2024-04-11 13:30:00+00:00,515.68,515.87,514.09,514.365,3808491
2024-04-11 13:45:00+00:00,514.37,515.01,514.23,514.61,2096309
2024-04-11 14:00:00+00:00,514.62,514.69,512.68,513.1,3092208
2024-04-11 14:15:00+00:00,513.08,513.11,512.08,512.57,2371599
2024-04-11 14:30:00+00:00,512.57,513.62,512.4514,513.44,2166888
2024-04-11 14:45:00+00:00,513.45,513.82,513.14,513.22,1575505
2024-04-11 15:00:00+00:00,513.23,513.92,513.15,513.52,1846493
2024-04-11 15:15:00+00:00,513.53,514.23,513.48,513.57,1533666
2024-04-11 15:30:00+00:00,513.57,514.55,513.415,513.9,1570150
2024-04-11 15:45:00+00:00,513.89,515.45,513.88,515.34,1928113
2024-04-11 16:00:00+00:00,515.33,515.5,514.88,515.13,2283775
2024-04-11 16:15:00+00:00,515.11,515.52,514.81,514.8399,1735651
2024-04-11 16:30:00+00:00,514.84,515.35,514.73,515.16,1277408
2024-04-11 16:45:00+00:00,515.17,515.65,515.1302,515.29,1292907
2024-04-11 17:00:00+00:00,515.3,517.085,514.88,516.97,3035991
2024-04-11 17:15:00+00:00,516.98,517.91,516.76,517.51,2870109
2024-04-11 17:30:00+00:00,517.52,517.83,516.96,517.7,2092874
2024-04-11 17:45:00+00:00,517.72,518.13,517.53,518.0,1503314
2024-04-11 18:00:00+00:00,518.005,519.27,517.92,518.71,2490036
2024-04-11 18:15:00+00:00,518.71,519.27,518.65,519.08,1358146
2024-04-11 18:30:00+00:00,519.07,519.48,518.96,519.34,2225457
2024-04-11 18:45:00+00:00,519.33,519.38,518.54,518.689,1905177
2024-04-11 19:00:00+00:00,518.69,519.23,518.68,518.7,1581834
2024-04-11 19:15:00+00:00,518.71,519.055,518.51,518.91,1358211
2024-04-11 19:30:00+00:00,518.915,519.22,518.7,519.17,1928363
2024-04-11 19:45:00+00:00,519.17,519.39,517.97,518.05,8696863
2024-04-11 20:00:00+00:00,518.05,518.1,517.88,517.92,1842433
2024-04-12 13:30:00+00:00,514.38,515.31,514.08,515.1651,4296106
2024-04-12 13:45:00+00:00,515.18,515.815,514.72,515.34,4832162
2024-04-12 14:00:00+00:00,515.37,515.44,513.71,514.19,5697214
2024-04-12 14:15:00+00:00,514.18,514.55,513.56,513.8,3355003
2024-04-12 14:30:00+00:00,513.81,514.09,512.45,512.84,3809013
2024-04-12 14:45:00+00:00,512.84,512.95,512.02,512.3101,2673154
2024-04-12 15:00:00+00:00,512.31,513.055,512.2,512.725,2397184
2024-04-12 15:15:00+00:00,512.73,513.54,512.56,513.53,2004239
2024-04-12 15:30:00+00:00,513.53,514.03,513.14,513.54,1870186
2024-04-12 15:45:00+00:00,513.54,514.0,513.32,513.4,1375933
2024-04-12 16:00:00+00:00,513.43,513.53,512.64,512.64,1464645
2024-04-12 16:15:00+00:00,512.64,512.8379,511.76,511.82,2869211
2024-04-12 16:30:00+00:00,511.8,512.02,510.57,510.69,3551182
2024-04-12 16:45:00+00:00,510.69,511.075,510.48,510.57,3289225
2024-04-12 17:00:00+00:00,510.58,510.82,510.03,510.5698,2970590
2024-04-12 17:15:00+00:00,510.56,511.09,509.47,509.7,3351873
2024-04-12 17:30:00+00:00,509.69,510.53,509.32,510.305,2650297
2024-04-12 17:45:00+00:00,510.31,511.25,510.28,510.49,2556537
2024-04-12 18:00:00+00:00,510.49,511.415,509.96,510.86,2375974
2024-04-12 18:15:00+00:00,510.86,511.33,510.29,510.67,2010979
2024-04-12 18:30:00+00:00,510.68,510.74,509.64,509.945,2629370
2024-04-12 18:45:00+00:00,509.95,510.38,509.56,509.625,1864511
2024-04-12 19:00:00+00:00,509.62,509.93,509.22,509.32,2316947
2024-04-12 19:15:00+00:00,509.34,510.08,509.08,509.505,2604672
2024-04-12 19:30:00+00:00,509.495,510.52,509.26,510.49,3948501
2024-04-12 19:45:00+00:00,510.49,510.93,509.881,510.82,10436077
2024-04-12 20:00:00+00:00,510.82,511.07,510.8,510.99,2383209
2024-04-15 13:30:00+00:00,515.13,515.3,514.19,515.045,5053198
2024-04-15 13:45:00+00:00,515.06,515.215,514.29,514.89,2826513
2024-04-15 14:00:00+00:00,514.9,515.01,511.94,512.5,4035525
2024-04-15 14:15:00+00:00,512.51,513.45,512.21,512.57,2600183
2024-04-15 14:30:00+00:00,512.58,513.01,511.48,512.09,3183923
2024-04-15 14:45:00+00:00,512.08,512.34,511.07,511.1001,2271209
2024-04-15 15:00:00+00:00,511.11,511.55,510.86,511.27,2338240
2024-04-15 15:15:00+00:00,511.26,511.63,510.81,511.5801,2086986
2024-04-15 15:30:00+00:00,511.6,512.33,511.54,511.72,2312732
2024-04-15 15:45:00+00:00,511.74,512.6,511.655,512.315,1334328
2024-04-15 16:00:00+00:00,512.32,512.62,512.165,512.4,1344976
2024-04-15 16:15:00+00:00,512.39,512.485,510.365,510.6,1815204
2024-04-15 16:30:00+00:00,510.61,510.62,509.51,509.7005,2151048
2024-04-15 16:45:00+00:00,509.675,510.19,509.51,510.075,1966510
2024-04-15 17:00:00+00:00,510.06,510.56,509.59,509.7,1613868
2024-04-15 17:15:00+00:00,509.69,509.72,506.55,506.57,3756094
2024-04-15 17:30:00+00:00,506.58,506.85,505.525,505.88,5281318
2024-04-15 17:45:00+00:00,505.87,506.61,505.01,506.365,3476251
2024-04-15 18:00:00+00:00,506.3706,506.44,504.79,505.13,3176884
2024-04-15 18:15:00+00:00,505.12,505.61,504.73,505.11,3222074
2024-04-15 18:30:00+00:00,505.1,506.49,504.94,505.5,2669386
2024-04-15 18:45:00+00:00,505.53,505.6,504.425,505.14,2545489
2024-04-15 19:00:00+00:00,505.11,505.27,504.245,504.47,2995863
2024-04-15 19:15:00+00:00,504.48,504.9,503.58,504.2599,3343454
2024-04-15 19:30:00+00:00,504.26,505.2686,504.25,504.36,3678783
